bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Fusobacteriia	0.00125225151169595	0.000391010147803707	0.00780832467958174	0.00536299113468307	0.864976010403834	0.70617340597704	0.917394147522809	0.0449578616518346	0.0130988399514242	0.104631550706395	0.359320406023766
Candidatus Saccharimonia	0.00183153457960494	0.000264226664114751	0.624395194943891	0.595278736776337	0.514966868749932	0.0718399708595155	0.0965750562625073	0.0449578616518346	0.0130988399514242	0.824954565993915	0.782032850274796
Elusimicrobia	0.00201303858142543	0.845695067820849	0.000339116219552167	0.395016016024117	0.0390968878402045	0.878830500865191	0.236218911866901	0.0449578616518346	0.92887818924585	0.0186255907053134	0.696797326121937
Verrucomicrobiae	0.00366930022538559	0.00133140351262315	0.00460784353339943	0.0241461207997285	0.859395744420413	0.843390612313201	0.812861518287684	0.0614607787752086	0.0178408070691502	0.0771813791844404	0.53926336452727
Fimbriimonadia	0.00654093820176294	0.00121132542869918	0.083970490732673	0.0176151366247986	0.569940762360752	0.323075497907128	0.551536221568081	0.0767969152743917	0.0178408070691502	0.360761097732192	0.53926336452727
Gemmatimonadetes	0.00700842730273621	0.160191397121276	0.000738576716005551	0.06627320702086	-0.173380290711515	-0.503867182438457	-0.322214043598551	0.0767969152743917	0.402777774691561	0.0186255907053134	0.636218099471315
Ktedonobacteria	0.0081790448485437	0.000997512984269093	0.368531601114121	0.0854621327648035	0.306873999551917	0.0875998871191853	0.207707013886206	0.0767969152743917	0.0178408070691502	0.697758687731465	0.636218099471315
Sphingobacteriia	0.00916978092828558	0.176962055426522	0.000833981673372242	0.167821635681517	0.157991234016745	0.467674004615354	0.223397808698117	0.0767969152743917	0.423444918342034	0.0186255907053134	0.696797326121937
Bacilli	0.0171755773279569	0.00200945735024609	0.0891738940901026	0.100398936673852	0.410455076782011	0.243977506308634	0.290939347897121	0.127862631219235	0.0224389404110814	0.360761097732192	0.672672875714808
Synergistia	0.0231415595819331	0.00410846562901842	0.0825411234333589	0.0505666603547271	0.51273554403969	0.333892639101755	0.460892610571499	0.155048449198952	0.0393238853063191	0.360761097732192	0.636218099471315
Spartobacteria	0.0482232077641317	0.0103184332272923	0.0915363979320487	0.0647736789425288	0.116728064815929	0.0848622107571002	0.115411862805887	0.293723174563348	0.0864168782785726	0.360761097732192	0.636218099471315
Thermodesulfobacteria	0.0723035164008738	0.0173725496498045	0.713856511717573	0.121936339460727	0.207353154614691	0.0343002061677718	0.178666776666674	0.399368714507129	0.129328980726323	0.84747480779536	0.682078028398822
Caldilineae	0.0858885908549267	0.057218317036534	0.491697772814389	0.275065665327768	0.0994174371575987	-0.0391860974351924	0.076045582043095	0.399368714507129	0.212979291191543	0.728440492965248	0.696797326121937
Oligoflexia	0.0904526591951874	0.0333118146892076	0.66940968836963	0.77903094002681	0.233345077835081	-0.0506257487799741	0.0404574096229553	0.399368714507129	0.169708954977574	0.846234889071041	0.866517755667261
Actinobacteria	0.0927764591905703	0.0892674293878428	0.0302411365927267	0.0800884087439297	-0.278566617573772	-0.400511173102803	-0.390097220418081	0.399368714507129	0.278175656478178	0.22512846130141	0.636218099471315
