SAMPLE_ID	Acholeplasmatales	Acidaminococcales	Acidiferrobacterales	Acidimicrobiales	Acidithiobacillales	Acidobacteriales	Actinomycetales	Actinopolysporales	Aeromonadales	Alteromonadales	Anaerolineales	Aquificales	Ardenticatenales	Bacillales	Bacteriovoracales	Bacteroidales	Bacteroidetes Order II. Incertae sedis	Bdellovibrionales	Bifidobacteriales	Brachyspirales	Bryobacterales	Burkholderiales	Caldilineales	Campylobacterales	Candidatus Brocadiales	Candidatus Nanopelagicales	Candidatus Nanosynbacterales	Cardiobacteriales	Caulobacterales	Cellvibrionales	Chitinophagales	Chlorobiales	Chloroflexales	Chromatiales	Chroococcales	Chthonomonadales	Clostridiales	Coprothermobacterales	Coriobacteriales	Corynebacteriales	Cytophagales	Deferribacterales	Dehalococcoidales	Deinococcales	Desulfarculales	Desulfobacterales	Desulfovibrionales	Desulfurobacteriales	Desulfuromonadales	Dictyoglomales	Eggerthellales	Egicoccales	Elusimicrobiales	Emcibacterales	Enterobacterales	Entomoplasmatales	Erysipelotrichales	Fibrobacterales	Fimbriimonadales	Flavobacteriales	Frankiales	Fusobacteriales	Gemmatales	Gemmatimonadales	Gloeobacterales	Glycomycetales	Halanaerobiales	Holosporales	Ignavibacteriales	Isosphaerales	Kiritimatiellales	Kosmotogales	Ktedonobacterales	Lactobacillales	Legionellales	Leptospirales	Magnetococcales	Marinilabiliales	Mariprofundales	Methanobacteriales	Methanomassiliicoccales	Methanosarcinales	Methylacidiphilales	Methylococcales	Micrococcales	Micromonosporales	Mycoplasmatales	Myxococcales	Nakamurellales	Nautiliales	Neisseriales	Nevskiales	Nitrosomonadales	Nitrospirales	Nostocales	Oceanospirillales	Opitutales	Orbales	Oscillatoriales	Parachlamydiales	Parvularculales	Pasteurellales	Pelagibacterales	Petrotogales	Pirellulales	Planctomycetales	Propionibacteriales	Pseudomonadales	Pseudonocardiales	Puniceicoccales	Rhizobiales	Rhodobacterales	Rhodocyclales	Rhodospirillales	Rickettsiales	Rubrobacterales	Saprospirales	Selenomonadales	Solirubrobacterales	Sphingobacteriales	Sphingomonadales	Spirochaetales	Streptomycetales	Streptosporangiales	Synechococcales	Synergistales	Syntrophobacterales	Tepidiformales	Thermoanaerobacterales	Thermodesulfobacteriales	Thermomicrobiales	Thermosediminibacterales	Thiotrichales	Tissierellales	Trueperales	Veillonellales	Verrucomicrobiales	Vibrionales	Xanthomonadales
SRR31418681	0.0	3.965260687027359	0.0	0.0	0.3534025443343391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4934846912045265	0.0	4.872552097998572	0.0	0.0	1.4934846912045265	0.0	0.0	3.63424524172025	0.0	0.6784263075189002	0.0	0.0	0.7799800068773663	0.0	0.0	0.0	1.2976498837595296	0.0	0.0	0.0	0.0	0.0	4.4286600319246086	0.0	2.244598248705258	0.5456360209122597	2.3886835651322804	0.0	0.6784263075189002	0.0	0.0	0.0	3.0096191330957507	0.0	1.5430854242756302	0.0	0.5456360209122597	0.0	0.0	0.0	2.420900738918498	0.0	1.6989426873758158	0.0	0.0	1.2061767932078469	0.0	0.0	0.3534025443343391	0.0	0.0	0.0	1.7784948734351338	0.0	0.0	0.0	0.0	0.3534025443343391	0.0	1.9612109326215423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1708372377863805	0.0	0.0	0.3534025443343391	1.0433873110243395	0.0	0.3534025443343391	0.0	0.0	0.0	0.3534025443343391	0.7799800068773663	0.0	0.0	0.0	0.3534025443343391	0.0	0.0	0.3534025443343391	0.0	0.0	0.5456360209122597	0.0	0.0	0.8622296864911813	0.5456360209122597	0.0	0.3534025443343391	0.0	0.0	0.0	0.3534025443343391	0.3534025443343391	1.9038968399626774	0.0	0.0	1.1323652456201183	0.0	0.0	0.3534025443343391	0.0	0.0	0.0	0.0	0.3534025443343391	0.0	0.0	0.5456360209122597	0.0	2.7423548434504608	0.5456360209122597	0.3534025443343391	0.0
SRR31418682	0.0	3.849888073894512	0.0	0.0	0.0	0.28346345980504317	1.7842365145102046	0.0	0.4535376803527939	2.0947370224899338	0.670512046605905	0.4535376803527939	0.0	2.408305624368139	0.28346345980504317	4.84833857649963	0.8145341961438353	0.0	2.3708131382591016	0.0	0.0	3.3169041180324252	0.28346345980504317	0.871865954052524	0.0	0.0	1.4424923618584502	0.0	0.28346345980504317	0.28346345980504317	0.9225043013795488	0.0	0.0	0.670512046605905	0.0	0.28346345980504317	4.492027882096675	0.0	1.7429004138741222	0.871865954052524	2.4653035455275742	0.28346345980504317	0.0	0.0	0.0	0.0	2.286523666819022	0.0	1.5448929412959433	0.0	1.4126179149103102	0.0	0.0	0.28346345980504317	3.1448501966581057	0.28346345980504317	2.0882590579169564	0.4535376803527939	0.28346345980504317	1.556148773921819	0.670512046605905	2.116677951228256	0.0	0.0	0.0	0.0	1.5882651102355225	0.28346345980504317	0.0	0.0	0.0	0.5754363444840429	0.0	2.9567178877469247	0.0	0.0	0.0	0.4535376803527939	0.0	0.0	0.0	0.0	0.0	0.0	1.6972120721633912	0.0	1.3458929869911411	0.5754363444840429	0.0	0.0	2.0750058402814653	0.0	0.0	0.0	0.28346345980504317	0.28346345980504317	0.4535376803527939	0.0	0.28346345980504317	0.0	0.0	1.9040752178748186	0.4535376803527939	0.0	0.0	0.8145341961438353	0.0	3.3387071742912813	0.4535376803527939	1.2670221570526905	0.9225043013795488	0.28346345980504317	0.0	1.4837720325815478	0.8145341961438353	0.4535376803527939	0.0	1.0089054976437142	0.9225043013795488	1.30824555183868	0.0	0.0	1.4967037646084904	0.28346345980504317	0.0	0.4535376803527939	0.0	0.0	0.4535376803527939	0.0	0.4535376803527939	0.0	0.28346345980504317	1.288122788443498	0.0	2.563011023296679	0.0	0.670512046605905	0.8145341961438353
SRR31418683	0.0	3.725785548357775	0.0	0.0	0.0	0.0	0.6257242249839238	0.0	0.0	2.3774912228630014	0.3169485433518571	0.8720400257861853	0.0	2.8319435226118093	0.0	4.816368522024928	0.9821509491655973	0.0	2.6222614208494432	0.0	0.0	3.7315391121455526	0.0	0.8043669816762898	0.0	0.0	0.6257242249839238	0.0	0.0	0.6257242249839238	0.3169485433518571	0.3169485433518571	0.0	0.49821891195509155	0.3169485433518571	0.0	4.4986148393112835	0.49821891195509155	1.9116905669937996	0.6257242249839238	2.8694496165104972	0.3169485433518571	0.3169485433518571	0.0	0.0	0.3169485433518571	2.4410898879266223	0.0	1.8369824300453717	0.0	0.9821509491655973	0.0	0.0	0.0	3.0025178013421048	0.49821891195509155	1.8821073367054706	0.9305758677244109	0.0	1.0282461911494631	0.7241669346853854	2.3470987412513793	0.0	0.0	0.0	0.0	3.351406039938197	0.0	0.0	0.0	0.0	0.0	0.0	3.3933664027817008	0.0	0.3169485433518571	0.0	0.3169485433518571	0.0	0.0	0.0	0.0	0.0	0.0	0.8720400257861853	0.0	1.308436740156794	0.3169485433518571	0.0	0.0	0.3169485433518571	0.0	0.0	0.0	0.3169485433518571	0.49821891195509155	0.0	0.0	0.49821891195509155	0.0	0.0	0.8720400257861853	0.49821891195509155	0.0	0.0	0.0	0.6257242249839238	2.769999683406943	0.0	0.7241669346853854	0.8720400257861853	0.0	0.0	1.142890189001275	1.2599444941414255	0.3169485433518571	0.0	0.9305758677244109	0.7241669346853854	0.6257242249839238	0.0	0.0	1.674040537741952	0.49821891195509155	0.3169485433518571	1.0282461911494631	0.0	0.0	0.0	0.0	0.6257242249839238	0.0	0.3169485433518571	1.2335041495044488	0.0	2.7438654113247574	1.308436740156794	0.49821891195509155	0.6257242249839238
SRR31418684	0.0	2.861369688137901	0.0	0.0	0.4987907143204041	0.4987907143204041	1.0706813649955365	0.0	0.0	0.6263636624340684	0.6263636624340684	0.0	0.0	2.39746631938681	0.0	4.786734735486126	0.0	0.3173826087851035	2.257236771144163	0.0	0.4987907143204041	3.224101473823707	0.8050732514762801	1.1087058859585552	0.0	0.0	1.5224738243127605	0.0	1.611080045021858	0.4987907143204041	1.3315913395640904	0.3173826087851035	0.0	0.0	0.0	0.0	4.650682057663467	0.3173826087851035	2.128774090273689	0.7248465669567824	2.1749038318424523	0.0	0.7248465669567824	0.3173826087851035	0.0	0.0	2.8759228491270594	0.0	1.4110313753957455	0.0	2.5871199935597655	0.4987907143204041	0.0	0.0	2.216600848860312	0.0	2.662467153255549	0.0	0.0	1.309233189714961	0.3173826087851035	0.0	0.0	0.0	0.0	0.0	3.238378568913683	0.3173826087851035	0.0	0.0	0.0	1.0706813649955365	0.0	3.4777048832589603	0.3173826087851035	0.0	0.0	0.0	0.0	0.9829013349314791	0.0	0.0	0.0	0.0	1.1087058859585552	0.0	1.2607360843791637	0.4987907143204041	0.0	0.3173826087851035	0.7248465669567824	0.0	0.0	0.0	0.0	0.6263636624340684	0.0	0.6263636624340684	0.0	0.0	0.0	0.8727652450987906	0.0	0.0	0.0	0.8050732514762801	0.3173826087851035	0.7248465669567824	0.0	0.0	0.9829013349314791	0.8727652450987906	0.0	0.4987907143204041	0.3173826087851035	0.9313152571266847	0.0	0.3173826087851035	0.0	0.6263636624340684	0.0	0.0	1.462327603339742	0.0	0.4987907143204041	1.8829339419026405	0.0	0.3173826087851035	0.4987907143204041	0.0	0.9829013349314791	0.0	0.0	1.5362933825282092	0.0	1.7639319459486344	3.213076950514134	0.6263636624340684	0.0
SRR31418685	0.26144334149183496	2.6203258801203098	0.0	0.0	0.0	0.0	1.0377890230525995	0.0	0.0	2.205126917340972	0.7748490381891797	0.6337747950656516	0.0	2.926818279195901	0.0	4.6161374908536885	0.8811602235121965	0.0	3.956037533326266	0.0	1.4510189429482194	3.249939666910077	0.9664977285434391	0.5412391168123939	0.0	0.0	0.6337747950656516	0.0	0.8312495378721854	0.0	0.26144334149183496	0.26144334149183496	0.0	1.2004032228669137	0.7748490381891797	0.5412391168123939	4.704761152790516	0.4234944300563871	2.8969523941183106	1.0036045826124964	2.6856472637315014	0.26144334149183496	0.4234944300563871	0.4234944300563871	0.0	0.26144334149183496	3.0941618380412756	0.0	0.8312495378721854	0.0	2.0348233466065078	0.0	0.26144334149183496	0.26144334149183496	2.6819334878439043	0.0	3.1554538696411614	0.6337747950656516	0.26144334149183496	0.7748490381891797	2.625453272324017	0.6337747950656516	0.0	0.26144334149183496	0.0	0.0	1.837033857252887	0.26144334149183496	0.26144334149183496	0.0	0.26144334149183496	1.0377890230525995	0.4234944300563871	3.188743684392432	0.0	0.5412391168123939	0.26144334149183496	0.0	0.0	2.590068502800441	0.0	0.0	0.0	0.0	1.0377890230525995	0.0	1.7377832735893326	0.4234944300563871	0.0	0.0	0.8312495378721854	0.0	0.26144334149183496	0.0	0.0	1.5623834899619327	0.4234944300563871	0.0	0.4234944300563871	0.0	0.0	0.8312495378721854	0.4234944300563871	0.0	0.0	1.1266630890953404	0.26144334149183496	2.4249934487593556	0.26144334149183496	1.152659375840038	2.2415696242623078	0.26144334149183496	0.0	1.8623758591870143	1.804532296427031	0.4234944300563871	0.4234944300563871	1.8816358439035366	0.26144334149183496	0.8811602235121965	0.0	0.4234944300563871	1.2434143782968183	2.8112860096181627	0.4234944300563871	0.5412391168123939	0.0	0.0	0.6337747950656516	0.26144334149183496	0.9664977285434391	0.0	0.4234944300563871	1.2224410442617926	0.0	3.6868364403632734	0.26144334149183496	0.0	0.5412391168123939
SRR31418686	0.0	2.0185130976089685	0.0	0.0	0.0	0.2585938477102696	0.41956539694984696	0.0	0.0	2.496246323723563	0.41956539694984696	0.9979105612813393	0.0	2.1711445598733223	0.0	4.844203292099216	0.8756716657469665	0.0	1.8148577654894373	0.0	0.2585938477102696	3.5084671516111623	0.0	0.8258627958592855	0.0	0.0	0.41956539694984696	0.0	1.146782005390638	0.2585938477102696	0.0	0.2585938477102696	0.0	0.41956539694984696	0.2585938477102696	0.2585938477102696	4.529654640952309	0.2585938477102696	1.9606318268108098	0.7049302529981863	2.656561139093798	0.41956539694984696	1.3909481532006398	0.0	0.0	0.0	2.1125491581305074	0.0	0.536742190740572	0.0	1.3612196373883414	0.0	0.41956539694984696	0.0	2.489428887229496	0.0	1.9158315856662986	1.3763382193170908	0.0	0.0	1.8800775820956048	1.7570426975580817	0.0	0.0	0.0	0.0	1.738082802382788	0.2585938477102696	0.0	0.0	0.0	0.920351233104826	0.0	2.5160791204874173	0.0	0.536742190740572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1712850903471883	0.0	1.1944792235176787	0.41956539694984696	0.0	0.0	0.41956539694984696	0.0	0.2585938477102696	0.0	0.0	0.0	0.0	0.0	0.2585938477102696	0.0	0.0	0.7049302529981863	0.2585938477102696	0.0	0.0	0.0	0.536742190740572	2.7557675575800245	0.0	0.536742190740572	2.3908634149385115	0.41956539694984696	0.0	1.1712850903471883	1.3909481532006398	0.2585938477102696	0.0	1.4814063510671671	0.536742190740572	2.025234559612305	0.0	0.0	0.2585938477102696	1.983250794030966	0.0	0.2585938477102696	0.0	0.0	0.7049302529981863	0.0	0.41956539694984696	0.0	0.2585938477102696	1.2765539128178245	0.2585938477102696	3.860806212866831	0.0	0.41956539694984696	0.7049302529981863
SRR31418687	0.0	0.558604038905608	0.0	0.0	0.0	0.0	0.7950633038521184	0.0	0.0	0.0	1.0598100356599274	0.3635300762916587	0.0	2.424116880390795	0.0	4.730532727308302	0.0	0.0	3.5803871408548895	0.0	0.3635300762916587	3.3773804254083424	0.7950633038521184	0.7950633038521184	0.3635300762916587	0.3635300762916587	0.3635300762916587	0.0	0.6927317846593303	0.3635300762916587	0.6927317846593303	0.0	0.0	0.3635300762916587	0.3635300762916587	0.0	4.576063153341517	0.0	3.5000014828107053	0.558604038905608	1.6705682428370712	0.0	0.6927317846593303	0.6927317846593303	0.3635300762916587	0.0	3.362827914490532	0.0	1.5281336216073893	0.0	1.5759702921336387	0.0	0.0	0.0	1.7776471612699822	0.0	2.846100074244612	0.0	0.0	0.3635300762916587	2.4283796431369993	0.3635300762916587	0.0	0.3635300762916587	0.0	0.0	2.184434383529496	0.0	0.0	0.0	0.0	0.0	0.0	3.4332573848117853	0.0	0.0	0.0	0.0	0.0	0.6927317846593303	0.3635300762916587	0.0	0.0	0.0	1.4548578484382693	0.0	0.9473055904741432	0.3635300762916587	0.0	0.0	0.558604038905608	0.0	0.9473055904741432	0.0	0.0	0.0	0.0	0.9473055904741432	0.0	0.0	0.3635300762916587	0.0	0.0	0.0	0.0	0.558604038905608	0.3635300762916587	0.0	0.3635300762916587	0.0	0.7950633038521184	0.0	0.0	0.558604038905608	0.3635300762916587	0.8778216491323716	0.558604038905608	0.0	0.3635300762916587	0.558604038905608	0.0	0.0	1.0598100356599274	0.0	0.0	0.6927317846593303	0.0	0.0	1.4930393253621657	0.0	0.7950633038521184	0.0	0.0	1.1876675772093213	0.0	4.0045620565539135	0.0	0.3635300762916587	0.0
SRR31418688	0.0	4.086438200584106	0.0	0.0	0.23585195887638769	0.0	0.3878458555896956	0.0	0.5002152245385105	1.2452529948654352	0.0	0.0	0.0	2.3357852273403923	0.0	4.8350845081180935	0.8306049517307202	0.0	2.560868317063957	0.0	0.0	3.5257807106219015	0.0	0.3878458555896956	0.0	0.0	0.23585195887638769	0.0	1.3944919048113271	0.0	0.7816815816723486	0.23585195887638769	0.23585195887638769	0.23585195887638769	0.0	0.0	4.445483443026282	0.0	1.2956402082710265	0.5894052105866772	2.229886336415278	0.0	0.0	0.3878458555896956	0.0	0.663362462650452	3.33455778780767	0.0	1.1674459157278383	0.0	0.8745708454460164	0.0	0.0	0.0	2.848615347589883	0.0	2.9047508513853613	0.23585195887638769	0.23585195887638769	1.2794854154603923	0.3878458555896956	2.3027529785172063	0.0	0.0	0.0	0.23585195887638769	1.3684678857260117	0.0	0.0	0.0	0.0	0.0	0.0	2.874045490029091	0.0	0.0	0.0	0.0	0.0	0.5002152245385105	0.0	0.0	0.0	0.0	0.5002152245385105	0.23585195887638769	0.9510507616329379	0.23585195887638769	0.0	0.23585195887638769	0.8306049517307202	0.0	0.5894052105866772	0.0	0.0	0.23585195887638769	0.3878458555896956	0.0	0.23585195887638769	0.0	0.0	0.5894052105866772	0.0	0.0	0.0	0.23585195887638769	0.5894052105866772	1.4190442690162977	0.0	0.5002152245385105	0.8306049517307202	0.0	0.23585195887638769	0.663362462650452	0.5894052105866772	0.0	0.0	1.8466033359097067	0.0	0.9847694043885669	0.5002152245385105	0.23585195887638769	1.8375914842080483	0.9510507616329379	0.663362462650452	1.2794854154603923	0.0	0.0	0.3878458555896956	0.0	0.0	0.0	0.23585195887638769	1.0452425371745886	0.0	1.7353980555781479	0.0	0.9144921612825466	0.5002152245385105
SRR31418689	0.2529303399082731	2.912014089882607	0.0	0.0	0.0	0.0	0.2529303399082731	0.0	0.2529303399082731	2.294464086438976	0.0	0.8646623064195622	0.4117269758921821	2.230776293624804	0.2529303399082731	4.91110835615126	1.349056029536964	0.0	2.1133481038197823	0.2529303399082731	0.0	3.625039653910435	0.2529303399082731	0.4117269758921821	0.0	0.0	0.4117269758921821	0.0	0.5277530839630946	0.0	0.6947449696713183	0.5277530839630946	0.0	0.4117269758921821	0.0	0.0	4.422305660534168	0.2529303399082731	1.543865773351666	0.4117269758921821	2.62065433433127	0.0	0.6192263826467203	0.6192263826467203	0.0	0.2529303399082731	2.9313326708920857	0.0	0.6192263826467203	0.0	0.9091744100074299	0.0	1.2454310326686093	0.0	2.567365782101575	0.2529303399082731	2.7612829120285785	0.5277530839630946	0.0	1.1349766805134205	0.0	1.264511128163506	0.0	0.2529303399082731	0.0	0.0	1.364155404178569	0.0	0.0	0.0	0.0	0.5277530839630946	0.2529303399082731	2.815447054434186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2529303399082731	0.0	0.0	0.0	1.6920484112082534	0.6192263826467203	0.0	0.0	1.1594293441612598	0.0	0.2529303399082731	0.2529303399082731	0.2529303399082731	0.5277530839630946	0.2529303399082731	0.0	0.0	0.0	0.0	0.8150615123112248	0.4117269758921821	0.0	0.0	0.0	0.6947449696713183	1.9241937631456743	0.0	0.0	2.7654260411439116	0.2529303399082731	0.2529303399082731	1.1349766805134205	2.1655963529572357	0.4117269758921821	0.0	1.7627006455825245	0.5277530839630946	1.0815079359885869	0.0	0.2529303399082731	0.6192263826467203	0.5277530839630946	0.0	0.8646623064195622	0.2529303399082731	0.0	0.5277530839630946	0.0	0.2529303399082731	0.0	0.5277530839630946	0.8150615123112248	0.0	2.265652401923222	0.0	0.2529303399082731	0.0
SRR31418690	0.0	3.8944124460129124	0.0	0.0	0.0	0.47276159775469906	0.6937331395475289	0.0	0.0	0.0	0.47276159775469906	0.0	0.0	1.9525579691538444	0.0	4.808629870203045	0.0	0.0	2.3965906223733295	0.0	0.47276159775469906	3.8017235290851015	0.47276159775469906	0.839484685941392	0.0	0.47276159775469906	0.47276159775469906	0.0	0.47276159775469906	0.6937331395475289	1.5377007311575888	0.0	0.0	0.0	0.0	0.0	4.509172365537815	0.0	0.47276159775469906	0.0	1.971237126176712	0.0	1.1078951815746803	0.0	0.0	0.6937331395475289	3.6107605200615236	0.0	1.3554589395801087	0.0	1.5377007311575888	0.0	0.0	0.0	1.512158060079487	0.0	2.136506313306692	0.0	0.0	1.7494347227478408	0.0	1.315977732326449	0.0	0.47276159775469906	0.0	0.0	1.6270660426450214	0.0	0.0	0.0	0.0	0.0	0.0	2.7298526150660645	0.0	0.0	0.0	0.47276159775469906	0.0	0.0	0.0	0.0	0.0	0.0	0.6937331395475289	0.0	1.7178444806852131	0.47276159775469906	0.0	0.0	1.456069714708749	0.47276159775469906	0.839484685941392	0.0	0.47276159775469906	0.0	0.6937331395475289	1.1699754110325902	0.0	0.0	0.0	0.47276159775469906	0.0	0.0	0.0	0.47276159775469906	0.0	0.9484198535392839	0.0	2.7665098250836926	1.1699754110325902	0.47276159775469906	0.6937331395475289	0.0	0.0	0.6937331395475289	0.0	0.0	0.6937331395475289	0.47276159775469906	0.0	0.0	0.47276159775469906	0.0	0.0	2.1548575490160435	0.0	0.0	1.6656823752235288	0.0	0.47276159775469906	0.0	0.47276159775469906	1.0354367846481067	0.0	1.6270660426450214	2.6073018862744224	0.47276159775469906	0.47276159775469906
