SAMPLE_ID	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Calditrichae	Candidatus Babeliae	Candidatus Brocadiae	Candidatus Saccharimonia	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Limnochordia	Methanobacteria	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermodesulfobacteria	Thermomicrobia	Thermoplasmata	Thermotogae	Tissierellia	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
SRR5865075	0.44252983801355794	0.2753481431650493	0.5629442991716165	2.154197330037781	2.6521407043070777	0.2753481431650493	0.0	0.0	3.057318252140504	4.761443234608751	2.7267117025195136	0.44252983801355794	0.0	0.0	0.0	0.2753481431650493	0.2753481431650493	1.7188275915070779	0.6571169494333957	0.857098263003647	0.0	1.205413192397218	4.937769401751511	0.2753481431650493	3.445763465369042	1.6110026282532524	0.952619908555899	0.800095296703031	1.0308731043855746	3.1196624206067316	3.0539362210009635	0.0	1.4672396477695218	3.519792159125735	1.7803583540408758	0.9074800182106757	2.7686201299747197	2.580621095845032	3.2071239704301973	0.0	0.0	0.0	2.287722947401068	0.7344636544001282	0.0	3.0649984036043754	2.759353131279663	0.0	1.4260170037569686	3.5684191261806744	0.0	0.0	0.44252983801355794	0.800095296703031	0.0	0.6571169494333957	0.0	0.2753481431650493	0.44252983801355794	1.3111923691852874	0.800095296703031	2.2283498928832364	0.0	0.44252983801355794	0.44252983801355794	0.0	0.0	1.1807723872051743	4.5082915598589475	0.0	0.0
SRR5865076	0.7743818338627619	0.0	0.7743818338627619	2.9534041587182918	1.9300241239620342	0.0	0.0	0.0	3.4291376149545867	4.980686646147025	3.792463875092152	0.0	0.0	0.4231447414675059	0.0	0.0	0.4231447414675059	2.466779843778102	0.6333438005557439	0.9659968600150847	0.0	0.0	4.776768546086976	0.0	2.6865635189608064	1.9465372377232546	0.0	0.0	0.6333438005557439	1.590349196811024	0.0	0.0	1.0372789665500042	3.8455679953399162	1.1998770803605423	0.0	1.8667175854216482	2.0782957378622573	3.1097535528240337	0.0	0.0	0.0	2.2199466304156332	0.7743818338627619	0.0	0.8806725326161591	0.6333438005557439	0.6333438005557439	1.6256681222963374	4.321351081443494	0.0	0.0	0.7743818338627619	0.6333438005557439	0.0	0.0	0.4231447414675059	0.6333438005557439	0.0	0.9659968600150847	0.7743818338627619	0.6333438005557439	0.0	0.0	0.0	0.0	0.0	0.4231447414675059	2.1744798430545016	0.0	0.0
SRR5865077	0.6896427259524736	0.0	0.6896427259524736	3.386601303667048	2.935265922088659	0.5933215735193136	0.0	0.0	3.1328919641192785	4.309099806141166	2.7693658188925387	0.0	0.46936250036561245	1.2442395751142052	0.0	0.0	1.651324615682599	1.8014048808685632	0.6896427259524736	0.8350967989843626	0.0	1.9522258695938661	5.032672710735578	1.2676860743349518	3.590589307507411	1.5568311253943765	0.7684309542390853	0.46936250036561245	2.494851207518177	3.632947451825799	0.2952239633880019	1.7946743454450362	1.5568311253943765	3.2543120552665386	1.632031162390702	0.2952239633880019	1.7443919543964856	1.493829380056608	4.484228447652339	2.1730781340117375	0.0	0.0	2.5726713436908577	0.2952239633880019	0.0	1.2442395751142052	3.417742934979544	0.0	1.7808920309085974	4.252064296733716	0.0	0.2952239633880019	0.8928779179648005	1.0684768466480774	0.46936250036561245	0.5933215735193136	0.0	0.0	0.0	1.5327157322093108	1.1031631602111505	1.9615631562471	0.0	0.0	0.5933215735193136	0.0	0.46936250036561245	2.1155024808636584	1.3110924531968364	0.0	0.0
SRR5865078	0.3228602364985893	0.0	0.6344071878015296	2.212602844187518	2.8300097334281062	0.0	0.0	0.0	3.384229332700932	5.064325235438683	3.137053952985433	0.0	0.0	0.0	0.0	0.3228602364985893	1.421132113636996	2.188453481934117	0.3228602364985893	0.3228602364985893	0.0	0.5059910205541913	4.364439730644641	0.0	3.141572801770069	1.7822395180469965	0.0	0.0	0.0	3.1924214298777045	0.5059910205541913	0.0	1.421132113636996	3.2134362947343167	0.5059910205541913	0.8818756909808805	3.56177466339077	2.188453481934117	3.891660425853047	0.0	0.0	0.0	1.118400870095861	0.8818756909808805	0.5059910205541913	0.8818756909808805	0.6344071878015296	0.0	1.0803022741404917	4.553253058129211	0.3228602364985893	0.0	0.0	0.3228602364985893	0.0	0.3228602364985893	0.0	0.0	0.0	0.7333903720404318	0.5059910205541913	1.8343519772987396	0.3228602364985893	0.0	0.0	0.0	0.8818756909808805	1.6949250264669589	1.2956270345519125	0.0	0.0
SRR5865079	0.0	0.3872239208574601	0.5886230506940966	2.3627300070203776	1.4944388729425244	0.3872239208574601	0.0	0.0	3.6010617291054015	5.111721182333198	2.7630574603219173	1.3674594512882416	0.0	0.3872239208574601	0.0	0.0	1.4412670589860492	1.9756129544725423	0.3872239208574601	0.23541077629822077	0.0	0.23541077629822077	4.390141688449096	0.23541077629822077	2.7942631076899107	3.6586875590040058	0.3872239208574601	0.0	0.23541077629822077	3.1720533669669853	2.92426723153474	0.49949492046144	1.2260776329876586	2.3017046422903604	0.5886230506940966	0.3872239208574601	2.0859385668173203	1.6380148488435131	2.9599615450945995	0.0	0.0	0.23541077629822077	2.0540278927945486	0.3872239208574601	0.0	0.6625378128810606	2.8431015426662687	0.23541077629822077	1.097345637106676	3.523980003010849	0.0	0.0	0.23541077629822077	0.6625378128810606	0.23541077629822077	1.1872578282557302	0.23541077629822077	0.0	0.23541077629822077	2.0165878212283825	0.8297071434584626	1.07162468613384	0.0	0.23541077629822077	0.23541077629822077	0.0	0.6625378128810606	1.2071013292170845	4.38250289568181	0.0	0.23541077629822077
SRR5865080	0.6181691093955405	0.31183552372066276	0.7960139360571319	2.9015630491668025	2.2334085003195234	0.31183552372066276	0.0	0.0	3.874069707940306	4.728373149290075	4.246061784227291	1.4006910740058882	0.31183552372066276	0.0	0.0	0.0	1.2241647176206176	1.9453799307865396	0.9218268084279811	0.8634604472582286	0.0	1.7918474963608124	4.725000732658487	0.7161321123916428	3.3326685014971282	1.719901875923674	1.0608434022208242	0.0	0.49146969601903256	3.0379442180000895	0.0	0.0	1.8598957869874355	2.485170115191285	0.9218268084279811	1.2754623209501033	2.100356328663521	2.905550293743499	3.865449969226847	0.6181691093955405	0.0	0.0	2.138460961300219	0.0	0.6181691093955405	1.133686610489157	0.7161321123916428	0.0	1.3821698510609277	4.050608769719831	0.31183552372066276	0.0	0.6181691093955405	0.9732703189138281	0.0	1.1659861668367268	0.0	0.31183552372066276	0.6181691093955405	0.7161321123916428	1.3425748579788561	1.467762097137665	0.0	0.31183552372066276	0.0	0.0	0.49146969601903256	1.8961321293870808	4.598713569595711	0.0	0.7960139360571319
SRR5865081	0.4369554988857589	0.0	0.6503052815521791	4.125368408218835	2.5054726985436657	0.4369554988857589	0.6503052815521791	0.0	3.538929469433326	4.165925885125553	2.0287106938053525	0.4369554988857589	0.0	0.0	0.0	0.0	1.0572830099223214	2.2104627982248695	0.9856483845784105	1.0572830099223214	0.6503052815521791	0.0	5.107285722995976	0.0	3.960742507778262	1.8884013175029144	1.2204976318379421	0.4369554988857589	1.0572830099223214	2.7397750902531217	0.8998179785316878	1.7102415019420865	1.5929507576967226	3.1454033115737388	1.5310288163727677	0.7927393636275935	2.042592337568365	1.8367325788762068	3.91732088432235	0.6503052815521791	0.4369554988857589	0.0	2.1866144830728915	0.4369554988857589	0.0	1.9763012594767826	4.026656194087739	0.0	3.3240788416168994	3.4724390606098696	0.4369554988857589	0.6503052815521791	0.8998179785316878	1.0572830099223214	0.0	1.2204976318379421	0.4369554988857589	0.0	0.0	0.8998179785316878	1.3388519910183798	0.7927393636275935	0.0	0.6503052815521791	0.0	0.0	0.6503052815521791	2.1914900637681245	1.8024972256964458	0.0	0.0
SRR5865082	0.24234382312812847	0.5107613674549422	0.6008443673701106	2.541208492746545	1.995125294837608	0.5107613674549422	0.0	0.0	3.8223091095458637	4.927578876053137	3.2764465980429196	0.0	0.24234382312812847	0.0	0.0	0.0	1.87055648992575	1.8834779620655768	0.9279884262213851	0.7390363853560268	0.39696778186821424	1.6540328960103279	4.765508320386766	1.0592174994615147	3.271959221725308	1.5393799688160283	0.24234382312812847	0.0	0.7390363853560268	3.0833133217106767	0.39696778186821424	0.0	1.639393600691261	3.3546440663529182	0.8437084773920586	1.3695154002930179	1.3554312177484524	2.709977922152943	3.9889283107032725	1.935413299537098	0.0	0.0	1.5753384008748932	0.39696778186821424	0.39696778186821424	0.7945182895900132	2.352494038413306	0.0	1.294027762174165	4.443601135042689	0.0	0.0	0.6008443673701106	0.5107613674549422	0.0	0.7390363853560268	0.24234382312812847	0.0	0.0	1.1598584413113597	0.5107613674549422	1.433804532358137	0.0	0.0	0.0	0.0	0.39696778186821424	1.61646565316719	1.5666240412468488	0.0	0.0
SRR5865083	0.4015355855054141	0.4015355855054141	0.516029470833459	2.0219070901675273	2.4328717005790517	0.9346962931619178	0.0	0.0	3.545521021179929	4.899323079838251	3.0436959761016538	0.24560935182973453	0.516029470833459	0.0	0.0	0.0	0.8009055310076927	1.5912827353286791	0.6065498302638401	0.6814184749653895	0.0	1.4644075518536996	4.807273455308261	0.6065498302638401	3.3048262897844896	1.3481290081238788	0.516029470833459	0.0	0.24560935182973453	3.119162659952761	0.24560935182973453	1.1194627491966684	1.8509894381586252	3.231734103051135	0.4015355855054141	1.441124839996441	2.6601395773750185	4.226044681141579	4.057398334768157	0.4015355855054141	0.24560935182973453	0.0	1.9790409038167263	0.516029470833459	0.8945113816763028	1.4644075518536996	0.516029470833459	0.0	1.2486749540841717	3.9132658691325584	0.0	0.0	0.6065498302638401	0.24560935182973453	0.0	0.7452584032772052	0.24560935182973453	0.0	0.24560935182973453	2.4090732569250086	0.8502255120901991	1.6542028096721266	0.4015355855054141	0.0	0.0	0.0	0.24560935182973453	1.9157265100148066	3.695772038440233	0.0	0.0
SRR5865084	0.2751632837724049	0.0	0.0	3.1001776958562126	1.5279033404746694	0.44227823073879124	0.0	0.0	2.4586858927977597	5.07760172695766	3.9074376678407057	0.0	0.0	0.0	0.0	0.2751632837724049	0.9522700481804177	2.0226517564159705	0.7997639223682707	0.2751632837724049	0.0	0.2751632837724049	4.75745242945139	0.0	2.7824012966919325	1.3800898594746953	0.0	0.0	0.44227823073879124	1.2715430378075494	0.5626582654721767	0.0	1.228360153531054	2.469242569049493	0.9931528224879193	0.2751632837724049	1.8449731892148884	2.9307637685678123	2.8689020306696453	0.0	0.0	0.0	1.064917840490499	0.7997639223682707	0.0	0.6568099102580073	0.7997639223682707	0.0	1.4109797101072712	3.8334642017883	0.0	0.0	0.2751632837724049	0.2751632837724049	0.0	0.2751632837724049	0.2751632837724049	0.0	0.0	0.9071349700473533	0.2751632837724049	0.5626582654721767	0.0	0.0	0.0	0.0	0.0	0.9071349700473533	1.7986853041001103	0.0	0.0
