Actinomycetales	Aeromonadales	Anaeroplasmatales	Bacillales	Bacteroidales	Betaproteobacteriales	Bifidobacteriales	Campylobacterales	Chloroplast	Clostridiales	Coriobacteriales	Corynebacteriales	Desulfovibrionales	DTU014	Enterobacteriales	Erysipelotrichales	Fusobacteriales	Gastranaerophilales	Izimaplasmatales	Lactobacillales	Micrococcales	Mollicutes_RF39	Pasteurellales	Pseudomonadales	Rhodospirillales	Saccharimonadales	Selenomonadales	Verrucomicrobiales	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624538	0.879302317961442	0	0.73097592649187	0	3.75806336497078	1.77932510053142	1.55701603565564	0	0	3.87635025014534	2.48976667611932	0	1.6515105574776	0	0.989663304889325	2.96025147643299	0	0	0.989663304889325	3.22743001682474	0	0	0	0	0.73097592649187	0	2.83685906736877	0	1.11566370614904	02bdcf10-1cde-11e6-9a08-68b599768938	WGS	500	9114000	PRJEB14082	SAMEA4008095	5685375	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694903	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634273	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008095	ERS1179205	ERS1179205	ERP015690	P8_Pre	Pre	P8	0
ERR1624540	1.007383380437	0	0	0	2.70758392032226	1.007383380437	2.92674079746421	0	0	3.86869764925989	3.42029630621702	0	1.63766993129556	0	0.647314323235175	3.57810885253028	0	0	0	3.18996287056264	0	0	0.95544861763016	0	0	0	2.25489476711752	0	1.83657431476784	02d77190-1cde-11e6-9a08-68b599768938	WGS	500	9127000	PRJEB14082	SAMEA4008097	5706795	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694905	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:16Z	public	Illumina MiSeq	16634275	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008097	ERS1179207	ERS1179207	ERP015690	P16_Pre	Pre	P16	0
ERR1624541	1.00300944782227	0	0	0	2.93733183479747	1.40114934681047	3.17183777180528	0	0	4.00160155136965	3.16858459742276	0	0.780938489897193	0	1.58303851089329	2.97923016385691	0	0	0	1.70224595214008	0	0	0.479352475542031	0	0	0	3.31973069131888	0	0	02df60d0-1cde-11e6-9a08-68b599768938	WGS	500	10117500	PRJEB14082	SAMEA4008098	6356860	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694906	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:17Z	public	Illumina MiSeq	16634276	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008098	ERS1179208	ERS1179208	ERP015690	P17_Pre	Pre	P17	0
ERR1624543	0	0	0	0.519044847347594	3.60909479356717	1.65105203568517	2.19564086716849	0	0.93852582652775	4.00005588075705	2.78862205204769	0	2.01020498537525	0	1.95467376471175	2.92011768588794	0	0	0.404153425853723	2.75536332436276	0	0.519044847347594	0.975346050534489	0	0	0	2.70903927353076	0	1.39459837105667	02f0ed00-1cde-11e6-9a08-68b599768938	WGS	500	13089500	PRJEB14082	SAMEA4008100	8174060	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694908	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634278	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008100	ERS1179210	ERS1179210	ERP015690	P19_Pre	Pre	P19	0
ERR1624544	0.871810655565733	0	0	0.723951997455117	3.4971248768525	1.53973311968711	2.57951873705394	0	0	3.85718759530497	2.34543356125186	0	2.12301981984891	0	2.15680839775542	2.97198919885786	0	1.42775047123243	0	3.62195479766164	0.827890203030726	1.66378113399033	1.16447644186178	0	0	0	2.7220297729171	1.36541784338681	0.948221692099884	02f84000-1cde-11e6-9a08-68b599768938	WGS	500	14121000	PRJEB14082	SAMEA4008101	8667852	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694909	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634279	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008101	ERS1179211	ERS1179211	ERP015690	P22_Pre	Pre	P22	0
ERR1624546	0.790408053680123	0	0	0	3.48950969123014	1.11618943940943	2.90170286585034	0	0	4.01928087119316	2.60121713378044	0	1.78772280146579	0	2.76681821415309	3.08135337536947	0.435193611528895	0	0	2.22587709079106	0	1.88075826732327	0	0	0	0	2.11204064083224	1.46900571400505	1.4002756980883	0307d060-1cde-11e6-9a08-68b599768938	WGS	500	12057000	PRJEB14082	SAMEA4008103	7570386	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694911	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634281	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008103	ERS1179213	ERS1179213	ERP015690	P25_Pre	Pre	P25	0
ERR1624548	0	0	0	0	3.44344670691219	1.21910554910564	2.07273377224501	0	0	3.96880556525408	2.38696760458559	0	1.96518028625016	0	3.05337857161935	3.26953800234173	0	0	0	3.1411105339532	0	0.968463627155708	0	0	0.487830511328622	0	1.94520091290239	0	0.917092443407444	03182410-1cde-11e6-9a08-68b599768938	WGS	500	10003000	PRJEB14082	SAMEA4008105	6204049	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694913	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634283	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008105	ERS1179215	ERS1179215	ERP015690	P28_Pre	Pre	P28	0
ERR1624551	1.0424690520483	0	0	0.744907762804446	3.478975382521	1.28401198914587	3.46004096156518	0	0.667106279052107	3.95901295784727	3.02689812662685	0	1.40845120923207	0	0	2.75084781145066	0	0	0	2.16687863975134	0	0	0	0	0	0	2.30042761385688	0	0	03312a50-1cde-11e6-9a08-68b599768938	WGS	500	11121000	PRJEB14082	SAMEA4008108	7014862	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694916	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634286	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008108	ERS1179218	ERS1179218	ERP015690	P35_Pre	Pre	P35	0
ERR1624557	0.814802835641865	0	0	0	3.58061285825456	2.06853895328369	2.13787845005072	0	0	3.93423608786934	2.67378590140797	2.71269776544158	1.26732225880003	0	1.00919167715946	2.99990746490574	0	0.575669290652598	0	2.27212210250363	0.575669290652598	0	0	0	0.922783641391789	0	3.32901057875151	0	1.39717749375011	035d1c50-1cde-11e6-9a08-68b599768938	WGS	500	10924000	PRJEB14082	SAMEA4008114	6808954	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694922	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634292	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008114	ERS1179224	ERS1179224	ERP015690	P8_Post	Post	P8	1
ERR1624558	1.70726495935796	0	0	1.51335060400748	2.98617738447146	1.00762372303633	2.06908755977452	0	0	3.80392415323471	3.13782397498293	0	2.40982988387202	0	2.9249063910712	2.78369479900743	0	0	0	3.79535455735808	1.47057151366589	0	0	0	0.608422351317871	0.482781271226553	2.11898733994538	0	0.608422351317871	03644840-1cde-11e6-9a08-68b599768938	WGS	500	9655000	PRJEB14082	SAMEA4008115	5944431	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694923	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634293	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008115	ERS1179225	ERS1179225	ERP015690	P10_Post	Post	P10	1
ERR1624561	1.01247507635636	0	0	0	3.09135156908771	0	2.52568077981482	0	0	3.54553316174012	2.65669662468417	0	1.15452894251938	0	2.60977316345951	2.68019421474229	0	0	0	4.01550988873471	0.69740676089585	0	0	0	0.952505224434285	0	2.28361252583067	1.11213910966247	1.01247507635636	037ab670-1cde-11e6-9a08-68b599768938	WGS	500	7271500	PRJEB14082	SAMEA4008118	4307173	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694926	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634296	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008118	ERS1179228	ERS1179228	ERP015690	P18_Post	Post	P18	1
ERR1624563	1.1460599705976	0	0	0	2.85246778741733	0	1.79301947935181	0	0	3.09467731011787	1.99336367343744	0	0.874997736314998	0	3.46831836754879	2.14636535723865	0	0	0	4.07098719275986	0	0	0	0	0	0	1.61587852535444	0	0	038ba660-1cde-11e6-9a08-68b599768938	WGS	500	7645500	PRJEB14082	SAMEA4008120	4472805	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694928	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634298	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008120	ERS1179230	ERS1179230	ERP015690	P22_Post	Post	P22	1
ERR1624566	1.03633457663612	0	0	0.422497620121175	3.26824700749162	1.50870913322604	2.84884792402799	0	0	4.01878901606238	2.67809174083074	0	1.17569223953398	0	1.72960228572588	3.32539005373238	0	0	0	2.93611626954416	0	0	0.829884611360539	0	0	0	2.64862179062406	0	1.15117075811523	03a45e80-1cde-11e6-9a08-68b599768938	WGS	500	12165000	PRJEB14082	SAMEA4008123	7543147	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694931	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634301	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008123	ERS1179233	ERS1179233	ERP015690	P26_Post	Post	P26	1
ERR1624568	0	0	0	0	3.59916113691082	1.35937645359606	1.98328389336205	0	0	3.9064208173546	2.72837577343755	0	1.33423245190417	0	3.31303138913522	3.11331041386352	1.1805540767564	0	1.00033366537755	2.77955416316824	0	2.29072148387247	0	0	0	0	1.78873510655408	0.940559992516135	1.91418005676022	03b43d00-1cde-11e6-9a08-68b599768938	WGS	500	7848000	PRJEB14082	SAMEA4008125	4946984	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694933	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634303	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008125	ERS1179235	ERS1179235	ERP015690	P33_Post	Post	P33	1
ERR1624569	0.602951677004322	1.04247328114663	0	0.602951677004322	3.25838627753275	1.80734993639559	0.90413010911621	0	0	3.68025257746716	2.04257040303379	0	1.25639507000414	0	3.69253503041042	2.42442990296542	0	0	0	3.64503554865425	0.779141899328808	0	2.2889841197889	0	0	0	2.6064906088676	0.779141899328808	0	03bc2c40-1cde-11e6-9a08-68b599768938	WGS	500	10001000	PRJEB14082	SAMEA4008126	6125086	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,ena,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694934	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634304	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008126	ERS1179236	ERS1179236	ERP015690	P34_Post	Post	P34	1
ERR1624571	1.73108597748098	0	0	1.72128931479149	3.10840044609218	1.69049921858551	3.17004244036759	0	0.914085577869541	3.77722840283279	2.93430225540711	0	1.3056455069365	0	3.35222152045144	1.93581312885586	2.63073660226547	0	0	3.5831224380248	0	0	1.3056455069365	0	0	0	2.79535432621651	0.663000030022559	0.763684107245279	03cad240-1cde-11e6-9a08-68b599768938	WGS	500	8523000	PRJEB14082	SAMEA4008128	5390808	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra,contigs	s3,ena,gs,ncbi	ncbi.public,gs.US,ena,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694936	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634306	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008128	ERS1179238	ERS1179238	ERP015690	P37_Post	Post	P37	1
ERR1624572	1.43215909428413	0	0	0.840127358157457	3.66542495682206	1.71529213780389	3.04178690600874	0	0	3.84399623680083	2.91899825597953	0	2.44044262806292	0	2.46580009425886	2.34948100495046	1.32488206724842	0	0	3.34749849459324	1.06657226184111	0.658221648614437	0	0	1.06657226184111	0	2.16625344414519	2.29828379218952	0.527389558534329	03d1fe30-1cde-11e6-9a08-68b599768938	WGS	500	8668000	PRJEB14082	SAMEA4008129	5422154	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ena,ncbi.public	ERC000011	9/12/16	11/16/18	ERX1694937	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634307	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008129	ERS1179239	ERS1179239	ERP015690	P38_Post	Post	P38	1
ERR1624573	1.99226254235827	0	0	1.47493991627449	3.01552050834184	1.38929298468659	2.3549819788173	0	0	3.54118647239263	3.20802351687625	0	0.722142519727812	0	1.82071982904809	2.56399041335803	0	0	0	3.94727626134364	1.78416355712047	0	0	0	0	0.496516531351175	3.06737216662978	0	0.802262964537974	03d92a20-1cde-11e6-9a08-68b599768938	WGS	500	8919000	PRJEB14082	SAMEA4008130	5268056	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694938	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634308	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008130	ERS1179240	ERS1179240	ERP015690	P40_Post	Post	P40	1
