bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_196	0.000477901084913412	0.000477901084913482	0.8331711157147	0.194324693399736	0.194324693399733
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_147	0.000707922380326909	0.000707922380326897	-0.741679750945999	0.194324693399736	0.194324693399733
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_214	0.005140485365418	0.00514048536541807	0.653367396117556	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_664	0.0107997259293856	0.0107997259293856	0.386285430493309	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Bacillales_Family_XI_Gemella_712	0.0109676768403495	0.0109676768403494	0.403512516118456	0.549076545168094	0.549076545168094
Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Collinsella_16	0.0112238560718665	0.0112238560718666	0.446352667645526	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_333	0.0118256048973371	0.011825604897337	0.563738966208504	0.549076545168094	0.549076545168094
Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Micrococcaceae_Rothia_1262	0.0119444015794745	0.0119444015794745	0.335589626705322	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_29	0.0127185000548509	0.0127185000548508	-0.676918716771457	0.549076545168094	0.549076545168094
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia/Shigella_28	0.0131176874021757	0.0131176874021757	0.840513282696549	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_3_1006	0.0173372655407065	0.0173372655407065	-0.280210868329339	0.549076545168094	0.549076545168094
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_710	0.0174671824025716	0.0174671824025716	0.338430526805573	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcaceae_UCG-004_94	0.0189964463956243	0.0189964463956242	0.410451883167692	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_737	0.0224683833267713	0.0224683833267713	0.204215305823046	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_57	0.0228775260305847	0.0228775260305847	-0.6106905721157	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_244	0.0231595139813596	0.0231595139813596	-0.351613168967669	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_559	0.0234525498840844	0.0234525498840844	0.397170613382551	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_685	0.0245737245839091	0.024573724583909	0.325992712063822	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelotrichaceae_UCG-003_185	0.0249726379772388	0.0249726379772388	-0.293510314863064	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_180	0.0250980321905331	0.0250980321905331	-0.413778179293144	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_3	0.0253679596172539	0.0253679596172539	0.6615813683612	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_300	0.0260848027592088	0.0260848027592087	0.449785356864173	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_7	0.0264895019410734	0.0264895019410734	-0.503696602501752	0.549076545168094	0.549076545168094
Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Alloscardovia_1617	0.0268623027439685	0.0268623027439685	0.223654518219566	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Intestinibacter_86	0.0269267346419864	0.0269267346419864	-0.588565639363979	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_NA_NA_1610	0.0272359113275559	0.0272359113275559	0.213282516316807	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_51	0.0278604098772959	0.0278604098772958	0.708606088203932	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_175	0.0293727337502213	0.0293727337502213	-0.354317372304754	0.549076545168094	0.549076545168094
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_374	0.0327810228933798	0.0327810228933799	-0.320589102936358	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_87	0.035952672326178	0.0359526723261781	-0.399310736860577	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcaceae_NK4A214_group_265	0.0375131257261014	0.0375131257261014	0.314701511233121	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_191	0.0375395123776134	0.0375395123776135	-0.483101105804304	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenellaceae_R-7_group_356	0.0413182217672627	0.0413182217672628	-0.2987374417397	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_493	0.0428007039969429	0.042800703996943	0.381925069177729	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_FCS020_group_1087	0.0430766241359245	0.0430766241359245	0.280767213545771	0.549076545168094	0.549076545168094
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_2499	0.0442506056307298	0.0442506056307298	0.138397657744219	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_365	0.0445325804619215	0.0445325804619216	0.343248839176878	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_458	0.0446215802475847	0.0446215802475846	0.383804137974925	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_1	0.0452581004605963	0.0452581004605963	0.584829181363211	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_1599	0.0464496959046912	0.0464496959046912	0.227195714663513	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_1654	0.0465026037270531	0.0465026037270531	0.197738834381698	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_511	0.0470752698114134	0.0470752698114135	0.359236179025933	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_306	0.0489147275621056	0.0489147275621056	-0.367474986959554	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_2263	0.0494253971339431	0.049425397133943	-0.157710519498735	0.549076545168094	0.549076545168094
Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_168	0.0499851947253669	0.0499851947253668	-0.444170566026345	0.549076545168094	0.549076545168094
Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Raoultella_8	0.0509489162658621	0.0509489162658621	0.68890574637619	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_314	0.0510684334201167	0.0510684334201167	-0.298657242392579	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XIII_Family_XIII_AD3011_group_936	0.0524595642341225	0.0524595642341225	0.272423917544829	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_237	0.0526218588931338	0.0526218588931338	0.144878658136541	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_273	0.0527256246810208	0.0527256246810208	-0.276857280587469	0.549076545168094	0.549076545168094
Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_81	0.0536755897404043	0.0536755897404043	-0.214533498242362	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_769	0.0543643751828247	0.0543643751828246	0.282742285800621	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_1_26	0.0556031644020203	0.0556031644020203	0.472939294259694	0.549076545168094	0.549076545168094
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_121	0.0558762787683653	0.0558762787683654	0.544293688720236	0.549076545168094	0.549076545168094
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_181	0.0570059066346429	0.0570059066346429	-0.266416082909426	0.549076545168094	0.549076545168094
Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_98	0.0573034815723917	0.0573034815723917	-0.325087836403196	0.549076545168094	0.549076545168094
