bugName	pval	p6M	p12M	s6M	s12M	Adjustedpval	Adjustedp6M	Adjustedp12M
others	9.64959223637152e-11	0.976041651943275	1.95038355402054e-10	-0.00657407435586103	-2.74721610072969	3.57034912745746e-09	0.976041651943275	7.21641914987601e-09
Bacteroidaceae	9.03416828479386e-06	0.0460016615536947	0.000224230950408671	-0.104673450307214	0.224455366932396	0.000167132113268686	0.190328517211174	0.00276551505504027
Lachnospiraceae	3.9332476748033e-05	0.00284366381872347	0.0159734073247045	-0.231019231898528	0.177962228806235	0.000485100546559073	0.0350718537642561	0.118203214202813
Lactobacillaceae	0.000192178388839337	4.54813959306969e-05	0.0312781004294957	-1.77627946397294	-0.778056391229362	0.00177765009676387	0.00168281164943578	0.152580699546097
Ruminococcaceae	0.000315479033593635	0.437638778167427	0.000154411159507677	0.0889889526439282	0.534290213271904	0.0023345448485929	0.599727214525733	0.00276551505504027
Elusimicrobiaceae	0.000382029736229139	0.000391394042716442	1	0.751040738565343	-4.96506830649455e-17	0.00235585004007969	0.00724078979025417	1
Christensenellaceae	0.0110127231745758	0.0650021945191122	0.166275130896016	-0.558111188058213	0.409706693886808	0.0528707466548462	0.190328517211174	0.341787769064034
Fusobacteriaceae	0.0116986983340113	0.0222203758778485	0.473065852752398	0.6654553882781	-0.194933133963473	0.0528707466548462	0.164430781496079	0.729309856326613
Akkermansiaceae	0.0128604518890166	0.891714735144515	0.0111818969614021	-0.0489035713982638	1.00111002908545	0.0528707466548462	0.950758282437567	0.10343254689297
Family_XIII	0.0206252557540358	0.431251235338789	0.0408047906016317	-0.209740903529266	0.574080770986993	0.0763134462899326	0.599727214525733	0.152580699546097
Eggerthellaceae	0.0319373810841687	0.9721277064584	0.0227392404871661	-0.0104313083173309	0.73336056838695	0.105381642432733	0.976041651943275	0.140225316337525
Streptococcaceae	0.0341778299781836	0.0589679341179407	0.461967883041774	-0.624517155800385	0.232843159300147	0.105381642432733	0.190328517211174	0.729309856326613
Pasteurellaceae	0.0386442548548568	0.0180800679943067	0.0412380269043506	-0.619843472659434	-0.524004491072086	0.1099874945869	0.164430781496079	0.152580699546097
Muribaculaceae	0.0470911650647261	0.04042727244618	0.815000579161659	0.734272112589283	-0.0789456828880181	0.124455221956776	0.190328517211174	0.909311038940892
Marinifilaceae	0.0584344957264855	0.206049833330249	0.219491137890788	-0.405086670753765	0.392838143320254	0.137548052214324	0.426865410712854	0.42743011062943
Erysipelotrichaceae	0.0594802387953836	0.178040638912084	0.257391184863833	-0.252654357111856	0.21084458132884	0.137548052214324	0.411718977484194	0.476173691998091
Micrococcaceae	0.0675986282657286	0.0496834927645113	0.03861323124645	-0.576378611567793	-0.611217115526784	0.138963183183828	0.190328517211174	0.152580699546097
Family_XI	0.0676037107380785	0.0615020908824676	0.754432892010849	-0.503474327515237	0.0801873481600264	0.138963183183828	0.190328517211174	0.909311038940892
Neisseriaceae	0.0934717944760894	0.07142354668886	0.0496537102226957	-0.382631555925584	-0.42033002413595	0.182024020821858	0.190328517211174	0.167017025294522
Enterobacteriaceae	0.132279500200921	0.0639031818292057	0.110368957573852	0.850630947056725	0.723552744753696	0.244717075371704	0.190328517211174	0.314127033094809
Acidaminococcaceae	0.146654288065134	0.0720161957015253	0.789994989425138	-0.606580684126618	-0.0857855907640945	0.258390888495713	0.190328517211174	0.909311038940892
Rikenellaceae	0.166153860135452	0.0856187500334631	0.841103220197581	-0.499145116926294	-0.0558204478806368	0.279440582955078	0.211192916749209	0.909311038940892
Carnobacteriaceae	0.204357139953628	0.885407674777913	0.14195416158857	-0.0376759299164604	0.395870509116594	0.317494407532937	0.950758282437567	0.33301694817471
Tannerellaceae	0.211232539289973	0.899365942846347	0.144007328940415	-0.0240142312767686	0.286004960862966	0.317494407532937	0.950758282437567	0.33301694817471
Synergistaceae	0.214523248333065	0.786814363226751	0.105157386725148	0.091119723607429	0.566351165839491	0.317494407532937	0.930697978079864	0.314127033094809
Veillonellaceae	0.246012858055273	0.248197288256148	0.621456908346757	-0.253156492601211	0.106578594903491	0.337992999427079	0.437039201785812	0.851626133660371
Peptostreptococcaceae	0.246643540122463	0.25986114700778	0.596268348362596	0.441534100092395	-0.204687918907406	0.337992999427079	0.437039201785812	0.848535726516002
Clostridiaceae_1	0.302183051391118	0.325548369816558	0.131637834055123	0.232610397087151	0.36350958975161	0.387890564339362	0.501887070133861	0.33301694817471
Bifidobacteriaceae	0.304022334211933	0.207664253860308	0.165319281680306	-0.538918981545739	-0.596301392778805	0.387890564339362	0.426865410712854	0.341787769064034
Prevotellaceae	0.371389057431723	0.255995690322042	0.884735064915462	0.351682914258193	-0.0440760822216143	0.458046504165791	0.437039201785812	0.909311038940892
Coriobacteriaceae	0.42494735595223	0.234503492863401	0.296424001760984	-0.519037252403871	-0.453747284930823	0.507195231297823	0.437039201785812	0.522270860245543
Desulfovibrionaceae	0.454637754882046	0.634501236656546	0.441001592526509	-0.136148877266439	0.221822876641233	0.525674904082366	0.8095360605618	0.729309856326613
Saccharimonadaceae	0.504950488210954	0.436640631200807	0.715397642441025	-0.132024529239146	0.0614688448429676	0.5661566079941	0.599727214525733	0.909311038940892
Barnesiellaceae	0.579340137891556	0.306623579635349	0.687557142515848	-0.360629241501267	-0.140087000761742	0.630458385352576	0.493264019413388	0.908557652610228
Burkholderiaceae	0.650075398854416	0.711856582114753	0.583658528240259	0.0723966925479804	-0.107670649103419	0.68722256450324	0.877956451274862	0.848535726516002
Leuconostocaceae	0.756300431308698	0.463940785250083	0.767978817127059	-0.232891900456257	-0.0932162318903189	0.777308776622828	0.613064609080467	0.909311038940892
Victivallaceae	0.968324711734462	0.804927981042044	0.874122703055047	-0.0840307743678696	-0.0538747932725968	0.968324711734462	0.930697978079864	0.909311038940892
