SAMPLE_ID	Acholeplasmatales	Acidaminococcales	Acidiferrobacterales	Acidimicrobiales	Acidithiobacillales	Acidobacteriales	Acidothermales	Actinomycetales	Actinopolysporales	Aeromonadales	Alteromonadales	Anaerolineales	Aquificales	Ardenticatenales	Bacillales	Bacteriovoracales	Bacteroidales	Bacteroidetes Order II. Incertae sedis	Bdellovibrionales	Bifidobacteriales	Brachyspirales	Bradymonadales	Bryobacterales	Burkholderiales	Caldilineales	Calditrichales	Campylobacterales	Candidatus Babeliales	Candidatus Brocadiales	Candidatus Nanopelagicales	Candidatus Nanosynbacterales	Cardiobacteriales	Caulobacterales	Cellvibrionales	Chitinophagales	Chlamydiales	Chlorobiales	Chloroflexales	Chromatiales	Chroococcales	Chthonomonadales	Clostridiales	Coprothermobacterales	Coriobacteriales	Corynebacteriales	Cytophagales	Deferribacterales	Dehalococcoidales	Deinococcales	Desulfarculales	Desulfobacterales	Desulfovibrionales	Desulfurellales	Desulfuromonadales	Eggerthellales	Egibacterales	Egicoccales	Elusimicrobiales	Emcibacterales	Endomicrobiales	Enterobacterales	Entomoplasmatales	Erysipelotrichales	Euzebyales	Fibrobacterales	Fimbriimonadales	Flavobacteriales	Frankiales	Fusobacteriales	Gemmatales	Gemmatimonadales	Geodermatophilales	Gloeobacterales	Glycomycetales	Halanaerobiales	Holosporales	Hydrogenophilales	Ignavibacteriales	Immundisolibacterales	Isosphaerales	Kineosporiales	Kiritimatiellales	Kordiimonadales	Kosmotogales	Ktedonobacterales	Lactobacillales	Legionellales	Leptospirales	Limnochordales	Magnetococcales	Marinilabiliales	Mariprofundales	Methanobacteriales	Methanomassiliicoccales	Methylacidiphilales	Methylococcales	Micrococcales	Micromonosporales	Mycoplasmatales	Myxococcales	Natranaerobiales	Nautiliales	Neisseriales	Nevskiales	Nitrosomonadales	Nitrospirales	Nostocales	Oceanospirillales	Opitutales	Orbales	Oscillatoriales	Parachlamydiales	Pasteurellales	Pelagibacterales	Petrotogales	Phycisphaerales	Pirellulales	Planctomycetales	Pleurocapsales	Propionibacteriales	Pseudomonadales	Pseudonocardiales	Puniceicoccales	Rhizobiales	Rhodobacterales	Rhodocyclales	Rhodospirillales	Rickettsiales	Rubrobacterales	Saprospirales	Sedimentisphaerales	Selenomonadales	Silvanigrellales	Sphaerobacterales	Sphingobacteriales	Sphingomonadales	Spirochaetales	Sporichthyales	Streptomycetales	Streptosporangiales	Synechococcales	Synergistales	Syntrophobacterales	Tepidiformales	Thermales	Thermoanaerobacterales	Thermodesulfobacteriales	Thermomicrobiales	Thermosediminibacterales	Thermotogales	Thiotrichales	Tissierellales	Veillonellales	Verrucomicrobiales	Vibrionales	Xanthomonadales
SRR5865065	0.2840515519241692	4.006511264914768	0.2840515519241692	0.2840515519241692	0.4543325533007816	0.7494735028270346	0.2840515519241692	1.4436740898878042	0.2840515519241692	2.3099076953007183	2.5486451860081427	0.5763367487189184	0.2840515519241692	0.0	2.1117378347806657	0.9689440909839442	4.977713106372662	2.1934523200386113	0.0	1.4436740898878042	0.0	0.0	0.0	2.9539482370778254	0.2840515519241692	0.0	1.7652649214914584	0.0	0.0	0.0	1.3470637048871914	0.5763367487189184	0.5763367487189184	1.1717206127002777	2.0225733679465168	0.0	0.7494735028270346	0.2840515519241692	1.9479990236961484	0.4543325533007816	0.9689440909839442	4.736535989443179	0.4543325533007816	2.530116580911923	1.4137964956083473	1.5996586735370917	0.0	0.0	0.8155724432418302	0.0	0.9689440909839442	2.852453407133168	0.0	0.6714764717875548	2.3651696439368877	0.0	0.0	0.0	0.0	0.2840515519241692	4.1104579671231924	0.2840515519241692	2.4454786064613647	0.2840515519241692	1.0820611900373183	1.6473442425774343	1.863435651695583	0.2840515519241692	3.8225087657581533	0.0	0.2840515519241692	0.0	0.2840515519241692	0.5763367487189184	0.4543325533007816	0.0	0.0	1.7218594070881665	0.7494735028270346	0.0	0.0	0.4543325533007816	0.0	0.0	1.0820611900373183	3.609306352147563	0.7494735028270346	0.7494735028270346	1.1717206127002777	0.0	0.6714764717875548	0.0	2.2730259248422833	0.0	0.0	0.7494735028270346	1.1438413679323824	0.0	1.4716278741751894	0.9689440909839442	0.2840515519241692	0.0	1.1438413679323824	0.0	0.5763367487189184	0.0	0.4543325533007816	1.4849577681339348	0.4543325533007816	0.0	1.9434553472609029	0.5763367487189184	2.886561546349535	0.0	0.2840515519241692	0.0	0.0	0.8155724432418302	0.0	0.2840515519241692	2.7399298305282977	0.0	0.4543325533007816	2.9890503231878345	1.0475287562965456	0.2840515519241692	1.1979176155960731	0.8155724432418302	0.5763367487189184	0.6714764717875548	0.0	1.1438413679323824	0.0	0.0	1.328645408371431	1.114048914531427	0.2840515519241692	0.0	0.0	0.5763367487189184	0.4543325533007816	2.6009194796525446	1.0820611900373183	0.5763367487189184	0.2840515519241692	0.7494735028270346	0.2840515519241692	0.2840515519241692	0.0	0.0	2.8209217075318254	1.1717206127002777	3.318322164554411	3.0287167826430794	2.6814249500163996	2.2939011523090596
SRR5865066	0.7354343394780054	4.039302131612103	0.0	0.7354343394780054	0.0	0.8840534657154939	0.32417639518987124	1.3652950459157562	0.0	2.0223935966299895	2.1166400115339123	0.5077168683946603	0.32417639518987124	0.0	2.474714279780459	0.7354343394780054	4.730351492657912	2.112940759170916	0.0	0.9945757249992307	0.0	0.0	0.0	2.978558682525057	0.0	0.0	1.8002436825272077	0.0	0.0	0.0	1.7163064057857333	0.0	0.6363328389969596	2.6213490044573056	2.194036406290229	0.0	0.8160704576116232	0.32417639518987124	1.9740357855546473	0.0	1.4413437033294114	4.977046322642059	2.2001575850605315	2.836742755294245	1.3216134647185944	1.6673490437970224	0.5077168683946603	0.0	1.9476752969279458	0.0	1.474894925543103	3.4699868717151827	0.0	0.8160704576116232	2.934367747125494	0.0	0.0	0.0	0.8160704576116232	0.8160704576116232	4.014019773357843	0.8160704576116232	2.992996647759027	0.5077168683946603	1.6568586631598614	1.3440032137042177	3.1512786825184955	0.7354343394780054	2.77501581795341	0.0	0.0	0.0	0.0	0.6363328389969596	0.6363328389969596	0.0	0.0	1.8640154555722444	0.32417639518987124	0.0	0.0	0.5077168683946603	0.0	0.32417639518987124	0.5077168683946603	2.537743911760023	1.2465545041939041	0.9945757249992307	1.1881773644893792	0.0	0.5077168683946603	0.0	3.6913192804248425	0.0	0.0	0.32417639518987124	0.8840534657154939	0.0	1.677591994279517	1.7069465147527088	0.0	0.0	1.0408144112127895	0.32417639518987124	1.2183460665024701	0.0	0.8840534657154939	1.3652950459157562	0.6363328389969596	0.0	1.5060390143729738	1.2465545041939041	2.614379724927674	0.32417639518987124	0.0	0.0	0.32417639518987124	1.1557554695173975	0.32417639518987124	0.9428209572563149	3.304452687110619	0.0	0.9945757249992307	1.8573748717391736	1.0408144112127895	0.32417639518987124	2.8318027363884717	1.0408144112127895	0.5077168683946603	0.0	0.0	2.215093394722073	0.0	0.0	1.677591994279517	0.8840534657154939	0.0	0.0	0.32417639518987124	0.5077168683946603	0.0	1.8002436825272077	1.120716452535692	0.5077168683946603	0.5077168683946603	0.8160704576116232	0.8160704576116232	0.0	0.0	0.5077168683946603	2.399040114056042	1.27304195243871	3.4426966242233337	3.2657265794307495	2.3437590105512967	2.641609931453759
SRR5865067	0.6053060489835692	3.8941838745666857	0.0	0.6053060489835692	0.0	1.0038923678585718	0.303196727645474	1.0831453668148094	0.303196727645474	1.1501434012659248	0.4800078351107108	0.0	0.303196727645474	0.0	2.0171181704292334	0.303196727645474	5.000615382755621	2.3447471815078154	0.303196727645474	2.254718544816747	0.303196727645474	0.0	0.0	1.2828498671059365	0.0	0.0	1.0038923678585718	0.0	0.0	0.0	0.6053060489835692	0.0	0.303196727645474	0.9068747032549244	2.3827026112421925	0.0	1.0831453668148094	0.0	1.419130590743185	0.0	0.0	4.8988048677636895	0.0	1.6669870234277357	1.2828498671059365	1.8734962982208279	0.9580870354386346	0.0	0.303196727645474	0.0	0.9580870354386346	1.305137586693742	0.0	0.8488058459397504	3.6932752899076338	0.0	0.0	0.303196727645474	1.0453241924365468	0.303196727645474	2.6467774298549305	0.9580870354386346	1.6574396271627865	0.0	1.1801271208786237	0.0	2.061189826889871	0.303196727645474	1.419130590743185	0.0	0.303196727645474	0.0	0.0	0.6053060489835692	0.0	0.0	0.0	2.679174754652748	0.0	0.0	0.0	0.303196727645474	0.0	0.0	0.0	2.1248640522307833	0.0	1.4020906315400266	0.0	0.0	0.0	0.0	1.0831453668148094	0.0	0.0	0.303196727645474	0.4800078351107108	0.0	1.305137586693742	0.7024316056134629	0.303196727645474	0.0	0.4800078351107108	0.0	0.7024316056134629	0.4800078351107108	0.0	0.4800078351107108	0.6053060489835692	0.0	0.303196727645474	0.4800078351107108	0.7817564880008432	0.0	0.0	0.0	0.0	0.6053060489835692	0.0	1.0453241924365468	1.637691122212644	0.0	0.4800078351107108	0.8488058459397504	0.7817564880008432	0.0	1.1801271208786237	0.303196727645474	0.4800078351107108	0.7024316056134629	0.0	1.6476776170334257	0.0	0.0	1.208173777891257	0.0	0.0	0.0	0.0	0.303196727645474	0.303196727645474	0.7024316056134629	0.7817564880008432	0.303196727645474	0.0	0.9068747032549244	0.4800078351107108	0.0	0.0	0.4800078351107108	1.0831453668148094	0.8488058459397504	1.8675866422671632	1.744607185211976	1.4020906315400266	1.9127546211786248
SRR5865068	0.6523966859822701	3.7148290471671275	0.5221445692655646	0.3352274613351848	0.0	0.7524638012356832	0.0	1.3851955701084493	0.3352274613351848	2.033722599598985	2.060914748899961	0.3352274613351848	0.0	0.0	3.297586108051712	0.0	4.617870121624627	2.060914748899961	0.0	2.033722599598985	0.0	0.3352274613351848	0.0	2.7072320816410826	0.7524638012356832	0.0	1.5825547851636137	0.0	0.3352274613351848	0.0	1.266179303727444	0.5221445692655646	0.8337371034744734	2.6848439170135854	2.379467901122926	0.3352274613351848	0.9612768176837401	0.0	1.877869281923286	0.5221445692655646	1.2076362534345153	5.047887609688626	0.3352274613351848	2.770784934005219	1.1399535698478984	1.8051471840796327	0.6523966859822701	0.0	2.4653276472693633	0.0	1.2076362534345153	3.1923080011338283	0.0	0.5221445692655646	3.574273654600439	0.0	0.3352274613351848	0.3352274613351848	0.5221445692655646	1.7722672485930588	3.6262656841697876	2.114569357977592	2.846833285317995	0.3352274613351848	1.3851955701084493	1.2076362534345153	1.7458631674495662	0.0	2.8787168687729223	0.0	0.0	0.0	0.0	0.3352274613351848	0.7524638012356832	0.0	0.0	2.078140796676492	0.5221445692655646	0.0	0.0	0.7524638012356832	0.0	0.0	0.5221445692655646	3.7074568832737302	0.7524638012356832	0.6523966859822701	1.4613850163343454	0.0	0.6523966859822701	0.0	2.9344592812545804	0.0	0.0	0.5221445692655646	1.292734964235698	0.0	2.423564185395935	0.9021720728834017	0.3352274613351848	0.3352274613351848	0.9612768176837401	0.0	1.175112081637477	0.0	0.9612768176837401	1.6979418100470502	0.3352274613351848	0.0	1.7273242133477387	0.3352274613351848	1.6440692039517675	0.0	0.0	0.0	0.0	0.8337371034744734	0.0	1.3177599791217756	2.5143862658030476	0.0	0.9612768176837401	2.43485207603017	1.2378934856052763	0.3352274613351848	3.5325960830107865	0.7524638012356832	1.526182116856174	0.3352274613351848	0.0	2.980166264965273	0.0	0.0	0.8337371034744734	1.3177599791217756	0.3352274613351848	0.0	0.9612768176837401	0.5221445692655646	0.0	1.266179303727444	1.2378934856052763	0.3352274613351848	0.0	1.877869281923286	0.3352274613351848	0.3352274613351848	0.0	0.3352274613351848	2.6060508246924345	2.2327987921766037	2.94491269002503	3.836002500492455	2.264167528305286	2.337412109041996
SRR5865069	0.7158883695257239	4.074315695017991	0.0	0.3801282079083636	0.23039031092987947	0.3801282079083636	0.23039031092987947	1.692707453849627	0.23039031092987947	1.838078934944349	0.7707337892347798	1.0605678673773542	0.0	0.0	2.222314836360559	0.3801282079083636	4.391293850929627	2.427506549654511	0.23039031092987947	3.6701499266140982	0.0	0.23039031092987947	0.0	1.973448783077073	0.23039031092987947	0.0	2.0890571728392606	0.0	0.3801282079083636	0.0	1.9292782473474017	0.0	0.8194231538520735	0.8632000099584975	2.723723879948546	0.7707337892347798	0.7158883695257239	0.0	2.796015751180043	0.4912652659952218	0.23039031092987947	5.1045577569300065	0.0	3.772245396866219	1.750368570353851	1.8880389824027055	0.7158883695257239	0.0	0.8194231538520735	0.23039031092987947	1.0332945849323396	1.891954074645309	0.0	1.0332945849323396	2.5996319435827315	0.0	0.0	0.7158883695257239	0.7158883695257239	0.0	3.34744139687689	0.7707337892347798	2.852459815865475	0.23039031092987947	1.1759583973492176	0.23039031092987947	2.3168764338165633	0.7158883695257239	3.126768047515167	0.23039031092987947	0.8632000099584975	0.23039031092987947	0.0	1.155203640380837	0.8632000099584975	0.0	0.0	1.5727330556640218	0.0	0.0	0.0	0.6531017985094386	0.0	0.0	0.3801282079083636	2.8923976336219686	0.7158883695257239	0.5796787091738819	1.6988304984771607	0.0	0.9730006464109523	0.3801282079083636	1.2502856475433308	0.0	0.0	0.4912652659952218	1.3690795884587386	0.23039031092987947	1.6403423416227814	0.8194231538520735	0.0	0.23039031092987947	0.4912652659952218	0.4912652659952218	0.6531017985094386	0.0	0.8194231538520735	0.7707337892347798	0.3801282079083636	0.23039031092987947	1.355889775866034	0.3801282079083636	1.3422867990590732	0.0	0.23039031092987947	0.0	0.0	1.4407718872274171	0.0	0.8194231538520735	2.598101197353391	0.0	1.0041931168746376	1.4064034104148637	0.9029654303330341	0.0	1.3137317784214049	0.8632000099584975	0.4912652659952218	0.23039031092987947	0.4912652659952218	2.2131105701502003	0.0	0.0	1.133407023736415	0.9393932640662889	0.23039031092987947	0.0	0.23039031092987947	0.3801282079083636	0.23039031092987947	0.6531017985094386	0.9730006464109523	0.0	0.5796787091738819	1.2328620830522712	0.6531017985094386	0.0	0.0	1.2670370709897103	1.355889775866034	1.2328620830522712	2.1269635074924613	3.9264984564134475	1.6040872413955427	3.4757321835309214
SRR5865070	0.5259107319902739	2.1813516174814436	0.0	0.6565800849667903	1.5877892636787863	0.6565800849667903	0.0	0.966066670749138	0.0	4.2893040998040375	1.1801292222802873	0.0	0.33812627581288945	0.0	2.4724113732428186	0.6565800849667903	4.955720718924659	2.164163021718579	0.0	2.88140250288492	0.0	0.0	0.0	3.1239074649110234	0.0	0.0	1.271264002410941	0.0	0.0	0.0	0.0	0.0	0.5259107319902739	2.244016645289357	1.9569079858876226	0.0	0.8383273273112278	0.33812627581288945	1.6929531924878167	0.8383273273112278	1.1449405921970528	4.759939336970167	1.0181487297797858	2.8285528468813217	1.90916717170053	1.5461964304883573	0.6565800849667903	0.0	2.070613941541408	0.0	1.76012430683021	1.9512195985383889	0.33812627581288945	0.5259107319902739	2.333363503779517	0.0	0.5259107319902739	0.33812627581288945	0.5259107319902739	1.2429586970479578	2.995472775326686	1.6134576970551324	3.37830728506681	0.0	1.3690027054234595	0.756892519423092	1.9154297595365415	0.5259107319902739	1.6716853523865216	0.0	0.5259107319902739	0.0	0.0	0.5259107319902739	1.3903496710860968	0.0	0.0	2.070613941541408	0.0	0.0	0.0	0.6565800849667903	0.0	0.0	0.0	2.878027220536832	0.756892519423092	0.966066670749138	2.108094791467298	0.0	3.1467634691730773	0.0	2.7496523040421885	0.0	0.0	0.33812627581288945	1.0646484198033956	0.0	2.1880409911565124	0.8383273273112278	0.0	0.0	1.3690027054234595	1.271264002410941	0.9068766744588654	0.0	0.756892519423092	1.1449405921970528	0.0	1.0181487297797858	0.8383273273112278	0.6565800849667903	1.8410082464992232	0.0	0.0	0.0	0.0	0.9068766744588654	0.33812627581288945	1.106647417042672	3.620133736218473	0.0	0.33812627581288945	1.9216033222052444	0.8383273273112278	0.5259107319902739	2.6632803626862227	1.0181487297797858	0.0	0.0	0.33812627581288945	3.4782968147965714	0.0	0.0	0.9068766744588654	0.9068766744588654	0.756892519423092	0.0	0.756892519423092	0.0	0.0	0.8383273273112278	0.5259107319902739	0.0	0.5259107319902739	1.4837096014112905	0.0	0.0	0.33812627581288945	0.33812627581288945	1.106647417042672	2.4439051406186016	3.8894876512602865	1.9735393213111	1.9999166803991315	2.430820100722065
SRR5865071	0.0	1.5254587947231353	0.0	0.26343545016757836	0.26343545016757836	0.26343545016757836	0.26343545016757836	1.967345658061748	0.0	1.5465457960128748	1.6132001734266121	0.0	0.26343545016757836	0.0	2.6264237092449645	0.26343545016757836	3.437807131827401	1.7420957315382029	0.0	4.177919903778996	0.0	0.26343545016757836	0.26343545016757836	1.4799399053172486	0.0	0.0	1.8567468017561009	0.0	0.0	0.0	0.637150380573756	0.0	0.8349969052742378	0.4262354810978729	2.2094920635405395	0.0	0.4262354810978729	0.0	1.2475571916508306	0.0	0.26343545016757836	5.159239354743405	0.4262354810978729	1.8764463367803268	1.2045200444793493	0.8849776655157764	0.0	0.0	0.5443728867797537	0.0	0.5443728867797537	1.6042818930696094	0.0	0.8849776655157764	2.411483303430602	0.0	0.0	0.26343545016757836	0.0	0.0	3.338916219158646	0.0	3.203686042197829	0.0	0.4262354810978729	0.8349969052742378	1.9221080870630622	0.7785068790878977	1.967345658061748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26343545016757836	1.1567441628458035	0.26343545016757836	0.0	0.0	0.0	0.0	0.0	0.0	4.3887825297853125	0.26343545016757836	0.0	1.4012354686768935	0.0	0.8849776655157764	0.0	1.0417806293090752	0.0	0.0	0.4262354810978729	1.4552566140025038	0.0	1.3557955604767944	0.7785068790878977	0.0	0.0	0.0	0.0	0.637150380573756	0.0	0.26343545016757836	0.7785068790878977	0.5443728867797537	0.0	0.7785068790878977	0.0	1.4917746547440789	0.26343545016757836	0.0	0.0	0.0	0.4262354810978729	0.0	0.7135546048054902	1.9089064728048841	0.0	1.1567441628458035	1.1567441628458035	0.5443728867797537	0.0	1.1030553882671337	0.637150380573756	0.0	0.0	0.0	1.1030553882671337	0.0	0.0	0.7135546048054902	0.4262354810978729	0.0	0.0	0.26343545016757836	0.0	0.0	0.7785068790878977	0.637150380573756	0.0	0.0	0.26343545016757836	0.4262354810978729	0.0	0.0	0.9297954646879706	1.8764463367803268	0.637150380573756	2.9571548007268103	2.004743870404397	1.8567468017561009	3.1922033843038697
SRR5865072	0.3606921677978593	3.621146775954861	0.0	0.0	0.0	0.3606921677978593	0.0	1.2815629219195495	0.3606921677978593	1.5060789254311697	0.688736979296259	0.5549787080799045	0.0	0.0	3.120186539704945	0.0	4.306700605006851	1.888610651834485	0.0	3.6386776506619998	0.0	0.0	0.0	2.2384761304865344	0.0	0.0	1.7631205424123704	0.0	0.0	0.0	1.7006329810520882	0.0	0.3606921677978593	0.7908540034546991	2.2185466772257527	0.5549787080799045	0.688736979296259	0.0	1.523265646106739	0.7908540034546991	1.5859244332346127	5.053694163783762	0.0	3.2195813215894664	0.8734722272636501	1.8426694481041688	0.8734722272636501	0.0	0.688736979296259	0.0	0.8734722272636501	3.1176212266022953	0.3606921677978593	0.5549787080799045	3.2556775789014245	0.0	0.0	0.3606921677978593	0.688736979296259	0.688736979296259	2.8378351953915573	0.7908540034546991	3.363448793050538	0.0	1.336706772579503	0.5549787080799045	1.7224765254443892	0.688736979296259	1.8812833940728007	0.0	0.0	0.0	0.0	1.2815629219195495	0.0	0.0	0.0	1.8958163351057526	0.0	0.0	0.0	0.0	0.0	0.0	0.3606921677978593	3.211365996550307	0.5549787080799045	0.5549787080799045	0.9428574539074117	0.0	0.5549787080799045	0.0	1.251121674620335	0.0	0.0	0.0	1.0552320204549803	0.0	1.2183847705869055	0.3606921677978593	0.0	0.0	0.3606921677978593	0.0	1.0026692856824753	0.0	0.8734722272636501	0.7908540034546991	0.3606921677978593	0.0	1.4081706108935534	0.3606921677978593	1.8426694481041688	0.8734722272636501	0.0	0.0	0.0	1.0026692856824753	0.0	0.5549787080799045	2.0978612304519793	0.0	0.8734722272636501	1.5859244332346127	1.0552320204549803	0.0	1.4295978090297967	1.0026692856824753	0.0	0.0	0.0	2.378746634437689	0.0	0.0	0.3606921677978593	0.5549787080799045	1.7329996552858067	0.0	0.0	0.0	0.0	0.5549787080799045	0.5549787080799045	0.0	0.3606921677978593	1.2183847705869055	0.0	0.0	0.0	1.1444252741804533	1.1021143931395252	1.4081706108935534	4.595721908607668	1.5710867209859785	1.4881839341601137	3.001843704858413
SRR5865073	0.0	3.9220137539397943	0.0	1.1812930786597469	0.0	0.9079685118639842	0.0	1.0914768749417336	0.0	0.8242754286666029	1.0914768749417336	0.0	0.0	0.0	1.679395711678424	0.0	5.023089260664553	2.4794771101359876	0.38346967306468344	2.079609018301063	0.0	0.0	0.0	3.3966450735200797	0.0	0.0	1.0914768749417336	0.0	0.38346967306468344	0.0	0.38346967306468344	0.0	0.0	0.9079685118639842	2.4320615337849594	0.38346967306468344	0.8242754286666029	0.0	1.666315605210288	0.38346967306468344	0.0	4.760959385993837	0.0	1.1812930786597469	0.8242754286666029	1.5265423268530618	0.38346967306468344	0.0	0.5838954620771979	0.0	0.8242754286666029	0.8242754286666029	0.0	0.9079685118639842	1.544487090768124	0.0	0.0	0.0	0.0	0.0	3.006433201965344	0.0	3.076342764668645	0.0	0.9781095837912785	0.0	1.6920933615259643	0.8242754286666029	2.3839457444003314	0.0	0.5838954620771979	0.0	0.0	0.0	0.0	0.0	0.0	2.0365237428761818	0.0	0.0	0.0	0.5838954620771979	0.0	0.0	0.0	2.7523509203223204	0.0	0.8242754286666029	0.0	0.0	0.0	0.0	0.5838954620771979	0.0	0.0	0.5838954620771979	0.38346967306468344	0.38346967306468344	1.0914768749417336	0.38346967306468344	0.0	0.0	1.1812930786597469	0.0	1.288583834400706	0.0	0.38346967306468344	0.9079685118639842	0.38346967306468344	0.0	0.5838954620771979	0.0	2.988469364928836	0.0	0.0	0.0	0.38346967306468344	0.38346967306468344	0.0	0.0	3.876442154702362	0.0	0.0	0.7205085368268738	0.7205085368268738	0.0	0.9781095837912785	0.8242754286666029	0.38346967306468344	0.0	0.0	1.6920933615259643	0.0	0.0	0.9781095837912785	0.5838954620771979	0.38346967306468344	0.0	0.0	0.38346967306468344	0.0	0.38346967306468344	0.5838954620771979	0.0	0.0	0.38346967306468344	0.38346967306468344	0.0	0.0	0.0	1.374550241161477	0.7205085368268738	3.902647306480027	1.0914768749417336	1.2200771957199512	2.0308246459754757
SRR5865074	0.7837976936208604	3.758121885037869	0.7285984820089603	1.2476433354725442	0.7285984820089603	1.100647602506141	0.3893442129745077	1.5452900362493431	0.3893442129745077	2.787176031869698	3.051916189259212	0.3893442129745077	0.0	0.0	3.0577480502459786	1.3136261559111122	4.823752986270453	2.4620234636871885	0.236915604057045	2.1856994535630823	0.0	0.236915604057045	0.0	2.735340084699197	0.236915604057045	0.0	1.9113216102069046	0.236915604057045	0.0	0.0	0.7837976936208604	1.190613222778366	0.9533018707632938	2.692110922338667	2.298988787829389	0.3893442129745077	0.8767674585051499	0.236915604057045	2.356707936338119	0.7837976936208604	1.190613222778366	4.827472074531488	0.8767674585051499	2.029072644429902	1.797043868562946	1.816703371908515	0.3893442129745077	0.0	2.62509779862235	0.0	1.4093765744311377	2.287765186847969	0.0	0.7837976936208604	3.3429948268035066	0.0	0.8767674585051499	0.0	0.3893442129745077	0.5019499033300155	4.194315460503308	1.3136261559111122	2.7133496552234315	0.236915604057045	1.6039789902921096	2.0079390885889827	2.04922534864595	0.6653476214394916	4.255849593491047	0.0	0.5912883978729981	0.0	0.0	0.236915604057045	0.5912883978729981	0.236915604057045	0.0	1.9074397389220101	1.210467097362761	0.0	0.0	0.6653476214394916	0.0	0.0	1.074909217951282	3.4413790281045853	1.2980462890876012	1.1698080617630953	2.0684842239224155	0.0	0.7837976936208604	0.236915604057045	2.8815710418906444	0.0	0.0	0.9533018707632938	1.4979120177346918	0.0	2.123987012310901	1.4093765744311377	0.0	0.5019499033300155	1.190613222778366	0.236915604057045	1.210467097362761	0.5912883978729981	1.2651024066653245	2.1356699398878964	0.236915604057045	0.0	2.4759348017288723	0.6653476214394916	2.119224398518774	0.0	0.0	0.0	0.3893442129745077	1.1479558457599925	0.0	1.190613222778366	3.2733309970056554	0.236915604057045	0.5019499033300155	1.8833903543767694	1.3572691109061883	0.5912883978729981	2.215473839539775	1.1698080617630953	2.58685932985167	0.7837976936208604	0.0	2.3964118555910647	0.0	0.0	1.074909217951282	1.1249455741895285	0.0	0.0	0.7837976936208604	0.6653476214394916	0.5019499033300155	1.9411873439348484	1.4093765744311377	0.3893442129745077	0.3893442129745077	1.2476433354725442	0.5912883978729981	0.236915604057045	0.236915604057045	0.3893442129745077	3.357482599559623	1.8995703271162698	3.117207171245924	2.685011057018214	2.963887762056572	2.102131516164413
