bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Veillonella parvula	1.90003057731758e-09	4.10252061488399e-10	8.94079026398014e-07	1.43740413822434e-05	1.20108466986828	0.963995354801899	1.01737516855417	1.85632987403928e-06	4.00816264074165e-07	0.00087351520879086	0.0140434384304518
Fusobacterium nucleatum	2.25717415869298e-08	1.16767975102437e-09	0.000196154744355098	0.00119045447932335	1.1672941335267	0.685561711078657	0.722085709430217	1.10262957652152e-05	5.70411558375406e-07	0.0518502682718708	0.0830767161642078
Lancefieldella parvula	3.66997006506775e-05	2.48251496483621e-06	0.133607781227489	0.252365719376366	0.728165195919756	0.22528155471675	0.207906445763334	0.0119518691785706	0.000808472373548325	0.574063852333917	0.691274091765086
Vibrio cholerae	5.27117701930591e-05	6.50078520096022e-06	0.0201091422634633	0.00223550618585627	1.00944540193536	0.524940115845437	0.867109492839163	0.0128748498696547	0.00158781678533453	0.400951673293951	0.114952081241136
Avibacterium volantium	8.15536433922404e-05	0.000851418690272879	0.631100118519861	7.20574137494746e-05	0.33554505917364	0.0506397243154627	0.572986979413983	0.0159355819188438	0.0126035766726758	0.904243740974825	0.0352000466166183
Mesorhizobium oceanicum	0.000125331992773869	1.49083737536699e-05	0.549247118181225	0.108939548003814	0.362206874254059	0.0492414416013644	0.16271054561463	0.0171374876308611	0.00242758019288925	0.890390340819585	0.48331269969085
Haemophilus influenzae	0.000150726408987278	2.97627205415521e-05	0.00980733050664036	0.00182660019655082	0.4668114909619	0.303438085833556	0.4622723374213	0.0171374876308611	0.00286313466315544	0.311018630394256	0.10497578776648
Haemophilus parainfluenzae	0.00015743359299103	0.00014918950637134	0.00801288441498991	0.000223697351442667	0.760791737049086	0.575077055414563	1.03784171381509	0.0171374876308611	0.00428700434484704	0.311018630394256	0.0411114962338168
Shewanella bicestrii	0.000197554892307106	3.20549618217167e-05	0.0380681977140686	0.00269691899582895	0.974091533839028	0.499867910106241	0.917926471397407	0.0171374876308611	0.00286313466315544	0.456703694582337	0.119767720860222
Marinomonas sp. SM1966	0.000203981521844643	1.43088296175737e-05	0.10694004695388	0.0409793529965009	0.627884544658628	0.235257745670891	0.371400929397859	0.0171374876308611	0.00242758019288925	0.543134407120906	0.356442241443135
