Acidobacteria	Actinobacteria	Armatimonadetes	Asgardaeota	Atribacteria	Bacteroidetes	BHI80-139	BRC1	Caldiserica	Calditrichaeota	Chlamydiae	Chloroflexi	Cloacimonetes	Crenarchaeota	Cyanobacteria	Dadabacteria	Deferribacteres	Deinococcus-Thermus	Dependentiae	Elusimicrobia	Entotheonellaeota	Epsilonbacteraeota	Euglenozoa	Euryarchaeota	FBP	FCPU426	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	GN01	Halanaerobiaeota	Hydrogenedentes	Incertae_Sedis	Kiritimatiellaeota	Latescibacteria	LCP-89	Lentisphaerae	Margulisbacteria	Marinimicrobia_(SAR406_clade)	Modulibacteria	Nanoarchaeaeota	Nitrospinae	Nitrospirae	Omnitrophicaeota	Parabasalia	Patescibacteria	PAUC34f	Planctomycetes	Proteobacteria	Rokubacteria	Spirochaetes	Synergistetes	TA06	Tenericutes	Thaumarchaeota	Thermotogae	Verrucomicrobia	Vertebrata	WOR-1	WPS-2	WS1	WS2	WS4	Zixibacteria	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238523	1.99430311410495	2.56038099403628	0.885368216845426	0	1.10346903242837	4.51873335487029	0	0	0	0	1.07390892399962	1.86219896480154	0	0	0	0	0	0	0.426516292792707	0	0	2.50398245553884	0	0	0	0	0	4.37989706436173	0	1.32305339738613	0	0	0	0	0	1.0079682877626	0	0	0	0	0	0	0	1.61363828333977	0	0	0.713916843931156	0	1.35622482423893	3.89741105771711	0	0.713916843931156	0.885368216845426	0	0	0	0	0.97081879476547	0	0	0	0	0	0.426516292792707	0	1.60471977607936	PRJNA1480144	ILPr31	fecal	Pre	31	0
SRR39238448	2.03807586710272	2.78351264295606	0.873395982563028	0	0	4.52092821720109	0	0	0	0	0	1.38222916207733	0	0	0	0	0	0	0	0	0	2.00760839784148	0	1.66557233124635	0	0	0	4.42017519043222	2.42238334852184	1.88013961228325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53505290414276	0	0.576734325780245	3.44877852612611	0.454683594045459	0	3.35400899027476	0	0	0	0	1.83560420939527	0	0	0	0	0	0	0	1.5109738983211	PRJNA1480144	ILPo31	fecal	Post	31	1
SRR39238522	0	3.70980143289583	0	0	0	4.5999345330484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.949054420514345	0	0	0	0	0	4.16616848354863	3.42288978352662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52337716464011	0	0	2.10028259807009	0	1.2577210877999	0	0	2.12667551748741	0	0	0	0	0	0	0	1.87314133093571	PRJNA1480144	ILPr32	fecal	Pre	32	0
SRR39238447	2.50452632482139	3.62012895707901	1.49452330569179	0	0	4.49150038052023	0	0	0	0	0	1.82779423343539	0	0	1.31730015635648	0	0	0	0	0	0	1.65491923297949	0	1.56866263143426	0	0	0.652021208471977	4.17370412880076	2.15482563060201	1.8970294687725	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652021208471977	0	0	1.60774404053482	0	0	4.07900414832176	0.652021208471977	0	3.47193087582231	0	0	0	0	1.74538876873479	0	0	0.960846580483526	0	0	0	0	1.4780459256779	PRJNA1480144	ILPo32	fecal	Post	32	1
SRR39238508	0	3.00346583514686	0	0	0	4.63034704602913	0	0	0	0	0	0	0	0	1.42960225100111	0	0	0	0	0	0	2.29194941109623	0	0	0	0	0	4.24513939258622	3.31156131769403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37010404362999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54489517296168	PRJNA1480144	ILPr33	fecal	Pre	33	0
SRR39238446	2.66986831657529	2.90955701560239	0.973137436885873	0.60795025275087	2.203686247606	4.0428946745119	0	0	0	2.04816982588392	0	3.26244023298371	0	2.38438038810772	1.67745153190471	0	1.79834724357137	0	0.402658591566456	1.39222744765452	0	1.93331378584951	0.973137436885873	1.28618074430423	0	0	0.60795025275087	4.28674351545241	3.14990692370442	1.71097363449645	0.402658591566456	0	0	0	0	1.28618074430423	1.16866816158034	0.402658591566456	0	0.802471771571369	0	0.682891682839032	0	2.04816982588392	0	0	2.22985533028187	0	0.746784488879129	4.44313055895663	0.51732335082602	2.07688267522757	0	1.06785809027396	0.402658591566456	0	0	2.00448832529054	0	0	0	0	0.51732335082602	0	1.58454725255862	3.26962978219837	PRJNA1480144	ILPo33	fecal	Post	33	1
SRR39238507	0	3.20725984811665	0	0	0	4.50445348987966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28309925532129	0	0	0	0	0	4.43151085269592	1.13334150556016	0.579626605194432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70398897972737	0	0	0	0	1.84239922820877	0	0	2.22406221238258	0	0	0	0	0	0	0	1.57266422717087	PRJNA1480144	ILPr34	fecal	Pre	34	0
SRR39238445	2.77875008533296	3.60524296436097	1.87852434423869	0	0	4.28233167504998	0	0	0	0	0.604694914766665	2.45834228540177	0	0	2.43806574321193	0	0	0.701780022230962	1.11718407142896	0	0	3.03167083400481	0	1.71101132119157	0	0	1.96725952124929	4.2467460289312	2.32363925132709	3.05349943209244	0	0	1.11718407142896	0	0	0	0	0	0	0	0	0	0	1.25858795524835	0	0	2.20760782558066	0	1.34577345388408	4.27997130986807	0	1.41834857367687	2.59121162314766	0	1.72771960151541	0	0	3.0728047227436	0	0	0	0	0	0	0	2.57404323379236	PRJNA1480144	ILPo34	fecal	Post	34	1
SRR39238506	0.784078282405478	2.39357282542501	0	0	0.642296064843925	4.31749834245796	0	0	0	0	0	0.890789484486869	0	0	0.718947538111574	0	1.04785454870665	0	0	0	0	2.50447081802663	0	0	0	0	0	4.53675961009265	3.70223266937106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549153293836505	2.3261750620847	0	0	3.64285291051461	0	2.45835246656404	0	0	0.976384088849212	0	0	2.19551687896509	0	0	0	0	0	0	0	1.73532487250452	PRJNA1480144	ILPr35	fecal	Pre	35	0
SRR39238520	0	2.59842812953606	0	0	0	4.68222840918626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683862032499994	0	0	0	0	0	4.17777062098597	2.32024030298453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32966947739032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33085230280546	PRJNA1480144	ILPo35	fecal	Post	35	1
SRR39238505	0	2.50513868979724	0	0	1.47893177729408	4.52330600754305	0.816087541371102	0	0	0.576783565852626	0	2.38687524344126	0	0	0.816087541371102	0	0	0	0	0	0	2.08515520561948	0	0.576783565852626	0	0	0	4.28931719157864	4.01243909944438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576783565852626	0	1.82076125854321	0	0	2.97883186536906	0	0	0	0	0.969486835892088	0	0	2.00964286998978	0.576783565852626	0	0	0	0	0	0	2.97693045621031	PRJNA1480144	ILPr36	fecal	Pre	36	0
SRR39238518	0	2.70873959351889	0	0	0	4.67223281022946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.81931522712811	0	0	0	0	0	4.1829006188474	3.36543458414527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7026528055205	0	0	2.08014505775614	0	0	0	0	0	0	0	0	0	0	0	0	1.37224814095586	PRJNA1480144	ILPo36	fecal	Post	36	1
SRR39238504	0	2.15501414935373	0	0	0	4.61810052281618	0	0	0	0	0	0	0	0	1.234647478493	0	1.38649279455711	0	0	0	0	1.97496562719101	0	0	0	0	0	4.2754253285803	3.53515593683517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1990997667143	0	0	3.20302226937444	0	0.912992626644582	0	0	1.82320446512228	0	0	0	0	0	0	0	0	0	0	1.64450804692603	PRJNA1480144	ILPr37	fecal	Pre	37	0
SRR39238517	0	2.87144817788205	0	0	0	4.23307891997985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28275456958463	0	0	0	3.76444784126431	4.60225709250126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34438664266126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44181935624929	PRJNA1480144	ILPo37	fecal	Post	37	1
SRR39238503	1.83569565098137	2.9449586496193	0	0	0	4.51766102421038	0	0	0	0	0	1.08082791991642	0	0	0	0	0	0	0	0	0	1.82784411268887	0	0	0	0	0	4.42087566532059	2.75341408976147	1.54856192514464	0	0	1.12296493699769	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80340010734932	0	0	3.65888340580775	0	0	0	0	1.93907030254654	0	0	2.30064013187243	0	0	0	0	0	0	0	1.99102969579124	PRJNA1480144	ILPr38	fecal	Pre	38	0
SRR39238516	1.49946545223017	2.1418492365299	0	0	0	3.88958362296089	0	0	0	0	0	0	0	0	0.852283271180341	0	0	0	0	0	0	0	0	0	0	0	0	4.71571984859973	1.18390946154689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.608353542836027	0	0.608353542836027	3.67526172236186	0	0	0	0	0.482720009670528	0	0	0	0	0	0	0	0	0	0	3.10735433477332	PRJNA1480144	ILPo38	fecal	Post	38	1
SRR39238502	2.73611969066044	2.91047618928972	1.24405826876504	0	0	4.20321043325315	0	0	0	0	0.505894125356775	1.80520444231074	0	1.72287208409293	2.06327841916401	0	0	0	0	0	0	2.21538927477305	0	0	0	0.88175335574726	0	4.58059459568804	2.49258025608992	2.43147555476789	0	0	1.15329421179232	0	0	0	0	0	0	0	0	0	0	1.71371073335878	0	0	1.18570277043349	0	1.03840932108105	3.87948871924208	1.38305417556404	1.08017315901791	0.940476999379982	0	1.69478704795163	0	0	2.16602195576187	0	0	0	0	0	0	0	3.2150503968053	PRJNA1480144	ILPr39	fecal	Pre	39	0
SRR39238515	0	2.62648969813225	0	0	0	4.75537282031981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41297535113136	0	0	0	0	0	3.65743284011096	2.52613299996732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2052940023892	0	0.484902573979789	3.2573731583608	0	0	0	0	0	0	0	0	0	0	0	0	1.40910143076323	PRJNA1480144	ILPo39	fecal	Post	39	1
SRR39238501	2.26467945975253	3.3290744396518	1.31042824803171	0	0	4.40389645199789	0	0	0	0	0	1.5334940439481	0	0	0.954420327887019	0	0	0	0	0	0	3.13587762825128	0	0	0	0	0	4.35926268772733	2.93027515111343	1.75607138761695	0	0	0	0	0	0.64641853204256	0	0	0	0	0	0	0	0	0	0	1.61297901941128	0	0.516768964459629	4.09265497968998	0	0	2.56990774146765	0	0	0	0	1.89625105869954	0	0	0	0	0	0	0	2.29340368063198	PRJNA1480144	ILPr40	fecal	Pre	40	0
SRR39238514	0	3.08428643375747	0	0	0	4.71758732235538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41571416576466	0	0	0	0	0	3.88592620563032	3.27838417661992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90142216979191	0	0	2.30791992439507	0	0	0	0	1.1496981425235	0	0	0	0	0	0	0	1.63974114607113	PRJNA1480144	ILPo40	fecal	Post	40	1
SRR39238500	0	1.6419948393947	0	0	0	4.3689757085148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29157834842368	0	0	0	0	0	4.34724720889812	4.26627587612024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24359379412864	0	0	0	0	0	0	0	1.04135036018261	0	0	0	0	0	0	0	1.18424222595433	PRJNA1480144	ILPr41	fecal	Pre	41	0
SRR39238513	0	2.66622274921667	0	0	0	4.63977442919021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3942954098977	0	0	0	0	0	4.19259639897448	3.57617719379083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.946556073416633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738876249293972	PRJNA1480144	ILPo41	fecal	Post	41	1
SRR39238499	0	2.50673635512913	0	0	0	4.62054014827141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32644045190087	1.87491376586762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4029228077355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81774854009879	PRJNA1480144	ILPr42	fecal	Pre	42	0
SRR39238512	0	1.86299017819582	0	0	0	4.3864682224554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57512998524865	0	0	0	0	0	3.52018858909692	4.53554091056931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651391050958465	0	0	0	0	0	0	0	0	0	0	2.07261476441818	PRJNA1480144	ILPo42	fecal	Post	42	1
SRR39238497	2.47863951214527	3.34044987046202	1.48998589768381	0	0	4.35517051979369	0	0.91475093150876	0	0	0	1.88818808870407	0	0	2.00880437796134	0	0	0.6120741337783	0.6120741337783	0	0	2.79215420028596	0	0	0	0	1.85196072139398	4.46901364846483	2.53960181352328	2.66163209767997	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05350167586612	0	0	2.20354870017573	0	0.486034049688963	3.90982608071687	0	1.21660199241828	1.4277707391888	0	2.34769462492748	0	0	2.9452523186016	0	0	0	0	0	0	0	2.28040243806348	PRJNA1480144	ILPr43	fecal	Pre	43	0
SRR39238511	0.44323232016504	1.88827260316605	0	0	0	3.80401052522971	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75516056021004	0	0	0	1.12786992032468	0	0	0	4.1914841103384	0.657973989008635	0	0	0	0	0	0	0	0	2.18396912538554	0	0	0	0	0	0	0	0	0	0	0	4.63062764676002	0	0	1.89322883544011	0	1.12786992032468	0	0	2.9105498408168	0	0	0	0	0	0	0	1.99783017316235	PRJNA1480144	ILPo43	fecal	Post	43	1
SRR39238496	1.20103625056742	3.28221266615355	0	0	0	4.47281310473194	0	0	0	0	0	0	0	0	0.674098240665378	0	0	0	0	0	0	2.61970847787611	0	0	0	0	0	4.50447820243823	1.81630387703097	0.775411238480616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541720522700004	0	0	3.26441129161267	0	0	0	0	0	0	0	1.16572577208929	0	0	0	0	0	0	0	0.775411238480616	PRJNA1480144	ILPr44	fecal	Pre	44	0
SRR39238495	0.923441911459108	3.54837663331989	0	0	0	3.99897994524001	0	0	0	0	0	0.734823151781872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55953371171351	4.1040961075358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923441911459108	0	0	3.20978568435932	0	0	1.6835553139308	0	3.13341842577748	0	0	2.52663051659423	0	0	0	0	0	0	0	1.80956541330717	PRJNA1480144	ILPr45	fecal	Pre	45	0
SRR39238510	1.96910948193972	3.53865328871142	0.661779247182982	0	0	4.62302513076856	0	0	0	0	0	0.530596369751468	0	0	0	0	0	0	0	0	0	2.00135962660914	0	0	0	0	0	3.9923178046128	2.00135962660914	1.77547132480301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07073734226989	0	0	3.98939891099925	0.661779247182982	0.844026141888086	2.620551411061	0	0	0	0	1.98553384225484	0	0	0	0	0	0	0	1.43654547073748	PRJNA1480144	ILPo45	fecal	Post	45	1
