1-20	11-24	211ds20	661239	Absconditabacteriales_(SR1)	Acanthopleuribacterales	Acetobacterales	Acholeplasmatales	Acidiferrobacterales	Acidithiobacillales	Acidobacteriales	Actinomarinales	Actinomycetales	ADurb.Bin180	Aenigmarchaeales	Aeromonadales	Alteromonadales	Aminicenantales	Anaerolineales	Anaeroplasmatales	Ardenticatenales	Arenicellales	Armatimonadales	Azospirillales	B12-WMSP1	B2M28	Babeliales	Bacillales	Bacteroidales	Bacteroidetes_VC2.1_Bac22	Balneolales	Bdellovibrionales	Betaproteobacteriales	Bifidobacteriales	Blastocatellales	Bradymonadales	Brevinematales	C0119	C10-SB1A	C86	Caedibacterales	Caldatribacteriales	Caldilineales	Caldisericales	Calditrichales	Campylobacterales	Candidatus_Azambacteria	Candidatus_Curtissbacteria	Candidatus_Doudnabacteria	Candidatus_Kaiserbacteria	Candidatus_Magasanikbacteria	Candidatus_Moranbacteria	Candidatus_Nomurabacteria	Candidatus_Pacebacteria	Candidatus_Uhrbacteria	Candidatus_Woesebacteria	Candidatus_Wolfebacteria	Catenulisporales	Caulobacterales	CCD24	CCM11a	CCM19a	Cellvibrionales	Chitinophagales	Chlamydiales	Chloroflexales	Chloroplast	Chromatiales	Chthoniobacterales	Chthonomonadales	Cloacimonadales	Clostridiales	Competibacterales	Coriobacteriales	Corynebacteriales	Coxiellales	Cytophagales	D8A-2	Dadabacteriales	Deferribacterales	Dehalococcoidales	Deinococcales	Deltaproteobacteria_Incertae_Sedis	Desulfarculales	Desulfobacterales	Desulfovibrionales	Desulfuromonadales	Diplorickettsiales	Dongiales	DS-100	DTB120	DTU014	Ectothiorhodospirales	Elsterales	Elusimicrobiales	Enterobacteriales	Entotheonellales	EPR3968-O8a-Bc78	Erysipelotrichales	Euzebyales	F9P41300-M23	Fibrobacterales	Fimbriimonadales	Flavobacteriales	Frankiales	FS117-23B-02	FS118-23B-02	Fusobacteriales	Ga0077536	Gaiellales	Gammaproteobacteria_Incertae_Sedis	Gastranaerophilales	Gemmatales	Gemmatimonadales	GIF3	GIF9	Glycomycetales	Halanaerobiales	HgCo23	Holophagales	Holosporales	Hydrogenedentiales	Ignavibacteriales	IMCC26256	Incertae_Sedis_or	Isosphaerales	Izimaplasmatales	JG36-TzT-191	Kallotenuales	KF-JG30-C25	KI89A_clade	Kineosporiales	Kryptoniales	Ktedonobacterales	Lactobacillales	Latescibacterales	LD1-PB3	Legionellales	Leptospirales	Limnochordales	Longimicrobiales	M55-D21	Marine_Benthic_Group_D_and_DHVEG-1	Marine_Group_II	MBA03	MBNT15	Methanobacteriales	Methanomassiliicoccales	Methanomicrobiales	Methanosarcinales	Methylococcales	Methylomirabilales	Micavibrionales	Micrococcales	Micromonosporales	Micropepsales	Microtrichales	Milano-WF1B-44	mle1-8	Moduliflexales	Mollicutes_RF39	MSB-5B2	MSBL5	MSBL9	MVP-88	Mycoplasmatales	Myxococcales	Nanohaloarchaeales	NB1-j	NED5E9	Nitriliruptorales	Nitrosococcales	Nitrosopumilales	Nitrososphaerales	Nitrosotaleales	Nitrospirales	NKB15	Nostocales	Obscuribacterales	Oceanospirillales	Oligoflexales	Oligosphaerales	OM182_clade	Omnitrophales	OPB41	OPB56	Opitutales	Orbales	Paracaedibacterales	Parvibaculales	Pasteurellales	PB19	Pedosphaerales	PeM15	Petrotogales	Phormidesmiales	Phycisphaerales	Pirellulales	pItb-vmat-80	Pla1_lineage	Planctomycetales	PLTA13	Propionibacteriales	Pseudomonadales	Pseudonocardiales	Puniceispirillales	Pyrinomonadales	R7C24	RBG-13-46-9	RBG-13-54-9	RCP2-54	Reyranellales	Rhizobiales	Rhodobacterales	Rhodospirillales	Rhodothermales	Rhodovibrionales	Rickettsiales	Rokubacteriales	Rubrobacterales	Run-SP154	S-BQ2-57_soil_group	S085	Saccharimonadales	Salinisphaerales	SAR11_clade	SAR202_clade	SAR324_clade(Marine_group_B)	SAR86_clade	SBR1031	Selenomonadales	SJA-15	SJA-28	SM1A07	Sneathiellales	Solibacterales	Solirubrobacterales	SPG12-343-353-B75	Sphingobacteriales	Sphingomonadales	Spirochaetales	Steroidobacterales	Streptomycetales	Streptosporangiales	Subgroup_13	Subgroup_2	Subgroup_7	Sva0485	Synechococcales	Synergistales	Syntrophobacterales	Tepidisphaerales	Thalassobaculales	Thermales	Thermoanaerobacterales	Thermoanaerobaculales	Thermoflexales	Thermomicrobiales	Thermoproteales	Thiomicrospirales	Thiotrichales	Tistrellales	Trichomonadea_or	UA11	UBA10353_marine_group	Unknown_Order	vadinBA26	Verrucomicrobiales	Vibrionales	Victivallales	WCHB1-41	Xanthomonadales	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238454	0	0	0	0	0	0	0	0	0	0	0	0	1.29427092915349	0	0	0	1.41366053444585	0	0	0	0	0	0	0	0	0	0	0.777013708120157	4.56526064714713	0	0	0	3.2532438444997	2.80038336924729	0	0	0	0	0	0	0	0	0	0	0	2.23480176118235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543093190659691	0	0	0	0	0	4.31926898998854	0	2.68190966339194	1.56979757978191	0	0	0	0	0	0	0	0	0	0	1.97522824302346	0	0	0	0	0	0	0	0	0	2.5922010299884	0	0	3.07317792142247	0	0	0	0	0	0	0	0	1.81819924691374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68440452604596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08688230298969	0	0	0	0	0	0	0	0	0	0	0	0	0.543093190659691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675616012347311	0	0	0	0	0	0	0	0	0	0	3.52153546100828	0	0	0	0	0	0.675616012347311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3460260655201	0	0	0	0	1.3460260655201	PRJNA1480144	ILPr10	fecal	Pre	10	0
SRR39238455	0	0	0	0	0	0	0	0	0	0	0	0	2.5273351734293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04974420927132	4.60534576756385	0	0	0	2.02403050686578	2.95043042337207	0	0	0	0	0	0	0	0	0	0	0	2.3559788165577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81474530753239	0	2.2515431231242	2.30138764511331	0	0	0	0	0	0	0	0	0	0	1.9681194938997	0	0	0	0	0	0	0	0	0	0	0	0	1.30428493886395	0	0	0	0	0	0	0	0	3.43726880158979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.86789004716249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89699088602613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785812915540854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72400867223754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55064342657681	0	0	0	0	0	0	0	0	0.55064342657681	3.01819475816096	PRJNA1480144	ILPo10	fecal	Post	10	1
SRR39238519	0	0	0	0	0	0	1.29526950766462	0	0	0	0	0	0	0	0	1.88050424873391	3.9686245828486	0	0	0	0	0	0	0	0	0	0	2.01462990995121	4.0459768186882	0	0	0	1.97626905859182	1.50822597274288	0	0	0	0	0	0	0	0	0	0	0	1.23649380812393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676446152417254	0	0	0	0	0	0	0	0	0	3.4076720742568	0	1.66245117902848	0	0	0	0	0	0	0	0	0	0	0	2.04987567366042	0	0	0	0	0	0	0	0	0	4.58939603919198	0	0	2.42660541763148	0	0	0	0	0	0	0	0	3.32443199762633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00935291387634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543844160571488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87330192244707	0	0	0	0	0	0	0	0	0	0	0	0.676446152417254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56168269066797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73807638139722	0	0	0	0	2.80314413908641	PRJNA1480144	ILPr11	fecal	Pre	11	0
SRR39238552	0	0	0	0	0	0	0	0	0	0	0	0	2.48807906553371	0	0	0	0	0	0	0	0	0	0	0.738532540780879	0	0	0	2.10158348940191	3.8460362318294	0	0	0	3.19345566917801	2.12407266758298	0	0	0	0	0	0	0	0	0	0	0	2.07786584513746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65726833396628	0	2.28164012100425	3.88844882368921	0	0	0	0	0	0	0	0	0	0	0.997986411518313	0	0	0	0	0	0	0	0	0	2.52005002176681	0	0	2.01219932832114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12040441608971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63879144038446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6158156052042	0	0	0	0	0	0	0	0	0	0	0	0.946183198563976	0.51033527608363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34511752361594	0	0	0	0	0	0	0	0	0.51033527608363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85437117498895	PRJNA1480144	ILPr12	fecal	Pre	12	0
SRR39238541	0	0	0	0	0	0	0	0	0	0	0	0	1.6612760432062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62005457768662	4.55610072869701	0	0	0	1.27731868318737	1.12489245319209	0	0	0	0	0	0	0	0	0	0	0	2.03142010035529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87460219019135	0	2.07038009200178	0	0	0	0	0	0	0	0	0	0	0	1.56672795886477	0	0	0	0	0	0	0	0	0	3.04522555993569	0	0	0	0	0	0	0	0	0	0	0	3.69377015467669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510835233849282	0	0	0	0	0	0	0	0	0	3.99178931741901	0	0	0	0	0	0	0	0	0	0	0	0.639809983046393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73912372172715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63214336503198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998636940833185	0	0	0	0	0	0	3.16153577372952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15995786463974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89406518287578	PRJNA1480144	ILPr13	fecal	Pre	13	0
SRR39238540	0	0	0	0	0	0	0	0	0	0	1.47217810282336	0	0.661108101543719	0	0	1.96826040910539	2.04944806373999	0	0	0	0	0	0	0	0	0	0	2.79126554841849	3.97895732316258	0	0	0.76168326065103	3.03460156158003	2.08922318966679	1.06995203974309	0	0	0	0	0	0	0	0	0	0	1.06995203974309	0	0	0	0	0	0	0	0	0	0	0	0	1.21812632991309	0	0	0	1.32840345516658	2.26694798572861	0	1.65499331650088	1.92116014454514	0	1.67736302230797	0	0	3.3815276395152	0	2.01577890577166	2.04944806373999	0	2.1664027239333	0	0	0	0	0.843290865390452	0	0	0	2.04479506631377	0	0.529991202511465	1.8821472668449	0	0	0	0	1.35209287632567	0	4.66170678577341	0	0	2.15566448553145	0	0	0	0.76168326065103	2.25845087353559	1.75683962129765	0	0	2.48673039140811	0	2.18373003901777	1.21812632991309	0	0	2.04479506631377	0	0	0.971243610868927	0	0	0	0	0	0	1.85404478652201	0	0	0	0	0	0	0	0	0	0	2.00050989358201	0	0	0	0	0	1.65499331650088	0	0	0	0	0	0	0	0	0	1.24842966031768	0	0	1.02339617251387	1.64336099717214	0	1.15032810562065	0	0	0	0	0	0	0	0	0	1.86832329518665	0	0	0	0	0	0	2.0934259072928	0	1.6191177556973	0	1.11199685227333	0	0	0	0	0	0	0	0	0.529991202511465	0	0	0	0	0	1.64336099717214	0	0	0	0	0	0	0	0	0	1.75683962129765	1.92733469546846	2.44037829874883	0	1.71891683397072	0	0	0.76168326065103	1.18554888410745	1.60646900229001	2.33436037388927	0	0	0	0	1.02339617251387	1.06995203974309	0.661108101543719	0	0	1.21812632991309	1.58000960292831	0.529991202511465	0	0	0	0	0.529991202511465	2.85292816582317	0	0	0	0	2.04944806373999	2.04479506631377	0	2.77936253688211	2.15927348004705	0	0	0	1.90209162662822	0	0	1.24842966031768	0	0	0	0	0.76168326065103	0	0	0	0.843290865390452	0	1.18554888410745	0	0	0	0.76168326065103	0	0	0	0.529991202511465	0	1.56614975886953	0	0	0	1.64336099717214	2.8984791418596	PRJNA1480144	ILPr14	fecal	Pre	14	0
SRR39238539	0	0	0	0	0	0	0	0	0	0	0	0	2.12979166977627	0	0	0	1.47124027501746	0	0	0	0	0	0	0	0	0	0	0.895597039978273	4.27782303158826	0	0	0	3.7916402294233	1.98200135171729	0	0	0	0	0	0	0	0	0	0	0	2.11479825475149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52402140518976	0	2.54533321387765	2.39257359743216	0	0	0	0	0	0	0	0	0	0	1.09477142529116	0	0	0	0	0	0	0	0	0	2.28593617945378	0	0	2.70465320307126	0	0	0	0	0	0	0	0	1.7562490199607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646558529096033	0	0	0	0	0	0	0	0	0	0	1.94415358570742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516894765520076	0	0	0	0	0	0	0	0	0.646558529096033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05345591752145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516894765520076	0	0	0	0	0	0	0	3.72206186693548	0	0	0	0	0	0	0	0.516894765520076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16809415560532	0	0	0	0	2.04007469255924	PRJNA1480144	ILPr15	fecal	Pre	15	0
SRR39238538	0	0	0	0	0	0	0	0	0	0	0	0	0.858477829058108	0	0	0.954043362328612	0	0	0	0	0	0	0	0	0	0	0	1.09862973580437	4.47997619976908	0	0	0	2.56889025471126	2.5709675986011	0	0	0	0	0	0	0	0	0	0	0	1.6309994119276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07410878162528	0	2.35537743656683	0	0	0	0	0	0	0	0	0	0	0	1.87868351727811	0	0	0	0	0	0	0	0	0	2.32360183775382	0	0	2.00218425150423	0	0	0	0	0	0	0	0	4.15749794046023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09862973580437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09862973580437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79011589626635	0	0	0	0	0.735770683808967	0	0	0	0	0	0	0	0	0.443554122518628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26251712540093	0	0	0	0	1.77551148526739	PRJNA1480144	ILPr16	fecal	Pre	16	0
SRR39238537	0	0	0	0	0	0	0.733725957861066	0	0	0	0.882233291823635	0	0.634723312029787	0	0	0.992693982817673	0	0	0	0	0	0	0	0	0	0	0	2.28583099002329	4.23503404638285	0	0	0	2.87033539633775	1.9968141977937	0.940966104216606	0	0	0	0	0	0	0	0	0	0	1.65481066174011	0	0	0	0	0	0	0	0	0	0	0	0	1.08067968187412	0	0	0	0	2.0760713766861	0	0	1.64406175977138	0	0	0	0	4.06611096903622	0	2.02487139776656	1.91170488082346	0	1.40297020189994	0	0	0	0	0	0	0	0	2.52001177184424	0	0	1.74979329639061	0	0	0	0	0	0	3.5961701726617	0.506274289600107	0	2.89238855525856	0	0	0	0	0.634723312029787	1.92330133941043	0	0	3.50600959202711	0	1.51878071187885	0	0	0	1.43932542240779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506274289600107	0.506274289600107	0	0	0	0.506274289600107	1.91170488082346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16657061552149	0	0	1.66529993843548	0	0	0	0	0	0	0	0	0	1.40297020189994	0	0	0	0	0	0	0.940966104216606	0	0.992693982817673	0	0	0	0.634723312029787	0.506274289600107	0	0	0	0	0	0	0	0	0	1.76652935527433	0	1.03891121012104	0	0	0	0	0	0	0	0	0	1.77466158396617	2.28830693987752	0	0	0	0	0	0	0	0	1.85530976466918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01564905098292	0	0	0	0	1.58592314099432	0	0	1.15380784806175	1.64406175977138	0	1.08067968187412	0	0	0	0	0.882233291823635	0	0	0	0	0	0	0	0	0	0	0.882233291823635	0	0	0	0.814296711547389	0	0	0	0	0	4.39534287726882	0	0	0	1.84856652038988	2.56009845482248	PRJNA1480144	ILPr17	fecal	Pre	17	0
SRR39238453	0	0	0	0	0	0	0	0	0	0	0	0	1.65324297731002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8079038029672	3.7784236087732	0	0	0	0.870235715800047	1.55431749595924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.452317830925841	0	0	0	0	0	0	0	2.92512824499623	0	2.20301849289431	1.4819502663836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75527006612173	0	0	0	0	0	0	0	0	0.812939719441556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76679152204571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669031260753296	0	0	0	0	0	0	0	0	0	0	0	0.452317830925841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07920980567398	2.29888407571607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21970110754281	0.452317830925841	0	0	0	0.669031260753296	PRJNA1480144	ILPo17	fecal	Post	17	1
SRR39238536	0	0	0	0	0	0	0	0	0	0	0	0	2.77817585995236	0	0	0	0.641276876209041	0	0	0	0	0	0	0	0	0	0	1.2243790158842	3.27240286524712	0	0	0	2.58669224941489	1.19418256628728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77106078428971	0	1.77489777732927	2.92769305010355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16172862001386	0	0	1.69388658593826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25261170973463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04665253694956	0.512151541202988	1.92595263261746	0	0	0	0	0	0	0	0.948512055791287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45188578229285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821514759898295	1.95942445625143	PRJNA1480144	ILPr18	fecal	Pre	18	0
SRR39238535	0	0	0	0	0	0	0	0	0	0	0	0	2.57568722692289	0	0	0	0	0	0	0	0	0	0	0.464708941430044	0	0	0	1.12874071823372	3.5178099273499	0	0	0	3.44335090785438	1.37995184275685	0	0	0	0	0	0	0	0	0	0	0	1.47322539063007	0	0	0	0	0	0	0	0	0	0	0	0	0.684032083573405	0	0	0	0	0	0	0	1.02437737756901	0	0	0	0	4.72644600864624	0	1.9814375204089	3.09185048018203	0	0	0	0	0	0	0	0	0	0	0.588070895389362	0	0	0	0	0	0	0	0	0	1.1865620541402	0	0	1.96371673523042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65375134421111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65730307892528	0	0	0	0	0	0	0	0	1.06202130582193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684032083573405	0	0	0	0	0	0	0	0	0	0	0.886724930862936	0	0	0	1.99003393598738	PRJNA1480144	ILPr19	fecal	Pre	19	0
SRR39238534	0	0	0	0	0	0	0	0	0	0	0	0	2.72445641389258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70548535146947	3.6085921190336	0	0	0	3.30670067356179	1.55696785944884	0	0	0	0	0	0	0	0	0	0	0	1.65419289314214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47971376282004	0	0	0	0	4.73525474673246	0	1.92194298327328	3.44817223969985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5703795661042	0	0	1.91602480886845	0	0	0	0	0	0	0	0	1.16345219665132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10602432448195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7244183230906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1929055851629	0	0	0	0	0	0	0	0	0	1.04833748793	0	0	0	1.19591530936473	0	0	0	0	0	0	0	0	0	0	0	0	3.02922873052639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92194298327328	PRJNA1480144	ILPr20	fecal	Pre	20	0
SRR39238533	0	0	0	0	0	0	0	0	0	0	0	0	0.665121957455216	0	0	0	1.5107809927824	0	0	0	0	0	0	0	0	0	0	2.16794534689735	4.58714380960421	0	0	0	1.68238351131769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533611833952603	0	0.533611833952603	0	0	0	0	0	4.15759445608669	0	3.05060221105987	0	0	0	0	0	0	0	0	0	0	0	3.08125529151547	0	0	0	0	0	0	0	0	0	3.55755532505722	0	0	3.1967532578147	0	0	0	0	0	0	0	0	3.29273970438835	0	0.847686650879725	0	0	0	0.533611833952603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6114704864107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11673044945946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46848960081094	0	0	0	0	0.533611833952603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25326952583118	0	0	0	0	2.2664014791505	PRJNA1480144	ILPr21	fecal	Pre	21	0
SRR39238531	0	0	0	0	0	0	0	0	0	0	0	0	0.653986283259103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1770196171414	4.370507260502	0	0	0	1.97564924284923	1.26811261828836	0	0	0	0	0	0	0	0	0	0	0	2.04039963993107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20664992322554	0	1.82271143821842	0	0	0	0	0	0	0	0	0	0	0	1.85931747312722	0	0	0	0	0	0	0	0	0	4.38472616210011	0	0	1.83028364822507	0	0	0	0	0	0	0	0	1.87988606640985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0151388811199	0	0	0	0	0	0	0	0	0	2.12046288911227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11787818153167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10357849761997	0	0.523575199823341	2.13929006647793	PRJNA1480144	ILPr22	fecal	Pre	22	0
