0319-7L14	4-29	4-29-1	ABY1	Acidimicrobiia	Acidobacteriia	Actinobacteria	AD3	AKAU4049	Alphaproteobacteria	Aminicenantia	Anaerolineae	Armatimonadia	AT-s3-28	Babeliae	Bacilli	Bacteroidia	Bathyarchaeia	BD2-11_terrestrial_group	BD7-11	Blastocatellia_(Subgroup_4)	c5LKS83	Caldatribacteriia	Caldisericia	Calditrichia	Campylobacteria	Chitinivibrionia	Chlamydiae	Chloroflexia	Chthonomonadetes	Cloacimonadia	Clostridia	Coriobacteriia	CPR2	Dadabacteriia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	DG-56	Elusimicrobia	Entotheonellia	Erysipelotrichia	Euglenida	Fibrobacteria	Fimbriimonadia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gitt-GS-136	Gracilibacteria	Halanaerobiia	Holophagae	Hydrogenedentia	Ignavibacteria	Incertae_Sedis_cl	JG30-KF-CM66	JS1	KD4-96	Kiritimatiellae	Ktedonobacteria	Latescibacteria	Lentisphaeria	Leptospirae	Limnochordia	Lineage_IIa	Lineage_IIb	Lokiarchaeia	Longimicrobia	MB-A2-108	MD2902-B12	Melainabacteria	Methanobacteria	Methanomicrobia	Microgenomatia	Moduliflexia	Mollicutes	N9D0	Nanohaloarchaeia	NC10	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	ODP1230B23.02	OLB14	Oligosphaeria	OM190	Omnitrophia	Oxyphotobacteria	P2-11E	P9X2b3D02	Parcubacteria	PAUC43f_marine_benthic_group	Phycisphaerae	Pla3_lineage	Pla4_lineage	Planctomycetacia	RBG-16-55-12	Rhodothermia	Rs-M47	Rubrobacteria	S0134_terrestrial_group	Saccharimonadia	Sericytochromatia	SHA-26	SL56_marine_group	Spirochaetia	Subgroup_11	Subgroup_17	Subgroup_18	Subgroup_19	Subgroup_21	Subgroup_22	Subgroup_25	Subgroup_26	Subgroup_5	Subgroup_6	Subgroup_9	Synergistia	Thermoanaerobaculia	Thermodesulfovibrionia	Thermoleophilia	Thermoplasmata	Thermoprotei	Thermotogae	TK10	TK17	Trichomonadea	vadinHA49	Verrucomicrobiae	WCHB1-81	Woesearchaeia	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238529	0	0	0	0	0	0	2.23264158117884	0	0	0.858200652349118	0	0	0	0	0	3.02298151661673	4.46293299231027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77337692911429	0	0	0	0	0	0	1.35698951899349	0	0	0	2.53764769236294	0	0	0	0	4.42330118653339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91077959141488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80033258609761	PRJNA1480144	ILPr24	fecal	Pre	24	0
SRR39238528	0	0	0	0	0	0	2.62285726819576	0	0	0.426155377347259	0	0	0	0	0	3.8216592063862	3.15212772333411	0	0	0	0	0	0	0	0	0.713451260784415	0	0	0.544281346460539	0	0	3.65553303464056	1.93479357403355	0	0	0	0	0.426155377347259	1.33940496734265	0	0	0	1.70786291692318	0	0	0	1.71490197356559	4.71822692871097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.544281346460539	0	0	0	2.65447447366437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426155377347259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PRJNA1480144	ILPr25	fecal	Pre	25	0
SRR39238527	0	0	0	0	0	0	0.715199159102624	0	0	0	0	0	0	0	0	2.12611636202097	4.64207170890555	0	0	0	0	0	0	0	0	1.34147212079863	0	0	0	0	0	4.17136772661056	0	0	0	0	0	0	2.34300770779667	0	0	0	2.29655081636506	0	0	0	2.3290164874517	3.6866759497356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78233752815591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95785567106233	0	0	1.88324590863332	PRJNA1480144	ILPr26	fecal	Pre	26	0
SRR39238526	0	0	0	0	0.70339454392614	1.15567255895918	2.22297434512237	0	0	1.99732643490418	0	0.520479771657504	0	0	0	2.69986702369109	4.41588848390177	0	0	0	1.0349743103807	0	0	0	0	3.95962077738207	0	0	0.520479771657504	0	0	4.09228461027597	1.07904057101592	0	0	0.333947914936821	0	0	2.2348439766924	0	0.333947914936821	0	3.12435087413853	0	0.333947914936821	0	3.42199564230426	3.95779644092667	0.867241799494578	0	0	0	0.65054616768643	0	0	0	0	0	0	0	0.333947914936821	0	0	0	0	0	0	0	0	0.520479771657504	0	0.70339454392614	0	0	0	0	0.867241799494578	0	0	0	3.60464085051688	0	0	0.65054616768643	0	0	0	0	0	0.867241799494578	0	0	0	0	0	0	0	0.437152357128889	0	0	0	0	0	0	0	0	0	0.333947914936821	0	0	0	0	0	0	0	0	0	1.13774461413444	0	0	0.831705250330593	0	1.23564960424149	0	0	0	0	0	0	0	1.73896345088849	0	0	2.34989110424157	PRJNA1480144	ILPr27	fecal	Pre	27	0
SRR39238452	0	0	0	0	2.58866936943882	2.35132277010527	3.12559316952151	0	0	2.87722828854517	0	1.55546292259512	0.729675676584141	0	0.652540981133625	3.02469908471308	4.38832025560493	0	0	0	1.14918606213592	0	0	0	0	2.60966561620263	0	0.652540981133625	1.05990941335705	0	0	3.25419822889817	2.14565820470259	0	0	1.73455157760214	0	0	2.53459129114328	0	0.729675676584141	0	2.44649136548755	0	0	0	3.00864126651114	3.53488952414162	2.16163208405034	0	0	0	1.82845298931121	0	2.35468751807473	0	0	0	1.46156421548281	0	1.59575538987887	0	0	0	1.05990941335705	0	0	0	0	0	0	1.32397404637956	0.43878333529157	0	0	0	1.39054775230053	0	0	0	4.36897360605865	0	0	2.06871938007548	0	1.56589188105758	0	1.76815899473759	0	3.67435337863612	0	0	0.558682824212415	0	0.902334439712922	0	0	0	0	0	0	0	0	1.28642273563284	0.988229678117998	0	1.60527035533185	0	0	0	0	0	0	0	0	0	0	1.39054775230053	0	0	0	0.852042587951134	2.11765571901376	0	0.795154717206828	0	0	0	0	0	2.52109389643636	0	0	2.87063753537516	PRJNA1480144	ILPo27	fecal	Post	27	1
SRR39238525	0	0	2.14082894256283	0.439186117475304	2.33119801423876	2.80280012887026	2.63210091183585	0.852586850299122	0	2.91589473590761	1.4750852701219	3.00741098096185	0.439186117475304	0	0.852586850299122	2.93659769869237	4.36455039828693	1.53443694680872	1.75564854157903	0	1.92469745972555	0.559141213240905	0	0	1.53443694680872	1.60588788575038	1.32457726833784	1.58664410140737	0	1.26695382674084	0	4.17796575633856	2.02507768252166	0.653033358177795	1.81766890510918	0	2.42628176786241	0	3.29456654179494	1.12200291144305	0	1.61519918224249	2.40737387025106	0	0	1.4063188598354	3.84023648747423	3.43329955434222	2.08210803684522	1.68327173665915	0.439186117475304	0	2.2903618661749	1.02612026805395	2.43193776477426	0	1.39115523963987	0	2.24958054921283	0.730190978372661	1.2237982109406	1.28702324704784	0	0.439186117475304	0	1.17587626346826	0	0	0	1.26695382674084	0	0.852586850299122	1.06048751971522	0	0.947963967008131	0	1.82341032395771	1.28702324704784	0	2.22085909692116	2.92906108792575	0.795686526105498	1.88201251338983	2.07577449140405	0	1.26695382674084	0	1.35914081903332	0.852586850299122	1.79391270075088	0	1.2237982109406	1.2004978917269	0.795686526105498	1.68327173665915	1.39115523963987	1.02612026805395	1.75564854157903	0	1.92469745972555	0	0	0	1.2237982109406	0	0	0	1.17587626346826	1.09233347032131	2.03218906078529	2.31678885500438	0.795686526105498	1.06048751971522	1.88696780812876	1.06048751971522	0.795686526105498	1.53443694680872	2.57639950274088	1.78776490288437	0	1.61519918224249	2.5042412271871	2.01784791739232	0.730190978372661	0	0	1.02612026805395	1.4063188598354	0	0	2.66122787068475	0	0	3.80463290078308	PRJNA1480144	ILPr28	fecal	Pre	28	0
SRR39238451	0	0	0	0	1.86454186227313	3.17216946122717	3.40986440657282	1.02352279250767	0	3.1963041175494	0	0	0	0	0	2.88815612710577	4.00542308240734	0	0	0	0.49466681636732	0	0	0	0	3.31227826135413	0	0	2.22455646718715	0	0	3.79954912368543	0.867529123216785	0	0	0	1.36733096427751	0	2.16575525707455	0	0	0	1.9800208768774	0	1.81804303760487	0	1.45648546481169	4.35549686859763	2.73528005005556	0	2.04700783835932	0	0	0	0	0	1.10312785214911	0	0.977482529606778	1.47231325945002	2.66248897128889	0	0.719941193079026	0	1.85819628897722	0	0	0	0	0	0	2.30008278326813	0	0	0	0	2.05924898972364	0	0.799974640511639	0	2.69625129710865	0	0	2.28119145776708	0	1.84522003058784	0	0	0	0.92597628262535	0	0	0	0	0.49466681636732	0	0	0.49466681636732	0	0	0.621749734305083	0	0	1.74985787207324	0	0.977482529606778	0	1.02352279250767	0	0	0	0	0	0	0	0	0	1.51660451372255	0	0	0	0	3.0185872789882	0	2.24862448168454	0	0.719941193079026	0	0	0	1.50233682572486	0	0	4.14889578030379	PRJNA1480144	ILPo28	fecal	Post	28	1
SRR39238450	0	0	0	0	1.91043058039232	1.12980838457549	2.8283751096845	0	0	2.16471786974382	1.66514304351641	2.36539072539106	0	0.523836137296348	0.810340694015031	3.43880000296637	4.51704367590274	1.49733009346504	1.5079798831152	0	0.523836137296348	0	0	0	1.38751256732883	2.16703063807801	0	0	0	0	0	4.28917617929001	2.25259193121678	0	0	1.93864623646196	2.2003208156438	0.614994140602004	3.00792682870172	0.690297949148521	0	0	3.1847625584957	0	0	0.754453791336415	2.71718213975422	3.31007305245299	1.01547538879402	0	0	0	0.754453791336415	0.754453791336415	1.61057206901252	0	0	1.2202283646929	0	0	0	0	0	0	0	0	0	0	0	0	0.904286397601892	1.77464280058108	0	1.15423853715984	0.408317961000635	0.523836137296348	1.55763164266594	0	0.523836137296348	0.690297949148521	3.40574404463903	0	1.2202283646929	1.51837475671946	0.614994140602004	0	0	0.408317961000635	0	1.2202283646929	0	0	0	0	0	0	0	0.408317961000635	0	0	0	0	0	2.2783319828816	0	0	0	1.4752135033706	0	0	1.10392163027953	0	1.01547538879402	1.40117862922372	0	0	0	1.17736731330667	0	0	0.810340694015031	2.0889007097745	0.944596115794756	0.944596115794756	0	0	0	1.01547538879402	0	0	2.47232798470783	0	0.981480136738526	2.50741661850066	PRJNA1480144	ILPo29	fecal	Post	29	1
SRR39238524	0.624242099197171	0	0	0	0.914957804829006	0	2.54412429684814	0	0	0.914957804829006	0	1.02648574223534	0	0	0	2.56738284839351	4.65884983302552	0	0	0	0.532398802449664	0	1.05809334134806	0	0	2.73449745763182	0	0	0	0	1.14108742320488	3.88658447184604	1.05809334134806	0	0	0	0	0	1.38506421366836	0	0	0	1.94675643501953	0	0	0	0.415775408180688	2.46099206014143	0.415775408180688	0	0	0.624242099197171	0.415775408180688	0	0.415775408180688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624242099197171	0	0	0	1.23167500278094	0	0	0	4.03062942550078	0	0	0.415775408180688	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415775408180688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51977712128132	0.415775408180688	0	0.415775408180688	0	0	0	0	0	0	0	0.764506283162109	0	0	2.07537631891768	PRJNA1480144	ILPr30	fecal	Pre	30	0
SRR39238449	0	0	0	0	0	0.922351892077355	3.20775657876371	0	0	2.26237141249382	0	0.618621950182977	0	0	0	2.50188124623808	4.65615987669069	0	0	0	1.06138803538654	0	0	0	0	2.8453872657312	0	0	0	0	0	3.92763047845767	2.23132806584327	0	0	0	1.06138803538654	0	2.34818007587301	0	0	0	1.72048696428445	0	0	0.49187387900141	2.34612619172708	3.19946745025986	1.62346983281252	0	0	0	0.922351892077355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49187387900141	0	0	0	0	0	0	0	0	0	0	1.16654194195521	3.49731860091527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0993394160095	0	0	0	0	0	0.922351892077355	0	0	0	0	0	0	0.863975264638937	1.45251561944354	0	3.56214330068294	0.618621950182977	0	0.863975264638937	0	0	0	0	0	0	0	1.0993394160095	0	0	2.15532669714689	PRJNA1480144	ILPo30	fecal	Post	30	1
SRR39238523	0	0	0	0.426516292792707	1.86219896480154	1.18170821925209	2.34362335924326	0	0	2.23386675984777	0	1.49220923663624	0	0	0.426516292792707	3.80729304299647	4.51873335487029	0	0	0	1.48037408762168	0	1.10346903242837	0	0	2.50398245553884	0	1.07390892399962	1.07390892399962	0	0	4.08727112118104	1.41581546307007	0	0	0	0.713916843931156	0	1.95990754387456	0	0	0	2.91212110494196	0	0	0.885368216845426	0	3.88284012119122	1.28713724966089	0	0	0	0.778881177770069	0	0	0	0	0	1.07390892399962	0	0	0	0	0.544693771476149	0	0	0	0	0	0.426516292792707	0	0	0	0	0	0	0	0	0	0	3.6549076457217	0	0	1.61363828333977	0	1.22699391278297	0	0.97081879476547	0	0	0	0	0.544693771476149	0	0.778881177770069	0	0.426516292792707	0.885368216845426	0	0	0	0.930191751824758	0.426516292792707	0	0	0	0	0.426516292792707	0	0.97081879476547	0	0	0	0	0.426516292792707	0	0	1.55715396353459	0	0.885368216845426	0.713916843931156	0	1.57680972691359	0	0	0	0	0	0	0	0.97081879476547	0	0	1.78021717604368	PRJNA1480144	ILPr31	fecal	Pre	31	0
SRR39238448	0	0	0	0	0	1.39856918986499	2.61041231054523	0	0	2.79972966861302	0	0.749918246448099	0	0	0	2.45596656296361	4.52092821720109	0	0	0	1.41431666258383	0	0	0	0	2.00760839784148	0	0	1.04802130961112	0	0	4.40484807012079	2.29239646647945	0	0	0	0	0	2.37086665713432	0	0	0	2.48713821434374	0	0	0.873395982563028	2.42238334852184	3.28792261342036	1.74463548167963	0	0	0	0	0	0	0	0	0	0.969427030278565	0	0	0	0	0	0	0	0	0	1.1145483510707	0	0	0	1.19842435489914	0	0	0	0	0	0	0.454683594045459	2.50381519959626	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576734325780245	0	0	0	0	0	0	0	0.969427030278565	1.53505290414276	0	0	0	0	0	0	0	0	0	0.749918246448099	0	0	0	1.69083809216768	0	3.35400899027476	0.873395982563028	0	0.749918246448099	1.498414517153	0	0	0	0	0	0	1.83560420939527	0	0	1.62942176094927	PRJNA1480144	ILPo31	fecal	Post	31	1
SRR39238522	0	0	0	0	0	0	3.69793861559765	0	0	1.8071628358669	0	0	0	0	0	3.49854109473577	4.5999345330484	0	0	0	0	0	0	0	0	0.949054420514345	0	0	0	0	0	3.98784562365224	2.13512836949582	0	0	0	0	0	2.19009612620923	0	0	0	2.61982830403767	0	0	0	3.42288978352662	3.49416852579635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2577210877999	0	0	0	3.13561303959637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10028259807009	0	0	0.560031251955347	0	0	0	0	0	0	0	2.12667551748741	0	0	1.90271663118927	PRJNA1480144	ILPr32	fecal	Pre	32	0
SRR39238447	0	0	0	0	1.29227652069764	1.44308808711833	3.58862234853963	0	0	3.00236040820042	0	0.833324900974569	0	0	0	2.81426911142336	4.49150038052023	0	0	0	1.49452330569179	0	0	0	0	1.65491923297949	0	0	1.51039830940943	0	0	4.0025741960059	2.39350891980695	0	0	0	1.01285668138211	0	2.8868364357341	0	0	0	3.25766411895711	0	0.652021208471977	1.49452330569179	2.15482563060201	4.00914936357294	1.69746842363535	0	0	0	2.07766175807819	0	0	0	0	0	1.31730015635648	0	0	0	0	0	0	0	0	0	0.901749538492216	0	0	1.23743835742168	1.56866263143426	0	0	0	0	0	0	0.652021208471977	3.37967372002532	0	0	0.652021208471977	0	0	0	0	0	0	0	0	0.752066182701717	0	0	0	0	0	0	0	0	0	0.652021208471977	1.55481285783561	0.652021208471977	0	0	0	0	0	0	0	0	0	0	0	0	2.02854176632596	0	3.47193087582231	1.58208434756301	0	1.44308808711833	0	0	0	0	0	0	0	1.74538876873479	0	0	1.82779423343539	PRJNA1480144	ILPo32	fecal	Post	32	1
SRR39238508	0	0	0	0	0	0	2.94242151607457	0	0	1.84816517348207	0	0	0	0	0	3.44118706235083	4.63034704602913	0	0	0	0	0	0	0	0	2.29194941109623	0	0	0	0	0	4.03145269377396	2.12443536532852	0	0	0	0	0	0.962654035784733	0	0	0	2.69397843068484	0	0	0	3.31156131769403	3.35259326357405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55397171672407	0	0	0	0	0	0	0	0	1.42960225100111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69945683587951	PRJNA1480144	ILPr33	fecal	Pre	33	0
SRR39238446	0	1.34990560843707	0	0	2.18242530611407	0.851823283546449	2.55343028498796	0	0	1.75394161432611	2.56622313362483	2.82999244539344	0	0	0.402658591566456	2.7823399754341	4.04175142227666	2.37329057201475	1.06785809027396	0	0	0	0	0	2.04816982588392	1.93331378584951	0	0	0	0	0	4.20685670753639	2.1577695356105	0	0	1.79834724357137	3.0130089003808	0	3.08026321474647	0.973137436885873	0	0	3.35143804943713	0.973137436885873	0.60795025275087	0	3.14990692370442	4.42271723116975	1.36447597496763	0	0	0	0	0	1.44291749156041	0	1.96679210722312	2.203686247606	1.21147041094346	0	0	1.12118163419625	0	0	0	0	0	0.60795025275087	0	1.36447597496763	1.16866816158034	1.67745153190471	0	0.936340402541202	0	0	0.402658591566456	0	0	0.51732335082602	2.58645478092212	0	0	0	0.60795025275087	0	0.402658591566456	0	0	0	0	0	0.51732335082602	0.682891682839032	0.60795025275087	0	0.402658591566456	0	0	0.51732335082602	0	0	0	2.22395475291483	0	0	0	1.98433331170061	0	1.40546532753545	1.62569699054081	0	1.09533774508515	0	0	0	0	0.973137436885873	0.746784488879129	0	0	2.04816982588392	1.66328299158126	1.06785809027396	0	0	0	1.26867319904285	0	0	2.00448832529054	1.90946936577116	0.682891682839032	3.30422306490976	PRJNA1480144	ILPo33	fecal	Post	33	1
SRR39238507	0	0	0	0	0	0	3.08328972213302	0	0	1.58862414494941	0	0	0	0	0	3.1436134703376	4.50445348987966	0	0	0	0	0	0	0	0	1.28309925532129	0	0	0	0	0	4.33788867757464	2.60336482556375	0	0	0	0	0	2.01932064851463	0	0	0	3.34613999690965	0	0	0	1.13334150556016	3.6916814498183	0.579626605194432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84239922820877	0	0	0	3.21213449514832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22406221238258	0	0	1.57266422717087	PRJNA1480144	ILPr34	fecal	Pre	34	0
SRR39238445	0	0	0	0	2.26594167860383	2.45374640322937	3.51271113076145	0	0	3.77406657262747	0	1.52191769192881	0	0	1.11718407142896	3.16786015221186	4.27925838987017	0	1.50855041937335	0	1.48051441148979	0	0	0	0	3.03167083400481	0	0.604694914766665	1.88427728644707	0	0	3.89084516795885	2.68019594116017	0	0	0	1.78878221782137	0.701780022230962	3.26286269414678	0	0	0	2.14020474210804	0	1.96725952124929	1.8607936350948	2.32363925132709	4.05109573444147	2.8756612713577	1.00315999517119	0	0	0.479464197100302	1.11718407142896	1.75163529267817	0	1.30436487376881	0	1.23375294290568	0	0	0	0	0	0	0	0	0	2.24153558782789	0	0	0	0.479464197100302	1.69363442711475	0	0	1.72771960151541	0	0	0	3.91663405407067	0	0	1.25858795524835	0	1.20741114662899	0	0	0	2.2156758494439	0	0	0	0	0.781077958710145	0	0	0.957363632170985	0	0.848108079457162	0	0	2.23393804949342	2.20760782558066	2.04487059693793	0	0	1.41834857367687	0	0	0	0	0	0	0	0	0.848108079457162	2.13702289570091	0	2.59121162314766	2.15882128303534	0	1.86678466391629	0	0	0	1.77430245168179	0	0	0.957363632170985	3.0728047227436	0	0	2.7318569388834	PRJNA1480144	ILPo34	fecal	Post	34	1
SRR39238506	0	0	0	0	0	0	2.1458804125809	0	0	0.642296064843925	0.642296064843925	0.549153293836505	0	0	0	4.27607409868122	4.31749834245796	0	0	0	0	0	0	0	0	2.50447081802663	0	0	0	0	0	4.13539919920886	2.03574362322902	0	0	1.04785454870665	0.718947538111574	0	1.98551361643975	0	0	0	2.87051514735331	0	0	0	3.70223266937106	3.63294497066472	0	0	0	0	0	0	0	0	0	0.642296064843925	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718947538111574	0	0	0	0	0.976384088849212	0	0	0	3.0445892295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3261750620847	0	0	0	2.45835246656404	0	0	0	0	0.430421572382358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549153293836505	0	2.19551687896509	0	0	1.9110087305369	PRJNA1480144	ILPr35	fecal	Pre	35	0
SRR39238520	0	0	0	0	0.785714470779615	0	2.59280217376364	0	0	0	0	0	0	0	0	3.16809451705801	4.68220536466876	0	0	0	0	0	0	0	0	0.683862032499994	0	0	0	0	0	4.03599076720959	0	0	0	0	0	0	2.42980677676155	0	0	0	2.63332098398716	0	0	0	2.32024030298453	3.27144704187632	0	0	0	0	0	0	0.550558835378578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36070758554663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33085230280546	PRJNA1480144	ILPo35	fecal	Post	35	1
SRR39238505	0	0	0	0	0	0	2.01549432609369	0	0	2.01549432609369	0	1.45846269358677	0	0	0	3.11919004699344	4.52330600754305	0	0	0	0	0	0	0	0.576783565852626	2.08515520561948	0	0	0	0	0	4.20371962647967	2.31733430589886	0	0	0	2.29348579845131	0	2.33994110549917	0	0	0	2.85614732288967	0	0	0	4.01243909944438	2.80075058572453	0	0	0	0	0	0	0	0	0	1.47893177729408	0	0	0	0	0	0	0.576783565852626	0	0	0	0	0	0	0.816087541371102	0	0.576783565852626	0	0	0.969486835892088	0	0	0	3.15138385222162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82076125854321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00964286998978	1.02972630937367	0	3.00461282123718	PRJNA1480144	ILPr36	fecal	Pre	36	0
SRR39238518	0	0	0	0	0	0	2.44101186435397	0	0	0	0	0	0	0	0	1.69329883534434	4.67223281022946	0	0	0	0	0	0	0	0	2.81931522712811	0	0	0	0	0	4.02502569788744	2.3734817173348	0	0	0	0	0	1.17516845021074	0	0	0	0	0	0	0	3.36543458414527	1.56178855031209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66202335927907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08014505775614	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44500992429975	PRJNA1480144	ILPo36	fecal	Post	36	1
SRR39238504	0	0	0	0	0	0	1.85701284447688	0	0	1.63557411426175	0	0	0	0	0	2.52398253585091	4.61810052281618	0	0	0	0	0	0	0	0	1.97496562719101	0	0	0	0	0	4.16453749822491	1.85701284447688	0	0	1.38649279455711	0	0	2.57563875881705	0	0	0	2.69690583814222	0	0	0	3.53515593683517	3.07127850778474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234647478493	0	0	0	0	1.82320446512228	0	0	0	3.53344638911311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1990997667143	0	0	0	0.912992626644582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68661278125518	PRJNA1480144	ILPr37	fecal	Pre	37	0
SRR39238517	0	0	0	0	0	0	2.35715743777808	0	0	0	0	0	0	0	0	2.7734446010766	4.23307891997985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68544443359736	2.71365353838994	0	0	0	0	0	3.11756053581271	0	0	0	2.06032750620309	0	0	0	4.60225709250126	2.95429008371238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28275456958463	0	0	0	0	0	0	0	2.41346244477344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47829741179274	PRJNA1480144	ILPo37	fecal	Post	37	1
SRR39238503	0	0	0	0	1.19665824495453	1.36344596296638	2.72020204795467	0	0	2.84771798747534	0	0	0	0	0	3.18544427687738	4.51762865622235	0	0	0	1.08082791991642	0	0	0	0	1.82784411268887	0	0	1.08082791991642	0	0	4.3487983905463	2.52640316477617	0	0	0	0	0	2.64260454428922	0	0	0	2.50193535400053	0	0	0	2.75341408976147	3.53374255723538	1.36344596296638	0	0	0	1.12296493699769	1.12296493699769	0.538394574043428	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771524953888467	0	0	0	0	0	0	0	1.93907030254654	0	0	0	3.33809928093271	0	0	0	0	0	0	0	0	0	0	0	0.538394574043428	0	0	0	0	0	0	0	0	0	0	1.78630467394144	0	0	0	0	0	0.922399680603102	0	0	0	0	0	0	0	0.922399680603102	0	0	0.771524953888467	0	0.853481404010616	0	0	0	0	0	0	0	2.30064013187243	0	0	2.05185895494009	PRJNA1480144	ILPr38	fecal	Pre	38	0
SRR39238516	0	0	0	0	0	1.49946545223017	2.1418492365299	0	0	1.99951276070916	0	0	0	0	0	4.51184847898102	3.88958362296089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.25309314746635	0	0	0	0	0	0	0	0	0	0	1.36973849898633	0	0	0	1.18390946154689	3.66609442741401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482720009670528	0	0	0	3.18242555099462	0	0	0	0	0	0	0	0	0.852283271180341	0	0	0	0	0.608353542836027	0	0	0	0	0	0	0	0	0.608353542836027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11285188972	PRJNA1480144	ILPo38	fecal	Post	38	1
