SAMPLE_ID	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Bacilli	Bacteroidia	Betaproteobacteria	Candidatus Saccharimonia	Chitinophagia	Chlamydiia	Chrysiogenetes	Clostridia	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Hydrogenophilalia	Kiritimatiellae	Limnochordia	Mollicutes	Negativicutes	Oligoflexia	Opitutae	Rubrobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Thermodesulfobacteria	Thermoleophilia	Thermotogae	Tissierellia	Verrucomicrobiae	Zetaproteobacteria
ERR1624546	0.0	0.0	0.0	2.9945508696212433	0.7821008436014866	0.0	0.0	2.3024720048561322	3.4844049248452484	1.160753726663929	0.0	0.2654002098354102	0.4289342894555098	0.0	3.9978475188294387	2.5959733125053828	0.0	0.0	1.3091357480987365	0.0	2.1860713277663284	0.0	1.8902235955249496	3.05077067429235	0.0	0.4289342894555098	2.7960673093504167	0.0	0.0	0.0	0.0	1.107025599960043	2.110775848497572	0.2654002098354102	0.0	0.0	0.0	1.739714882981625	0.5474556043110226	0.0	0.0	0.0	0.7821008436014866	1.4594148028320146	0.2654002098354102
ERR1624547	0.0	0.0	0.0	3.005878949255809	0.0	0.0	0.0	3.635383418171122	2.813321361537415	1.9120659566865832	0.31417402409588374	0.0	0.0	0.0	3.9024050706953077	2.7786739117037405	0.0	0.0	0.0	0.0	0.8673929209431133	0.0	1.102982697303105	3.2711534523019674	0.31417402409588374	0.0	1.6163213019213738	0.0	0.0	0.0	0.0	0.31417402409588374	2.404194588486611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31417402409588374	0.0	0.0
ERR1624548	0.0	0.0	0.0	2.364597764394358	0.698254889059528	0.0	0.0	3.1760654978271683	3.4330360169022542	1.7772720885460083	0.0	0.0	0.7774063130683069	0.0	3.950977578882587	2.366465683972735	0.476525407124641	0.0	0.8443317999887685	0.30058318662556516	1.9233958624488474	0.0	1.9435987642418293	3.2433835525380847	0.0	0.0	3.056011558188262	0.0	0.0	0.0	0.6013896052704424	0.698254889059528	1.885608270148438	0.0	0.0	0.0	0.0	0.902307769248081	0.30058318662556516	0.0	0.0	0.0	0.0	0.476525407124641	0.0
ERR1624549	0.0	0.0	0.0	2.9087951540671626	0.9443299028933234	0.0	0.0	2.7470066209752635	3.3685050102304737	1.4711251761668733	0.0	0.3616304241489705	0.0	0.0	4.026936603291451	2.9537324261644526	0.9443299028933234	0.0	0.0	0.0	2.2949556000668467	0.0	0.3616304241489705	2.5130457699349593	0.0	0.0	2.9715674159258842	0.0	0.0	0.0	0.3616304241489705	0.6900589019335769	1.4711251761668733	1.6292412869254769	0.0	0.0	0.7922471350093815	0.0	0.5561780261682253	0.0	0.0	0.0	0.5561780261682253	0.0	0.0
ERR1624550	0.0	0.0	0.0	2.426260956751885	1.0196885644270628	0.0	0.0	1.7617976421160242	3.442684522413783	2.032145538009961	0.0	0.0	0.0	0.0	3.6705231973968515	2.3851709386598183	0.0	0.0	0.0	0.0	1.9883737783256699	0.0	0.7897260178531406	2.582213630451087	0.9416650495355432	2.372679687905962	3.879852955775324	0.0	0.0	0.0	0.0	0.0	2.5763069450816927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.115437751777738	0.0	0.0
ERR1624551	0.0	0.0	0.0	3.453217477459345	0.8585692780799435	0.0	0.0	2.2390431784937204	3.4694914600422084	2.082668449837484	0.0	0.0	0.0	0.0	3.935685978367439	3.016961954218726	0.0	0.0	0.0	0.0	1.4130000711145558	0.0	2.4317821407114737	2.749532759092071	0.0	0.0	1.4130000711145558	0.0	0.0	0.0	0.4436220501526098	0.2761509359498133	2.2913995541903223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8015330684043225	0.2761509359498133	0.0
ERR1624552	0.0	0.0	0.0	2.7069476139509296	0.0	0.0	0.0	3.69394741792063	2.6896629193902672	1.56298176553561	0.3108678207638681	0.0	0.0	0.3108678207638681	3.775557761973697	2.9030942878112227	0.0	0.0	0.0	0.0	0.9715808197782517	0.0	0.7146053027626437	3.1615204687764695	0.0	0.0	3.414776462686081	0.0	0.0	0.0	0.0	0.4901894480472079	1.2972086829009357	0.0	0.0	0.0	0.3108678207638681	0.0	0.0	0.0	0.0	0.9201626415290105	0.3108678207638681	0.0	0.0
ERR1624553	0.0	0.0	0.0	2.9343962553335587	1.0525016339752442	0.0	0.3071750512952694	2.2526844525075553	3.7252723692949976	2.2269748342804396	0.4852954908220084	0.3071750512952694	0.6112452733064595	0.0	3.9673614260282735	2.3604552668371017	0.3071750512952694	0.0	0.0	0.0	2.3662595593917346	0.0	1.474187190641301	2.1823847671313343	0.3071750512952694	0.0	1.6747005070144605	0.0	0.0	0.0	1.0109992542350497	1.7973368769628264	2.3850653798388137	0.0	0.0	0.0	0.0	0.8555797891272472	0.4852954908220084	0.0	0.0	0.0	0.3071750512952694	1.0525016339752442	0.0
ERR1624554	0.0	0.0	0.0	2.0781873747944184	1.1326104480301509	0.0	0.0	3.022909323233554	3.3305874758046468	1.0325144192835547	0.0	0.0	0.0	0.0	4.006583499727317	3.113942953016599	0.0	0.0	0.37962688705182557	0.0	1.3682565024548656	0.0	0.37962688705182557	3.0914384895905003	0.0	0.37962688705182557	2.6290209704132996	0.0	0.0	0.0	0.0	0.0	2.513814128827311	0.0	0.0	0.0	0.0	0.0	0.5790453336443697	0.0	0.0	0.0	0.5790453336443697	1.4614303634221564	0.0
ERR1624555	0.0	0.0	0.0	3.4016916651598144	0.6762776697057049	0.0	0.0	2.7561101070723213	3.102763962658836	1.129845897331782	0.0	0.0	0.0	0.0	3.972184972147993	3.3474859504710603	0.0	0.0	0.0	0.0	1.2362927386797093	0.0	0.35188986118522925	2.365431068275669	0.35188986118522925	0.0	1.8943494486389219	0.0	0.0	0.0	0.0	0.0	2.7173525336716238	0.0	0.0	0.0	0.35188986118522925	0.0	0.0	0.0	0.0	0.0	0.6762776697057049	0.0	0.0
