run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR482594	SAMD00618207	SAMD00618207	Short-read RNA-seq, CHP134 CRISPR/dCas9 targeting OCT4 BS rep 2		RNA-Seq	SINGLE	NextSeq 500	48429338	3680629688	Homo sapiens
DRR482595	SAMD00618205	SAMD00618205	Short-read RNA-seq, CHP134 dCas9 without sgRNA (control) rep 3		RNA-Seq	SINGLE	NextSeq 500	51699349	3929150524	Homo sapiens
DRR482597	SAMD00618210	SAMD00618210	Short-read RNA-seq, IMR32 dCas9 without sgRNA (control) rep 2		RNA-Seq	SINGLE	NextSeq 500	51420868	3907985968	Homo sapiens
DRR482596	SAMD00618208	SAMD00618208	Short-read RNA-seq, CHP134 CRISPR/dCas9 targeting OCT4 BS rep 3		RNA-Seq	SINGLE	NextSeq 500	45328868	3444993968	Homo sapiens
DRR491483	SAMD00618215	SAMD00618215	Long-read RNA-seq, CHP134 dCas9 without sgRNA (control) rep 1		RNA-Seq	SINGLE	NextSeq 500	1150450	3883149106	Homo sapiens
DRR482593	SAMD00618204	SAMD00618204	Short-read RNA-seq, CHP134 dCas9 without sgRNA (control) rep 2		RNA-Seq	SINGLE	NextSeq 500	48180781	3661739356	Homo sapiens
DRR482600	SAMD00618209	SAMD00618209	Short-read RNA-seq, IMR32 dCas9 without sgRNA (control) rep 1		RNA-Seq	SINGLE	NextSeq 500	52269944	3972515744	Homo sapiens
DRR482602	SAMD00618213	SAMD00618213	Short-read RNA-seq, IMR32 CRISPR/dCas9 targeting OCT4 BS rep 2		RNA-Seq	SINGLE	NextSeq 500	47553845	3614092220	Homo sapiens
DRR491482	SAMD00618218	SAMD00618218	Long-read RNA-seq, CHP134 CRISPR/dCas9 targeting OCT4 BS rep 2		RNA-Seq	SINGLE	NextSeq 500	686940	2274192067	Homo sapiens
DRR480282	SAMD00618203	SAMD00618203	Short-read RNA-seq, CHP134 dCas9 without sgRNA (control) rep 1		RNA-Seq	SINGLE	NextSeq 500	47298282	3594669432	Homo sapiens
DRR482592	SAMD00618206	SAMD00618206	Short-read RNA-seq, CHP134 CRISPR/dCas9 targeting OCT4 BS rep 1		RNA-Seq	SINGLE	NextSeq 500	48297126	3670581576	Homo sapiens
DRR482601	SAMD00618214	SAMD00618214	Short-read RNA-seq, IMR32 CRISPR/dCas9 targeting OCT4 BS rep 3		RNA-Seq	SINGLE	NextSeq 500	44256083	3363462308	Homo sapiens
DRR483660	SAMD00618221	SAMD00618221	Long-read RNA-seq, IMR32 CRISPR/dCas9 targeting OCT4 BS rep 1		RNA-Seq	SINGLE	NextSeq 500	1	6000	Homo sapiens
DRR491484	SAMD00618216	SAMD00618216	Long-read RNA-seq, CHP134 dCas9 without sgRNA (control) rep 2		RNA-Seq	SINGLE	NextSeq 500	1344258	4625273157	Homo sapiens
DRR491486	SAMD00618220	SAMD00618220	Long-read RNA-seq, IMR32 dCas9 without sgRNA (control) rep 2		RNA-Seq	SINGLE	NextSeq 500	909062	3030229034	Homo sapiens
DRR491487	SAMD00618222	SAMD00618222	Long-read RNA-seq, IMR32 CRISPR/dCas9 targeting OCT4 BS rep 2		RNA-Seq	SINGLE	NextSeq 500	1355179	4787264231	Homo sapiens
DRR482598	SAMD00618211	SAMD00618211	Short-read RNA-seq, IMR32 dCas9 without sgRNA (control) rep 3		RNA-Seq	SINGLE	NextSeq 500	53076323	4033800548	Homo sapiens
DRR482599	SAMD00618212	SAMD00618212	Short-read RNA-seq, IMR32 CRISPR/dCas9 targeting OCT4 BS rep 1		RNA-Seq	SINGLE	NextSeq 500	58734647	4463833172	Homo sapiens
DRR491481	SAMD00618217	SAMD00618217	Long-read RNA-seq, CHP134 CRISPR/dCas9 targeting OCT4 BS rep 1		RNA-Seq	SINGLE	NextSeq 500	1013675	3511089726	Homo sapiens
DRR491485	SAMD00618219	SAMD00618219	Long-read RNA-seq, IMR32 dCas9 without sgRNA (control) rep 1		RNA-Seq	SINGLE	NextSeq 500	1102713	3835909788	Homo sapiens
