run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR1873283	SAMN03396776	PRJNA269954.N00632	Generic sample from human gut metagenome	Solexa-96387	AMPLICON	PAIRED	Illumina MiSeq	4621	1617350	human gut metagenome
SRR1873592	SAMN03396787	PRJNA269954.N00623	Generic sample from human gut metagenome	Solexa-96412	AMPLICON	PAIRED	Illumina MiSeq	19154	6703900	human gut metagenome
SRR1873594	SAMN03396790	PRJNA269954.N00624	Generic sample from human gut metagenome	Solexa-96391	AMPLICON	PAIRED	Illumina MiSeq	6594	2307900	human gut metagenome
SRR1873595	SAMN03396792	PRJNA269954.N00668	Generic sample from human gut metagenome	Solexa-96433	AMPLICON	PAIRED	Illumina MiSeq	7896	2763600	human gut metagenome
SRR1873596	SAMN03396791	PRJNA269954.N00662	Generic sample from human gut metagenome	Solexa-96444	AMPLICON	PAIRED	Illumina MiSeq	8032	2811200	human gut metagenome
SRR1873597	SAMN03396794	PRJNA269954.N00605	Generic sample from human gut metagenome	Solexa-96394	AMPLICON	PAIRED	Illumina MiSeq	10320	3612000	human gut metagenome
SRR1873599	SAMN03396796	PRJNA269954.N00669	Generic sample from human gut metagenome	Solexa-96442	AMPLICON	PAIRED	Illumina MiSeq	9998	3499300	human gut metagenome
SRR1873601	SAMN03396795	PRJNA269954.N00664	Generic sample from human gut metagenome	Solexa-96458	AMPLICON	PAIRED	Illumina MiSeq	18514	6479900	human gut metagenome
SRR1873610	SAMN03396809	PRJNA269954.N00646	Generic sample from human gut metagenome	Solexa-96402	AMPLICON	PAIRED	Illumina MiSeq	8267	2893450	human gut metagenome
SRR1873614	SAMN03396812	PRJNA269954.N00673	Generic sample from human gut metagenome	Solexa-96521	AMPLICON	PAIRED	Illumina MiSeq	10987	3845450	human gut metagenome
SRR1873627	SAMN03396827	PRJNA269954.N00600	Generic sample from human gut metagenome	Solexa-96455	AMPLICON	PAIRED	Illumina MiSeq	7315	2560250	human gut metagenome
SRR1873633	SAMN03396833	PRJNA269954.N00575	Generic sample from human gut metagenome	Solexa-96383	AMPLICON	PAIRED	Illumina MiSeq	8888	3110800	human gut metagenome
SRR1873634	SAMN03396835	PRJNA269954.N00613	Generic sample from human gut metagenome	Solexa-96398	AMPLICON	PAIRED	Illumina MiSeq	16759	5865650	human gut metagenome
SRR1873637	SAMN03396837	PRJNA269954.N00596	Generic sample from human gut metagenome	Solexa-96390	AMPLICON	PAIRED	Illumina MiSeq	960	336000	human gut metagenome
SRR1873638	SAMN03396838	PRJNA269954.N00611	Generic sample from human gut metagenome	Solexa-96450	AMPLICON	PAIRED	Illumina MiSeq	7632	2671200	human gut metagenome
SRR1873646	SAMN03396843	PRJNA269954.N00615	Generic sample from human gut metagenome	Solexa-96445	AMPLICON	PAIRED	Illumina MiSeq	19284	6749400	human gut metagenome
SRR1873649	SAMN03396844	PRJNA269954.N00651	Generic sample from human gut metagenome	Solexa-96430	AMPLICON	PAIRED	Illumina MiSeq	2240	784000	human gut metagenome
SRR1873650	SAMN03396851	PRJNA269954.N00640	Generic sample from human gut metagenome	Solexa-96420	AMPLICON	PAIRED	Illumina MiSeq	5549	1942150	human gut metagenome
SRR1873653	SAMN03396852	PRJNA269954.N00820	Generic sample from human gut metagenome	Solexa-96503	AMPLICON	PAIRED	Illumina MiSeq	13432	4701200	human gut metagenome
SRR1873656	SAMN03396857	PRJNA269954.N00670	Generic sample from human gut metagenome	Solexa-96423	AMPLICON	PAIRED	Illumina MiSeq	24335	8517250	human gut metagenome
SRR1873658	SAMN03396856	PRJNA269954.N00602	Generic sample from human gut metagenome	Solexa-96386	AMPLICON	PAIRED	Illumina MiSeq	13026	4559100	human gut metagenome
SRR1873660	SAMN03396818	PRJNA269954.N00788	Generic sample from human gut metagenome	Solexa-96486	AMPLICON	PAIRED	Illumina MiSeq	13740	4809000	human gut metagenome
SRR1873661	SAMN03396805	PRJNA269954.N00791	Generic sample from human gut metagenome	Solexa-96488	AMPLICON	PAIRED	Illumina MiSeq	1247	436450	human gut metagenome
SRR1873667	SAMN03396860	PRJNA269954.N00601	Generic sample from human gut metagenome	Solexa-96459	AMPLICON	PAIRED	Illumina MiSeq	8280	2898000	human gut metagenome
SRR1873670	SAMN03396863	PRJNA269954.N00572	Generic sample from human gut metagenome	Solexa-96375	AMPLICON	PAIRED	Illumina MiSeq	8524	2983400	human gut metagenome
SRR1873671	SAMN03396864	PRJNA269954.N00630	Generic sample from human gut metagenome	Solexa-96449	AMPLICON	PAIRED	Illumina MiSeq	11489	4021150	human gut metagenome
SRR1873679	SAMN03396871	PRJNA269954.N00714	Generic sample from human gut metagenome	Solexa-96470	AMPLICON	PAIRED	Illumina MiSeq	23360	8176000	human gut metagenome
SRR1873682	SAMN03396877	PRJNA269954.N00663	Generic sample from human gut metagenome	Solexa-96457	AMPLICON	PAIRED	Illumina MiSeq	11273	3945550	human gut metagenome
SRR1873687	SAMN03396882	PRJNA269954.N00828	Generic sample from human gut metagenome	Solexa-96507	AMPLICON	PAIRED	Illumina MiSeq	14425	5048750	human gut metagenome
SRR1873688	SAMN03396881	PRJNA269954.N00610	Generic sample from human gut metagenome	Solexa-96424	AMPLICON	PAIRED	Illumina MiSeq	5359	1875650	human gut metagenome
SRR1873689	SAMN03396880	PRJNA269954.N00844	Generic sample from human gut metagenome	Solexa-96515	AMPLICON	PAIRED	Illumina MiSeq	32971	11539850	human gut metagenome
SRR1873696	SAMN03396895	PRJNA269954.N00609	Generic sample from human gut metagenome	Solexa-96416	AMPLICON	PAIRED	Illumina MiSeq	6183	2164050	human gut metagenome
SRR1873709	SAMN03396921	PRJNA269954.N00710	Generic sample from human gut metagenome	Solexa-96466	AMPLICON	PAIRED	Illumina MiSeq	14155	4954250	human gut metagenome
SRR1873715	SAMN03396913	PRJNA269954.N00638	Generic sample from human gut metagenome	Solexa-96409	AMPLICON	PAIRED	Illumina MiSeq	8835	3092250	human gut metagenome
SRR1873717	SAMN03396915	PRJNA269954.N00597	Generic sample from human gut metagenome	Solexa-96460	AMPLICON	PAIRED	Illumina MiSeq	4608	1612800	human gut metagenome
SRR1873719	SAMN03396886	PRJNA269954.N00728	Generic sample from human gut metagenome	Solexa-96475	AMPLICON	PAIRED	Illumina MiSeq	7675	2686250	human gut metagenome
SRR1873723	SAMN03396891	PRJNA269954.N00649	Generic sample from human gut metagenome	Solexa-96429	AMPLICON	PAIRED	Illumina MiSeq	3545	1240750	human gut metagenome
