run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR128298	SAMD00109163	SAMD00109163	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R1, 1st PCR, V1-V2 region)	AMPLICON	PAIRED	Illumina MiSeq	345550	190766358	Nasalis larvatus
DRR128299	SAMD00109163	SAMD00109163	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R1, repeated PCR, V1-V2 region)	AMPLICON	PAIRED	Illumina MiSeq	392480	216645704	Nasalis larvatus
DRR128301	SAMD00109163	SAMD00109163	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R1, repeated PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	227913	126061498	Nasalis larvatus
DRR128304	SAMD00109164	SAMD00109164	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R2, 1st PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	134245	74254405	Nasalis larvatus
DRR128305	SAMD00109164	SAMD00109164	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R2, repeated PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	126328	69874342	Nasalis larvatus
DRR128312	SAMD00109166	SAMD00109166	A forestomach content of a free-ranging adult male proboscis monkey from a mangrove forest	16S rRNA sequencing (sample M4, 1st PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	219272	121287945	Nasalis larvatus
DRR128303	SAMD00109164	SAMD00109164	A forestomach content of a free-ranging adult male proboscis monkey from a riverine forest	16S rRNA sequencing (sample R2, repeated PCR, V1-V2 region)	AMPLICON	PAIRED	Illumina MiSeq	331333	182896251	Nasalis larvatus
DRR128306	SAMD00109165	SAMD00109165	A forestomach content of a free-ranging adult male proboscis monkey from a mangrove forest	16S rRNA sequencing (sample M3, 1st PCR, V1-V2 region)	AMPLICON	PAIRED	Illumina MiSeq	251573	138883483	Nasalis larvatus
DRR128308	SAMD00109165	SAMD00109165	A forestomach content of a free-ranging adult male proboscis monkey from a mangrove forest	16S rRNA sequencing (sample M3, 1st PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	83730	46313355	Nasalis larvatus
DRR128309	SAMD00109165	SAMD00109165	A forestomach content of a free-ranging adult male proboscis monkey from a mangrove forest	16S rRNA sequencing (sample M3, repeated PCR, V3-V4 region)	AMPLICON	PAIRED	Illumina MiSeq	220866	122164345	Nasalis larvatus
