run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR24494547	SAMN34719103	Control 076	GI-2020-07	GI-2020-07	RNA-Seq	PAIRED	Illumina Genome Analyzer	72188	36509857	human gut metagenome
SRR24494550	SAMN34719100	Control 073	GI-2019-94	GI-2019-94	RNA-Seq	PAIRED	Illumina Genome Analyzer	89018	45000341	human gut metagenome
SRR24494551	SAMN34719099	Control 072	GI-2019-90	GI-2019-90	RNA-Seq	PAIRED	Illumina Genome Analyzer	89040	45000089	human gut metagenome
SRR24494552	SAMN34719098	Control 071	GI-2019-89	GI-2019-89	RNA-Seq	PAIRED	Illumina Genome Analyzer	89106	45000216	human gut metagenome
SRR24494560	SAMN34719091	Control 064	GI-2019-74	GI-2019-74	RNA-Seq	PAIRED	Illumina Genome Analyzer	89093	45000475	human gut metagenome
SRR24494564	SAMN34719025	Delirum 008	GI-2019-23	GI-2019-23	RNA-Seq	PAIRED	Illumina Genome Analyzer	89022	45000146	human gut metagenome
SRR24494566	SAMN34719086	Control 059	GI-2019-56	GI-2019-56	RNA-Seq	PAIRED	Illumina Genome Analyzer	89096	45000059	human gut metagenome
SRR24494572	SAMN34719080	Control 053	GI-2019-36	GI-2019-36	RNA-Seq	PAIRED	Illumina Genome Analyzer	88986	45000087	human gut metagenome
SRR24494584	SAMN34719069	Control 042	GI-2019-10	GI-2019-10	RNA-Seq	PAIRED	Illumina Genome Analyzer	89020	45000167	human gut metagenome
SRR24494585	SAMN34719068	Control 041	GI-2019-05	GI-2019-05	RNA-Seq	PAIRED	Illumina Genome Analyzer	81124	41046728	human gut metagenome
SRR24494587	SAMN34719067	Control 040	GI-2019-02	GI-2019-02	RNA-Seq	PAIRED	Illumina Genome Analyzer	88984	45000498	human gut metagenome
SRR24494593	SAMN34719061	Control 034	GI-2018-40	GI-2018-40	RNA-Seq	PAIRED	Illumina Genome Analyzer	89172	45000288	human gut metagenome
SRR24494596	SAMN34719058	Control 031	GI-2018-36	GI-2018-36	RNA-Seq	PAIRED	Illumina Genome Analyzer	86569	43754489	human gut metagenome
SRR24494598	SAMN34719057	Control 030	GI-2018-35	GI-2018-35	RNA-Seq	PAIRED	Illumina Genome Analyzer	89009	45000032	human gut metagenome
SRR24494599	SAMN34719056	Control 029	GI-2018-33	GI-2018-33	RNA-Seq	PAIRED	Illumina Genome Analyzer	89102	45000190	human gut metagenome
SRR24494600	SAMN34719055	Control 028	GI-2018-30	GI-2018-30	RNA-Seq	PAIRED	Illumina Genome Analyzer	88971	45000229	human gut metagenome
