run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR186372	SAMD00180703	SAMD00180703	1_LpAppe_16S	1_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	69905	35092310	human gut metagenome
DRR186377	SAMD00180708	SAMD00180708	6_LpICR_16S	6_LpICR	AMPLICON	PAIRED	Illumina MiSeq	75671	37986842	human gut metagenome
DRR186382	SAMD00180713	SAMD00180713	13_LpAppe_16S	13_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	64970	32614940	human gut metagenome
DRR186391	SAMD00180722	SAMD00180722	22_LpICR_16S	22_LpICR	AMPLICON	PAIRED	Illumina MiSeq	46864	23525728	human gut metagenome
DRR186393	SAMD00180724	SAMD00180724	24_LpICR_16S	24_LpICR	AMPLICON	PAIRED	Illumina MiSeq	90110	45235220	human gut metagenome
DRR186394	SAMD00180725	SAMD00180725	25_LpAppe_16S	25_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	82455	41392410	human gut metagenome
DRR186375	SAMD00180706	SAMD00180706	4_LpAppe_16S	4_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	45091	22635682	human gut metagenome
DRR186376	SAMD00180707	SAMD00180707	5_LpAppe_16S	5_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	79920	40119840	human gut metagenome
DRR186380	SAMD00180711	SAMD00180711	11_LpICR_16S	11_LpICR	AMPLICON	PAIRED	Illumina MiSeq	70808	35545616	human gut metagenome
DRR186395	SAMD00180726	SAMD00180726	26_LpICR_16S	26_LpICR	AMPLICON	PAIRED	Illumina MiSeq	82336	41332672	human gut metagenome
DRR186379	SAMD00180710	SAMD00180710	10_LpAppe_16S	10_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	68641	34457782	human gut metagenome
DRR186388	SAMD00180719	SAMD00180719	19_LpICR_16S	19_LpICR	AMPLICON	PAIRED	Illumina MiSeq	82197	41262894	human gut metagenome
DRR186389	SAMD00180720	SAMD00180720	20_LpAppe_16S	20_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	105672	53047344	human gut metagenome
DRR186390	SAMD00180721	SAMD00180721	21_LpICR_16S	21_LpICR	AMPLICON	PAIRED	Illumina MiSeq	81981	41154462	human gut metagenome
DRR186383	SAMD00180714	SAMD00180714	14_LpICR_16S	14_LpICR	AMPLICON	PAIRED	Illumina MiSeq	65682	32972364	human gut metagenome
DRR186392	SAMD00180723	SAMD00180723	23_LpICR_16S	23_LpICR	AMPLICON	PAIRED	Illumina MiSeq	76289	38297078	human gut metagenome
DRR186384	SAMD00180715	SAMD00180715	15_LpAppe_16S	15_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	68592	34433184	human gut metagenome
DRR186385	SAMD00180716	SAMD00180716	16_LpAppe_16S	16_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	68955	34615410	human gut metagenome
DRR186386	SAMD00180717	SAMD00180717	17_LpICR_16S	17_LpICR	AMPLICON	PAIRED	Illumina MiSeq	80381	40351262	human gut metagenome
DRR186373	SAMD00180704	SAMD00180704	2_LpAppe_16S	2_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	75934	38118868	human gut metagenome
DRR186374	SAMD00180705	SAMD00180705	3_LpAppe_16S	3_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	87386	43867772	human gut metagenome
DRR186378	SAMD00180709	SAMD00180709	8_LpICR_16S	8_LpICR	AMPLICON	PAIRED	Illumina MiSeq	80178	40249356	human gut metagenome
DRR186381	SAMD00180712	SAMD00180712	12_LpAppe_16S	12_LpAppe	AMPLICON	PAIRED	Illumina MiSeq	49967	25083434	human gut metagenome
DRR186387	SAMD00180718	SAMD00180718	18_LpICR_16S	18_LpICR	AMPLICON	PAIRED	Illumina MiSeq	95056	47718112	human gut metagenome
DRR186396	SAMD00180727	SAMD00180727	27_LpICR_16S	27_LpICR	AMPLICON	PAIRED	Illumina MiSeq	88763	44559026	human gut metagenome
