run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR1016309	SAMD01873214	SAMD01873214	P53-IF-14 (SAMC6252548)	missing	RNA-Seq	PAIRED	HiSeq X Ten	692552036	103882805400	Mus musculus
DRR736242	SAMD01653220	SAMD01653220	ENT30_1 (SAMC3504492)	missing	RNA-Seq	PAIRED	Illumina NovaSeq 6000	18561674	5451414808	Mus musculus
DRR736246	SAMD01653224	SAMD01653224	IF28_1 (SAMC3504496)	missing	RNA-Seq	PAIRED	Illumina NovaSeq 6000	18239927	5376731396	Mus musculus
DRR736253	SAMD01653230	SAMD01653230	SC3_IP (SAMC3505889)	missing	RNA-Seq	PAIRED	Illumina NovaSeq 6000	23750746	7082744448	Mus musculus
DRR736255	SAMD01653232	SAMD01653232	SC13_IP (SAMC3505891)	missing	RNA-Seq	PAIRED	Illumina NovaSeq 6000	22555612	6724147149	Mus musculus
DRR736257	SAMD01653234	SAMD01653234	SC14_IP (SAMC3505893)	missing	RNA-Seq	PAIRED	Illumina NovaSeq 6000	19720950	5871875491	Mus musculus
DRR736258	SAMD01653237	SAMD01653237	M-A13_1 (SAMC3514443)	missing	WGA	PAIRED	Illumina HiSeq 2500	16955326	4936488528	Mus musculus
DRR736260	SAMD01653239	SAMD01653239	M-A13_3 (SAMC3514445)	missing	WGA	PAIRED	Illumina HiSeq 2500	18041026	5248381367	Mus musculus
DRR736272	SAMD01653251	SAMD01653251	M-FB24_3 (SAMC3514457)	missing	WGA	PAIRED	Illumina HiSeq 2500	15555523	4487810554	Mus musculus
DRR736276	SAMD01653255	SAMD01653255	M-MET6_1 (SAMC3514461)	missing	WGA	PAIRED	Illumina HiSeq 2500	20741585	5960724580	Mus musculus
DRR736280	SAMD01653265	SAMD01653265	An1_350 (SAMC3767670)	missing	WGA	PAIRED	Illumina HiSeq 2500	19671192	5901357600	Mus musculus
DRR736289	SAMD01653274	SAMD01653274	An5_350.nohost (SAMC3767679)	missing	WGA	PAIRED	Illumina HiSeq 2500	19547802	5864340600	Mus musculus
