run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR1060278	SAMD01927151	SAMD01927151	Kuruma shrimp stomach sample St-May-08		AMPLICON	PAIRED	Illumina MiSeq	125436	61183314	shrimp gut metagenome
DRR1060288	SAMD01927161	SAMD01927161	Kuruma shrimp stomach sample St-May-18		AMPLICON	PAIRED	Illumina MiSeq	119961	59673253	shrimp gut metagenome
DRR1060290	SAMD01927164	SAMD01927164	Kuruma shrimp stomach sample St-May-21		AMPLICON	PAIRED	Illumina MiSeq	110682	55115376	shrimp gut metagenome
DRR1060291	SAMD01927165	SAMD01927165	Kuruma shrimp stomach sample St-May-22		AMPLICON	PAIRED	Illumina MiSeq	112845	55909886	shrimp gut metagenome
DRR1060293	SAMD01927167	SAMD01927167	Kuruma shrimp stomach sample St-May-24		AMPLICON	PAIRED	Illumina MiSeq	126283	59807773	shrimp gut metagenome
DRR1060298	SAMD01927172	SAMD01927172	Kuruma shrimp stomach sample St-May-29		AMPLICON	PAIRED	Illumina MiSeq	106796	53242363	shrimp gut metagenome
DRR1060299	SAMD01927173	SAMD01927173	Kuruma shrimp stomach sample St-May-30		AMPLICON	PAIRED	Illumina MiSeq	117912	59133708	shrimp gut metagenome
DRR1060301	SAMD01927175	SAMD01927175	Kuruma shrimp stomach sample St-June-02		AMPLICON	PAIRED	Illumina MiSeq	122506	58233727	shrimp gut metagenome
DRR1060303	SAMD01927178	SAMD01927178	Kuruma shrimp stomach sample St-June-05		AMPLICON	PAIRED	Illumina MiSeq	101932	49721632	shrimp gut metagenome
DRR1060306	SAMD01927182	SAMD01927182	Kuruma shrimp stomach sample St-June-09		AMPLICON	PAIRED	Illumina MiSeq	110316	51901255	shrimp gut metagenome
DRR1060307	SAMD01927183	SAMD01927183	Kuruma shrimp stomach sample St-June-10		AMPLICON	PAIRED	Illumina MiSeq	102854	50641696	shrimp gut metagenome
