run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR205503	SAMD00178858	SAMD00178858	draft genome of strain ATCC43504 delta mutY-1	draft genome of strain ATCC43504 delta mutY-1	WGS	PAIRED	Illumina MiSeq	268634	146867929	Helicobacter pylori
DRR205521	SAMD00178876	SAMD00178876	draft genome of strain ATCC43504 delta mutY-20	draft genome of strain ATCC43504 delta mutY-20	WGS	PAIRED	Illumina MiSeq	268356	148858046	Helicobacter pylori
DRR205530	SAMD00178885	SAMD00178885	draft genome of strain ATCC43504 delta mutY-29	draft genome of strain ATCC43504 delta mutY-29	WGS	PAIRED	Illumina MiSeq	323980	181979116	Helicobacter pylori
DRR205532	SAMD00178887	SAMD00178887	draft genome of strain ATCC43504 delta mutY-31	draft genome of strain ATCC43504 delta mutY-31	WGS	PAIRED	Illumina MiSeq	378563	207113725	Helicobacter pylori
DRR205535	SAMD00178890	SAMD00178890	draft genome of strain ATCC43504 delta mutY-34	draft genome of strain ATCC43504 delta mutY-34	WGS	PAIRED	Illumina MiSeq	334502	186055537	Helicobacter pylori
DRR205553	SAMD00178908	SAMD00178908	draft genome of strain ATCC43504 WT-12	draft genome of strain ATCC43504 WT-12	WGS	PAIRED	Illumina MiSeq	259023	149423301	Helicobacter pylori
DRR205556	SAMD00178911	SAMD00178911	draft genome of strain ATCC43504 WT-15	draft genome of strain ATCC43504 WT-15	WGS	PAIRED	Illumina MiSeq	396322	220322497	Helicobacter pylori
DRR205559	SAMD00178914	SAMD00178914	draft genome of strain ATCC43504 WT-18	draft genome of strain ATCC43504 WT-18	WGS	PAIRED	Illumina MiSeq	432002	243202108	Helicobacter pylori
DRR205560	SAMD00178915	SAMD00178915	draft genome of strain ATCC43504 WT-19	draft genome of strain ATCC43504 WT-19	WGS	PAIRED	Illumina MiSeq	332061	185059047	Helicobacter pylori
DRR205567	SAMD00178922	SAMD00178922	draft genome of strain ATCC43504 WT-27	draft genome of strain ATCC43504 WT-27	WGS	PAIRED	Illumina MiSeq	410006	206910591	Helicobacter pylori
DRR205572	SAMD00178927	SAMD00178927	draft genome of strain ATCC43504 WT-32	draft genome of strain ATCC43504 WT-32	WGS	PAIRED	Illumina MiSeq	422932	227305420	Helicobacter pylori
DRR205574	SAMD00178929	SAMD00178929	draft genome of strain ATCC43504 WT-34	draft genome of strain ATCC43504 WT-34	WGS	PAIRED	Illumina MiSeq	210931	116376529	Helicobacter pylori
DRR205577	SAMD00178932	SAMD00178932	draft genome of strain ATCC43504 WT-37	draft genome of strain ATCC43504 WT-37	WGS	PAIRED	Illumina MiSeq	313840	165631099	Helicobacter pylori
DRR205578	SAMD00178933	SAMD00178933	draft genome of strain ATCC43504 WT-38	draft genome of strain ATCC43504 WT-38	WGS	PAIRED	Illumina MiSeq	266310	144976050	Helicobacter pylori
DRR205505	SAMD00178860	SAMD00178860	draft genome of strain ATCC43504 delta mutY-3	draft genome of strain ATCC43504 delta mutY-3	WGS	PAIRED	Illumina MiSeq	277045	151471472	Helicobacter pylori
DRR205507	SAMD00178862	SAMD00178862	draft genome of strain ATCC43504 delta mutY-5	draft genome of strain ATCC43504 delta mutY-5	WGS	PAIRED	Illumina MiSeq	241022	131800256	Helicobacter pylori
DRR205512	SAMD00178867	SAMD00178867	draft genome of strain ATCC43504 delta mutY-10	draft genome of strain ATCC43504 delta mutY-10	WGS	PAIRED	Illumina MiSeq	459132	250304920	Helicobacter pylori
DRR205514	SAMD00178869	SAMD00178869	draft genome of strain ATCC43504 delta mutY-12	draft genome of strain ATCC43504 delta mutY-12	WGS	PAIRED	Illumina MiSeq	373236	186360687	Helicobacter pylori
DRR205524	SAMD00178879	SAMD00178879	draft genome of strain ATCC43504 delta mutY-23	draft genome of strain ATCC43504 delta mutY-23	WGS	PAIRED	Illumina MiSeq	342725	187310658	Helicobacter pylori
DRR205542	SAMD00178897	SAMD00178897	draft genome of strain ATCC43504 WT-1	draft genome of strain ATCC43504 WT-1	WGS	PAIRED	Illumina MiSeq	325276	173523257	Helicobacter pylori
DRR205545	SAMD00178900	SAMD00178900	draft genome of strain ATCC43504 WT-4	draft genome of strain ATCC43504 WT-4	WGS	PAIRED	Illumina MiSeq	206734	107338979	Helicobacter pylori
DRR205561	SAMD00178916	SAMD00178916	draft genome of strain ATCC43504 WT-20	draft genome of strain ATCC43504 WT-20	WGS	PAIRED	Illumina MiSeq	387516	217362602	Helicobacter pylori
DRR205566	SAMD00178921	SAMD00178921	draft genome of strain ATCC43504 WT-26	draft genome of strain ATCC43504 WT-26	WGS	PAIRED	Illumina MiSeq	304035	164787226	Helicobacter pylori
DRR205576	SAMD00178931	SAMD00178931	draft genome of strain ATCC43504 WT-36	draft genome of strain ATCC43504 WT-36	WGS	PAIRED	Illumina MiSeq	248627	138236612	Helicobacter pylori
DRR205579	SAMD00178934	SAMD00178934	draft genome of strain ATCC43504 WT-39	draft genome of strain ATCC43504 WT-39	WGS	PAIRED	Illumina MiSeq	260725	146436458	Helicobacter pylori
DRR205582	SAMD00178937	SAMD00178937	draft genome of strain ATCC43504 WT input	draft genome of strain ATCC43504 WT input	WGS	PAIRED	Illumina MiSeq	239125	133757481	Helicobacter pylori
DRR205584	SAMD00179460	SAMD00179460	draft genome of strain ATCC43504 WT-24	draft genome of strain ATCC43504 WT-24	WGS	PAIRED	Illumina MiSeq	364697	190447518	Helicobacter pylori
DRR205515	SAMD00178870	SAMD00178870	draft genome of strain ATCC43504 delta mutY-13	draft genome of strain ATCC43504 delta mutY-13	WGS	PAIRED	Illumina MiSeq	226759	126938524	Helicobacter pylori
DRR205516	SAMD00178871	SAMD00178871	draft genome of strain ATCC43504 delta mutY-15	draft genome of strain ATCC43504 delta mutY-15	WGS	PAIRED	Illumina MiSeq	219686	122795472	Helicobacter pylori
DRR205518	SAMD00178873	SAMD00178873	draft genome of strain ATCC43504 delta mutY-17	draft genome of strain ATCC43504 delta mutY-17	WGS	PAIRED	Illumina MiSeq	340097	188625572	Helicobacter pylori
DRR205519	SAMD00178874	SAMD00178874	draft genome of strain ATCC43504 delta mutY-18	draft genome of strain ATCC43504 delta mutY-18	WGS	PAIRED	Illumina MiSeq	289041	159137917	Helicobacter pylori
DRR205520	SAMD00178875	SAMD00178875	draft genome of strain ATCC43504 delta mutY-19	draft genome of strain ATCC43504 delta mutY-19	WGS	PAIRED	Illumina MiSeq	227492	122128546	Helicobacter pylori
