run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR12401968	SAMN15742946	ST7_B	MIMARKS Specimen sample from human gut metagenome	ST7_B	AMPLICON	PAIRED	Illumina HiSeq 2500	68028	33197664	human gut metagenome
SRR12401969	SAMN15742999	N180_B	MIMARKS Specimen sample from human gut metagenome	N180_B	AMPLICON	PAIRED	Illumina HiSeq 2500	113243	55262584	human gut metagenome
SRR12401972	SAMN15742996	N173_B	MIMARKS Specimen sample from human gut metagenome	N173_B	AMPLICON	PAIRED	Illumina HiSeq 2500	63527	31001176	human gut metagenome
SRR12401978	SAMN15742990	N166_B	MIMARKS Specimen sample from human gut metagenome	N166_B	AMPLICON	PAIRED	Illumina HiSeq 2500	123130	60087440	human gut metagenome
SRR12401981	SAMN15742988	N155_B	MIMARKS Specimen sample from human gut metagenome	N155_B	AMPLICON	PAIRED	Illumina HiSeq 2500	135687	66215256	human gut metagenome
SRR12402002	SAMN15742969	ST30_B	MIMARKS Specimen sample from human gut metagenome	ST30_B	AMPLICON	PAIRED	Illumina HiSeq 2500	66492	32448096	human gut metagenome
SRR12402003	SAMN15742968	ST29_B	MIMARKS Specimen sample from human gut metagenome	ST29_B	AMPLICON	PAIRED	Illumina HiSeq 2500	53244	25983072	human gut metagenome
SRR12402011	SAMN15742960	ST21_B	MIMARKS Specimen sample from human gut metagenome	ST21_B	AMPLICON	PAIRED	Illumina HiSeq 2500	57979	28293752	human gut metagenome
SRR12402014	SAMN15742958	ST19_B	MIMARKS Specimen sample from human gut metagenome	ST19_B	AMPLICON	PAIRED	Illumina HiSeq 2500	57509	28064392	human gut metagenome
SRR12402015	SAMN15742957	ST18_B	MIMARKS Specimen sample from human gut metagenome	ST18_B	AMPLICON	PAIRED	Illumina HiSeq 2500	59872	29217536	human gut metagenome
SRR12402017	SAMN15742955	ST16_B	MIMARKS Specimen sample from human gut metagenome	ST16_B	AMPLICON	PAIRED	Illumina HiSeq 2500	89650	43749200	human gut metagenome
SRR12402019	SAMN15742953	ST14_B	MIMARKS Specimen sample from human gut metagenome	ST14_B	AMPLICON	PAIRED	Illumina HiSeq 2500	66174	32292912	human gut metagenome
SRR12402023	SAMN15743057	N174_F	MIMARKS Specimen sample from human gut metagenome	N174_F	AMPLICON	PAIRED	Illumina HiSeq 2500	137948	61642822	human gut metagenome
SRR12402031	SAMN15742951	ST12_B	MIMARKS Specimen sample from human gut metagenome	ST12_B	AMPLICON	PAIRED	Illumina HiSeq 2500	83369	40684072	human gut metagenome
SRR12402037	SAMN15743044	N145_F	MIMARKS Specimen sample from human gut metagenome	N145_F	AMPLICON	PAIRED	Illumina HiSeq 2500	109670	49125179	human gut metagenome
SRR12402040	SAMN15743039	N121_F	MIMARKS Specimen sample from human gut metagenome	N121_F	AMPLICON	PAIRED	Illumina HiSeq 2500	127177	56936216	human gut metagenome
SRR12402041	SAMN15743041	N134_F	MIMARKS Specimen sample from human gut metagenome	N134_F	AMPLICON	PAIRED	Illumina HiSeq 2500	111373	49859071	human gut metagenome
SRR12402047	SAMN15743033	N107_F	MIMARKS Specimen sample from human gut metagenome	N107_F	AMPLICON	PAIRED	Illumina HiSeq 2500	126602	56676633	human gut metagenome
SRR12402050	SAMN15742950	ST11_B	MIMARKS Specimen sample from human gut metagenome	ST11_B	AMPLICON	PAIRED	Illumina HiSeq 2500	76017	37096296	human gut metagenome
SRR12402058	SAMN15743027	ST28_F	MIMARKS Specimen sample from human gut metagenome	ST28_F	AMPLICON	PAIRED	Illumina HiSeq 2500	44216	22108000	human gut metagenome
SRR12402061	SAMN15743024	ST25_F	MIMARKS Specimen sample from human gut metagenome	ST25_F	AMPLICON	PAIRED	Illumina HiSeq 2500	188676	94338000	human gut metagenome
SRR12402068	SAMN15743018	ST19_F	MIMARKS Specimen sample from human gut metagenome	ST19_F	AMPLICON	PAIRED	Illumina HiSeq 2500	254493	127246500	human gut metagenome
SRR12402074	SAMN15743012	ST13_F	MIMARKS Specimen sample from human gut metagenome	ST13_F	AMPLICON	PAIRED	Illumina HiSeq 2500	220288	110144000	human gut metagenome
SRR12402076	SAMN15743010	ST11_F	MIMARKS Specimen sample from human gut metagenome	ST11_F	AMPLICON	PAIRED	Illumina HiSeq 2500	172103	86051500	human gut metagenome
