run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR024028	SAMD00020677	SAMD00020677	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1203235	human metagenome
DRR024032	SAMD00020681	SAMD00020681	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1235610	human metagenome
DRR024044	SAMD00020693	SAMD00020693	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1206245	human metagenome
DRR024053	SAMD00020730	SAMD00020730	Human metagenome isolated from feces of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1227458	human metagenome
DRR024060	SAMD00020737	SAMD00020737	Human metagenome isolated from feces of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1236107	human metagenome
DRR024061	SAMD00020738	SAMD00020738	Human metagenome isolated from feces of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1230252	human metagenome
DRR024069	SAMD00020746	SAMD00020746	Human metagenome isolated from feces of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1206213	human metagenome
DRR024084	SAMD00020710	SAMD00020710	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1207505	human metagenome
DRR024090	SAMD00020716	SAMD00020716	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1208826	human metagenome
DRR024094	SAMD00020720	SAMD00020720	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1198986	human metagenome
DRR024095	SAMD00020721	SAMD00020721	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1199669	human metagenome
DRR024098	SAMD00020724	SAMD00020724	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1206187	human metagenome
DRR024103	SAMD00020729	SAMD00020729	Human metagenome isolated from gastric juice of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1208097	human metagenome
DRR024107	SAMD00020751	SAMD00020751	Human metagenome isolated from gastric juice of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1235895	human metagenome
DRR024108	SAMD00020752	SAMD00020752	Human metagenome isolated from gastric juice of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1200776	human metagenome
DRR024113	SAMD00020757	SAMD00020757	Human metagenome isolated from gastric juice of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1199890	human metagenome
DRR024120	SAMD00020764	SAMD00020764	Human metagenome isolated from gastric juice of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1210218	human metagenome
DRR024129	SAMD00020773	SAMD00020773	Human metagenome isolated from saliva of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1203119	human metagenome
DRR024131	SAMD00020775	SAMD00020775	Human metagenome isolated from saliva of PPI supplemented Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1208084	human metagenome
DRR024141	SAMD00020785	SAMD00020785	Human metagenome isolated from saliva of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1211391	human metagenome
DRR024146	SAMD00020790	SAMD00020790	Human metagenome isolated from saliva of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1216600	human metagenome
DRR024026	SAMD00020675	SAMD00020675	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1207451	human metagenome
DRR024030	SAMD00020679	SAMD00020679	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1221504	human metagenome
DRR024035	SAMD00020684	SAMD00020684	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1213032	human metagenome
DRR024036	SAMD00020685	SAMD00020685	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1197661	human metagenome
DRR024046	SAMD00020695	SAMD00020695	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1212688	human metagenome
DRR024047	SAMD00020696	SAMD00020696	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1209563	human metagenome
DRR024050	SAMD00020699	SAMD00020699	Human metagenome isolated from feces of Japanese individule		AMPLICON	SINGLE	454 GS FLX Titanium	3000	1200283	human metagenome
