run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR346034	SAMD00438634	SAMD00438634	The human metagenome sample is 32279-16	44_7272195S.I	WGA	PAIRED	Illumina MiSeq	53483	30378344	human gut metagenome
DRR346035	SAMD00438635	SAMD00438635	The human metagenome sample is 32279-17	47 7847342 F.M	WGA	PAIRED	Illumina MiSeq	53446	30357328	human gut metagenome
DRR346049	SAMD00438649	SAMD00438649	The human metagenome sample is 32279-37	85	WGA	PAIRED	Illumina MiSeq	48341	27457688	human gut metagenome
DRR346050	SAMD00438650	SAMD00438650	The human metagenome sample is 32279-38	86	WGA	PAIRED	Illumina MiSeq	44063	25027784	human gut metagenome
DRR346055	SAMD00438655	SAMD00438655	The human metagenome sample is 32279-48	106	WGA	PAIRED	Illumina MiSeq	55598	31579664	human gut metagenome
DRR346026	SAMD00438626	SAMD00438626	The human metagenome sample is 32279-03	18_5220174C.T	WGA	PAIRED	Illumina MiSeq	62584	35547712	human gut metagenome
DRR346027	SAMD00438627	SAMD00438627	The human metagenome sample is 32279-04	23_ 5893401K.M	WGA	PAIRED	Illumina MiSeq	77214	43857552	human gut metagenome
DRR346030	SAMD00438630	SAMD00438630	The human metagenome sample is 32279-10	35_5997825M.S	WGA	PAIRED	Illumina MiSeq	81026	46022768	human gut metagenome
DRR346031	SAMD00438631	SAMD00438631	The human metagenome sample is 32279-12	38_5135436T.O	WGA	PAIRED	Illumina MiSeq	57969	32926392	human gut metagenome
DRR346039	SAMD00438639	SAMD00438639	The human metagenome sample is 32279-22	56 8000110 T.O	WGA	PAIRED	Illumina MiSeq	70130	39833840	human gut metagenome
DRR346042	SAMD00438642	SAMD00438642	The human metagenome sample is 32279-25	60 7632617 Y.H	WGA	PAIRED	Illumina MiSeq	60482	34353776	human gut metagenome
DRR346048	SAMD00438648	SAMD00438648	The human metagenome sample is 32279-34	80	WGA	PAIRED	Illumina MiSeq	63168	35879424	human gut metagenome
DRR346056	SAMD00438656	SAMD00438656	The human metagenome sample is 32279-49	107	WGA	PAIRED	Illumina MiSeq	66235	37621480	human gut metagenome
DRR346059	SAMD00438659	SAMD00438659	The human metagenome sample is 32279-52	111	WGA	PAIRED	Illumina MiSeq	61280	34807040	human gut metagenome
