run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR26987280	SAMN38500138	PostLP32	16SrRNA_PostLP32	PostLP32	AMPLICON	PAIRED	Illumina MiSeq	165605	81974475	human gut metagenome
SRR26987291	SAMN38500128	PostLP22	16SrRNA_PostLP22	PostLP22	AMPLICON	PAIRED	Illumina MiSeq	118632	58722840	human gut metagenome
SRR26987294	SAMN38500125	PostLP19	16SrRNA_PostLP19	PostLP19	AMPLICON	PAIRED	Illumina MiSeq	111500	55192500	human gut metagenome
SRR26987295	SAMN38500124	PostLP18	16SrRNA_PostLP18	PostLP18	AMPLICON	PAIRED	Illumina MiSeq	128822	63766890	human gut metagenome
SRR26987303	SAMN38500117	PostLP11	16SrRNA_PostLP11	PostLP11	AMPLICON	PAIRED	Illumina MiSeq	92328	45702360	human gut metagenome
SRR26987306	SAMN38500114	PostLP08	16SrRNA_PostLP08	PostLP08	AMPLICON	PAIRED	Illumina MiSeq	124786	61769070	human gut metagenome
SRR26987312	SAMN38500046	PreP08	16SrRNA_PreP08	PreP08	AMPLICON	PAIRED	Illumina MiSeq	116318	57577410	human gut metagenome
SRR26987316	SAMN38500105	PostP31	16SrRNA_PostP31	PostP31	AMPLICON	PAIRED	Illumina MiSeq	89926	44513370	human gut metagenome
SRR26987317	SAMN38500104	PostP30	16SrRNA_PostP30	PostP30	AMPLICON	PAIRED	Illumina MiSeq	96105	47571975	human gut metagenome
SRR26987321	SAMN38500100	PostP26	16SrRNA_PostP26	PostP26	AMPLICON	PAIRED	Illumina MiSeq	100379	49687605	human gut metagenome
SRR26987323	SAMN38500045	PreP07	16SrRNA_PreP07	PreP07	AMPLICON	PAIRED	Illumina MiSeq	115844	57342780	human gut metagenome
SRR26987326	SAMN38500096	PostP22	16SrRNA_PostP22	PostP22	AMPLICON	PAIRED	Illumina MiSeq	93006	46037970	human gut metagenome
SRR26987330	SAMN38500092	PostP18	16SrRNA_PostP18	PostP18	AMPLICON	PAIRED	Illumina MiSeq	102928	50949360	human gut metagenome
SRR26987339	SAMN38500084	PostP10	16SrRNA_PostP10	PostP10	AMPLICON	PAIRED	Illumina MiSeq	87169	43148655	human gut metagenome
SRR26987341	SAMN38500082	PostP08	16SrRNA_PostP08	PostP08	AMPLICON	PAIRED	Illumina MiSeq	91165	45126675	human gut metagenome
SRR26987345	SAMN38500043	PreP05	16SrRNA_PreP05	PreP05	AMPLICON	PAIRED	Illumina MiSeq	108009	53464455	human gut metagenome
SRR26987351	SAMN38500073	PreLP19	16SrRNA_PreLP19	PreLP19	AMPLICON	PAIRED	Illumina MiSeq	97476	48250620	human gut metagenome
SRR26987358	SAMN38500067	PreLP13	16SrRNA_PreLP13	PreLP13	AMPLICON	PAIRED	Illumina MiSeq	90325	44710875	human gut metagenome
SRR26987363	SAMN38500062	PreLP08	16SrRNA_PreLP08	PreLP08	AMPLICON	PAIRED	Illumina MiSeq	125371	62058645	human gut metagenome
SRR26987364	SAMN38500061	PreLP07	16SrRNA_PreLP07	PreLP07	AMPLICON	PAIRED	Illumina MiSeq	90060	44579700	human gut metagenome
SRR26987371	SAMN38500055	PreLP01	16SrRNA_PreLP01	PreLP01	AMPLICON	PAIRED	Illumina MiSeq	84714	41933430	human gut metagenome
