run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR36103277	SAMN53250106	m24	Metagenome or environmental sample from metagenome	230613151615.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	186177	112637085	metagenome
SRR36103281	SAMN53250291	GSR 3 LEAN	Metagenome or environmental sample from metagenome	220615129622.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	284858	145277580	metagenome
SRR36103297	SAMN53250275	KRSO 26- T2 - RYGB	Metagenome or environmental sample from metagenome	220615129606.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	229906	117252060	metagenome
SRR36103311	SAMN53250162	m21pos	Metagenome or environmental sample from metagenome	220615129718.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	207166	125335430	metagenome
SRR36103316	SAMN53250157	m15pos	Metagenome or environmental sample from metagenome	230613151669.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	130834	79154570	metagenome
SRR36103327	SAMN53250144	m2pos	Metagenome or environmental sample from metagenome	230613151656.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	120067	72640535	metagenome
SRR36103333	SAMN53250105	m23	Metagenome or environmental sample from metagenome	230613151614.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	159979	96787295	metagenome
SRR36103341	SAMN53250278	LSS 29 - T2 - RYGB	Metagenome or environmental sample from metagenome	220615129609.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	241916	123377160	metagenome
SRR36103344	SAMN53250255	APM 9 - T1 - RYGB	Metagenome or environmental sample from metagenome	220615129586.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	67418	34383180	metagenome
SRR36103347	SAMN53250273	ACP 23 - T3 - RYGB	Metagenome or environmental sample from metagenome	220615129604.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	205194	104648940	metagenome
SRR36103350	SAMN53250270	JFCD 11 - T1 - RYGB	Metagenome or environmental sample from metagenome	220615129601.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	107631	54891810	metagenome
SRR36103351	SAMN53250269	ADMM 25 - T3 - RYGB	Metagenome or environmental sample from metagenome	220615129600.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	118552	60461520	metagenome
SRR36103356	SAMN53250103	m21	Metagenome or environmental sample from metagenome	230613151612.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	221778	134175690	metagenome
SRR36103362	SAMN53250137	m61	Metagenome or environmental sample from metagenome	230613151649.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	298046	180317830	metagenome
SRR36103373	SAMN53250112	m30	Metagenome or environmental sample from metagenome	230613151621.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	260412	157549260	metagenome
SRR36103375	SAMN53250127	m51	Metagenome or environmental sample from metagenome	230613151639.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	143885	87050425	metagenome
SRR36103392	SAMN53250221	SCMAC 10 - T3 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129552.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	111147	56684970	metagenome
SRR36103400	SAMN53250228	HAR 21 - T1 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129559.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	119045	60712950	metagenome
SRR36103401	SAMN53250229	HAR 21 - T2 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129560.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	123478	62973780	metagenome
SRR36103422	SAMN53250181	m41pos	Metagenome or environmental sample from metagenome	220615129737.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	152829	92461545	metagenome
SRR36103423	SAMN53250180	m40pos	Metagenome or environmental sample from metagenome	220615129736.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	239829	145096545	metagenome
SRR36103430	SAMN53250174	m33pos	Metagenome or environmental sample from metagenome	220615129730.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	139300	84276500	metagenome
SRR36103438	SAMN53250150	m8pos	Metagenome or environmental sample from metagenome	230613151662.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	239823	145092915	metagenome
SRR36103440	SAMN53250261	SET 17 - T2 - RYGB	Metagenome or environmental sample from metagenome	220615129592.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	190710	97262100	metagenome
SRR36103441	SAMN53250260	SET 17 - T1 - RYGB	Metagenome or environmental sample from metagenome	220615129591.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	196549	100239990	metagenome
SRR36103445	SAMN53250254	MCSB 4 - T3 - RYGB	Metagenome or environmental sample from metagenome	220615129585.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	137675	70214250	metagenome
SRR36103446	SAMN53250238	JVD 32 - T2 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129569.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	52861	26959110	metagenome
SRR36103451	SAMN53250250	SSS 12 - T1 - RYGB	Metagenome or environmental sample from metagenome	220615129581.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	137098	69919980	metagenome
SRR36103460	SAMN53250242	GSA 14 - T3 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129573.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	117213	59778630	metagenome
SRR36103472	SAMN53250204	LRA 3 - T1 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129535.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	185391	94549410	metagenome
SRR36103485	SAMN53250192	m54pos	Metagenome or environmental sample from metagenome	220615129748.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	393808	238253840	metagenome
SRR36103492	SAMN53250185	m47pos	Metagenome or environmental sample from metagenome	220615129741.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	329249	199195645	metagenome
SRR36103280	SAMN53250292	CSTG 4 LEAN	Metagenome or environmental sample from metagenome	220615129623.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	125082	63791820	metagenome
SRR36103286	SAMN53250107	m25	Metagenome or environmental sample from metagenome	230613151616.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	222164	134409220	metagenome
SRR36103290	SAMN53250301	KPS 13 LEAN	Metagenome or environmental sample from metagenome	220615129632.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	52064	26552640	metagenome
SRR36103293	SAMN53250298	FTG 10 LEAN	Metagenome or environmental sample from metagenome	220615129629.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	158802	80989020	metagenome
SRR36103296	SAMN53250276	KRSO 26- T3 - RYGB	Metagenome or environmental sample from metagenome	220615129607.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	221196	112809960	metagenome
SRR36103307	SAMN53250165	m24pos	Metagenome or environmental sample from metagenome	220615129721.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	155837	94281385	metagenome
SRR36103308	SAMN53250093	m10	Metagenome or environmental sample from metagenome	230613151602.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	212678	128670190	metagenome
SRR36103313	SAMN53250160	m19pos	Metagenome or environmental sample from metagenome	230613151672.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	117829	71286545	metagenome
SRR36103315	SAMN53250158	m16pos	Metagenome or environmental sample from metagenome	230613151670.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	125693	76044265	metagenome
SRR36103320	SAMN53250134	m58	Metagenome or environmental sample from metagenome	230613151646.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	261347	158114935	metagenome
SRR36103321	SAMN53250133	m57	Metagenome or environmental sample from metagenome	230613151645.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	249180	150753900	metagenome
SRR36103332	SAMN53250285	VPF 34 T3 RYGB	Metagenome or environmental sample from metagenome	220615129616.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	226792	115663920	metagenome
SRR36103337	SAMN53250282	APHF 28 - T3 - RYGB	Metagenome or environmental sample from metagenome	220615129613.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	134875	68786250	metagenome
SRR36103338	SAMN53250281	APHF 28 - T2 - RYGB	Metagenome or environmental sample from metagenome	220615129612.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	192886	98371860	metagenome
SRR36103353	SAMN53250267	LLC 24 - T3 - RYGB	Metagenome or environmental sample from metagenome	220615129598.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	126968	64753680	metagenome
SRR36103355	SAMN53250265	LLC 24 - T1 - RYGB	Metagenome or environmental sample from metagenome	220615129596.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	205090	104595900	metagenome
SRR36103368	SAMN53250114	m32	Metagenome or environmental sample from metagenome	230613151623.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	298158	180385590	metagenome
SRR36103371	SAMN53250129	m53	Metagenome or environmental sample from metagenome	230613151641.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	225760	136584800	metagenome
SRR36103374	SAMN53250128	m52	Metagenome or environmental sample from metagenome	230613151640.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	118971	71977455	metagenome
SRR36103379	SAMN53250124	m47	Metagenome or environmental sample from metagenome	230613151635.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	182693	110529265	metagenome
SRR36103386	SAMN53250117	m35	Metagenome or environmental sample from metagenome	230613151626.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	319131	193074255	metagenome
SRR36103390	SAMN53250217	ASS 6 - T2 - RYGB+ET	Metagenome or environmental sample from metagenome	220615129548.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	124663	63578130	metagenome
SRR36103288	SAMN53250303	LLN 15 LEAN	Metagenome or environmental sample from metagenome	220615129634.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	140953	71886030	metagenome
SRR36103289	SAMN53250302	COM 14 LEAN	Metagenome or environmental sample from metagenome	220615129633.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	141959	72399090	metagenome
SRR36103292	SAMN53250299	TOS 11 LEAN	Metagenome or environmental sample from metagenome	220615129630.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	169791	86593410	metagenome
SRR36103295	SAMN53250296	AML 8 LEAN	Metagenome or environmental sample from metagenome	220615129627.1.1.1	AMPLICON	PAIRED	Illumina MiSeq	309028	157604280	metagenome
