run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR29249300	SAMN41600578	6883_pre_post	Metagenome or environmental sample from gut metagenome	run_68_6883	AMPLICON	PAIRED	Illumina MiSeq	40221	24157859	gut metagenome
SRR29249307	SAMN41600545	6458_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6458	AMPLICON	PAIRED	Illumina MiSeq	178161	107015142	gut metagenome
SRR29249316	SAMN41600563	6509_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6509	AMPLICON	PAIRED	Illumina MiSeq	84376	50681456	gut metagenome
SRR29249321	SAMN41600559	6502_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6502	AMPLICON	PAIRED	Illumina MiSeq	133963	80486065	gut metagenome
SRR29249323	SAMN41600557	6473_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6473	AMPLICON	PAIRED	Illumina MiSeq	236304	141929319	gut metagenome
SRR29249298	SAMN41600546	6459_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6459	AMPLICON	PAIRED	Illumina MiSeq	55984	33620635	gut metagenome
SRR29249299	SAMN41600579	6884_pre_post	Metagenome or environmental sample from gut metagenome	run_68_6884	AMPLICON	PAIRED	Illumina MiSeq	268713	161435573	gut metagenome
SRR29249305	SAMN41600573	6580_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6580	AMPLICON	PAIRED	Illumina MiSeq	228388	137232517	gut metagenome
SRR29249315	SAMN41600564	6510_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6510	AMPLICON	PAIRED	Illumina MiSeq	105434	62819873	gut metagenome
SRR29249318	SAMN41600544	6456_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6456	AMPLICON	PAIRED	Illumina MiSeq	106753	64123540	gut metagenome
SRR29249294	SAMN41600550	6466_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6466	AMPLICON	PAIRED	Illumina MiSeq	211825	127253561	gut metagenome
SRR29249296	SAMN41600548	6464_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6464	AMPLICON	PAIRED	Illumina MiSeq	87475	52545261	gut metagenome
SRR29249301	SAMN41600577	6882_pre_post	Metagenome or environmental sample from gut metagenome	run_68_6882	AMPLICON	PAIRED	Illumina MiSeq	250264	150192397	gut metagenome
SRR29249303	SAMN41600575	6594_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6594	AMPLICON	PAIRED	Illumina MiSeq	44292	26613725	gut metagenome
SRR29249306	SAMN41600572	6519_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6519	AMPLICON	PAIRED	Illumina MiSeq	88462	53139647	gut metagenome
SRR29249313	SAMN41600566	6513_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6513	AMPLICON	PAIRED	Illumina MiSeq	101027	60704294	gut metagenome
SRR29249317	SAMN41600562	6508_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6508	AMPLICON	PAIRED	Illumina MiSeq	67457	40431053	gut metagenome
SRR29249322	SAMN41600558	6501_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6501	AMPLICON	PAIRED	Illumina MiSeq	66694	40057087	gut metagenome
SRR29249326	SAMN41600554	6470_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6470	AMPLICON	PAIRED	Illumina MiSeq	297833	178896725	gut metagenome
SRR29249327	SAMN41600553	6469_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6469	AMPLICON	PAIRED	Illumina MiSeq	186061	111550876	gut metagenome
SRR29249330	SAMN41600542	6437_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6437	AMPLICON	PAIRED	Illumina MiSeq	218158	131027911	gut metagenome
SRR29249295	SAMN41600549	6465_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6465	AMPLICON	PAIRED	Illumina MiSeq	70091	42096103	gut metagenome
SRR29249297	SAMN41600547	6463_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6463	AMPLICON	PAIRED	Illumina MiSeq	68839	41349910	gut metagenome
SRR29249302	SAMN41600576	6881_pre_post	Metagenome or environmental sample from gut metagenome	run_68_6881	AMPLICON	PAIRED	Illumina MiSeq	218082	130959541	gut metagenome
SRR29249304	SAMN41600574	6582_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6582	AMPLICON	PAIRED	Illumina MiSeq	357170	214563728	gut metagenome
SRR29249309	SAMN41600570	6517_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6517	AMPLICON	PAIRED	Illumina MiSeq	109842	65970846	gut metagenome
SRR29249311	SAMN41600568	6515_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6515	AMPLICON	PAIRED	Illumina MiSeq	86902	52214627	gut metagenome
SRR29249312	SAMN41600567	6514_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6514	AMPLICON	PAIRED	Illumina MiSeq	132463	79594339	gut metagenome
SRR29249314	SAMN41600565	6512_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6512	AMPLICON	PAIRED	Illumina MiSeq	63961	38422242	gut metagenome
SRR29249319	SAMN41600561	6507_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6507	AMPLICON	PAIRED	Illumina MiSeq	62595	37590427	gut metagenome
SRR29249325	SAMN41600555	6471_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6471	AMPLICON	PAIRED	Illumina MiSeq	120087	72129014	gut metagenome
SRR29249293	SAMN41600551	6467_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6467	AMPLICON	PAIRED	Illumina MiSeq	137584	82655905	gut metagenome
SRR29249308	SAMN41600571	6518_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6518	AMPLICON	PAIRED	Illumina MiSeq	75303	45212700	gut metagenome
SRR29249310	SAMN41600569	6516_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6516	AMPLICON	PAIRED	Illumina MiSeq	77146	46346068	gut metagenome
SRR29249320	SAMN41600560	6503_pre_post	Metagenome or environmental sample from gut metagenome	run_65_6503	AMPLICON	PAIRED	Illumina MiSeq	125519	75387990	gut metagenome
SRR29249324	SAMN41600556	6472_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6472	AMPLICON	PAIRED	Illumina MiSeq	83807	50339118	gut metagenome
SRR29249328	SAMN41600552	6468_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6468	AMPLICON	PAIRED	Illumina MiSeq	211012	126765830	gut metagenome
SRR29249329	SAMN41600543	6438_pre_post	Metagenome or environmental sample from gut metagenome	run_64_6438	AMPLICON	PAIRED	Illumina MiSeq	120263	72237395	gut metagenome
