run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR454803	SAMD00576231	SAMD00576231	Col-0_mock_rep4	Col-0_mock_rep4	RNA-Seq	SINGLE	NextSeq 550	11594389	939145509	Arabidopsis thaliana
DRR454801	SAMD00576229	SAMD00576229	Col-0_mock_rep2	Col-0_mock_rep2	RNA-Seq	SINGLE	NextSeq 550	11375465	921412665	Arabidopsis thaliana
DRR454809	SAMD00576237	SAMD00576237	Col-0_m-bis-BITC_rep2	Col-0_m-bis-BITC_rep2	RNA-Seq	SINGLE	NextSeq 550	10994643	890566083	Arabidopsis thaliana
DRR454805	SAMD00576233	SAMD00576233	Col-0_BITC_rep2	Col-0_BITC_rep2	RNA-Seq	SINGLE	NextSeq 550	10548792	854452152	Arabidopsis thaliana
DRR454808	SAMD00576236	SAMD00576236	Col-0_m-bis-BITC_rep1	Col-0_m-bis-BITC_rep1	RNA-Seq	SINGLE	NextSeq 550	9547853	773376093	Arabidopsis thaliana
DRR454800	SAMD00576228	SAMD00576228	Col-0_mock_rep1	Col-0_mock_rep1	RNA-Seq	SINGLE	NextSeq 550	13051910	1057204710	Arabidopsis thaliana
DRR454804	SAMD00576232	SAMD00576232	Col-0_BITC_rep1	Col-0_BITC_rep1	RNA-Seq	SINGLE	NextSeq 550	10581017	857062377	Arabidopsis thaliana
DRR454810	SAMD00576238	SAMD00576238	Col-0_m-bis-BITC_rep3	Col-0_m-bis-BITC_rep3	RNA-Seq	SINGLE	NextSeq 550	11406899	923958819	Arabidopsis thaliana
DRR454811	SAMD00576239	SAMD00576239	Col-0_m-bis-BITC_rep4	Col-0_m-bis-BITC_rep4	RNA-Seq	SINGLE	NextSeq 550	10346596	838074276	Arabidopsis thaliana
DRR454802	SAMD00576230	SAMD00576230	Col-0_mock_rep3	Col-0_mock_rep3	RNA-Seq	SINGLE	NextSeq 550	10881093	881368533	Arabidopsis thaliana
DRR454806	SAMD00576234	SAMD00576234	Col-0_BITC_rep3	Col-0_BITC_rep3	RNA-Seq	SINGLE	NextSeq 550	11668461	945145341	Arabidopsis thaliana
DRR454807	SAMD00576235	SAMD00576235	Col-0_BITC_rep4	Col-0_BITC_rep4	RNA-Seq	SINGLE	NextSeq 550	9879268	800220708	Arabidopsis thaliana
