run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
ERR2538563	SAMEA4614567	E-MTAB-6654:NG-8102_19_lib72268_3711_7_1	NG-8102_19_lib72268_3711_7_1	NG-8102_19_lib72268_3711_7_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	41884694	2136119394	Homo sapiens
ERR2538572	SAMEA4614576	E-MTAB-6654:NG-8102_2_lib72251_3711_1_1	NG-8102_2_lib72251_3711_1_1	NG-8102_2_lib72251_3711_1_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	42385791	2161675341	Homo sapiens
ERR2538575	SAMEA4614579	E-MTAB-6654:NG-8102_18_lib72267_3711_2_1	NG-8102_18_lib72267_3711_2_1	NG-8102_18_lib72267_3711_2_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	49219984	2510219184	Homo sapiens
ERR2538565	SAMEA4614569	E-MTAB-6654:NG-8102_29_lib72278_3711_6_1	NG-8102_29_lib72278_3711_6_1	NG-8102_29_lib72278_3711_6_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	39750746	2027288046	Homo sapiens
ERR2538566	SAMEA4614570	E-MTAB-6654:NG-8102_10_lib72259_3711_3_1	NG-8102_10_lib72259_3711_3_1	NG-8102_10_lib72259_3711_3_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	40877969	2084776419	Homo sapiens
ERR2538569	SAMEA4614573	E-MTAB-6654:NG-8102_20_lib72269_3711_2_1	NG-8102_20_lib72269_3711_2_1	NG-8102_20_lib72269_3711_2_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	40907061	2086260111	Homo sapiens
ERR2538570	SAMEA4614574	E-MTAB-6654:NG-8102_21_lib72270_3711_2_1	NG-8102_21_lib72270_3711_2_1	NG-8102_21_lib72270_3711_2_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	42900217	2187911067	Homo sapiens
ERR2538571	SAMEA4614575	E-MTAB-6654:NG-8102_30_lib72279_3711_6_1	NG-8102_30_lib72279_3711_6_1	NG-8102_30_lib72279_3711_6_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	37811432	1928383032	Homo sapiens
ERR2538577	SAMEA4614581	E-MTAB-6654:NG-8102_28_lib72277_3711_8_1	NG-8102_28_lib72277_3711_8_1	NG-8102_28_lib72277_3711_8_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	48621136	2479677936	Homo sapiens
ERR2538568	SAMEA4614572	E-MTAB-6654:NG-8102_11_lib72260_3737_1_1	NG-8102_11_lib72260_3737_1_1	NG-8102_11_lib72260_3737_1_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	64669789	3298159239	Homo sapiens
ERR2538567	SAMEA4614571	E-MTAB-6654:NG-8102_1_lib72250_3711_7_1	NG-8102_1_lib72250_3711_7_1	NG-8102_1_lib72250_3711_7_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	46577986	2375477286	Homo sapiens
ERR2538576	SAMEA4614580	E-MTAB-6654:NG-8102_22_lib72271_3711_7_1	NG-8102_22_lib72271_3711_7_1	NG-8102_22_lib72271_3711_7_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	50312030	2565913530	Homo sapiens
ERR2538561	SAMEA4614565	E-MTAB-6654:NG-8102_3_lib72252_3711_1_1	NG-8102_3_lib72252_3711_1_1	NG-8102_3_lib72252_3711_1_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	40321622	2056402722	Homo sapiens
ERR2538562	SAMEA4614566	E-MTAB-6654:NG-8102_9_lib72258_3711_3_1	NG-8102_9_lib72258_3711_3_1	NG-8102_9_lib72258_3711_3_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	38538379	1965457329	Homo sapiens
ERR2538564	SAMEA4614568	E-MTAB-6654:NG-8102_23_lib72272_3711_7_1	NG-8102_23_lib72272_3711_7_1	NG-8102_23_lib72272_3711_7_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	41890889	2136435339	Homo sapiens
ERR2538573	SAMEA4614577	E-MTAB-6654:NG-8102_8_lib72257_3711_3_1	NG-8102_8_lib72257_3711_3_1	NG-8102_8_lib72257_3711_3_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	40162569	2048291019	Homo sapiens
ERR2538574	SAMEA4614578	E-MTAB-6654:NG-8102_12_lib72261_3711_7_1	NG-8102_12_lib72261_3711_7_1	NG-8102_12_lib72261_3711_7_1_s	RNA-Seq	SINGLE	Illumina HiSeq 2500	43034184	2194743384	Homo sapiens
