run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR120622	SAMD00109415	SAMD00109415	A late stage brain tumor from p53 heterozygous mouse #006, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	814384	407192000	Mus musculus
DRR120623	SAMD00109416	SAMD00109416	A late stage brain tumor from p53 heterozygous mouse #012, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	723529	361764500	Mus musculus
DRR120628	SAMD00109421	SAMD00109421	A late stage brain tumor from p53 heterozygous mouse #045, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	865445	432722500	Mus musculus
DRR120630	SAMD00109423	SAMD00109423	A late stage brain tumor from p53 homozygous mouse #057, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	684528	342264000	Mus musculus
DRR120634	SAMD00109427	SAMD00109427	A late stage brain tumor from p53 homozygous mouse #078, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	778544	389272000	Mus musculus
DRR120637	SAMD00109430	SAMD00109430	A late stage brain tumor from p53 homozygous mouse #079, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	929028	464514000	Mus musculus
DRR120640	SAMD00109433	SAMD00109433	A late stage brain tumor from p53 homozygous mouse #064, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	707539	353769500	Mus musculus
DRR120642	SAMD00109435	SAMD00109435	A late stage brain tumor from p53 homozygous mouse #073, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	854696	427348000	Mus musculus
DRR120656	SAMD00109449	SAMD00109449	A late stage brain tumor from p53 heterozygous mouse #090, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	921933	460966500	Mus musculus
DRR120664	SAMD00109457	SAMD00109457	A late stage brain tumor from p53 heterozygous mouse #105, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	716061	358030500	Mus musculus
DRR120665	SAMD00109458	SAMD00109458	A late stage brain tumor from p53 homozygous mouse #112, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	618343	309171500	Mus musculus
DRR120673	SAMD00109466	SAMD00109466	An early stage brain tumor from p53 heterozygous mouse #120, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	747209	373604500	Mus musculus
DRR120680	SAMD00109473	SAMD00109473	An early stage brain tumor from p53 homozygous mouse #130, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	829606	414803000	Mus musculus
DRR120693	SAMD00109486	SAMD00109486	An early stage brain tumor from p53 heterozygous mouse #187, Genomic DNA sequence adjascent to the IRDRR of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	750882	375441000	Mus musculus
DRR120696	SAMD00109489	SAMD00109489	A late stage brain tumor from p53 heterozygous mouse #012, Genomic DNA sequence adjascent to the IRDRL of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	674086	337043000	Mus musculus
DRR120707	SAMD00109500	SAMD00109500	A late stage brain tumor from p53 homozygous mouse #078, Genomic DNA sequence adjascent to the IRDRL of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	762608	381304000	Mus musculus
DRR120711	SAMD00109504	SAMD00109504	A late stage brain tumor from p53 homozygous mouse #072, Genomic DNA sequence adjascent to the IRDRL of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	742606	371303000	Mus musculus
DRR120712	SAMD00109505	SAMD00109505	A late stage brain tumor from p53 homozygous mouse #086, Genomic DNA sequence adjascent to the IRDRL of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	776227	388113500	Mus musculus
DRR120714	SAMD00109507	SAMD00109507	A late stage brain tumor from p53 homozygous mouse #059, Genomic DNA sequence adjascent to the IRDRL of the transposon		Targeted-Capture	PAIRED	Illumina HiSeq 2500	947416	473708000	Mus musculus
