run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
ERR11475681	SAMEA113547320	E-MTAB-13008:Sample 12	Sample 12	Sample 12_s	miRNA-Seq	SINGLE	NextSeq 500	9214468	469937868	Homo sapiens
ERR11475684	SAMEA113547323	E-MTAB-13008:Sample 4	Sample 4	Sample 4_s	miRNA-Seq	SINGLE	NextSeq 500	10394101	530099151	Homo sapiens
ERR11475689	SAMEA113547328	E-MTAB-13008:Sample 9	Sample 9	Sample 9_s	miRNA-Seq	SINGLE	NextSeq 500	12696610	647527110	Homo sapiens
ERR11475678	SAMEA113547317	E-MTAB-13008:Sample 1	Sample 1	Sample 1_s	miRNA-Seq	SINGLE	NextSeq 500	10433424	532104624	Homo sapiens
ERR11475682	SAMEA113547321	E-MTAB-13008:Sample 2	Sample 2	Sample 2_s	miRNA-Seq	SINGLE	NextSeq 500	12110220	617621220	Homo sapiens
ERR11475683	SAMEA113547322	E-MTAB-13008:Sample 3	Sample 3	Sample 3_s	miRNA-Seq	SINGLE	NextSeq 500	11482707	585618057	Homo sapiens
ERR11475679	SAMEA113547318	E-MTAB-13008:Sample 10	Sample 10	Sample 10_s	miRNA-Seq	SINGLE	NextSeq 500	10865500	554140500	Homo sapiens
ERR11475680	SAMEA113547319	E-MTAB-13008:Sample 11	Sample 11	Sample 11_s	miRNA-Seq	SINGLE	NextSeq 500	14734644	751466844	Homo sapiens
ERR11475685	SAMEA113547324	E-MTAB-13008:Sample 5	Sample 5	Sample 5_s	miRNA-Seq	SINGLE	NextSeq 500	12388793	631828443	Homo sapiens
ERR11475687	SAMEA113547326	E-MTAB-13008:Sample 7	Sample 7	Sample 7_s	miRNA-Seq	SINGLE	NextSeq 500	13137308	670002708	Homo sapiens
ERR11475688	SAMEA113547327	E-MTAB-13008:Sample 8	Sample 8	Sample 8_s	miRNA-Seq	SINGLE	NextSeq 500	11611598	592191498	Homo sapiens
ERR11475686	SAMEA113547325	E-MTAB-13008:Sample 6	Sample 6	Sample 6_s	miRNA-Seq	SINGLE	NextSeq 500	14087248	718449648	Homo sapiens
