run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
SRR26527982	SAMN37986476	B5	BGroup-B5	lab_B5	WGS	PAIRED	Illumina NovaSeq 6000	36811463	11043438900	metagenome
SRR26527985	SAMN37986473	B2	BGroup-B2	lab_B2	WGS	PAIRED	Illumina NovaSeq 6000	38592537	11577761100	metagenome
SRR26527988	SAMN37986470	A4	AGroup-A4	lab_A4	WGS	PAIRED	Illumina NovaSeq 6000	41756283	12526884900	metagenome
SRR26527990	SAMN37986486	CB5	CBGroup-CB5	lab_CB5	WGS	PAIRED	Illumina NovaSeq 6000	43123243	12936972900	metagenome
SRR26527991	SAMN37986485	CB4	CBGroup-CB4	lab_CB4	WGS	PAIRED	Illumina NovaSeq 6000	35041806	10512541800	metagenome
SRR26527993	SAMN37986483	CB2	CBGroup-CB2	lab_CB2	WGS	PAIRED	Illumina NovaSeq 6000	42571378	12771413400	metagenome
SRR26527996	SAMN37986480	CA4	CAGroup-CA4	lab_CA4	WGS	PAIRED	Illumina NovaSeq 6000	37442356	11232706800	metagenome
SRR26527999	SAMN37986477	CA1	CAGroup-CA1	lab_CA1	WGS	PAIRED	Illumina NovaSeq 6000	35075687	10522706100	metagenome
SRR26527986	SAMN37986472	B1	BGroup-B1	lab_B1	WGS	PAIRED	Illumina NovaSeq 6000	34001355	10200406500	metagenome
SRR26527987	SAMN37986471	A5	AGroup-A5	lab_A5	WGS	PAIRED	Illumina NovaSeq 6000	38853359	11656007700	metagenome
SRR26527992	SAMN37986484	CB3	CBGroup-CB3	lab_CB3	WGS	PAIRED	Illumina NovaSeq 6000	38812056	11643616800	metagenome
SRR26527997	SAMN37986479	CA3	CAGroup-CA3	lab_CA3	WGS	PAIRED	Illumina NovaSeq 6000	37165483	11149644900	metagenome
SRR26527998	SAMN37986478	CA2	CAGroup-CA2	lab_CA2	WGS	PAIRED	Illumina NovaSeq 6000	50606225	15181867500	metagenome
SRR26527983	SAMN37986475	B4	BGroup-B4	lab_B4	WGS	PAIRED	Illumina NovaSeq 6000	34867304	10460191200	metagenome
SRR26528001	SAMN37986467	A1	AGroup-A1	lab_A1	WGS	PAIRED	Illumina NovaSeq 6000	38364176	11509252800	metagenome
SRR26527989	SAMN37986469	A3	AGroup-A3	lab_A3	WGS	PAIRED	Illumina NovaSeq 6000	42968410	12890523000	metagenome
SRR26527994	SAMN37986482	CB1	CBGroup-CB1	lab_CB1	WGS	PAIRED	Illumina NovaSeq 6000	38824063	11647218900	metagenome
SRR26527984	SAMN37986474	B3	BGroup-B3	lab_B3	WGS	PAIRED	Illumina NovaSeq 6000	35447975	10634392500	metagenome
SRR26527995	SAMN37986481	CA5	CAGroup-CA5	lab_CA5	WGS	PAIRED	Illumina NovaSeq 6000	34883904	10465171200	metagenome
SRR26528000	SAMN37986468	A2	AGroup-A2	lab_A2	WGS	PAIRED	Illumina NovaSeq 6000	40593384	12178015200	metagenome
