run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
ERR5766859	SAMEA8615842	SK-N-BE_DMSO+IFNg_rep1	SK-N-BE_DMSO+IFNg_rep1	SK-N-BE_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	15563795	793753545	Homo sapiens
ERR5766864	SAMEA8615852	IMR-32_DMSO_rep1	IMR-32_DMSO_rep1	IMR-32_DMSO_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	10817270	551680770	Homo sapiens
ERR5766865	SAMEA8615854	IMR-32_DMSO+IFNg_rep1	IMR-32_DMSO+IFNg_rep1	IMR-32_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	12244235	624455985	Homo sapiens
ERR5766867	SAMEA8615858	IMR-32_DMSO_rep2	IMR-32_DMSO_rep2	IMR-32_DMSO_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	15052499	767677449	Homo sapiens
ERR5766879	SAMEA8615883	CHP-134_DMSO_rep2	CHP-134_DMSO_rep2	CHP-134_DMSO_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	12289174	626747874	Homo sapiens
ERR5766880	SAMEA8615885	CHP-134_DMSO+IFNg_rep2	CHP-134_DMSO+IFNg_rep2	CHP-134_DMSO+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	11331816	577922616	Homo sapiens
ERR5766897	SAMEA8615915	SK-N-FI_DMSO_rep2	SK-N-FI_DMSO_rep2	SK-N-FI_DMSO_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	14493518	739169418	Homo sapiens
ERR5766901	SAMEA8615923	SH-SY5Y_DMSO+IFNg_rep1	SH-SY5Y_DMSO+IFNg_rep1	SH-SY5Y_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	14452549	737079999	Homo sapiens
ERR5766905	SAMEA8615931	SH-SY5Y_UNC-0638+IFNg_rep2	SH-SY5Y_UNC-0638+IFNg_rep2	SH-SY5Y_UNC-0638+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	12090331	616606881	Homo sapiens
ERR5766872	SAMEA8615869	NMB_UNC-0638+IFNg_rep1	NMB_UNC-0638+IFNg_rep1	NMB_UNC-0638+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	11592467	591215817	Homo sapiens
ERR5766877	SAMEA8615879	CHP-134_DMSO+IFNg_rep1	CHP-134_DMSO+IFNg_rep1	CHP-134_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	13020689	664055139	Homo sapiens
ERR5766883	SAMEA8615890	GI-ME-N_DMSO+IFNg_rep1	GI-ME-N_DMSO+IFNg_rep1	GI-ME-N_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	15018376	765937176	Homo sapiens
ERR5766893	SAMEA8615908	SK-N-AS_UNC-0638+IFNg_rep2	SK-N-AS_UNC-0638+IFNg_rep2	SK-N-AS_UNC-0638+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	14433337	736100187	Homo sapiens
ERR5766871	SAMEA8615867	NMB_DMSO+IFNg_rep1	NMB_DMSO+IFNg_rep1	NMB_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	10892480	555516480	Homo sapiens
ERR5766876	SAMEA8615877	CHP-134_DMSO_rep1	CHP-134_DMSO_rep1	CHP-134_DMSO_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	12491580	637070580	Homo sapiens
ERR5766886	SAMEA8615895	GI-ME-N_DMSO+IFNg_rep2	GI-ME-N_DMSO+IFNg_rep2	GI-ME-N_DMSO+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	13465754	686753454	Homo sapiens
ERR5766887	SAMEA8615897	GI-ME-N_UNC-0638+IFNg_rep2	GI-ME-N_UNC-0638+IFNg_rep2	GI-ME-N_UNC-0638+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	12081195	616140945	Homo sapiens
ERR5766889	SAMEA8615900	SK-N-AS_DMSO+IFNg_rep1	SK-N-AS_DMSO+IFNg_rep1	SK-N-AS_DMSO+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	11553021	589204071	Homo sapiens
ERR5766890	SAMEA8615902	SK-N-AS_UNC-0638+IFNg_rep1	SK-N-AS_UNC-0638+IFNg_rep1	SK-N-AS_UNC-0638+IFNg_rep1	RNA-Seq	SINGLE	Illumina HiSeq 2500	14211914	724807614	Homo sapiens
ERR5766891	SAMEA8615904	SK-N-AS_DMSO_rep2	SK-N-AS_DMSO_rep2	SK-N-AS_DMSO_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	12902029	658003479	Homo sapiens
ERR5766892	SAMEA8615906	SK-N-AS_DMSO+IFNg_rep2	SK-N-AS_DMSO+IFNg_rep2	SK-N-AS_DMSO+IFNg_rep2	RNA-Seq	SINGLE	Illumina HiSeq 2500	14927580	761306580	Homo sapiens
