run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
ERR17529845	SAMEA122945830	LN229_K2	LN229_K2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	9112290	1366843500	Homo sapiens
ERR17530096	SAMEA122945832	LN229_T1	LN229_T1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	54257954	8138693100	Homo sapiens
ERR17530202	SAMEA122945832	LN229_T1	LN229_T1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	10489426	1573413900	Homo sapiens
ERR17532486	SAMEA122945839	U251_T4	U251_T4		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	92370106	13855515900	Homo sapiens
ERR17525820	SAMEA122945823	A172_K1	A172_K1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	10727182	1609077300	Homo sapiens
ERR17526049	SAMEA122945824	A172_K2	A172_K2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	61703470	9255520500	Homo sapiens
ERR17526266	SAMEA122945825	A172_K3	A172_K3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	64236552	9635482800	Homo sapiens
ERR17526294	SAMEA122945826	A172_T1	A172_T1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	9210596	1381589400	Homo sapiens
ERR17528650	SAMEA122945828	A172_T3	A172_T3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	75443336	11316500400	Homo sapiens
ERR17528975	SAMEA122945828	A172_T3	A172_T3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	33163548	4974532200	Homo sapiens
ERR17531903	SAMEA122945835	U251_K2	U251_K2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	57152562	8572884300	Homo sapiens
ERR17532319	SAMEA122945838	U251_T2	U251_T2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	74180194	11127029100	Homo sapiens
ERR17529723	SAMEA122945829	LN229_K1	LN229_K1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	81496824	12224523600	Homo sapiens
ERR17529827	SAMEA122945830	LN229_K2	LN229_K2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	57874502	8681175300	Homo sapiens
ERR17529993	SAMEA122945831	LN229_K3	LN229_K3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	50155326	7523298900	Homo sapiens
ERR17531383	SAMEA122945834	U251_K1	U251_K1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	76295394	11444309100	Homo sapiens
ERR17531400	SAMEA122945835	U251_K2	U251_K2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	9222760	1383414000	Homo sapiens
ERR17532007	SAMEA122945836	U251_K3	U251_K3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	67822288	10173343200	Homo sapiens
ERR17533311	SAMEA122945840	U251_T5	U251_T5		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	72227872	10834180800	Homo sapiens
ERR17525791	SAMEA122945823	A172_K1	A172_K1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	53601496	8040224400	Homo sapiens
ERR17526509	SAMEA122945826	A172_T1	A172_T1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	56007572	8401135800	Homo sapiens
ERR17526778	SAMEA122945827	A172_T2	A172_T2		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	61360388	9204058200	Homo sapiens
ERR17529899	SAMEA122945831	LN229_K3	LN229_K3		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	26394312	3959146800	Homo sapiens
ERR17530324	SAMEA122945833	LN229_T4	LN229_T4		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	73806148	11070922200	Homo sapiens
ERR17532202	SAMEA122945837	U251_T1	U251_T1		RNA-Seq	PAIRED	Illumina NovaSeq X Plus	68605488	10290823200	Homo sapiens
