run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
ERR3585442	SAMEA6060516	SES2.POD3	SES2.POD3	NA	AMPLICON	PAIRED	Illumina MiSeq	16498	4982396	human gut metagenome
ERR3585450	SAMEA6060524	10	10	NA	AMPLICON	PAIRED	Illumina MiSeq	17577	5308254	human gut metagenome
ERR3585451	SAMEA6060525	10.4	10.4	unspecified	AMPLICON	PAIRED	Illumina MiSeq	15718	4746836	human gut metagenome
ERR3585462	SAMEA6060536	SES7.POD0	SES7.POD0	unspecified	AMPLICON	PAIRED	Illumina MiSeq	29365	8868230	human gut metagenome
ERR3585437	SAMEA6060511	SES1.POD3	SES1.POD3	NA	AMPLICON	PAIRED	Illumina MiSeq	23485	7092470	human gut metagenome
ERR3585440	SAMEA6060514	8.18	8.18	NA	AMPLICON	PAIRED	Illumina MiSeq	20025	6047550	human gut metagenome
ERR3585444	SAMEA6060518	SES2.POD17	SES2.POD17	NA	AMPLICON	PAIRED	Illumina MiSeq	27241	8226782	human gut metagenome
ERR3585446	SAMEA6060520	9.16	9.16	NA	AMPLICON	PAIRED	Illumina MiSeq	2	604	human gut metagenome
ERR3585461	SAMEA6060535	SES6.POD16	SES6.POD16	unspecified	AMPLICON	PAIRED	Illumina MiSeq	23794	7185788	human gut metagenome
ERR3585464	SAMEA6060538	7.19	7.19	unspecified	AMPLICON	PAIRED	Illumina MiSeq	22708	6857816	human gut metagenome
ERR3585436	SAMEA6060510	SES1.POD0	SES1.POD0	NA	AMPLICON	PAIRED	Illumina MiSeq	22631	6834562	human gut metagenome
ERR3585439	SAMEA6060513	8.4	8.4	NA	AMPLICON	PAIRED	Illumina MiSeq	5499	1660698	human gut metagenome
ERR3585441	SAMEA6060515	SES2.POD0	SES2.POD0	NA	AMPLICON	PAIRED	Illumina MiSeq	14255	4305010	human gut metagenome
ERR3585453	SAMEA6060527	SES4.POD0	SES4.POD0	unspecified	AMPLICON	PAIRED	Illumina MiSeq	18216	5501232	human gut metagenome
ERR3585455	SAMEA6060529	SES4.POD12	SES4.POD12	unspecified	AMPLICON	PAIRED	Illumina MiSeq	22730	6864460	human gut metagenome
ERR3585458	SAMEA6060532	SES5.POD18	SES5.POD18	unspecified	AMPLICON	PAIRED	Illumina MiSeq	20366	6150532	human gut metagenome
ERR3585463	SAMEA6060537	SES7.POD3	SES7.POD3	unspecified	AMPLICON	PAIRED	Illumina MiSeq	25548	7715496	human gut metagenome
ERR3585438	SAMEA6060512	8	8	NA	AMPLICON	PAIRED	Illumina MiSeq	3067	926234	human gut metagenome
ERR3585443	SAMEA6060517	SES2.POD10	SES2.POD10	NA	AMPLICON	PAIRED	Illumina MiSeq	22920	6921840	human gut metagenome
ERR3585445	SAMEA6060519	9	9	NA	AMPLICON	PAIRED	Illumina MiSeq	14386	4344572	human gut metagenome
ERR3585447	SAMEA6060521	SES3.POD0	SES3.POD0	NA	AMPLICON	PAIRED	Illumina MiSeq	16458	4970316	human gut metagenome
ERR3585448	SAMEA6060522	SES3.POD4	SES3.POD4	NA	AMPLICON	PAIRED	Illumina MiSeq	12409	3747518	human gut metagenome
ERR3585454	SAMEA6060528	SES4.POD3	SES4.POD3	unspecified	AMPLICON	PAIRED	Illumina MiSeq	22884	6910968	human gut metagenome
ERR3585449	SAMEA6060523	SES3.POD13	SES3.POD13	NA	AMPLICON	PAIRED	Illumina MiSeq	8968	2708336	human gut metagenome
ERR3585452	SAMEA6060526	10.18	10.18	unspecified	AMPLICON	PAIRED	Illumina MiSeq	25855	7808210	human gut metagenome
ERR3585456	SAMEA6060530	5	5	unspecified	AMPLICON	PAIRED	Illumina MiSeq	46096	13920992	human gut metagenome
ERR3585457	SAMEA6060531	SES5.POD4	SES5.POD4	unspecified	AMPLICON	PAIRED	Illumina MiSeq	31863	9622626	human gut metagenome
ERR3585459	SAMEA6060533	SES6.POD0	SES6.POD0	unspecified	AMPLICON	PAIRED	Illumina MiSeq	17682	5339964	human gut metagenome
ERR3585460	SAMEA6060534	SES6.POD3	SES6.POD3	unspecified	AMPLICON	PAIRED	Illumina MiSeq	28729	8676158	human gut metagenome
