run_accession	sample_accession	sample_alias	sample_title	library_name	library_strategy	library_layout	instrument_model	read_count	base_count	scientific_name
DRR513876	SAMD00658215	SAMD00658215	Shrimp stomach sample A01		AMPLICON	PAIRED	Illumina MiSeq	155397	77603650	shrimp gut metagenome
DRR513879	SAMD00658218	SAMD00658218	Shrimp stomach sample A04		AMPLICON	PAIRED	Illumina MiSeq	149678	75049164	shrimp gut metagenome
DRR513889	SAMD00658228	SAMD00658228	Shrimp stomach sample B04		AMPLICON	PAIRED	Illumina MiSeq	139744	66754883	shrimp gut metagenome
DRR513892	SAMD00658231	SAMD00658231	Shrimp stomach sample B07		AMPLICON	PAIRED	Illumina MiSeq	120062	60260526	shrimp gut metagenome
DRR513895	SAMD00658234	SAMD00658234	Shrimp stomach sample B10		AMPLICON	PAIRED	Illumina MiSeq	133423	66836262	shrimp gut metagenome
DRR513896	SAMD00658235	SAMD00658235	Shrimp stomach sample D01		AMPLICON	PAIRED	Illumina MiSeq	136117	67890206	shrimp gut metagenome
DRR513897	SAMD00658236	SAMD00658236	Shrimp stomach sample D02		AMPLICON	PAIRED	Illumina MiSeq	125166	62406609	shrimp gut metagenome
DRR513901	SAMD00658240	SAMD00658240	Shrimp stomach sample D06		AMPLICON	PAIRED	Illumina MiSeq	118720	59559971	shrimp gut metagenome
DRR513903	SAMD00658242	SAMD00658242	Shrimp stomach sample D08		AMPLICON	PAIRED	Illumina MiSeq	141695	71086408	shrimp gut metagenome
DRR513908	SAMD00658247	SAMD00658247	Shrimp stomach sample C03		AMPLICON	PAIRED	Illumina MiSeq	143096	71696117	shrimp gut metagenome
DRR513915	SAMD00658254	SAMD00658254	Shrimp stomach sample C10		AMPLICON	PAIRED	Illumina MiSeq	126396	63299813	shrimp gut metagenome
DRR513919	SAMD00658258	SAMD00658258	Shrimp stomach sample C12		AMPLICON	PAIRED	Illumina MiSeq	140981	70031670	shrimp gut metagenome
DRR513920	SAMD00658259	SAMD00658259	Pond water sample A		AMPLICON	PAIRED	Illumina MiSeq	146745	73605950	pond metagenome
DRR513927	SAMD00658266	SAMD00658266	Pond water sample 18S C		AMPLICON	PAIRED	Illumina MiSeq	28883	10614681	pond metagenome
DRR513878	SAMD00658217	SAMD00658217	Shrimp stomach sample A03		AMPLICON	PAIRED	Illumina MiSeq	150360	75388637	shrimp gut metagenome
DRR513880	SAMD00658219	SAMD00658219	Shrimp stomach sample A05		AMPLICON	PAIRED	Illumina MiSeq	134316	67326990	shrimp gut metagenome
DRR513881	SAMD00658220	SAMD00658220	Shrimp stomach sample A06		AMPLICON	PAIRED	Illumina MiSeq	138090	69299938	shrimp gut metagenome
DRR513885	SAMD00658224	SAMD00658224	Shrimp stomach sample A10		AMPLICON	PAIRED	Illumina MiSeq	133009	66741170	shrimp gut metagenome
DRR513891	SAMD00658230	SAMD00658230	Shrimp stomach sample B06		AMPLICON	PAIRED	Illumina MiSeq	135111	67781372	shrimp gut metagenome
