bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Pectobacteriaceae	0.00639378533579271	0.00193503207107446	0.186419573495965	0.399852944909406	0.142450873002782	0.557717589751083	0.354110869006627	0.671607387280178
Rikenellaceae	0.00813966564413193	0.045330481031374	0.00283859554010996	0.460126008722999	0.805662792456163	0.557717589751083	0.554433345812489	0.337485827642822
Francisellaceae	0.0100426356994963	0.496942464673588	0.00368836970101445	0.0922539973561696	0.515377598504593	0.557717589751083	0.827805366010868	0.337485827642822
Blattabacteriaceae	0.0181263751018346	0.877806912005762	0.00978138179833037	-0.0278005480739746	0.573601120978596	0.557717589751083	0.944933322923849	0.340868729381996
Actinopolysporaceae	0.0272801725803185	0.0189584498715593	0.0233927314503652	-0.333812052805503	-0.333812859294949	0.557717589751083	0.554433345812489	0.340868729381996
Erysipelotrichaceae	0.0274062317644572	0.0170758811004502	0.0279400597854095	-0.700377409533304	-0.656244939963822	0.557717589751083	0.554433345812489	0.340868729381996
Lachnospiraceae	0.0283881660946228	0.141739481809056	0.00947888638402793	-0.133390837835923	-0.276209912041083	0.557717589751083	0.683803888062051	0.340868729381996
Eggerthellaceae	0.0322673587319052	0.303798455463103	0.0104961066885238	-0.167714350812934	-0.492065866836117	0.557717589751083	0.788873601196061	0.340868729381996
Enterobacteriaceae	0.0339123308465201	0.0313096774743108	0.0213808571869546	0.788566028523506	0.89796590233737	0.557717589751083	0.554433345812489	0.340868729381996
Immundisolibacteraceae	0.0339370418466032	0.0180090723496818	0.999987324536681	0.132931862648072	-8.01585497688132e-07	0.557717589751083	0.554433345812489	0.999987324536681
Erwiniaceae	0.0399220546809291	0.029207930517122	0.0302914995447272	0.594269054170173	0.616308619533092	0.557717589751083	0.554433345812489	0.346459026042817
Yersiniaceae	0.0461429459923106	0.0515047370426903	0.0242570174027893	0.491504297359467	0.616501703126119	0.557717589751083	0.554433345812489	0.340868729381996
Desulfuromonadaceae	0.046668370856501	0.752146161918255	0.0190913298105131	-0.0243350678303382	-0.215417442580897	0.557717589751083	0.904262965551494	0.340868729381996
Akkermansiaceae	0.047792891908784	0.0310416880052858	0.0444182548075166	1.25932693543454	1.18682273948438	0.557717589751083	0.554433345812489	0.356016543202554
Chlorobiaceae	0.0505449754891202	0.074280551316042	0.312984485044974	-0.229015034504101	0.127177940941616	0.557717589751083	0.593501914619385	0.700660167539568
Piscirickettsiaceae	0.0531175200453874	0.0395841325515114	0.0404062371443915	0.46238817430035	0.476163582206843	0.557717589751083	0.554433345812489	0.356016543202554
Tannerellaceae	0.0562554882987158	0.196796275575512	0.0197732824681161	0.611239973013429	1.26480851799355	0.557717589751083	0.755601650109886	0.340868729381996
Rhizobiaceae	0.058511013869575	0.0277551285324418	0.877788292356592	0.443378876738444	0.0284321661868323	0.557717589751083	0.554433345812489	0.97260442755027
Oxalobacteraceae	0.060404315863323	0.530664415533324	0.0222462527982563	0.136717624811187	0.591556631007674	0.557717589751083	0.835603306176971	0.340868729381996
Acidaminococcaceae	0.0618804033529571	0.274274306980846	0.0213549920609208	0.51573546672691	1.24399474532115	0.557717589751083	0.785986214715416	0.340868729381996
Corynebacteriaceae	0.0660574934555869	0.0662759624413432	0.472989855870306	-0.221220848539718	0.0832723882380479	0.557717589751083	0.593501914619385	0.790693480838332
Cytophagaceae	0.0670480162542285	0.70880280042854	0.0447452485992281	-0.0849771553284154	0.522579584646259	0.557717589751083	0.902723787966621	0.356016543202554
Halomonadaceae	0.0703095088985879	0.133278564053976	0.0276606172777914	0.178494942927032	0.294134781834925	0.559419136019199	0.683803888062051	0.340868729381996
Spirochaetaceae	0.0754260813721777	0.254018788574007	0.0268111955544992	-0.16274866693009	-0.360345086229234	0.570216944381343	0.785986214715416	0.340868729381996
Synergistaceae	0.0820850748393162	0.036717792929844	0.109272819193851	0.715498555756403	0.545941958202937	0.570216944381343	0.554433345812489	0.58814487977867
Acetobacteraceae	0.0858237558304267	0.0308651896722841	0.468200205069604	0.240253893532684	0.0730379368463804	0.570216944381343	0.554433345812489	0.790693480838332
