1-20	1013-28-CG33	11-24	211ds20	661239	Absconditabacteriales_(SR1)	Acetobacterales	Acholeplasmatales	Acidiferrobacterales	Acidimicrobiales	Acidithiobacillales	Acidobacteriales	Actinomarinales	Actinomycetales	ADurb.Bin180	Aeromonadales	Alteromonadales	Aminicenantales	Anaerolineales	Anaeroplasmatales	ANME-1	Aphagea	Ardenticatenales	Armatimonadales	Azospirillales	B12-WMSP1	B2M28	Babeliales	Bacillales	Bacteroidales	Bacteroidetes_VC2.1_Bac22	Balneolales	Bdellovibrionales	Beggiatoales	Betaproteobacteriales	Bifidobacteriales	Blastocatellales	Brachyspirales	Bradymonadales	Brevinematales	C0119	C10-SB1A	Caedibacterales	Caldatribacteriales	Caldilineales	Caldisericales	Calditrichales	Campylobacterales	Candidatus_Curtissbacteria	Candidatus_Gottesmanbacteria	Candidatus_Kaiserbacteria	Candidatus_Moranbacteria	Candidatus_Peribacteria	Candidatus_Woesebacteria	Cardiobacteriales	Catenulisporales	Caulobacterales	CCD24	Cellvibrionales	Chitinivibrionales	Chitinophagales	Chlamydiales	Chlamydomonadales	Chloroflexales	Chloroplast	Chromatiales	Chthoniobacterales	Chthonomonadales	Cloacimonadales	Clostridiales	Competibacterales	Coriobacteriales	Corynebacteriales	Cytophagales	D8A-2	Dadabacteriales	Deferribacterales	Dehalococcoidales	Deinococcales	Deltaproteobacteria_Incertae_Sedis	Desulfarculales	Desulfobacterales	Desulfovibrionales	Desulfuromonadales	Diplorickettsiales	Dongiales	DS-100	DTU014	EC3	Ectothiorhodospirales	Elsterales	Enterobacteriales	Entotheonellales	EPR3968-O8a-Bc78	Erysipelotrichales	EV818SWSAP88	Fibrobacterales	Fimbriimonadales	Flavobacteriales	Frankiales	FS117-23B-02	FS118-23B-02	Fusobacteriales	Ga0077536	Gaiellales	Gammaproteobacteria_Incertae_Sedis	Gastranaerophilales	Geitlerinematales	Gemmatales	Gemmatimonadales	GIF3	GIF9	Glycomycetales	Halanaerobiales	Holophagales	Holosporales	Hydrogenedentiales	Ignavibacteriales	IMCC26256	Isosphaerales	Izimaplasmatales	JdFR-54	JG36-GS-52	JG36-TzT-191	JGI_0000069-P22	Kallotenuales	KI89A_clade	Kordiimonadales	Kryptoniales	Ktedonobacterales	Lactobacillales	Latescibacterales	LD1-PB3	Legionellales	Leptospirales	Limnochordales	Lineage_IV	Longimicrobiales	Marine_Benthic_Group_D_and_DHVEG-1	MBNT15	Methanobacteriales	Methanomicrobiales	Methanosarcinales	Methylococcales	Methylomirabilales	Micavibrionales	Micrococcales	Micromonosporales	Micropepsales	Microtrichales	Moduliflexales	Mollicutes_RF39	MSB-5B2	MSB-5E12	MSBL5	MSBL9	MVP-88	Mycoplasmatales	Myxococcales	Nanohaloarchaeales	NB1-j	Nitrosococcales	Nitrososphaerales	Nitrospirales	Nostocales	NRB23	Obscuribacterales	Oceanospirillales	Oligoflexales	OPB41	OPB56	Opitutales	Orbales	Paracaedibacterales	Parvibaculales	Pasteurellales	PB19	Pedosphaerales	PeM15	Petrotogales	Phycisphaerales	Pirellulales	pItb-vmat-80	Pla1_lineage	Planctomycetales	PLTA13	Propionibacteriales	Pseudanabaenales	Pseudomonadales	Pseudonocardiales	Puniceispirillales	Pyrinomonadales	R7C24	RBG-13-46-9	RBG-13-54-9	RCP2-54	Reyranellales	Rhizobiales	Rhodobacterales	Rhodospirillales	Rhodothermales	Rhodovibrionales	Rickettsiales	Rokubacteriales	Rs-K70_termite_group	Rubrobacterales	Run-SP154	S-70	S085	Saccharimonadales	Salinisphaerales	SAR11_clade	SAR202_clade	SAR324_clade(Marine_group_B)	SAR86_clade	SBR1031	Selenomonadales	SJA-15	SJA-28	Sneathiellales	Solibacterales	Solirubrobacterales	Sphingobacteriales	Sphingomonadales	Spirochaetales	Steroidobacterales	Streptomycetales	Streptosporangiales	Subgroup_13	Subgroup_2	Subgroup_7	Sulfolobales	Sva0485	Synechococcales	Synergistales	Syntrophobacterales	Tepidisphaerales	Thermales	Thermoanaerobaculales	Thermoflexales	Thermomicrobiales	Thermoproteales	Thiohalorhabdales	Thiotrichales	Tistrellales	UA11	Unknown_Order	vadinBA26	Verrucomicrobiales	Vibrionales	Victivallales	WCHB1-41	Xanthomonadales	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238486	0	0	0.65183278809461	0	0	0	1.12057533473274	0	1.26549310645199	0	0	0.794389724017475	0	0.728934462817366	0	2.58971181330279	1.51016333717227	0.65183278809461	2.21703400396474	0	0	0	0.438204153614518	1.26549310645199	1.24445527494922	0	0	0	2.57686916275758	4.1063124021999	0	0.558023579574297	1.86008270247115	0	3.695585752193	1.8275553788075	1.43365702356123	0	0	0	0	0	0.851259653406193	0	0.65183278809461	0	0	1.43365702356123	0	0	0.438204153614518	0	0	0	0	0	2.17105898026527	1.09091415109618	1.43365702356123	0	2.35378039907475	1.24445527494922	0	0.987412234938733	2.38450853213191	0	0.851259653406193	0.558023579574297	0	4.01764292136495	0.558023579574297	1.30473809998832	1.3896737118064	1.78624574019737	0	0.438204153614518	0	0	0.438204153614518	0	1.35766409930323	1.48612820999626	1.86008270247115	1.67381202006426	0.851259653406193	1.02472154308053	0	0	0.851259653406193	1.4048351754037	0.438204153614518	4.2678200147473	0.558023579574297	0	2.79158189867426	0	0.438204153614518	1.12057533473274	2.76963200119882	1.83314860818358	0	0	3.09894175740085	0	1.51016333717227	1.66571645627981	0.558023579574297	0	0.558023579574297	1.69723083083628	0	0	0	0	0.65183278809461	0	0	0	1.14833960113474	0.438204153614518	0	0	0	0	0	0	0.946593955847587	0	0.728934462817366	0	3.50515343522556	0	0	0	0	0	0.438204153614518	0.946593955847587	0	0.851259653406193	0.65183278809461	0	0	1.71945116133918	0.438204153614518	0.794389724017475	2.00148796631988	0.558023579574297	0	1.55457715768618	0	0	0	0	0	0	1.05907771429649	0	2.30412258367202	0.558023579574297	0	0.851259653406193	1.02472154308053	1.47359269747134	0.438204153614518	0.438204153614518	0	1.3231061532328	1.14833960113474	1.24445527494922	0.558023579574297	0.851259653406193	0	0.558023579574297	0.728934462817366	1.02472154308053	0	1.54389222027498	1.09091415109618	0	0.728934462817366	0.946593955847587	0	0.65183278809461	0.65183278809461	0.987412234938733	1.34072876887281	0	3.22243554984717	1.22234623032197	1.34072876887281	1.26549310645199	0	0	1.30473809998832	0	1.52169981616134	2.71192919799415	1.79239318357511	1.05907771429649	0.558023579574297	0	1.30473809998832	1.05907771429649	0	0	0	0.438204153614518	0	0.728934462817366	0	0	0	0	0.728934462817366	1.14833960113474	2.89309718272371	0.851259653406193	0	0	1.55457715768618	1.77368347749058	2.93680957214002	1.96614323489197	2.82793360401943	1.88544349526341	1.69723083083628	1.14833960113474	0.901537486991894	0	1.34072876887281	0	0	1.61369232330551	0	1.14833960113474	0.438204153614518	0	1.09091415109618	0	1.14833960113474	0	1.3231061532328	0	0.558023579574297	0	1.43365702356123	0	2.04111208890899	1.73365723494204	0	0	2.29844909815592	2.83573737166634	PRJNA1480144	SDPr24	fecal	Pre	24	0
SRR39238548	0	0	0	0	0	2.17248130106676	2.31624718709372	0	0	1.35964813225905	0	3.06353157330608	0	1.70116007002578	0	1.79949229195594	0	0	0	0	0	0	0	0	0	0	0	0	2.59662152493391	4.38617552422338	0	0	0	0	2.98986551981606	0.811074127593046	0	0	0	0	0	0	0	0	0	0	0	1.93820097367915	0	0	0	0	0	0	0	0	0	0	0	0	2.81440154881449	0	0	0	0	0	0	0	0	4.10064230257348	0.811074127593046	0	2.02858045357602	0	0	0	0	0	0	0	0	0	1.32358097418208	0	1.70116007002578	0	0	0	0	0	2.24581110935999	3.95219693957712	0	1.55217356761309	1.84707098032615	0	1.90989704899997	0	0.811074127593046	2.37013293622563	0	0	2.32005520241694	0	3.04678691180844	1.98981177741747	2.30067217800191	0	0	2.74472298818905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85385218539039	1.78673608748248	0	0	0	0	2.05028226495307	0	0	0	0	0	0	0	0	0	0	2.86803722702192	0	0	0	0	1.8239328648939	0	0	0	0	0	0	1.1389099256001	0	0	0	0	2.24581110935999	0	0	0	0	0.667299184037129	0	0	0	0	0.918905793479969	0	2.40266782612839	0	0	0	0	0	0	0	0	0	0	1.59447780731872	0	1.68510191895543	0	0	0	0	0	0	1.07718839573912	0	2.50793023743968	0	0.918905793479969	0	0	0	0	0	0	0	0	1.39294831860552	1.79949229195594	0	0	0	0	0	0	2.75319596773462	0	0	0	2.76424210705472	2.31624718709372	1.84707098032615	2.65647757106654	1.2842450061892	0	0	0	1.78673608748248	1.005218477832	0	0	0	0	1.1389099256001	0	0	0	0	0	2.24128943754073	0	0	0	0	0	0	0	0	0	0.918905793479969	1.57384058624749	3.46533571724824	3.13990355996343	PRJNA1480144	SDPo24	fecal	Post	24	1
SRR39238485	0	1.35675555279539	0.916246355074175	0	0	0	1.31529572463267	0	0	0	0	0.711014170524132	0.916246355074175	0	0	2.26289367075029	0.711014170524132	0	2.32668564767958	0	0	0	0.613361104049412	1.0135264699947	1.12781117512357	0	0	1.0135264699947	2.61593966461768	4.18593884540913	0	0	1.55865021378323	0	3.35583755358575	2.11525721723518	1.24458428428616	0	0.711014170524132	0	0	0	0	0	0.711014170524132	0	0	0.857989856353719	0.487181112833885	0.487181112833885	0	0	0	0.487181112833885	0	0	2.1641182394209	1.49163312397242	1.82095321452564	0	2.29367970719386	1.29298045291069	0	0.916246355074175	2.55902963824121	0	1.33652019514243	1.0135264699947	0	4.06487913683372	0	1.42940949660869	1.80009173676473	1.46163474623705	0	0	0	0	0.487181112833885	0	0.916246355074175	0.613361104049412	1.19011070815898	1.54604868138792	1.09295427554581	1.44582094762532	0.790690080197683	0	0	1.31529572463267	0	4.35130264761215	0.711014170524132	0	3.02102714255671	0	0.487181112833885	0.916246355074175	2.48917050464033	1.94933066628705	0	0	2.32242711565918	0	1.68678769919759	1.54604868138792	0	0	1.31529572463267	1.93910741654951	0	0	0	0.487181112833885	0.613361104049412	0.790690080197683	0	1.09295427554581	0.916246355074175	0.613361104049412	0	0	0	0	0	0	0	0.790690080197683	0.613361104049412	0	2.67298271502283	0	0	0.613361104049412	0	0.916246355074175	0	0	0	1.33652019514243	0	0	0	1.68678769919759	0	1.26945615630038	2.10124266423871	1.09295427554581	1.29298045291069	1.89562323429833	0	0	0	0	0	0.487181112833885	0	0.857989856353719	2.08306352797278	0	1.09295427554581	0	1.37608989736398	1.61669487842918	1.19011070815898	0	0	1.26945615630038	1.16007709344616	0.857989856353719	1.51969260530173	1.21820101481998	0	0	0	1.42940949660869	0.613361104049412	1.49163312397242	1.31529572463267	0	0.916246355074175	1.62742774375895	0	0	0.487181112833885	0.790690080197683	1.54604868138792	0	2.88597269640118	1.26945615630038	1.24458428428616	1.78560571341031	0	0	1.05505365950715	0	1.29298045291069	2.79385366471429	1.89562323429833	0.487181112833885	0	0	0.96760452863189	1.3946000582601	0	0	0	0	1.12781117512357	0.613361104049412	1.0135264699947	0	0	0.790690080197683	0	1.12781117512357	2.84940284258317	1.0135264699947	0	0.487181112833885	1.84085836635908	1.74712430338779	2.31812641218037	1.97388303311607	2.6814899276507	1.82769014412923	1.97388303311607	1.29298045291069	0.711014170524132	0	1.37608989736398	0	0	1.46163474623705	0.711014170524132	1.21820101481998	0.613361104049412	0	0.711014170524132	0	1.26945615630038	0	1.35675555279539	0	0.711014170524132	0	0.613361104049412	0	1.91244410538724	1.53307054692558	0	0	2.25044642875104	2.91206204310833	PRJNA1480144	SDPr25	fecal	Pre	25	0
SRR39238547	0	0	0.857942371952954	0	0	0.443156462927623	2.39535708095333	0	0	0	0	2.41357379716355	0	1.22965304634237	0	2.2984963633881	1.15556058857094	0	1.60244012988604	0	0	0	0.563656564205783	0.953490887967008	1.57256433170438	0.857942371952954	0	0.657881456638462	3.07482364092352	4.09888490583958	0.563656564205783	0	1.90285765590995	0	3.72420357465074	2.29460353988832	1.81208071367844	0	0	0	1.27284360647541	0	0	0	1.27284360647541	0	0.563656564205783	2.53809339283824	0	0	0.800920316232633	0.563656564205783	0	0	0	1.15556058857094	2.42385770709829	0.994387423153792	2.05564312279458	0	2.85224505138704	0.563656564205783	0.800920316232633	1.90764980355581	3.01063161953212	1.12776015266195	2.16052817436923	0	0.443156462927623	3.90080041307381	1.29292813094657	1.70484469509788	2.5672279085226	2.37145608527029	0	0	0	0.735263354755377	1.06617367413347	1.06617367413347	0.657881456638462	1.27284360647541	1.78765073246419	1.50583602809842	0	1.42696047794313	0.953490887967008	0	0	0	1.52923664188426	3.12759013529922	0	0	2.06236987267757	0	0.735263354755377	0.657881456638462	2.24274834912582	2.81672099228866	0	0	3.18633079024596	1.41230044169225	2.35814982020307	1.71238116112506	0.657881456638462	0	1.09805768264905	2.48345694902795	0	0.443156462927623	0	0	2.13868974525557	1.03176209230951	0	1.36509456116034	1.03176209230951	0.90833903418591	0	0	0	1.09805768264905	0	0.443156462927623	0	0	0.857942371952954	1.79388826596547	1.98989638065406	0	0	0	0	1.15556058857094	0	0	0	0.994387423153792	0.735263354755377	0	0.563656564205783	1.90285765590995	0.90833903418591	0	2.72334074479104	2.00539094669516	1.36509456116034	2.77609894725257	0	0	0	0	0	0	0	0	2.99062740220956	1.15556058857094	0	0	0	2.09141383408497	2.93303611786292	0	0.735263354755377	1.77490029731891	1.88815553311691	0	2.29067550700259	1.72707273964224	0	0.953490887967008	0	1.4681864465627	0.735263354755377	1.91707832355145	1.85716826020111	0	0	0	0	0	0	1.81797936527716	2.40304045008019	1.75504404042716	2.83286918954653	2.01665954632294	0	0	1.44114176690159	0	1.15556058857094	1.09805768264905	1.9819367396565	3.13187702234226	2.41208458450354	1.83520933623054	0.857942371952954	0	1.54048050169511	0	0	0	1.33050860569584	0	1.12776015266195	1.34814578315967	0.857942371952954	2.02035169511492	0	0	0	1.50583602809842	3.56742149161452	1.6303923420006	0	1.18168799727532	2.40607613673402	2.41505792070128	2.51163379757522	2.74466437750546	0	1.94855385197391	0	2.62663598073421	1.03176209230951	0	1.3814066651669	0.657881456638462	0	2.41801103871273	1.06617367413347	1.09805768264905	0	0	1.15556058857094	0	1.85178173942021	1.44114176690159	0	1.20633236466392	1.12776015266195	0	0	0	2.26841231955306	0	0	0.563656564205783	2.83343495186895	4.04160303342389	PRJNA1480144	SDPo25	fecal	Post	25	1
SRR39238484	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74958326259688	0	2.15500772268802	1.74958326259688	0	0	0	0	0	0	0	0	0	0	0	3.2129216268827	4.40969763100746	0	0	0	0	2.57907271279376	2.34062882333275	0	0	0	0	0	0	0	0	0	0	0	0.94855405800749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67829234356633	0	2.17832882480067	1.54603861366088	0	0	0	0	0	0	0	0	0	2.16682479440411	0	0	0	0	0	0	0	0	3.88104456091046	0	0	2.77440310842573	0	0	0	0	0	0	0	4.10623423299206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57879434241216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14694717436172	0	0	0	0	0	0	0	0	0	0	0	0	2.53143302135794	0	0	0	0	0	0	0	0	1.15039234826384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43612958118575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13456870671099	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13036288576923	0	0	0	1.74958326259688	2.22152010640029	PRJNA1480144	SDPr26	fecal	Pre	26	0
SRR39238546	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74957773715583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45621022756305	4.50994636815505	0	0	0	0	2.89515077823093	1.43759500453062	0	0	0	0	0	0	0	0	0	0	0	1.43759500453062	0	0	0	0	0	0	0	0	0	0.531364957335713	0	0	0	0	0	0	0	0	0.66263148324839	0	0	4.20757522724443	0	2.35279317638793	0	0.763294382608449	0	0	0.763294382608449	0	0	0	0	0	2.31664807890827	0	0	0	0	0	0	0	0	2.62904458460072	0	0	2.92833700676072	0	0	0	0	0	0	0	3.96876025677764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1117740725133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55372608553947	0	0	0	0	0	0	0.763294382608449	0	0	0	0	0	0	0	0	0.844959656479639	0	0	0	0	0	0	0	2.0226806912142	0	0	0	0	0	0	0	0	0	0	0	0	1.11379432205832	0	0	0.531364957335713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78644828484929	0	0	0	0	0	1.02515964738114	1.15213826444438	0	0	0	0	0	0	0	0	0	0	2.41313893581787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25026762247843	2.05598222930823	PRJNA1480144	SDPo26	fecal	Post	26	1
SRR39238483	0	0	0	0	0	0	1.78203501367463	0	0	0	0	0	0	0	0	1.83238971480184	0	0	0	0	0	0	0	0	0	0	0	0	2.46648346813604	4.32958328074755	0	0	0	0	2.63163864613812	2.68284621350797	0	0	0	0	0	0	0	0	0	0	0	1.23988022457803	0	0	0	0	0	0	0	0	1.158249917155	0	0	0	0	0	0	0	0	0	0	0	0	4.50076746012163	0	2.54134766942201	0.926464433625627	0	0	0	0	0	0	0	0	0	2.88763397210693	0	0	0	0	1.23988022457803	0	0	0	3.23066283224617	0	0	2.42479739462852	0	0	0	2.13497720758104	0	0	0	2.44844837104715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158249917155	3.27161746263295	0	0	0	0	0	0	0	0	0	1.33922556569072	0	0	0	0	0	2.09532057365565	0	0	0	0	0.842228241511867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70000801774952	0	0	0	0	0	0	0	0	0	0	0.926464433625627	0	2.58883541072393	0	0	0	0	0	0	0	0	1.30856792665857	0	0	0	0	0.842228241511867	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07943820220865	0	0	0	0	0	0	0.737623748601469	1.36786099349866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737623748601469	0	1.05764022073198	0	0	1.91837680051954	PRJNA1480144	SDPr27	fecal	Pre	27	0
SRR39238482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88903493361813	0	0	0	0	0	0	0	0	1.4723124759568	4.42922969748808	0	0	0	0	2.82397804908785	2.95799521366254	0	0	0	0	0	0	0	0	0	0	0	1.1031271052713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621749117204186	0	0	4.38108742117329	0	2.46529939368093	1.38668545800382	0	0	0	0	0	0	0	0	0	1.40521479695688	0	0	0	0	0	0	0	0	3.4246829052379	0	0	2.98171842179769	0	0	0	0	0	0	0	2.03441081884012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48754846870598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92597556795385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34707190816733	0	0	0	0	0	0	0	0	0	0	0.799973958204283	0	2.19907516985517	0	0	0	0	0	0	0	0	0	0	1.1031271052713	0	0	0	0	0	0	0	0	0	0.621749117204186	0	0	0	0	0	0	2.94667331901964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92639399485701	0	0	0	0	1.81804223911107	PRJNA1480144	SDPr28	fecal	Pre	28	0
SRR39238545	0	0	0	2.7270539212725	0	0.440452423406911	2.26627142383099	0.904628871981097	0	0	0	1.36104266783838	0	1.85831172466355	0	2.04115637522034	2.50977726541923	0	1.02792203780118	0	0	0	0	0	2.23853720820289	0	0	1.48954633331905	2.66733548233658	3.82172123769687	0.440452423406911	0	2.37855590526767	0.99058288766451	4.01712310728581	2.02344759791475	1.43706038943756	0	0	0	0	0	0	0	0	0	0	2.06479485070848	0	0	0	0	0.854296802627264	0	0	0	3.09823237728694	2.31137984698073	3.01200350636951	0	3.22460371079456	0	0	0	2.29814034116689	0	1.32647192693043	0	0	3.91028999550441	0	2.66486620157184	2.78583751395751	3.07059174590486	0	0	0	0	0.440452423406911	0	0	0	1.32647192693043	0	0	0	0	0	0	0	1.45078841759455	2.74868110415062	0	1.17773254275559	2.04804252778351	0	2.16684215769856	1.81380860344467	2.79876319857177	0	0	0	2.52938297517756	0	0.731810166274717	2.43251193127668	0.440452423406911	1.02792203780118	0	3.0097708894079	0	0	1.39306325662544	0.854296802627264	0.560581959627203	1.22566832017113	1.062303509849	0	0	0	1.02792203780118	0	0	0	0	0	0	0	0	0	2.91926166899136	0	0	0	0	0.99058288766451	0	2.41526082455231	0	0	0	0	0	0	0	2.05144508727496	2.94339191509601	1.52512697634904	2.15365178748473	2.42253224143469	0	1.80193187382721	0	0.440452423406911	0	0	0	1.0941616695926	3.22255153231316	0	0	1.635185927305	0	1.24778783652684	0	0	0	2.53831162283346	2.38331728839251	0	1.74405880267724	2.47157434895289	0	1.15162249151922	0	3.03758649072109	0	2.28448450264899	0	1.17773254275559	0	0	0	0	0.654580680575529	1.32647192693043	2.79018896029179	0	3.46466080980902	2.42540705839526	0	0	0	0	0	0	2.3589705311273	3.49730205817227	2.39422828640018	2.65737298691649	1.1238417071106	0	1.64393541510177	0	0	0	0	0	1.51358764727167	2.27648394475679	2.25792489701948	0	0	0	0	1.36104266783838	2.98875201289772	0	0	1.89383038685266	2.48049926697202	1.93560459732929	2.67627125887127	3.02981928784217	1.54732465464775	2.09647726641054	0	2.46899031826515	0	0	1.20236146716814	0	0	0	1.85831172466355	0	0.731810166274717	0.654580680575529	2.34194642323239	0	1.95718604842845	0	0	0	1.22566832017113	0.654580680575529	1.15162249151922	0	1.98174327833463	2.90096079252261	0	0	3.28344395517538	3.41931233470936	PRJNA1480144	SDPo28	fecal	Post	28	1
SRR39238480	0	0	0	0	0	0	0	0	0	0	0	0	1.24692171831354	0	1.63480871410558	0	0	1.7836887771118	1.72371219651097	0.595441660032517	0	0	0	0	0	0	0	0	2.15853108557368	4.52148100725539	0	0	0.47124329395446	0	2.90497770587418	3.24084541137802	0	0	0	0	0	0	0	0	0	0	1.61461499630206	1.65410504154864	0	0	0	0	0	0	0	0	0	0	0	0	0.47124329395446	0	0	0	0	0	0	0	0	4.13910802056757	0	2.29869301802423	1.4538590415677	0	0	0	1.89435464869121	0	0	1.97801682038714	1.8888931668283	1.58244667415302	2.35854723277702	0	0	0	0	0	0	0	0	3.03648398466382	0	0	2.77004229715471	0	0	0	0.837525945378672	0	0.895358727961012	0	2.59755644165176	0	0	0	1.55959617224938	0	0	0	0	1.37173644324753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47124329395446	0	0	0	2.86853615342242	0.47124329395446	0	0	2.036556445705	0	0	0	0	1.29262960845376	0	0	1.86050543755987	0	0	0	0	0	0	0	0	1.4538590415677	1.38945032642713	0	1.38945032642713	0	0	0	0	0	0	0	0	0	0	0	0	0.946387415537726	0	0	0	0	0	0	0	2.46247485909251	0	0	0	0	0.837525945378672	0	0	0	0	0	0	0	0.895358727961012	0	0	0	0	0.691906844127906	0	0	0	1.35326921499763	0	0.946387415537726	0	0	0	0	0	0	0	0	0	2.26995359322015	0	0	0	0	0	1.4538590415677	3.74611411296132	0	0	0	1.24692171831354	0	0	0	2.18986660535849	1.67258035497872	0	0	1.22212730866045	0	0	0	1.73950055468042	0	1.49658214785595	1.95029255240688	0	0	0	0	0	0	0	0	0	0	0	0.837525945378672	2.26304235338845	0	0	0	0	3.07142601075059	PRJNA1480144	SDPr29	fecal	Pre	29	0
SRR39238479	0	0	0	0	1.66915967309549	0	0.770455642992874	0	0.998846101128139	0	0	0.629723325610062	1.7192772929446	0.92126636070122	0	0	1.0941486809333	2.16978763751086	2.35283182207282	0	0.770455642992874	1.14774784050343	0	0	0	0	1.7192772929446	0.92126636070122	2.86155529300956	4.07425813443078	0	0	0.998846101128139	0	2.78443780634556	2.68770611222711	0	0	0	0	0	0	0	0	0	0	1.55724357895799	2.206531331234	0	0	0	0	0	0	0	0	1.27753888555155	0	1.06464533159946	0	0.770455642992874	0	0	0	0.998846101128139	0	0	0	0	4.02861418376554	0	2.45217955754926	1.50513973645743	0.876573268982333	0	1.03299066773158	1.43304344588792	0	0.629723325610062	1.48241198809083	2.23425361377614	1.87168537832052	2.46084775926452	1.12177461489769	0	0	0	0	0	0	0	2.58387401247726	0	0	2.62356515780975	0.770455642992874	0.629723325610062	0.770455642992874	1.7192772929446	0	0	1.36221434329937	3.84094689417223	0	1.53714578459863	1.06464533159946	1.60376062802303	0	0	0.92126636070122	2.33844596985259	1.96551306205863	0	0	0	0	0	0.92126636070122	0	0	0	1.59484729252373	0.537480193575593	0	0	0	0.92126636070122	0	1.19545276495153	0	4.29292137195355	1.29584630309174	0	0	0.770455642992874	0	0	0	0.420209848619028	1.82657582421424	0	1.25842563613322	2.1551656663664	0	0	0	1.25842563613322	0	0.998846101128139	0.961786229534129	0.420209848619028	1.3302968708857	2.13226605155946	0	1.37733447224368	0	0.537480193575593	0	1.21747401271445	0	0.629723325610062	0	0	1.0941486809333	0	0	0	1.14774784050343	0	0	0	0	0	0	0	3.53442637837359	0	0.629723325610062	0	0	0	0	0.770455642992874	0	0	0	0	0	0	0	0	0	0	0	1.25842563613322	0	0	1.72598718107856	0	1.62945292803456	0.876573268982333	0	0	0	0	0	0	0	0	1.94186696710961	0	0	0	0	0	1.71246210746513	2.7890689302151	0	0	0	1.06464533159946	0	0	1.43304344588792	2.19987452506603	2.28305254621164	0	0	0	0	1.06464533159946	0	2.2301021399751	0	0	0.998846101128139	0	0	1.47058594514277	1.25842563613322	0	0	0	0	0	0	0	1.88573752564619	2.2301021399751	0	0	0	0	3.30605875216152	PRJNA1480144	SDPr30	fecal	Pre	30	0
SRR39238478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89954589953546	4.57246535794152	0	0	0	0	3.06060822654092	2.15640946082586	0.50610396293347	0	0	0	0	0	0	0	0	0	0	1.82744105710168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2041148473547	0	2.39090174074807	0.882018277574517	0	0	0	1.03868636394903	0	0	0	0.634533232758023	0.733524178519844	2.7553503480466	0	0	0	0	0	0	0	0	3.55237271044928	0	0	2.88657665909663	0	0	0	0.882018277574517	0	0	0	2.08773540265045	0	0	0	1.29578285283157	0	0	0	0.50610396293347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40621518717749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992471677970404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02913113692743	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29578285283157	0	0	0	0	0	0	0	0	0	0.992471677970404	0	0	0	0	0	0	0	0	0	2.35855309592327	0	0	0	0	0	0	2.80763258612496	0	0	0	0	0	0	0.81408719427683	0	0	0	0	0	0	0	0	0	0	1.48848019078081	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41735602000434	0	0	0	0	1.74093404351937	PRJNA1480144	SDPr31	fecal	Pre	31	0
