bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Firmicutes	0.00625397493322677	0.145172664328155	0.00184574691521846	-0.104899984894122	-0.284873008505671	0.0562857743990409	0.376030672349746	0.0166117222369662
Actinobacteria	0.0391761343230956	0.278138434429198	0.0129705075485869	-0.248751639620574	-0.684277112045194	0.171622373030944	0.444944754692654	0.0583672839686412
Fusobacteria	0.0638101425386524	0.0345645216409785	0.0664015056548122	1.25412200320237	1.10067360757259	0.171622373030944	0.176397705976794	0.131274862771248
Verrucomicrobia	0.0762766102359752	0.0391994902170653	0.0875165751808321	1.31315321995077	1.08240864763239	0.171622373030944	0.176397705976794	0.131274862771248
Proteobacteria	0.159460853727992	0.167124743266554	0.0785450654375577	0.333833550446031	0.455516912142513	0.276775315301909	0.376030672349746	0.131274862771248
Bacteroidetes	0.18451687686794	0.38866990313884	0.0729359033015818	0.176923585320629	0.410724171401361	0.276775315301909	0.444944754692654	0.131274862771248
Cyanobacteria	0.555795143033115	0.4352330833626	0.712049381156552	0.290432071566049	-0.140701986549216	0.634783248166298	0.444944754692654	0.801055553801121
others	0.564251776147821	0.405618494584831	0.802776188858266	0.231830197073248	-0.0715443555828485	0.634783248166298	0.444944754692654	0.802776188858266
Synergistetes	0.731983877339159	0.444944754692654	0.684281952900073	0.294397337217513	0.161236895074133	0.731983877339159	0.444944754692654	0.801055553801121
