"CV_rep1"	"CV_rep2"	"CV_rep3"	"CV_rep4"	"CV_rep5"	"CV_rep6"	"CV_rep7"	"CV_rep8"	"CV_rep9"	"CV_rep10"
"SRR39238494"	0.0406852570936586	0.354824446851532	0.133944451649432	0.288241888410939	0.261045602641799	0.380007135847889	0.277355160307576	0.338322781657179	0.181450159250337	0.473641450572218
"SRR39238509"	0.929357344291829	0.711150471431856	0.633428879825881	0.873840203984059	0.678248275539342	0.703347481905002	0.748455830321706	0.481538130297296	0.310130966506051	0.722048242574935
"SRR39238493"	0.0693266611532407	0.116912579151573	0.124943857760438	0.0591293779438681	0.0281424206496566	0.082031643257336	0.0329869606014918	0.0424466165515544	0.109159739662194	0.0423979005179108
"SRR39238551"	0.150413457475122	0.194632362681374	0.196785235871036	0.266989668510733	0.444276205980594	0.448480828054622	0.252010149490862	0.236303708702656	0.162657481185373	0.132896002690576
"SRR39238476"	0.222702547726845	0.025774996414025	0.0588455727006022	0.060547859656998	0.0492079526706754	0.0979437432019788	0.124890423345676	0.0472189730482116	0.074577409289719	0.166818888599769
"SRR39238475"	0.243491138168524	0.160190470598221	0.150258717732893	0.158889935885883	0.11671331056919	0.156825444562965	0.130874402039552	0.240060673312981	0.163786147830596	0.173288240151354
"SRR39238550"	0.200995772333336	0.180911386841991	0.119584040537124	0.148784222174434	0.132755728891484	0.152971751484772	0.19821570583164	0.210771563296393	0.18321685532808	0.212096543157603
"SRR39238474"	0.082099472975506	0.12662890506543	0.10208106142655	0.069727644102657	0.0981417645497622	0.0750060879389235	0.0754382924084586	0.0783712960909974	0.160745276873878	0.117379550509944
"SRR39238473"	0.0906274946596407	0.068209810907056	0.072585190566188	0.105748917953398	0.0890898481813864	0.135653964104167	0.0786372780656085	0.0548329381982021	0.129832427449081	0.0721439255887212
"SRR39238472"	0.113219082407107	0.15939110556413	0.135473289328372	0.0778566622395162	0.08402135720962	0.0944171078609644	0.0972449708075739	0.0795761019845854	0.13679652331883	0.0866817034370417
"SRR39238470"	0.231089349619138	0.0958397620508745	0.0788973560438872	0.280531749918105	0.0766053802333545	0.0677823832008897	0.0859072794017225	0.0952647872744143	0.0711495906345906	0.086141145375179
"SRR39238469"	0.175093660340608	0.153419891110719	0.101708040108566	0.10013256914464	0.125580948431549	0.156851425766814	0.0826079973323134	0.126650702319568	0.175582383120029	0.106683373722941
"SRR39238468"	0.132830702855291	0.0641187993045444	0.0517185387382818	0.0454165572988529	0.0351616787315743	0.0317268777411535	0.153316809913793	0.0376447322319607	0.0920817691808516	0.0719327802886034
"SRR39238467"	0.147504063699274	0.114455206060753	0.0903635255246878	0.0885133398357552	0.116501089438062	0.0712189936396263	0.114556509977749	0.0577850630357232	0.092391589897405	0.0864289172617364
"SRR39238466"	0.0811586365524817	0.104455909363255	0.0513222732034016	0.0875760451058269	0.110500776901	0.124236194333482	0.110486522614156	0.196456076937847	0.0553685006077069	0.0964468320535943
"SRR39238465"	0.0683171161151529	0.136510897257604	0.131001444700591	0.103890402848161	0.0844055056680657	0.208447480140506	0.135366675409422	0.0630476083296006	0.167172449519244	0.279135136838762
