bugName	pval	pPost	sPost	Adjustedpval	AdjustedpPost
Synergistaceae	0.00159148733936887	0.00159148733936886	1.01125805971228	0.187441580393921	0.187441580393921
Solirubrobacteraceae	0.00259542349281772	0.00259542349281769	0.637648601572316	0.187441580393921	0.187441580393921
Xanthobacteraceae	0.00463320399198608	0.00463320399198601	0.898656343986824	0.187441580393921	0.187441580393921
Nocardioidaceae	0.00772302077846121	0.00772302077846118	0.634933485145437	0.187441580393921	0.187441580393921
AKYG1722	0.00833524135808816	0.00833524135808811	0.260032151075636	0.187441580393921	0.187441580393921
67-14	0.00891196644241543	0.00891196644241541	0.534291849854729	0.187441580393921	0.187441580393921
Haliangiaceae	0.00908604752997877	0.00908604752997878	0.531223209174044	0.187441580393921	0.187441580393921
Chitinophagaceae	0.010908377123783	0.010908377123783	0.761926507987129	0.187441580393921	0.187441580393921
Rhodanobacteraceae	0.0121271455860072	0.0121271455860072	0.694487538044848	0.187441580393921	0.187441580393921
Nitrospiraceae	0.0123019032143266	0.0123019032143266	0.471363631955247	0.187441580393921	0.187441580393921
Coriobacteriaceae	0.0155395825144584	0.0155395825144585	-0.589089463329955	0.187441580393921	0.187441580393921
A4b	0.0157026521889119	0.0157026521889119	0.339951008035771	0.187441580393921	0.187441580393921
Limnochordaceae	0.0160147514812521	0.0160147514812521	0.344737493051659	0.187441580393921	0.187441580393921
Hyphomicrobiaceae	0.0169410136720954	0.0169410136720954	0.556044961307111	0.187441580393921	0.187441580393921
Campylobacteraceae	0.0195435323629186	0.0195435323629186	-0.95863726847482	0.187441580393921	0.187441580393921
Unknown_Family	0.0209367564265168	0.0209367564265169	0.49123531802138	0.187441580393921	0.187441580393921
SC-I-84	0.0214404011930507	0.0214404011930506	0.412510235202588	0.187441580393921	0.187441580393921
Nitrosomonadaceae	0.0247108493278896	0.0247108493278896	0.569034808038166	0.187441580393921	0.187441580393921
Solibacteraceae_(Subgroup_3)	0.0248567606728852	0.0248567606728852	0.529256743672291	0.187441580393921	0.187441580393921
A0839	0.0249253727551395	0.0249253727551395	0.326826790799187	0.187441580393921	0.187441580393921
Micromonosporaceae	0.0257725592208773	0.0257725592208773	0.435309988257637	0.187441580393921	0.187441580393921
JG30-KF-CM45	0.0266130503669015	0.0266130503669015	0.376636140369684	0.187441580393921	0.187441580393921
Cytophagaceae	0.0269771370410761	0.0269771370410761	0.305473113079982	0.187441580393921	0.187441580393921
Dysgonomonadaceae	0.0278461816794007	0.0278461816794006	0.232821031004709	0.187441580393921	0.187441580393921
Pseudonocardiaceae	0.0280601168254373	0.0280601168254373	0.493772464039411	0.187441580393921	0.187441580393921
Acetobacteraceae	0.0319167157690343	0.0319167157690343	0.447316458522058	0.189466245092339	0.189466245092339
Gemmatimonadaceae	0.0327219315249418	0.0327219315249419	0.589168848844069	0.189466245092339	0.189466245092339
Family_XIII	0.0328133454077346	0.0328133454077346	-0.594363293501593	0.189466245092339	0.189466245092339
Veillonellaceae	0.0329013239980708	0.0329013239980708	-0.555177876046131	0.189466245092339	0.189466245092339
Polyangiaceae	0.040825372666829	0.0408253726668289	0.385741865372328	0.227261241178681	0.227261241178681
Competibacteraceae	0.0459992550956071	0.0459992550956071	0.230906592630267	0.247802438740851	0.247802438740851
0319-6G20	0.0505717751300934	0.0505717751300934	0.317541640449693	0.251318124835531	0.251318124835531
Acidobacteriaceae_(Subgroup_1)	0.0522960399961766	0.0522960399961766	0.475070558811431	0.251318124835531	0.251318124835531
Mycobacteriaceae	0.0528647361195617	0.0528647361195616	0.320216904372753	0.251318124835531	0.251318124835531
Steroidobacteraceae	0.0568512923041078	0.0568512923041077	0.440894897460159	0.251318124835531	0.251318124835531
