bugName	pval	p1	p3	p6	s1	s3	s6	Adjustedpval	Adjustedp1	Adjustedp3	Adjustedp6
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_74	7.42430590119358e-05	6.13446093145148e-06	0.00193666942667775	0.024148880130456	0.843519694450229	0.566068100633512	0.392907828323295	0.0134379936811604	0.00111033742859272	0.110955862947738	0.188113674617008
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_23	0.000215154411492557	2.03644014245819e-05	0.00280737867341303	0.0383199657878435	0.879485355444343	0.605701891159141	0.400367088542969	0.0185159152271356	0.00184297832892466	0.110955862947738	0.223739155083861
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Agathobacter_120	0.000306893622549209	0.546187672193208	0.251788648927697	5.4298569546902e-05	0.0852751345785107	0.162234919694414	0.565216426317257	0.0185159152271356	0.832375225448914	0.626288098893476	0.00982804108798927
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_93	0.000714913568882203	0.0714300359320545	0.00190887374539389	0.000128075796241672	-0.264237210363855	-0.46066594199906	-0.550842945279368	0.0323498389919197	0.380259897167702	0.110955862947738	0.0115908595598713
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_1_Clostridium_sensu_stricto_1_97	0.0029685417491514	0.00111271741671903	0.00487094774385849	0.305191649907178	0.464682917319457	0.399159892737265	0.138001118802915	0.104880117602384	0.0671339508087147	0.146940256939731	0.680445701144543
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_163	0.0034766889812945	0.00651968651781876	0.366624797897433	0.00124071768423843	0.315542917633645	0.103388416473433	0.362206958469786	0.104880117602384	0.211970331273853	0.713538585155219	0.0441846007433989
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_32	0.00443002560236372	0.555553449403087	0.062322138786916	0.000793326654799796	-0.0949984676183792	-0.302227975098844	-0.529943626037027	0.114547804861119	0.832375225448914	0.322294489155194	0.0441846007433989
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_6	0.00533019873221097	0.039813656221175	0.180668988261824	0.174210638057797	-0.41529769791461	-0.269178459531934	0.262452576908277	0.120595746316273	0.303428238711686	0.56381184267914	0.516920089974776
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_252	0.00717079957443367	0.00730731556057789	0.0171483537834934	0.0015862006907491	-0.265750143348198	-0.235434811249302	-0.30201757105011	0.144212746996944	0.211970331273853	0.293420878475073	0.0441846007433989
Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Actinomycetaceae_Actinomyces_332	0.00865589581167037	0.05340601872179	0.00176221497361369	0.00711386244794256	-0.179144736935727	-0.293501841346448	-0.241908700480175	0.156671714191234	0.344470021589678	0.110955862947738	0.1073007585898
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_371	0.0128879966159756	0.00579446220106128	0.0353936343703754	0.00406359811380542	-0.154266255485241	-0.116898252739437	-0.154276767950397	0.193200676038036	0.211970331273853	0.293420878475073	0.0735511258598781
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_98	0.0134727131651584	0.0446969873855987	0.0231119759258171	0.00170879671383311	-0.243909936779904	-0.276601917963797	-0.369779878298235	0.193200676038036	0.303428238711686	0.293420878475073	0.0441846007433989
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_40	0.0144196216723187	0.0290111268531696	0.0956867192915267	0.00165231831546282	0.3695812371157	0.280946229107635	0.517797017206342	0.193200676038036	0.281613203817996	0.384873248705919	0.0441846007433989
Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XIII_Family_XIII_AD3011_group_623	0.0149436986990746	0.441438824315277	0.0261756493250466	0.003582686395489	-0.0441800955019326	-0.128701339695821	-0.163336274832704	0.193200676038036	0.775732302922962	0.293420878475073	0.0735511258598781
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_33	0.0172552000164958	0.0246922788797917	0.0140385304429185	0.00404408887738248	-0.453971386951368	-0.497386648198444	-0.561408862750365	0.208212746865716	0.27952626931673	0.282330445574251	0.0735511258598781
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcaceae_UCG-003_291	0.0193773776473195	0.908538415201459	0.0597661067030185	0.00878381157781279	-0.00927770978802834	-0.153070357051837	-0.205828529085063	0.209718698190818	0.961669316675228	0.318166626860187	0.113562135398865
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_NA_250	0.0207393954421666	0.501947640433181	0.452910692512074	0.0168821863755083	-0.0752574027165355	0.0841464534709052	0.26106688611119	0.209718698190818	0.823830109058473	0.766138648081172	0.169759762998167
Bacteria_Actinobacteria_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Scardovia_357	0.0208560031349985	0.0563920571142933	0.0030650790869541	0.0263869663556024	-0.145884864723382	-0.228676820310607	-0.163934633135285	0.209718698190818	0.344470021589678	0.110955862947738	0.188113674617008
Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas_667	0.027614084045264	0.77525405225265	0.285903880223336	0.0524691007593063	-0.0178522647653142	-0.0668629346855326	0.117960247173693	0.263060484852252	0.899162733429544	0.64000447923046	0.256673168579309
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_UCG-010_143	0.031364867180018	0.438257798476906	0.052761968327248	0.00601913712861119	-0.0921804300982152	-0.231742486764134	-0.31783557449104	0.283852047979163	0.775732302922962	0.308061815071997	0.0990421654798751
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Negativibacillus_152	0.0381456777181191	0.294721704703083	0.784378115637239	0.0586735633990374	0.0954589942680068	-0.0248781066579411	-0.166015955896602	0.314324844559886	0.685658699776432	0.93850944610907	0.273684767070392
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_11	0.0383856746656437	0.0117330171985933	0.105426257112266	0.0139892028660865	0.548188822425535	0.349661095341491	0.51343913165567	0.314324844559886	0.212367611294539	0.397544844527504	0.14894386580951
Bacteria_Proteobacteria_Gammaproteobacteria_Betaproteobacteriales_Burkholderiaceae_Burkholderia-Caballeronia-Paraburkholderia_225	0.0420131814020401	0.0800202277702645	0.00755068151721089	0.476641476939052	-0.146748611316673	-0.225729910467944	-0.0570033727181736	0.314324844559886	0.3914503034167	0.170834169326896	0.782680672861161
