Acidaminococcus	Actinomyces	Adlercreutzia	Aggregatibacter	Akkermansia	Alistipes	Allisonella	Alloprevotella	Anaerofilum	Anaeroglobus	Anaerostipes	Anaerotruncus	Anaerovorax	Angelakisella	ASF356	Atopobium	Bacillus	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Butyricicoccus	Butyricimonas	Campylobacter	Candidatus_Soleaferrea	Candidatus_Stoquefichus	Caproiciproducens	Catabacter	Catenibacterium	Cedecea	Christensenellaceae_R-7_group	Cloacibacillus	Clostridium_sensu_stricto_1	Clostridium_sensu_stricto_2	Collinsella	Coprobacillus	Coprobacter	Coprococcus_1	Coprococcus_2	Coprococcus_3	Corynebacterium	Desulfovibrio	Dialister	Dielma	Dorea	DTU089	Dysgonomonas	Eggerthella	Elusimicrobium	Enterobacter	Enterococcus	Erysipelatoclostridium	Erysipelotrichaceae_UCG-003	Escherichia/Shigella	Ezakiella	Faecalibacterium	Faecalitalea	Family_XIII_AD3011_group	Family_XIII_UCG-001	Flavonifractor	Fusicatenibacter	Fusobacterium	Gardnerella	GCA-900066575	GCA-900066755	Gemella	Gibbsiella	Granulicatella	Haemophilus	Holdemanella	Holdemania	Howardella	Hungatella	Incertae_Sedis	Intestinimonas	Kandleria	Klebsiella	Lachnoclostridium	Lachnospira	Lachnospiraceae_UCG-003	Lachnospiraceae_UCG-004	Lachnospiraceae_UCG-010	Lactobacillus	Lactococcus	Leptotrichia	Leuconostoc	Macellibacteroides	Mailhella	Marvinbryantia	Megamonas	Megasphaera	Merdibacter	Methanobrevibacter	Mitsuokella	Negativibacillus	Neisseria	Odoribacter	Oscillibacter	Oscillospira	Oxalobacter	Parabacteroides	Paraclostridium	Paraprevotella	Parasutterella	Parvimonas	Phascolarctobacterium	Phocea	Pluralibacter	Porphyromonas	possible_genus_Sk018	Prevotella	Prevotella_2	Prevotella_6	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Prevotellaceae_UCG-001	Pseudobutyrivibrio	Pygmaiobacter	Pyramidobacter	Robinsoniella	Roseburia	Rothia	Ruminiclostridium_5	Ruminiclostridium_9	Ruminococcaceae_NK4A214_group	Ruminococcaceae_UCG-002	Ruminococcaceae_UCG-003	Ruminococcaceae_UCG-004	Ruminococcaceae_UCG-005	Ruminococcaceae_UCG-009	Ruminococcaceae_UCG-010	Ruminococcaceae_UCG-013	Ruminococcaceae_UCG-014	Ruminococcus_1	Ruminococcus_2	Sarcina	Sellimonas	Senegalimassilia	Shuttleworthia	Slackia	Snodgrassella	Staphylococcus	Streptococcus	Subdoligranulum	Sutterella	Trabulsiella	Turicibacter	Tyzzerella	Tyzzerella_3	Tyzzerella_4	UBA1819	Veillonella	Victivallis	Weissella	others	BioProject	sample_alias	env_material	Group	ID	prepost
SRR31418708	1.29805917010022	0	0	0	0	1.63361492930666	1.94674087405131	3.66737600150528	0	0	0	0	0	0	0	0	0	3.79432915683876	1.16787895542871	0	1.9295671223677	0	1.95507961652039	0	0	0	0	0	0	0	0	0	0	0	0	1.63361492930666	0	1.55816829334536	0	0	0	0	0	1.52611531668903	0	2.60267464390501	0	0	0	0.89539552705636	0	0	0	1.23782861690162	1.88340374083474	0	3.58527210792709	0	0	0	0	0	1.70527731716648	0	0	0	0	0	0	0	0	0	0	0	0	2.21688031760279	0	0	2.74220114728416	1.63361492930666	0	2.29335385544212	2.23023289248762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66693205218441	0	2.77404058859069	0	2.11836628991617	1.14181283468151	0	3.55335654153748	0	0	0	0	0	0	0	2.80662042532999	4.19769435403531	0	0	1.97129161821365	0	0	0	2.75351385648611	0	1.27889567017548	0	0.788495967498552	0	2.1912804991248	1.27889567017548	0	0	0	0.981111058178618	0	0	0	0	0	0	0	0	0	0	1.29805917010022	2.42479772974367	3.37914444642667	0	0.552949945505238	0	1.71971512503309	0	0	0	0	0	4.63420236963696	PRJNA1188648	005-6M	fecal	6M	5	1
SRR31418681	0	0	0	0	0	2.61619960019155	2.38536709975312	3.9860895588297	0	0	0	0	1.69615952830217	0	0	0	0	4.2137746588179	0	1.45302892769314	2.76498818218344	1.91180760877256	1.83207139910463	2.44618648318224	0	0	0	0	0	0	0	1.28452218012098	0	0	0	0	0	2.32097760464193	0	0	0	0	1.99279623692794	2.57250790943323	0	2.7977677043506	0	0	0	0	0	0	0	0	2.43419906001	0	3.09261965152197	0	1.16703776952098	0	2.17188318443652	0	0	0	0	0	0	0	0	0	0	1.34823467022404	0	0	0	0	0	1.96506178582223	3.63191210282876	2.21823734099673	0	0	0	1.20982886566692	0	0	1.00548196274959	0	0	0	0	0	0	0	0	1.40378498694973	0	2.42187134424673	0	2.35727624099819	0	3.42785293270008	0	2.50985855495821	0	0	3.78981079313058	0	0	0	0	0	0	0	3.00673173844067	4.38411179613875	0	0	0	0	0	0	3.26014790573166	0	1.93543462989058	2.18068758041363	1.66871323274489	2.70677849657635	0	1.68265316137319	0	0	0	1.00548196274959	1.51778416087703	0	0	0	0	0	2.3303406282418	0	0.745349141553436	0	0	2.01886535775792	3.43470523999232	0	0	0	0	0	0	0	0	0	3.91711044743333	PRJNA1188648	005-12M	fecal	12M	5	1
SRR31418704	3.06122392673854	0	0	0	1.5961167841531	3.01073969662753	0	1.69324413588464	0	0	0	0	0	0	0	0	0	4.20352134712016	1.64198295767117	1.76443866245013	1.99470848297191	1.93249378119575	1.68346454502352	1.96471424889508	0	0.731992266024484	0	0	0	0	0	0	0	0	0	1.87918291633892	0	0.812496413360311	0	0	0	0	0	2.32172884852165	0	0	0	0	0	0	0	0	0	1.47081557446374	0	0	3.54914808553763	0	0	0	0	0	1.83962042556651	0	0	0	0	0	0	1.36125647930608	0	1.1842308624955	0	0	0	0	0	0	0	3.10118594700288	0	1.43727576366753	0	2.25017389380025	0	0	0	0	2.09363277164463	0	0	0	0	0.50481124239942	1.1842308624955	0	0	2.33955677701569	0	2.13400667920611	0	2.6578059390949	0	3.60043668462336	1.673459650812	0	3.14192831525763	0	0	0	0	0	1.75615194925243	0	0	2.49101056210563	0	0	0	0	0	0	3.19468736283581	1.11681613907475	1.1842308624955	2.3031376328656	1.65273067665749	2.24477584842046	2.27620134213731	1.58385127046633	1.50194983099851	0	0	0	0	1.38154470741289	0	0	0	0	0	0	0	0	2.36085937583546	1.61965508494948	3.1653748107223	0	0	0	0	0	0	2.07796813966565	0	0	4.69291316053235	PRJNA1188648	006-BL	fecal	Baseline	6	0
SRR31418705	2.4754301664299	0	0	0	0	1.67611264595677	0	0	0	0	0	0	0	0	0	0	0	4.3183087683143	1.16467097979221	0.699243230843523	1.0572164116719	0	1.41194798057128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90451161803832	0	0	0	0	1.50818677623437	0	0	0	0	0	0	0	0	0	1.55904064654805	1.51884510143151	0	3.04621159157862	0	0	0	1.81324961101778	0	3.74798626457701	0	0	0	0	0	0.991532746697316	0	0	0	0	0	0	0	0	1.66119953068609	1.96128396707818	3.03736907256706	0	0	1.82899633792295	0	0	0	1.11425859840895	0	1.20983544796708	0	0	2.17816421139645	0	0	0	0	0	1.55904064654805	0	1.69756399412956	0	3.31727571529548	0	2.59296145542342	1.25074232996482	0	3.14628313191868	0	0	0	0	0	0	0	0.699243230843523	2.5867028447493	0	0	2.05341692876569	0	0	0	3.29335011907508	1.11425859840895	1.11425859840895	1.99067687054618	0	0	1.70448527658858	0	0	0	0	1.62974309188477	0	0	1.59582906375831	0	0	0	0	0	0	1.25074232996482	1.96128396707818	1.32254454490221	3.32027978285053	0	0	0	0	0	0	1.32254454490221	0	0	4.66001625147305	PRJNA1188648	006-6M	fecal	6M	6	1
SRR31418706	3.27655756108852	0	0	0	2.53942004729222	2.76076682985342	0	0	0	0	0	0	0	0	0	0	0	4.57600031966743	0	0.829597632200417	0	0	1.92159364290415	0	0	0	0	0	0	0	0	0	0	0	0	2.50696163413009	0	0	0	0	0	0	2.27199112787156	3.23641992384372	0	0	0	0	0	0	0	0	0	1.79505976515661	2.77777119180516	0	4.14582879211457	0	0	0	2.31840662228413	0	2.72618789520042	0	0	0	0	0	0	1.61576053887698	0	1.78149599837306	0	0	0	0	0	0	0	3.07774284629043	0	0	2.05756412470854	1.61576053887698	0	0	0	0	0	2.72774998742584	0	2.9959797913622	0	0	0	1.59509693124608	0	1.75302737943556	0	2.40188771016071	0	3.5007757208187	0	2.88443150024609	0	0	3.07982739268139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38653153539638	0	2.29370574501508	2.40188771016071	1.65435331580851	1.68979475131062	0	1.61576053887698	0	0	0	1.73806123087273	0	0	0	0	0	0	0	0	0	0	2.37463347630585	0	3.4137144376032	0	0	0	0	0	0	1.55056358509796	0	0	4.06818728903434	PRJNA1188648	006-12M	fecal	12M	6	1
SRR31418701	1.32323595038497	0	0	0	0	2.97323351083042	0	1.7020160301161	0	0	0	0	0	0	0	1.1945518328594	0	3.83467036467891	0	2.04336059232981	1.97807590968797	0	1.884059364779	2.22217418556375	0.611138364567435	0	0	0	0	2.97854367983481	0	0	0	0	0	1.89271983721435	0	0.520270095694031	0	0	0	0	1.14949942186619	1.27267330858484	0	0	0	0	0	0	0	0	0	0.899826719320261	1.38262412944676	0	3.08641202588039	0	0	0	1.63760785063357	0	0	0	0	0	0.94007984943481	0	0	0	0	1.50304056595815	0	0	0	1.68850588822959	0	1.66015539460623	0	0	1.53349651325266	2.45567404296475	2.44378448915754	2.28384079280966	0	0	0	0	0	0	0	2.44498819924979	0	0	3.12070312097721	1.78637978337309	1.40952668510207	2.29755847337083	0	0	0	3.15153970697496	0	1.50304056595815	1.01087149541106	0	3.58306928797714	0	0	0	0	0	2.93138812197274	1.60559926176796	2.3237586342035	4.00612567476551	0	1.32323595038497	0	0	0	1.50304056595815	3.20940474619652	1.67456193834027	1.50304056595815	1.7696304468013	1.90953928277595	2.02478451650845	2.20788668016129	1.79182235899294	0	1.49239472767029	0	1.57104250889591	0	1.30702712128478	0	0	0	0	0	0	0	0	2.22016166618674	1.32323595038497	2.71013951395294	0	1.52357996080026	1.84757967080214	0	0	1.68850588822959	1.47028665948679	0	0	4.70851507060859	PRJNA1188648	007-BL	fecal	Baseline	7	0
SRR31418702	0	0	0	0	0	2.94944005999739	0	0	0	0	0	0	0	0	0	0	0	3.95263503267876	0	2.27745663115053	2.11711907404184	0	1.03126934287473	1.78989956880943	0	0	0	0	0.726874100448994	3.53401030527629	0	0	0	0	0	1.903390664613	0	0	0	0	0	0	0	1.52489599395344	0	0	0	0	0	1.41343166991956	0	0	0	0	2.79118655926033	0	3.45007010168945	0	0.874928326133542	0	2.2330552073209	0	1.76638600545755	0	0	0	0	0	0	0	0	1.26309641029311	0	0	0	1.8048965342662	0	1.61351601481469	0	2.23852073606697	0	0	0	0	0	0	0	0	0	0	3.32684781225765	0	0	0	0	0	0	1.99328439530051	0	2.30160059034905	0	3.42764372273331	1.37551668093971	1.33397223347476	1.60191043405101	0	2.54370823399357	0	0	0	0	0	3.3096719546744	0	0	3.7669963129768	1.89747564055327	0	0	0	0	0	0	0	1.35524103370033	2.36078763263686	2.09122166282036	1.83342091551956	2.2104781449193	1.91498437914869	0	0	0	1.03126934287473	0.933520459690624	0.807179995297286	1.14598560134437	0	0	0	0	0	0	0	0	2.46423731177095	3.31947316489394	0	0	2.43067444306005	0	0	1.39488780320894	0	0	0	4.69568202851312	PRJNA1188648	007-6M	fecal	6M	7	1
SRR31418703	2.52709282628682	0	0	0	1.46004303113765	3.31508639660811	1.23349695145852	4.36822676097115	0	0	0	1.81610154990226	0	0	0	0	1.43739763616454	4.1199992346322	2.49776154963302	2.68274156192392	2.48126860330997	2.53459111329488	2.54921013434966	2.47916223852355	0	0	0	1.23349695145852	0	2.66932319135563	0	1.05146166922479	0	0	0	3.12294104615928	1.4815659176466	0	0	0	0	0	2.32033550705185	2.00281054241378	0	2.5545678411757	0	0	0	0	0	0	0	2.59520432949526	2.98792541764759	0	3.97246271910379	0	0	0	0	0	0	0	0	0	1.63846403921691	0	1.33276198025853	0	2.45973060576773	0	0	0	0	1.81610154990226	1.54039071392161	0	2.76876538042686	2.81107520863668	0	2.1234880955319	2.05066078113758	0	0	0	0	0	0	2.47278114531232	2.99248202659114	2.66658903972983	0	0	0	1.78591777020457	0	1.93447294026772	0	2.44854734472086	0	3.759437539452	0	0	1.74210360138889	0	3.09368564988085	1.36137746783317	0	0	0	0	1.55835239275928	0	0	3.41971066623197	0	0	0	0	0	0	2.83312133870179	0	1.50207234285243	1.66678310465303	2.22546186941493	2.78263215856296	2.04495997944368	2.16458357841939	2.32638080576613	0	0	2.2139498339011	0	0	1.93447294026772	0	0	1.66678310465303	2.46847439316187	0	0	0	2.71824679332458	3.6954830433279	2.90607694763405	0	1.05146166922479	2.04495997944368	2.46193311180809	2.06732749196728	1.62358051066953	1.97675120312756	1.15194784959492	0	3.81253374918053	PRJNA1188648	007-12M	fecal	12M	7	1
SRR31418697	2.20045442200781	0	0	0	0	2.50457680290963	0	1.53771243178012	0	0	0	0	0	0	0	1.12231413157393	0	4.10606073528641	0	3.14163435512124	1.96223758288341	0	1.45899212011883	1.06517865341357	0	0	0	0	0	0	0	0	0	0	0	2.29815786874677	1.42033311485811	0	0	0	0	0	0	3.18820465975748	0	2.13545020414877	0	0	0	0	0	1.52730323581149	0	0	2.0558658031196	0	3.80403542194958	0	0	1.14828991514565	2.22012650430378	0	0.827244248120006	0	0	0	0.827244248120006	0	0	1.14828991514565	0	1.19599915720137	0	1.47114978810291	1.33085318869658	2.11142398424286	0	2.36885743795358	2.02349492191737	2.18451306344524	0	2.52517236900915	2.42433394361799	2.70329709700181	0	0.877079351886963	0.877079351886963	0	0.537894566979729	0	0	1.51663841217816	0	0	0.962306119953821	0	0	0	0	2.18682653997927	0	3.30681710922271	0	2.0558658031196	0	0	1.87699595309969	0.537894566979729	0	0	0	0.877079351886963	1.51663841217816	1.23898223148497	1.73316775900009	3.68668443185511	0	0	0	0	0	0	2.64792894445114	1.64634417746922	1.37789358832839	2.23894598772222	0	0	2.38377162353916	1.60432968279043	1.7265597983827	0	1.27809168217651	0	0	0.770940274097377	0	0	1.12231413157393	0	0	0	0	0	2.34867025008183	2.62917566590922	3.43916510473045	0	0	0	0	0	1.40664228635278	1.89089839067427	2.51553821181686	0	4.67023920492979	PRJNA1188648	010-BL	fecal	Baseline	10	0
SRR31418699	1.53584577852972	0	0	0	0	2.27863255148281	0	0	1.05589655634455	0	0	0	0	0	0	0	0	3.63100205847357	1.19918936004861	0	2.06941686172082	0	1.32234663109687	2.39269985178389	0	0	0	0	0	1.39289036052499	0	0	0	0	0	1.88829065763421	0	0.50824770127898	1.76383663111996	1.47563900012186	0	0	0	2.46236481071401	0	0	0	0	0	1.32234663109687	0	1.19918936004861	0	0	2.16282992018663	0	3.96689577055446	0	0	0	1.86257246297857	0	0.50824770127898	0	0	0	0	0	0	1.74107847925148	0.995267680830026	1.23807908962343	0	1.56308343375232	1.23807908962343	0	0	2.11863010891951	1.51668948862844	1.32234663109687	0	2.08556854403788	2.16061242543597	2.09858406902153	0	0	0	0	0	0	1.40572142120704	0.672545237565744	0	0	0	0	0	1.17835547886282	0	1.95740243235924	0	2.8751304426346	0	2.63423730007476	1.58871317233024	0	1.9125706357663	0	0	0	1.84911873837098	0	1.33740189034709	0	0	4.14475056080658	2.2415133695319	0	0	0	0	0	0	1.13342616729514	0	1.67154370413662	1.92421986601587	2.5165462394464	2.18859257231096	1.54511610562026	1.85364977962466	0.995267680830026	0	1.39289036052499	0.995267680830026	0	0	0	1.40572142120704	0	1.77478356874879	0	0	0	2.31749985040845	2.8309122055576	2.64237802183009	0	0	0	0.961452278085104	0	1.19918936004861	0.884722846415672	2.41430154042143	0	4.70373933772958	PRJNA1188648	010-6M	fecal	6M	10	1
SRR31418700	0	0	0	0	3.52348847791828	2.85717685446548	0	0	0	0	0	0	0	0	0	0	0	4.18139835178402	0	0	0	2.25070919394619	1.77843722983824	2.91914100883398	0	0	0	0	0	0	0	0	2.47904451068218	0	0	0	0	0	0	0	0	0	0	0	0	2.52465785216345	0	0	0	0	0	0	0	0	2.63573018732088	0	4.27091294406487	0	0	1.46592231136586	2.09416675938571	0	0	0	0	0	0	0	1.42601255509233	1.9198201768886	0	1.59664147313741	0	0	0	0	0	2.72829097814019	3.46379421212769	0	0	2.41540827980851	2.85717685446548	1.69698316829384	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15284299065499	0	2.68677105752851	0	3.36625048750605	0	3.27296956311949	0	0	4.01032144841836	0	0	0	0	0	0	0	0	3.96140016469013	0	0	0	0	0	0	3.56212812474037	0	1.75946074463564	0	2.47532906256792	3.09100856978453	2.25692330993332	0	2.0156842252459	0	1.50247121840571	0	0	0	0	0	0	0	2.55364527749857	0	0	0	2.96377036217421	3.1776012372181	2.75847789184203	0	0	0	0	0	0	2.19750958875368	0	0	3.79240218710677	PRJNA1188648	010-12M	fecal	12M	10	1
SRR31418694	2.21247751758898	0	0	0	0	1.35021637177284	0	0	0	0	0	0	0	0	0	0	0	4.28091576047799	0	1.08002735315857	1.79658378100556	0	1.57185297170214	1.88206042586882	0	0	0	0	0	2.8291263951207	0	0	0	0	0	1.51552062399664	0	1.00337846633762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74404698988954	1.5939247177946	0	3.81741364881424	0	0	0	2.03077536156881	0	1.71789005435176	0	0	0	0	0	1.14515623140134	0.910239519124947	0	1.28230915536256	0	0	0	1.25186492093813	0	1.65411496945984	1.83529274250556	2.75956610829369	0	2.63894000014649	0	1.94072514801995	0.974496035788485	0	1.80548884599673	0	0.974496035788485	0	1.6010395397079	0	0	0	0	0	0	0.874154313763619	0	1.77348792871753	0	2.82154793711944	0	1.38638612277975	3.44366975515503	0	1.89659370718131	0	0	0	0	0	1.47028046340824	0	0	2.26448437247834	3.19685455186804	0	2.29977138766114	0	0	0	3.07182883424219	1.05595011501143	0	0	0	0	0	0	0	0	0	1.51552062399664	0.62758877873578	0	0	0	1.93093172222164	0	1.83115823398701	0	0	0	1.89659370718131	1.53237474386226	1.69576749950458	0	0	1.28230915536256	0	0	0	1.83115823398701	0	0.974496035788485	4.68730733375485	PRJNA1188648	017-BL	fecal	Baseline	17	0
SRR31418695	2.09969222416881	0	0	0	0	1.69974513354427	0	0	0	0.543579760085593	0	0	0	0	0	0	0	4.19337250995629	0.884012075596344	1.44129781854689	2.37983182786168	0	1.37041322824231	2.36915323865783	0	0	0	0	0	1.95436985203803	0	0	0	0	0	0.884012075596344	0	0	0	1.45418511774118	0	0	0	0.636296230245544	0	0	0	0	0	1.32156812697457	1.50221986057279	0	0	0	1.67754538645878	0	3.55573955960875	0	0	0	2.29157581082923	0	1.73439519201172	0	0	0	0	0	0	0	0	0	0	0	0	1.92532362870448	0	1.56557584913153	0	1.73439519201172	0	0	1.47886625575986	0	0	0	0.425541513571787	0	0	0	0	0	0	0	0	0	0	1.20347899690494	0	2.80447822152321	0	3.03280765278307	1.04077113712397	1.54546691118033	3.33764022372488	0	1.2665249637036	0	0	0	1.79054997398988	0	1.79054997398988	0	0	2.91233576798651	3.6918107946267	1.74100539547874	0	0	0	0	0	0	1.15571118763091	0	0	0	1.42801637461182	0	0	0	0	1.00656213486635	0	0	0	0	0	0	0	0	0	0	0	0	2.1110320099565	0	0	0	0	0	1.53505214852389	0	0.969426335464418	0	4.72908291990845	PRJNA1188648	017-6M	fecal	6M	17	1
SRR31418696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56857102869369	0	2.41902977471227	2.83645806999976	3.06683722938748	2.25215066574109	2.84608366123352	0	0	0	0	0	2.98671142703804	0	0	0	0	0	2.11111723397464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39579763774143	0	4.3217933060096	0	0	0	2.58982440433268	0	2.33506335168855	0	0	0	1.50184807052942	0	1.6406695156297	0	0	0	0	0	0	0	1.62335445930145	0	0	3.12676658478465	0	0	2.08750371670418	0	0	0	0	0	0	2.65360140421338	0	3.40193886588578	0	0	0	0	0	0	0	0	0	3.27351410082179	0	0	3.20376370137751	0	2.45691606424901	0	2.07519735746054	0	0	0	0	0	0	0	3.54307310186516	0	0	0	0	0	3.51179614203565	1.52460881769946	1.05125068088297	0	0	0	0	0	0	0	0	2.18004162000921	0	0	0	0	2.20388761738844	0	0	0	0	0	2.58406152182529	0	0	0	0	1.94520564132014	0	0	0	2.29932384772565	0	0	3.71046487534007	PRJNA1188648	017-12M	fecal	12M	17	1
SRR31418691	0	0	0	0	0	1.58967203622849	0	0	0	0	0	0	0	0	2.01422366627908	0	0	4.31801693166757	0	0	2.19815211893305	0	1.36036079867189	0	0	0	0	0	0	1.40799596698516	0	0	0	0	0	2.34165742452596	0	0.983995540054956	0	0	0	0	0	0	0	2.70071677426423	0	0	0	0	0	0	0	1.63875354740409	0	0	3.13157813455153	1.85792899306288	0	0	1.81150610342998	0	0.697826958675089	0	0	0	1.39656799242096	0	0	1.48997859529856	0	0	0	0	0	0	0	0	3.25215181025189	2.15188740072917	0	2.50956672183717	0	0	0	0	0.843873232999894	0	1.06564020586732	0	3.60211238059783	0	0	0	0	0	0.919561238086226	0	0	1.80250532055044	0	2.69259351461996	0	1.42998750657312	1.51712804274073	0	3.2553694110887	1.15501779292984	0	0	0	0	1.81150610342998	0	0	2.51045848821293	0	0	0	0	0	0	2.66038652678465	0.983995540054956	1.33442889446586	1.88882382118252	0	1.48053805393871	0	0	0	0	0	0	0.697826958675089	0	0	0	0	0	1.91766606284895	0	0	0	1.91063308171597	2.34034139935353	1.58218465319054	0	0	1.33442889446586	0	0	1.13433806518187	0	0	0.800429056856845	4.70476205474702	PRJNA1188648	019-BL	fecal	Baseline	19	0
SRR31418692	0	0	0	0.83611242064062	0	1.55798744662	0	0	0	1.41663981341378	0	0	0	0	0	0	0	4.31758434785492	0	0	2.59482995599301	0	0.971584420650599	0	0	0	0	0	0	1.3727272499027	0	0	0	0	0	0	0.779595889549269	0	0	1.55798744662	0	0	0.545306600470789	2.05671361427783	0	0	0	0	1.59644977028815	1.042968417182	2.39266106764145	0	1.66445322263544	0	3.45761729036591	0	2.3260072495949	0	0	0	3.14609836069216	0	0	0	0	0	1.35704433936482	1.73005444423917	1.00874142402594	0	0	0	0	2.96085201714242	0	1.74989013253529	0	0	1.96471450585099	2.54806505834592	0	0	0	0	0	0	0	0	0.971584420650599	0	1.34077381379463	2.1162194874232	0	0	0	0	0	0.930948394188804	0	1.74337838235283	0	3.04154196733776	1.62321411682475	1.46903544313615	1.43034315726298	0.427052661908033	0	0	0	0	0	0	1.46903544313615	0	0	2.60577464709227	2.0270225397982	2.64038463823207	0	0	1.94865671869164	0	0	0	1.15795950987586	0	0	1.55798744662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70926925349811	1.66445322263544	1.92339875319536	2.05989072914144	0	1.70211375923522	0	0	1.48120297918082	1.30628134047688	0	0	4.72928234865821	PRJNA1188648	019-6M	fecal	6M	19	1
SRR31418693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69391525797682	0	0	1.31533670817668	2.7668127585247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18245254352611	0	0	0	2.90180024737132	1.63966519782007	0	0	0	2.96790344379609	0	3.38740010685642	0	1.52869865549334	1.7004835000492	0	0	3.37497063827264	0	0	0	0	0	2.16210224157978	0	1.72797090690798	0	0	0	0	3.13191984638255	0	2.55824448951826	0	2.49929814664111	2.58124766890979	2.76191386679414	0	0	0	1.9188561060161	0	0	1.52869865549334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43499065977162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08741661090987	0	0	0	0	0	0	0	0	0	0	0	0	1.96751285842282	0	0	0	0	0	0	2.39247316897611	0	0	0	0	2.47614388071953	2.43632040499641	3.03979206816686	2.43632040499641	3.58616910576299	0	0	4.21707076524438	PRJNA1188648	019-12M	fecal	12M	19	1
SRR31418688	1.06143851620578	0	0	0	0	2.98093403441312	0	0	0	0	0	0	0	0	1.69255202702664	0	0	4.34197088027501	1.01207870379961	1.58823703271016	2.43363602446829	0	1.45066898029964	1.74875654265874	0	0	0.774547178680112	0	0	2.58156633655593	0	0	1.03745948261735	0	0	1.18276947861511	0	2.26520784231153	0	0	0	0	0	1.06143851620578	0	1.59511806739294	0	0	0	0	0	0	0	0.956380849308804	2.66985268891764	0	2.29345393648601	1.7341350816189	0	0	2.05546211311653	0	0	1.80697846197323	0	0	0	0	0	0	0	1.29145881486167	0	0	0	0	0	0	2.44535816191593	1.54449091395651	0	1.93958634975542	1.67587115275499	1.42112448185575	0	0	0.540980674819873	0	2.59950308067107	0	1.67587115275499	0	0	0	0	0	0	1.86569489975402	0	0	0	2.88518891541528	0	3.2107827428682	1.60856145544591	0	3.61960634355179	0	0	0	0	0	1.46930467927642	0	0	2.26666464050605	1.37831911183805	0.98512206490918	1.87295654541942	0	0	0	0	0	1.14596783216517	1.81937402082539	0	1.45066898029964	1.2630783179233	1.58823703271016	0	0	0	0.726858553094455	0.612148762776252	0.956380849308804	0	0	0	0	0	0	0	0	0	2.35812574156439	3.03374896907397	0	0	2.60085262702637	1.66438364612053	2.25487108873657	1.24816085722295	0	0	0	4.69278428505436	PRJNA1188648	022-BL	fecal	Baseline	22	0
SRR31418689	0	0	0	0	0	2.37710136632807	1.41747657837801	0	0	0	0	0	0	0	0	0	0	4.43565794907093	0	1.80160256073712	2.20291369071433	0	1.70076511314626	1.61762059136688	0	0	0	0	0	2.80217920230373	0	0	0	0	0	1.37954684317966	0	1.8707777547059	2.08380356726334	1.73704197724937	2.68611456599709	0	0	1.92482346652037	0	1.51469701342407	0	0	0	1.51469701342407	1.8707777547059	0	0	0.810733432413439	2.11405005505251	0	3.39616195602282	0	0	0	2.26390343914189	0	0	0	0	0	0	0	0	0	0.878576153600612	0	0	0	0	0	0	0	2.31277553068638	2.23723724847078	1.61762059136688	0	1.83756599764698	0	0	0	0	0	2.495051417099	0	1.80160256073712	0.988912330577378	0	0	0	0	0	1.93043353321939	0	2.46355725596245	0	2.68415348674741	1.18228290741096	3.263067091858	0	0	2.47801288303983	0	0	0	0	0	2.05965075722383	0	0	3.10436301924954	2.25343261197531	1.90754488930437	0	0	0	0	0	0	1.11489113555545	2.18777092364813	2.38500091731611	2.23447831624846	1.87712585635513	1.81634718831197	0	0	0	1.77850228407497	0	0.988912330577378	3.04094434649551	0	0	0	1.80160256073712	0	0	0	0	2.33088181785958	3.17168765930235	0	0	2.2146588798628	2.22041446772102	0	1.52897749083803	0	1.18228290741096	0	4.62813822233265	PRJNA1188648	022-6M	fecal	6M	22	1
