bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Bacilli	0.00543444638021906	0.00543444638021905	0.609202487906732	0.0815166957032859	0.0815166957032858
Gammaproteobacteria	0.0217169462867156	0.0217169462867156	0.459953510428139	0.162877097150367	0.162877097150367
Verrucomicrobiae	0.0412653030743799	0.04126530307438	0.454842454098087	0.2063265153719	0.2063265153719
Fusobacteriia	0.168069600487591	0.168069600487591	0.314475649785437	0.630261001828468	0.630261001828468
Negativicutes	0.297152674307348	0.297152674307348	0.204951456980015	0.834202061799334	0.834202061799334
Mollicutes	0.333680824719734	0.333680824719734	-0.232464978464934	0.834202061799334	0.834202061799334
Erysipelotrichia	0.436075481226981	0.436075481226981	-0.130963998755981	0.854091353821724	0.854091353821724
Coriobacteriia	0.479007080069485	0.479007080069485	0.0949960416712908	0.854091353821724	0.854091353821724
Alphaproteobacteria	0.512454812293035	0.512454812293035	0.134609035368242	0.854091353821724	0.854091353821724
Bacteroidia	0.647676440637908	0.647676440637908	0.062089853025962	0.889265827514917	0.889265827514917
Oxyphotobacteria	0.667342202513841	0.667342202513841	0.0409811849217639	0.889265827514917	0.889265827514917
Deltaproteobacteria	0.711412662011934	0.711412662011934	0.0764487231179908	0.889265827514917	0.889265827514917
Clostridia	0.789522787354728	0.789522787354728	-0.0365926880606196	0.910987831563148	0.910987831563148
others	0.863892049144203	0.863892049144203	0.0326477188667569	0.925598624083075	0.925598624083075
Actinobacteria	0.963801499285346	0.963801499285346	-0.00888726302443007	0.963801499285346	0.963801499285346
