Acidaminococcaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Anaeroplasmataceae	Arcobacteraceae	Atopobiaceae	Bacillaceae	Bacteroidaceae	Bacteroidales_Incertae_Sedis	Bacteroidales_RF16_group	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Chitinophagaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Coriobacteriaceae	Coriobacteriales_Incertae_Sedis	Corynebacteriaceae	Deferribacteraceae	Defluviitaleaceae	Desulfovibrionaceae	Diplorickettsiaceae	Eggerthellaceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Flavobacteriaceae	Fusobacteriaceae	Helicobacteraceae	Incertae_Sedis_fa	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Marinifilaceae	Methanobacteriaceae	Methanomethylophilaceae	Microbacteriaceae	Micrococcaceae	Mitochondria	Moraxellaceae	Muribaculaceae	Mycoplasmataceae	Neisseriaceae	Oligosphaeraceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	Reyranellaceae	Rhizobiaceae	Rikenellaceae	Rs-E47_termite_group	Ruminococcaceae	Saccharimonadaceae	Sphingomonadaceae	Spirochaetaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Synergistaceae	Syntrophomonadaceae	Tannerellaceae	Tritrichomonadea_fa	vadinBE97	Veillonellaceae	Victivallaceae	Weeksellaceae	Xanthomonadaceae	others	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center.Name	Collection_Date	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	lat_lon	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	replicate	Sample.Name	SRA.Study	time	ID	prepost
SRR5865065	3.97093972664563	1.28202487905192	0	0	2.99537070064064	0	0	0.84805882727438	0	4.44108723746781	0	0	3.56183415791358	1.38609850889961	2.89800131538361	1.02134726043488	0	1.33717176754831	0	2.66660709244917	2.10428769835477	1.17095772514321	2.41385460294864	0.555330384297405	0	0	0	2.82813072173937	0	2.20169474970685	0	4.5208724383089	1.58150928850954	2.32595056449929	0	1.59123471688626	2.01985555584131	0	3.77968578076553	0.984069651538349	0	4.41916699649	1.11713105855287	1.70111070750782	0	3.9441319982902	2.24219521210892	0	0	0.943289316322803	0	0.648938793843217	1.17095772514321	0	0.89827908283803	0	2.84453853166683	1.89629757523531	1.79478655853822	0	0	4.6089004065506	0	0	0	0	0	3.404728354369	0	4.37603015359575	1.37039416420321	0	0	0	3.56531906303259	0	2.80991762488215	0	3.6536063458183	0	1.48252261848318	3.29313501984862	2.96351138705012	0	2.18486487549885	2.95527148857307	AMPLICON	497	135761774	PRJNA395660	SAMN07412064	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	90867804	AC CAMARGO CANCER CENTER	28-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033188	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P05.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 5	P05.2Y	SRP113514	2Y	P05	1
SRR5865066	4.03083363443049	1.11240720686415	1.35668970893379	0	3.2493549960773	0	0	2.45096416762787	0	4.38832443689238	0	0	3.2219269205475	0.728105719925484	2.99273443405274	0.501534741830119	0	0	0	3.25094686954212	1.20989840857287	2.11862296594647	2.41072622350629	0.629430882913397	0.501534741830119	0.80845954361538	0.629430882913397	3.46001201555459	0	2.59353533079818	0	4.25625631931018	1.92216448609868	2.95984480243399	0	0.98649809070021	2.9655023020239	0	2.72978093382178	1.46620222151212	0	4.62827781344522	1.43267544537771	1.03264399330563	0.876241954617719	3.15896895879781	3.68183326013234	0	0	0	0	0	3.35625385855567	0	0.629430882913397	0	1.88072673555951	1.61499462198664	0	0	0	4.28382548010047	0.80845954361538	0.501534741830119	0	0	0	2.9298416485921	0	4.67137581856542	1.78369276863628	0	0	0	2.26122706556527	2.57885025362306	1.65854736351864	0.728105719925484	3.57594271524554	0	1.87447060151422	3.43161133869591	2.10771231499384	0	2.60657390864138	3.89302939906841	AMPLICON	488	109730919	PRJNA395660	SAMN07412082	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	73767166	AC CAMARGO CANCER CENTER	14-Apr-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033187	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P10.1Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 10	P10.1Y	SRP113514	1Y	P10	1
SRR5865067	3.9218904242561	0.925755080590555	0	0	1.74961136721551	0	0	0.719738061649928	0	4.95734237372316	0	0	2.7700563555352	2.2586580774811	0	0	0	0	0	1.38644557020795	0	0	0.799763458114787	0	0.867312209336408	0	0	0.977257998518148	0	1.53017477355019	0	2.63105138826548	0	2.20461949944567	0	0	1.1378201508307	0	1.42274510676563	0	0	4.72457820340042	0	0	0	3.06480293955592	1.10289667911221	0	0	0	0	0	1.40497448012787	0	0	0	0	0	1.74132973957848	0	0	3.44542434814647	0	0	0.494496206067732	0	0	3.70857996642557	0	4.5408864316056	0	0	0	0	1.56916007159367	1.27968675588245	0	0	3.29014039613306	0	0	1.91197371418673	0	0	1.85794879820134	1.54356250519108	AMPLICON	491	115562976	PRJNA395660	SAMN07412081	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	80092871	AC CAMARGO CANCER CENTER	28-Jan-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033186	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P09.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 9	P09.Pre	SRP113514	Pre	P09	0
SRR5865068	3.70865762748176	1.25988297455692	0	1.25988297455692	3.82213178701685	0	0	2.01286460876543	0	4.50259270137556	0	0	2.14156529884917	1.98800477911699	2.70844849854479	0	0	1.86455168818333	0	3.81609234871902	2.51388833457528	2.43006997602583	2.59815384247089	0	0	0.517496866846468	1.48854578357044	3.18920871616124	0	2.69257747415744	0	4.06693749181097	0	2.62375296906731	0	1.25988297455692	2.9606266536973	0	2.86123972385908	0.95535012639343	0.746989082880488	4.66295443732775	1.73932386616914	0	0	2.84090165308403	2.92663016279115	0	0	1.16890049763273	0.746989082880488	1.4371356007514	0	0	0.896352153136882	0	1.4185513298071	2.08402095915992	2.04093184034501	0	0	3.44749403208977	0	0	0	0	0	3.00611851277342	0.746989082880488	4.80301303618902	1.23162160438337	0	0	0	3.6554909140685	1.25988297455692	0	0	3.56450619203775	0	2.10406163233331	2.93997854145931	2.42261001106672	0	2.26571961091269	3.83549376641087	AMPLICON	484	102348602	PRJNA395660	SAMN07412068	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67291254	AC CAMARGO CANCER CENTER	21-Jul-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033185	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.2Y	SRP113514	2Y	P06	1
SRR5865069	4.07087367258891	1.56120437544265	1.96355923014534	0	3.9227580876889	1.22964599377735	0	0.488953912113357	0	4.35337477752947	0	0	0	3.66764233051117	1.87672980407982	0.378138673448744	0	1.67685106075627	0	0.650446885616697	1.62999250310851	1.8257976596843	3.76687378921992	0	0.767898244244854	1.73607838058624	0	1.9399761631894	0.378138673448744	2.56535600454882	0.650446885616697	3.3495890777152	2.22073628314791	2.85624442951325	0.767898244244854	1.58536476761725	1.03019547218671	0	3.12153433911914	2.04955101451254	0	5.05471246632677	2.43531261533007	0	0	2.40316541403282	1.24706167098234	0	1.19256816220853	0.713130992642316	0	0	1.78818932496894	0	0	0	1.29547356774782	1.00111600580175	2.44624047963309	0	0	3.02236431184295	0.488953912113357	1.54431687760861	1.29547356774782	0	0	2.73995716208524	0	4.28258085963595	2.1280860037469	0	0	1.97328697943632	2.45690010894165	1.86454572964902	0	0	3.31127860065553	0	0	2.19649275954832	0	0	3.4643165350801	1.93650012937529	AMPLICON	383	195240522	PRJNA395660	SAMN07412078	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	134331978	AC CAMARGO CANCER CENTER	26-Mar-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033184	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P08.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 8	P08.Pre	SRP113514	Pre	P08	0
SRR5865070	2.18018521917862	0	0	0	1.99676847854579	0	0	1.58664549570629	0	3.62306544799981	0	0	1.33489970521003	2.88653946952505	3.14338279697908	0	0	1.35860598679068	0	3.11844390493472	2.18365060136455	2.52451850043724	2.75674480948443	1.30982430506382	0	1.07618992289543	1.82285941813074	1.95792886965391	0	2.18365060136455	0	3.00652020093871	0	3.37698853135355	0	0.849133703923602	2.64118173323765	0	1.57277988295925	0.917947480151484	0	4.39812872516128	2.55638542194718	0	0	2.65188139776818	2.76133255693733	0	0.534805124512386	0.849133703923602	0	0	3.24279824682285	0	0	0	1.66165741698525	2.25363188145326	1.42282730075019	0	0	4.93024666062987	0	1.02956884540353	0	0	0	2.40158233030392	0	4.55758921373394	0	0	0	1.25486168693934	2.51011135741286	4.3192331160166	0	0	2.66232378175321	0	1.66165741698525	4.02528920004977	0.977334418824602	0	2.44338813592275	3.58806091721788	AMPLICON	490	98438635	PRJNA395660	SAMN07412102	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	67412350	AC CAMARGO CANCER CENTER	31-Mar-2014	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033183	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P17.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 17	P17.Pre	SRP113514	Pre	P17	0
SRR5865071	1.53699186891941	1.96722089335638	1.88332980611463	0	2.00562250023248	0.723164533101383	0	1.84782285972615	0.940298229760086	3.30422688125838	0	0	0.64632175503092	4.18583972946489	1.38286060237875	0	0	2.43578265915492	0	0.788433245602491	1.14174332493355	1.49143431913346	0	0	0.552896003036921	1.51481019447061	0	1.6826053481047	0	2.40172141803594	0	3.68618758391992	2.23451957595612	3.21054639976132	0	2.55343764566863	0.895330144832895	0	1.95500553271211	1.84782285972615	0	5.16245465185878	3.25723911390596	0	0	2.15367163737371	1.05259744809346	0	0.940298229760086	1.31634138554483	0	1.01829267041626	1.57822089767723	0.552896003036921	0	0	1.42681580348314	1.19239868478574	2.35500594106822	0	0	2.37743302787315	0	1.55809545089963	0.788433245602491	0	0.981043968606637	2.42751450284781	0	2.80128256760456	1.25877659082269	0	0	1.29798802719165	4.35318582030011	1.08438975187002	0	0	1.75376618956646	0	0	2.96822422606709	0	0	3.20174517841496	1.6826053481047	AMPLICON	440	144039589	PRJNA395660	SAMN07412045	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	92233311	AC CAMARGO CANCER CENTER	15-Jul-2011	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033182	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.3M	SRP113514	3M	P01	1
SRR5865072	3.71543940611382	1.19353738532471	1.66438926667932	0	1.62518132817197	0	0	1.75436435639276	0	4.20293527955284	0	0	2.34286172278083	3.64148758158582	2.25293856289204	0	0	0	0	3.40890286454504	1.26178791973628	1.46091358626888	3.18963492723108	0	0	1.49911346688189	0	3.13444386814709	0	3.16112749705555	0	2.81337801970685	2.01966644754004	3.21813523886883	1.15491712624604	1.49911346688189	2.85720226863067	0	1.87738743737549	1.63864779200944	0	4.68480975062204	1.67670957409472	0	1.19353738532471	2.25933699866214	1.26178791973628	0	0	0.697740423876851	0	1.29227154712677	0	0	0	0	1.22900199429949	0	2.59871299698814	0	0	2.89554143507019	0.563153773983705	1.11252429625874	1.19353738532471	0	0.800337954480047	3.43382955155658	0	4.83030455941009	1.83733389227332	0	0	0	2.61301192406274	1.99117890420243	0	0	2.62137062525252	0	0	4.60961559458299	0	0	3.00692221251698	2.48842594372498	AMPLICON	437	95714645	PRJNA395660	SAMN07412090	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	63504419	AC CAMARGO CANCER CENTER	15-Jul-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033181	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P12.Pre	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 12	P12.Pre	SRP113514	Pre	P12	0
SRR5865073	4.00221357201261	0.64606632227768	0	0	0	0	0	0	0	4.58538467036894	0	0	3.38075708255324	2.10060978143502	3.50858259109526	0	0	1.89263764581417	0	0.788157018206522	0	0	0	0	0	0	0	0	0	1.45350910191937	0	3.1256910391435	0	3.16252297556149	0	1.6064397988787	0	0	2.40871250377421	0.980748497923352	0	4.82630023184721	1.29767469721428	1.45350910191937	0	0.895042196580903	0	0	0	0	0	0	1.25846483116676	0	0	0	3.06925484155469	0	0	0	0	4.69339543320726	0	0.64606632227768	0	0	0	1.64179124579221	0	4.08432650176401	0	0	0	0	2.70007839434064	0	0	0	3.3014881178318	0	0	3.98722624330394	0	0	2.05062405678348	0.895042196580903	AMPLICON	495	81377719	PRJNA395660	SAMN07412044	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	58284815	AC CAMARGO CANCER CENTER	08-Apr-2013	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033180	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P01.2Y	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 1	P01.2Y	SRP113514	2Y	P01	1
SRR5865074	3.68573851668278	1.32809201623492	0	0	2.62131010016667	0	0	0.901636912291662	0	4.26055490084394	0	0	2.38019904262149	2.10648624834635	2.56290195395961	0.46266794317854	0.46266794317854	0	0	3.07541079398747	2.9502079513192	2.22459712759259	0	0.355617915952574	0	0	1.25806777953035	2.24542848290588	0	1.92122576719172	0	4.66998635055836	1.93423176298714	2.7255874804998	0.620101879246018	1.51450417029697	2.53650604102805	0	4.19279536645427	0.46266794317854	0	4.50153148004541	2.11712721352336	0.620101879246018	1.41032905565872	2.91282837322516	2.82264481458885	0	0	1.25806777953035	0	0	1.28744557030142	0	0.826425296152668	0	1.83778393981728	1.57712621402914	2.56739797112214	0	0	4.51876178396927	0	0	0	0	0	3.10536510802222	0	4.42735240294777	0.46266794317854	0	0	0	3.2925052940345	0	0	0	3.64487671087941	0	0.901636912291662	3.06249194203708	0	0	1.43122395181405	3.84758544584241	AMPLICON	497	196345369	PRJNA395660	SAMN07412069	MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut	142285980	AC CAMARGO CANCER CENTER	25-Oct-2012	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	human	digestive system	stool	SRX3033179	Brazil	South America	Brazil: Sao Paulo	Homo sapiens	Illumina MiSeq	23.555420 S 46.670139 W	P06.3M	PAIRED	PCR	METAGENOMIC	human metagenome	ILLUMINA	2019-08-06T00:00:00Z	biological replicate 6	P06.3M	SRP113514	3M	P06	1
