Absconditabacteriales_(SR1)	Actinomycetales	Aeromonadales	Aphagea	Bacillales	Bacteroidales	Betaproteobacteriales	Bifidobacteriales	Blastocatellales	Campylobacterales	Caulobacterales	Chloroplast	Clostridiales	Coriobacteriales	Corynebacteriales	Desulfovibrionales	Enterobacteriales	Erysipelotrichales	Flavobacteriales	Frankiales	Fusobacteriales	Gastranaerophilales	Holosporales	Lactobacillales	Methanobacteriales	Micrococcales	Mollicutes_RF39	Mycoplasmatales	Oceanospirillales	Pasteurellales	Pseudomonadales	Rhizobiales	Rhodospirillales	Rickettsiales	Salinisphaerales	Selenomonadales	Sphingobacteriales	Sphingomonadales	Synergistales	Verrucomicrobiales	Victivallales	Xanthomonadales	others	BioProject	sample_alias	env_material	Timepoint	prepost	PatientID
SRR13357677	0	0	0	0	0	4.45816535434973	0	0	0	0	0	0	3.93943820135173	0.801962721553814	0	0	2.3698715315915	2.05052908689488	0	0	0	0	0	1.5188943501482	0	0	0	0	0	0	0	0	0	0	0	2.96194854829331	0	0	0	0	0	0.516902732796886	1.31863559146772	PRJNA514452	P19.Fc.3	fecal	3	1	P19
SRR13357676	0	0	0	0	0	4.38147863869935	0.760205533703128	1.21012567173841	0	0	0	0	3.96977997142164	1.23487700543213	0	2.5536212190489	3.48312397901369	2.67214623855983	0	0	0	2.00388940195457	0	1.59169873389877	0	0	0	0	0	0.585942585707122	0.681756535966031	0	2.56276337009318	0	0	2.78390996361404	0	0	0	2.46416828863963	0	0	1.48421674156856	PRJNA514452	P19.Fc.6	fecal	6	1	P19
SRR13357672	0	0.372606272696831	0	0	0	4.45795369515043	1.30139354374483	0	0	0	0	0	3.66731821906241	0.372606272696831	0	1.96382902407317	3.43191285880721	2.31978436175304	0	0	0	0	0	1.76380407235819	0	0	0	0	0	0	0	0	0	0	0	3.36223845498494	0	0	0	0.372606272696831	0	0	0	PRJNA514452	P20.Fc.0	fecal	0	0	P20
SRR13357670	0	0	0	0	0.715436274122183	4.12075264457259	3.17550532859421	0	0	0	0	0	4.15303347147739	0.638945448328833	0	1.75089726114615	3.50177977048443	2.81689068413954	0	0	0.836988376778359	0	0	3.24230647381037	0	0	0	0	0	0	0	0	0	0	0	3.61942569636862	0	0	0	0.638945448328833	0	0	0	PRJNA514452	P20.Fc.1	fecal	1	1	P20
SRR13357669	0	0	0	0	0	1.8850883555262	0	1.66536440262589	0	0	0	0	3.88401789463028	0.437975548420522	0	0	4.33141104247473	0	0	0	0.437975548420522	0	0	3.52013094807125	0	0	0	0	0	0	0.557763339758766	0	0	0	0	3.79175215818428	0	0	0	0.557763339758766	0	0	0	PRJNA514452	P20.Fc.3	fecal	3	1	P20
SRR13357668	0	0.661451717584539	0	0	0	4.46573873421945	0	0	0	0	0	0	3.67191373822482	0.446085440182064	0	0	3.55410221523409	2.39366350298237	0	0	0	0	0	1.31647413052321	0	0	0	0	0	0	0	0	0	0	0	2.98362382728274	0	0	0	0	0	0	0	PRJNA514452	P20.Fc.6	fecal	6	1	P20
SRR13357664	0	1.7581036594059	0	0	1.38263332516003	3.57495652731094	0	0.899835104347756	0	0	0	0	3.09646011921903	0.686252192911926	1.51344097416274	0	3.65749197916773	1.45880500675212	0	0	0	0	0	4.46194361269483	0	0	0	0	0	0	0	0	0	0	0	1.7808775692185	0	0	0	0.520276793625559	0	0	0.855466224885814	PRJNA514452	P21.Fc.0	fecal	0	0	P21
SRR13357663	0	0	0	0	0.505583607507394	4.53892398491368	2.16557365285258	1.07975932213653	0	0	0	0	3.36069331593026	0	0	1.43835815499173	1.24363262993384	0.881361262487966	0	0	1.68456467465461	0	0	1.42056237873457	0	0	0	0	0	0	0	0	0	0	0	3.19702747386396	0	0	0	0	0	0	0	PRJNA514452	P21.Fc.1	fecal	1	1	P21
SRR13357662	0	0	0	0	0	4.4778792595297	1.82347125774203	1.29540713910065	0	0	0	0.431988098975343	3.35646141200196	0	0	1.18985557043664	1.01583585483092	0.786158674543588	0	0	0	0	0	1.48880409420842	0	0	0	0	0	0	0	0	0	0	0	3.79712111239787	0	0	0	0	0	0	0	PRJNA514452	P21.Fc.3	fecal	3	1	P21
SRR13357661	0	0.820897693976807	0	0	1.50397210763686	4.37360188367939	1.98051931462486	0.974553502397765	0	0	0	0.580959469850473	3.58916344145455	0	0	0	1.51653664845556	0.820897693976807	0	0	0	0	0	2.9720951965911	0	0	0	0	0	0	0	0	0	0	0	4.00425331445292	0	0	0.458416503775968	0	0	0	0	PRJNA514452	P21.Fc.6	fecal	6	1	P21
SRR13357656	0	0	0	0	0	1.88758724821946	0.976169855094517	2.87027593842774	0	0	0	0	1.48616480408678	0	0	0.718753769145086	3.59031531747479	0	0	0	0	0	0	4.53121806392788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718753769145086	0	0	0	PRJNA514452	P22.Fc.0	fecal	0	0	P22
SRR13357655	0	0	0	0	0	1.965371758744	1.51181953323104	3.14837488213416	0	0	0	0	2.17783164297886	0	0	0	2.26030407221394	0	0	0	1.18106718552483	0	0	4.45490851525241	0	0	0	0	0	0	0.617998111923047	0	0	0	0	3.92195207481131	0	0	0	0	0	0	0	PRJNA514452	P22.Fc.6	fecal	6	1	P22
SRR13358134	0	0	0	0	1.08093126706591	2.01752952651499	0	1.96188271902937	0	0	0	0	4.50915361771181	0	0	0	3.67048683574572	3.05680089893416	0	0	0.922498909358012	0	0	2.23893852132875	0	0	0	0	0	0	0	0	0	0	0	2.36325050101456	0	0	0	0.733949681936656	0	0	0	PRJNA514452	P23.Fc.0	fecal	0	0	P23
SRR13358133	0	0.837100877357099	0	0.427777233590464	1.13301035104755	4.12500185300417	0	0.427777233590464	0	0.427777233590464	0	0	4.24177609685505	0	1.15903619417235	0	3.50602125601739	2.99859539120131	0	0	0	0	0	2.61584333896898	0	0	0	0	0	0	0	0	0	0	0	2.73407035688883	0	0	0	3.44119391285676	0	0	0	PRJNA514452	P23.Fc.1	fecal	1	1	P23
SRR13358131	0	0	0	0	1.79948548335162	4.34555303454069	0	2.96839080881739	0	0	0	0	4.15498746187446	0.848240367083473	0.743362675679645	0	2.60080110774018	2.38022547210126	0	0	0	0	0	2.79953802467923	0	0	0	0	0	0.743362675679645	0	0	0	0	0	1.24649336157989	0	0	0	0	0	0	0	PRJNA514452	P23.Fc.3	fecal	3	1	P23
SRR13358130	0	0	0	0	1.55886560655402	4.37969929438176	0	2.98595891372349	0	0	0	0	4.08447507944864	0	0	0	2.98066161750732	1.74031063066464	0	0	0	1.38872970214342	0	1.74031063066464	0	0	0	0	0.755499746537134	1.17855213052163	0	0	0	0	0	2.70792433296887	0	0	0	0	0	0	0	PRJNA514452	P23.Fc.6	fecal	6	1	P23
SRR13358125	0	0.905328324297347	0	0	0.755434655924186	1.91368348372157	0	1.26959104791603	0	0	0	0	4.16955907258353	0	0	0	4.31938323884308	3.36657519329667	0	0	0	0	0	2.56761055889363	0	0	0	0	0	0	0	0	0	0	0	2.4689217094373	0	0	0	0	0	0	0	PRJNA514452	P24.Fc.1	fecal	1	1	P24
SRR13358124	0	0	0	0	0.489244378490273	1.86906922467639	0.900353171885804	0	0	0	0	0	3.77563015973111	0	0	0	4.47598677336389	2.58346624020798	0	0	1.3914490950668	0	0	1.62328540414873	0	0	0	0	0	0.768254773593079	0	0	0	0	0	3.32347437202146	0	0	0	2.32546898628062	0	0	0	PRJNA514452	P24.Fc.3	fecal	3	1	P24
SRR13358123	0	0	0	0	0	4.4505542132962	1.55376397701114	0	0	0	0	0	3.8426112089992	0	0	0	2.842490510138	2.12126006179929	0	0	2.29843181966928	0	0	2.06929293133506	0	0	0	0	0	0	0.475382152751658	0	0	0	0	3.37669533984955	0	0	0	0	0	0	0	PRJNA514452	P24.Fc.6	fecal	6	1	P24
SRR13358117	0	0	0	0	0	4.40892642013088	2.26314273701295	3.26952021171153	0	0	0	0	3.95731949934033	1.5794892575657	0	0	2.45447274223424	1.9764666130225	0	0	0	0	0	2.31312491205508	0	0	0	0	0	0	0.434526234275061	0	0	0	0	3.13450489043566	0	0	0	0.941451674267465	0	0	0	PRJNA514452	P25.Fc.0	fecal	0	0	P25
SRR13358116	0	0	0	0	0.416452794038691	4.41116022659219	2.88378305679458	2.92053388154474	0	0	0	0	3.90258259865064	0.87130950844006	0	0	2.9003553278578	1.86569159887133	0	0	0	0	0	2.90298412278151	0	0	0	0	0	0	0	0	0	0	0	3.23126226169967	0	0	0	0	0	0	0.416452794038691	PRJNA514452	P25.Fc.1	fecal	1	1	P25
SRR13358115	0	0.663012423318072	0	0	0	4.25770141012483	0	0	0	0	0	0.863603599979477	4.28168366604766	0	0	0	0	1.69580040578659	0	0	0	0	0	2.62025221520551	0	0	0	0	0	0	0	0	0	0	0	3.01189541203943	0	0	0	0.806454449308003	0	0	0	PRJNA514452	P25.Fc.3	fecal	3	1	P25
SRR13358114	0	0	0	0	0	4.48333872704134	1.28257919256944	0.541263259781683	0	0	0	0	3.65923582485034	0	0.423515537985508	0	2.69519085156987	1.72449581077471	0	0	0	0	0	1.20043497508155	0	0	0	0	0	0	0.541263259781683	0	0	0	0	3.49851933306139	0	0	0	0.710042428174583	0	0	0	PRJNA514452	P25.Fc.6	fecal	6	1	P25
SRR13358110	0	0	0	0	0	4.34458818530757	0	1.37563287624635	0	0	0	0	4.14926118535709	0	0	2.02186443693873	1.47326383712719	2.66007170329389	0	0	0.661986733842305	0	0	2.16396858634835	0.530783477592167	0	0	0	0	3.13769673557049	0	0	0	0	0	2.59252457013522	0	0	0	0	0	0	0	PRJNA514452	P26.Fc.0	fecal	0	0	P26
SRR13358108	0	0	0	0	0	4.35900887976821	0	1.16271303522893	0	0.548964390300545	0	1.34564865827338	4.13115844737355	1.27364429638991	0	2.02171431148529	2.69937893662927	2.11001943158793	0	0	0	0	0	1.77387938277035	0	0	0	0	0	1.13667034536609	0	0	0	0.430256045375423	0	3.17493938029267	0	0	0	0	0	0	0	PRJNA514452	P26.Fc.1	fecal	1	1	P26
SRR13358107	0	0.417260998723359	0	0	0	4.29504299189538	0.317189923685805	1.88864723858298	0	0	0	0	4.11312084058543	0.957543038671603	0	2.49850320465704	3.6038480182859	2.60684649404403	0	0	0	0	0	2.0159500774314	0	0	0	0	0	0	0.417260998723359	0	0	0	0	3.04412568929299	0	0	0	0.724544920214111	0	0	0	PRJNA514452	P26.Fc.3	fecal	3	1	P26
SRR13358106	0	0	0	0	0	4.28390040170883	0	1.38806469244247	0	0	0	0	4.19404355874481	0	0	1.68011687006049	3.38826793969493	2.65989203917536	0	0	0	0	0	1.57080296534725	0	0	0	0	0	1.85961376506242	0	0	0	0	0	2.90310131666091	0	0	0	0	0	0	0	PRJNA514452	P26.Fc.6	fecal	6	1	P26
SRR13358102	0	2.76805054281454	0	0	3.09888649972397	2.50034850697546	2.1628492722178	3.5616608830817	0	2.22936943292416	0	0	2.37915573773675	0	0	0	1.62263219770461	1.18891556195624	0	0	1.30676919021556	0	0	4.50524133065035	0	1.89245199693582	0.915123770348409	0	0	1.18891556195624	1.78679696374271	0	0	0	0	2.11742331464879	0	0	0	1.18891556195624	0	0	0	PRJNA514452	P27.Fc.0	fecal	0	0	P27
SRR13358101	0	0.448121810570787	0	0	0	4.16405064530877	0.569295579843262	2.16285597628583	0	0	0	0	4.27426547865829	0	0	0	2.46103635602196	2.8451026172426	0	0	1.03878754475257	0	0	2.54244879410953	0	0	0	0	0	1.13492720532312	0	0	0	0	0	3.58393627500515	0	0	0	0	0	0	0	PRJNA514452	P27.Fc.1	fecal	1	1	P27
SRR13358100	0	0	0	0	0	4.26085511119341	1.90719985436582	2.58961161408177	0	0	0	0	4.25068460772747	0.479900109361676	0	2.3116372771848	2.05334268357899	2.69168209901896	0	0	0	1.00374726826715	0	1.67617136884346	0	0	0	0	0	0	0	0	0	0	0	3.13417052195325	0	0	0	0	0	0	0	PRJNA514452	P27.Fc.3	fecal	3	1	P27
SRR13358099	0	0	0	0	0	4.13820757480177	3.13295013171361	1.83966904389088	0	0	0	0	4.32365718987094	0.44975763969693	0	1.98399843133026	2.14889377161496	2.90231833927039	0	0	0	1.35796773557681	0	1.85646069092005	0	0	0	0	0	0.917360662470694	0	0	2.47692626568925	0	0	3.00168155424735	0	0	0	1.77186617627732	0	0	0	PRJNA514452	P27.Fc.6	fecal	6	1	P27
SRR13358094	0	0.689279156365465	0	0	0.736024369975604	4.43730686361089	2.80581394013311	0.816683001337378	0	0	0	0.636888812707318	3.43693815277432	0	0	0	3.87323932975159	0.915065390916199	0	0	2.29601972758894	0	0	1.64681515783325	0	0.426022939088027	0	0	0.324556739808139	0	0	0	0	0	0	2.39976010364476	0	0	0	0.852011997172015	0	0	0	PRJNA514452	P28.Fc.0	fecal	0	0	P28
SRR13358093	0	0	0	0	0.92206514737566	4.24031928695575	2.73221642524217	0.891612091886597	0	0	0	0	2.19801544667768	0	0	0	4.31288133232839	0	0	0	0	0	0	1.80879029294713	0	0	0	0	0	0.583167534977822	0	0	0.328764753051766	0	0	1.21166806909681	0	0	0	0	0	0	0	PRJNA514452	P28.Fc.1	fecal	1	1	P28
SRR13358092	0	0.474430183109893	0	0	0.561334887072392	4.403308513564	0.917263005695094	1.97977586313143	0	0	0	0	1.49668771133901	0	0	0	4.0150599393436	0	0	0	0	0	0	2.57537028097493	0	0.474430183109893	0	0	0	0	0	0	0	0	0	3.40752227998062	0	0	0	0.474430183109893	0	0	0.474430183109893	PRJNA514452	P28.Fc.3	fecal	3	1	P28
SRR13358091	0	0.675566393111266	0	0	1.18193534454532	4.31222811374185	2.25445490801185	2.50440419529065	0	0	0	0	3.89038800070049	0	0	0	3.92583954759972	0	0	0	0	0	0	2.74656835576407	0	0	0	0	0	0	0	0	0	0	0	2.97377517461672	0	0	0	0.600989205179643	0	0	0	PRJNA514452	P28.Fc.6	fecal	6	1	P28
SRR13358086	0	0.646791936422764	0	0	0.485774931377962	4.162288888697	0.375404729478818	0.709333915277875	0	0	0	0	3.79108995668851	0	0	0	3.73116676580343	2.60727686667254	0	0	4.08150959473708	0	0	2.17219515873889	0	0	0	0	0	0	0	0	0	0	0	1.14764709482305	0	0	0	0.375404729478818	0	0	0	PRJNA514452	P29.Fc.0	fecal	0	0	P29
SRR13358085	0	1.77606705754204	0	0	1.9365155552163	1.8341203707378	0	0.801919516922859	0	0	0	0	2.81222812523978	1.17253166962991	0	0	4.55305056003558	1.20262624252489	0	0	1.76823279331233	0	0	3.22064069148827	0	1.328024389856	0	0	0	0	0	0	0	0	0	2.57111644705583	0	0	0	0	0	0	0	PRJNA514452	P29.Fc.1	fecal	1	1	P29
SRR13358084	0	0.577780141465756	0	0	0	4.27643615395934	0	0	0	0.455607176690512	0	0	3.92425571829606	0	0	0	4.02948667121037	2.66111121568259	0	0	0.751087902127344	0	0	2.40518999090398	0	0	0	0	0	0	0	0	0	0	0	1.01178330890759	0	0	0	0.925313534743762	0	0	0	PRJNA514452	P29.Fc.3	fecal	3	1	P29
SRR13358083	0	1.35599895500719	0	0.53287597435409	1.67032140892958	2.0581027619964	0.765065469258376	0.915550974730729	0	0	0	0	4.01610319574329	0.846793882950948	0	0	4.41325056938476	0.66430647260837	0	0	0	0	0	3.35086568009126	0	0	0	0	0	0	0	0	0	0	0	1.18937040345535	0	0	0	0	0	0	0	PRJNA514452	P29.Fc.6	fecal	6	1	P29
SRR13358081	0	0	0	0	0	4.21744578537525	2.69871332490938	2.72832659822425	0	0	0	0	3.43261235746242	0	0	1.93769908943215	2.93991568227251	1.44507836831396	0	0	2.6292285187283	0	0	3.58084397684221	0	0	0	0	0	0	0	0	0	0	0	4.03683582862569	0	0	0	3.3799961931866	0	0	0	PRJNA514452	P30.Fc.0	fecal	0	0	P30
SRR13358080	0	0	0	0	0	1.81503101724899	1.96284971677233	2.47255389564541	0	0	0	0	1.88461360157442	0	0	0	4.31677831083781	0	0	0	0.604951026143942	0	0	2.37212091945452	0	0	0	0	0	0	0	0	0	0	0	4.2363190233129	0	0	0	0	0	0	0.514552690481278	PRJNA514452	P30.Fc.1	fecal	1	1	P30
SRR13358079	0	0	0	0	0	3.92311073998035	2.8613537875963	2.70494632437095	0	0.746520115916187	0	0	2.96331369116329	0	0	0	3.0367892997373	0	0	0	0	0	0	4.15657851996196	0	0.746520115916187	0	0	0	0	0	0	0	0	0	4.10628685056864	0	0	0	0	0	0	0	PRJNA514452	P30.Fc.3	fecal	3	1	P30
SRR13358078	0	0	0	0	0	3.0066966257771	2.75814713123221	2.69396941858022	0	0	0	0	1.5767249066008	1.30623749531349	0	1.63327576803586	1.65060017265724	0	0	0	0	0	0	4.1856705608801	0	0	0	0	0	0	0	0	0	0	0	4.32593368963825	0	0	0	0	0	0	0	PRJNA514452	P30.Fc.6	fecal	6	1	P30
SRR13358073	0	0.571285594920456	0	0	0	4.29700119277701	3.35029762642653	3.1698773629785	0	0	0	1.43703478999325	4.05394970468062	0.917521857395978	0.449875920933097	0	2.00417850816848	2.5100354398108	0	0	0.866967637576642	0	0	3.26598052973551	0	0	0	0	0	1.13745048076687	0	0	0	0.666064322832152	0	3.18893758107231	0	0	0	1.04126151031432	0	0	0	PRJNA514452	P31.Fc.0	fecal	0	0	P31
SRR13358069	0	0	0	0	0	4.41862242376269	2.78884473786468	1.89403296623937	0	0	0	0	4.03473864717106	1.30829175392198	0	0	1.54208000000293	1.7259974634673	0	0	0	0	0	1.30829175392198	0	0	0	0	0	0.890310879664703	0	0	0	0	0	2.9357457599487	0	0	0	0	0	0	0	PRJNA514452	P32.Fc.0	fecal	0	0	P32
SRR13358068	0	0	0	0	0	4.39556132731167	2.88054101724719	2.08781674143274	0	0	0	0	4.08175987828271	0.750133426603811	0	0	2.23292991542353	2.45727992537354	0	0	0	1.01073582859465	0	1.66365501090224	0	0	0	0	0	0	0	0	0	0	0	2.60696530018382	0	0	0	0	0	0	0.650196349192628	PRJNA514452	P32.Fc.1	fecal	1	1	P32
SRR13358067	0	0.726129867793543	0	0	0	4.49910397930678	2.81968064138195	2.55603936192799	0	0	0	0	3.72192764285872	0	0	0	1.52400716054563	1.23578156454337	0	0	0	0.627571227474078	0	1.71425781459477	0	0	0	0	0	0	0	0	0	0	0	2.88916643176193	0	0	0	0.874134417387825	0	0	0.499870794485969	PRJNA514452	P32.Fc.3	fecal	3	1	P32
SRR13358066	0	0	0	0	0	4.43426427910944	2.77342575777652	1.41055569103227	0	0	0	0	4.0105872015352	0.756771801006183	0	0	1.36886262848735	1.92754574943342	0	0	0	2.13875017212861	0	0.838202229149945	0	0	0	0	0	0	0	0	0	0	0	2.64265831986306	0	0	0	0	0	0	0	PRJNA514452	P32.Fc.6	fecal	6	1	P32
SRR13358061	0	0	0	0	4.49265701356714	1.92528063124652	0.936526620030569	0.784867109778447	0	0	0	0	2.68334980373084	0	0	0	1.37877512956912	0	0	0	0	0	0	3.84716725398451	0	0	0	0	0	0	0	0	0	0	0	0.841510976773949	0	0	0	0.549830830227764	0	0	0.431015337916288	PRJNA514452	P33.Fc.0	fecal	0	0	P33
SRR13358060	0	0	0	0	0.710734603952636	1.76258721231752	0.48694708606592	0.613098566723993	0	0	0	0	3.79468335553036	0	0	0	4.48989135995714	2.03155135951144	0.48694708606592	0	0	0	0	3.15389537861109	0	0	0	0	0	0	0	0	0	0	0	0.790399192734894	0	0	0	0.710734603952636	0	0	0	PRJNA514452	P33.Fc.1	fecal	1	1	P33
SRR13358059	0	0	0	0	1.01930590346981	2.05139893458675	0.58392037754448	0.58392037754448	0	0	0	0	4.50011624591365	0	0	0	1.46781063641331	3.82616872521169	0	0	0.58392037754448	0	0	2.38057382704094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881852052279841	0	0	0	PRJNA514452	P33.Fc.3	fecal	3	1	P33
SRR13358058	0	0	0	0	0	4.38934303802806	2.96729609734017	2.51573183753062	0	0	0	0	3.94660211573135	0	0	0	3.57788094076657	2.33818835525277	0	0	0	0	0	1.99242330215051	0	0	0	0	0	0	0	0	0	0	0	1.49550796165593	0	0	0	0.622130859870528	0	0	0	PRJNA514452	P33.Fc.6	fecal	6	1	P33
SRR13358053	0	0.929600309569891	0	0	0	4.32465557767385	2.31782025914759	1.71976966698143	0	0.497464807711563	0	0	4.12449778982771	0	0	1.87485027235468	3.34507472809327	2.16983662701063	0	0	0	0	0	1.86224888741731	0	0	0	0	0	0.803435204364525	0	0	0	0	0	3.10751230168771	0	0	0	2.28768631015994	1.02724448491089	0	1.58566095409653	PRJNA514452	P34.Fc.0	fecal	0	0	P34
SRR13358052	0	0.509369794498398	0	0	0	4.39884752383527	2.53592168438336	1.86637855964929	0	0	0	0	4.05153294228599	0	0	2.12993035669671	2.47871415732872	2.16444470108186	0	0	0	0	0	0.944944114246915	0	0	0	0	0	0.638176297630105	0	0	2.25675421520255	0	0	2.85430493413412	0	0	0	2.7176667959581	0	0	0.509369794498398	PRJNA514452	P34.Fc.1	fecal	1	1	P34
SRR13358051	0	1.10305222797412	0	0	0	4.03868565696722	2.0771815151293	1.57636924494539	0	0	0	0	4.26984280336249	0	0	2.45424957706775	2.8543236126486	3.0115702370173	0	0	0.778504019529804	0	0	1.76134080026104	0	0	0	0	0	0	0	0	2.76584273606688	0	0	3.35344123363317	0	0	0	3.61295981225497	0	0	0	PRJNA514452	P34.Fc.3	fecal	3	1	P34
SRR13358050	0	0	0	0	0	4.43551476308398	1.2087097381349	2.50161053239485	0	0	0	0.628461684898526	3.93248009614913	1.14621637926549	0	2.63683349032084	2.07197633963869	1.76663028197869	0	0	2.78530614161615	0	0	1.92652221092724	0	0	0	0	0.500667447586259	0.628461684898526	0	0	1.90363609225913	0	0	3.0447001352285	0	0	0	1.89772102563933	0	0	0	PRJNA514452	P34.Fc.6	fecal	6	1	P34
SRR13358046	0	0	0	0	0	4.33061471047615	2.56264269075704	1.38349856689776	0	0	0	0	4.12845734622621	1.24449542539574	0	1.82759732083022	2.0799894853294	2.63833067402785	0	0	0	0	0	1.46463857067522	0	0.882156090574898	0	0	0	0	0	0	0	0	0	3.45065296948173	0	0	0	0.775803139973226	0	0	0	PRJNA514452	P35.Fc.0	fecal	0	0	P35
SRR13358045	0	0	0	0	0.494582103113194	4.51674904985763	1.7889285964886	0	0	0.71984033398648	0	0	3.70317143607206	0	0	0	2.35215197504923	2.03000692157628	0	0	2.25623568744249	0	0	1.76583959188794	0	0	0	0	0	0.621654900152849	0.799869784431009	0	0	0	0	2.25623568744249	0	0	0	0	0	0	0	PRJNA514452	P35.Fc.1	fecal	1	1	P35
SRR13358044	0	0.663743749264626	0	0	0	4.53237177209451	1.97713722956068	0.726934570831523	0	0	0	0	3.30269679937034	0	0	2.3642638779946	2.73560877578022	1.14605471249908	0	0	1.91696045541928	0	0	1.61738926389796	0	0	0	0	0	0	0	0	0	0	0	3.21736115779833	0	0	0	0	0	0	0	PRJNA514452	P35.Fc.3	fecal	3	1	P35
SRR13358042	0	0.532831395832508	0	0	0	4.47090266506173	1.85558622335309	1.45209612370918	0	0	0	0	3.75234568013637	0	0	2.36476578861702	2.77730353801854	1.83567113062398	0	0	2.99145161706956	0	0	2.5040626519002	0	0	0	0	0	0	0.532831395832508	0	0	0	0	3.08347650844563	0	0	0	0.416152667240996	0	0	0	PRJNA514452	P35.Fc.6	fecal	6	1	P35
SRR13358039	0	3.30289901280207	0	0	2.65082186879495	1.81597380461987	0	3.99976509935864	0	0	0	0	1.54391695117648	0	0	0	1.26904359927703	0	0	0	0	0	0	4.07469999202564	0	1.63540113567779	0	0	0	4.15371082961335	0	0	0	0	0	0.904821747068654	0	0	0	0	0	0	0	PRJNA514452	P36.Fc.0	fecal	0	0	P36
SRR13358038	0	0	0	0	0	2.02241943104928	0.570637846033524	0	0	0	0	0	4.48110413958684	1.0030025895433	0	0	3.52438043785356	3.47372959692503	0	0	0	0	0	2.02241943104928	0	0	0	0	0	1.93117911865941	0.743093172548332	0	0	0	0	3.2601470182519	0	0	0	0.743093172548332	0	0	0.866202463735293	PRJNA514452	P36.Fc.1	fecal	1	1	P36
SRR13358037	0	0	0	0	0	2.27772134264364	0	0	0	0	0	0	4.42111936164733	0	0	0	4.06656075775303	1.2640228334179	0	0	1.03836690278576	0	0	2.50989832915551	0	0	0	0	0	1.58221801100727	0	0	0.775378423279069	0	0	2.07041703134965	0	0	0	1.12725175382685	0	0	0	PRJNA514452	P36.Fc.3	fecal	3	1	P36
SRR13358036	0	1.23931269800521	0	0	1.63860278826324	2.35845329188758	1.95081669322764	1.60467165082028	0	1.23931269800521	0	0	3.76627439604418	1.54821872603431	0.630438617329137	0.877383512862699	4.44894941145951	1.14861568591907	0	0	2.25733246289473	0	0	2.90338348395112	0	0	0	0	0.962618571437974	2.75337487875083	1.45933062308721	0	0	0	0	3.43249024524109	0	0	0	0.962618571437974	0	0	0	PRJNA514452	P36.Fc.6	fecal	6	1	P36
SRR13358031	0	0	0	0	1.01271071344554	4.26136066405741	1.98708055633848	1.35589191387648	0	0	0	0	4.25467373201309	0	0	0	3.22547934787463	2.79940741264767	0	0	0	0	0	1.72983677854882	0	0	0	0	0	0	0	0	0	0	0	0.857211842988057	0	0	0	1.1269751395891	0	0	0	PRJNA514452	P37.Fc.0	fecal	0	0	P37
SRR13358030	0	0.927527949023904	0	0	0	4.15316859461228	2.29484553663072	1.06675549723725	0	0	0	0	4.1967568807465	0.623089885921918	0	2.15146847635573	2.28052195506501	2.60061903809876	0	0	0	0	0	1.66066081705341	0	0	0	0	0	0.721366336898912	0	0	3.26534763664029	0	0	3.70733260057228	0	0	0	2.92486234147306	0	0	0.721366336898912	PRJNA514452	P37.Fc.1	fecal	1	1	P37
SRR13358029	0	0	0	0	0	4.50712745410173	3.11685772032467	1.81438091333415	0	0	0	0	3.59094883289703	0	0	0	2.33257322415107	2.11854941102468	0	0	0	0	0	0.83494074699016	0	0	0	0	0	0	0	0	0	0	0	2.98421228735135	0	0	0	0	0	0	0.83494074699016	PRJNA514452	P37.Fc.3	fecal	3	1	P37
SRR13358028	0	0.739585329852782	0	0	0	4.44337173862027	2.89955457870004	2.80827410242006	0	0	0	0	3.79628276310589	0	0	0	2.11798269190794	2.92112722821467	0	0	0.888474142817262	0	0	2.14673279991127	0	0	0	0	0.739585329852782	0	0	0	0	0	0	3.33595994849388	0	0	0	0.739585329852782	0	0	0	PRJNA514452	P37.Fc.6	fecal	6	1	P37
SRR13358024	0	0.598696336669037	0	0	0	4.07613617464281	2.63897224822666	0.598696336669037	0	0	0	0	4.28302015594482	0	0	1.64882212576922	1.50080033024336	2.34963772487726	0	0	0	0	0	1.55193718393932	0	0	2.00415373706477	0	0	0	0	0	3.76140206310499	0	0	2.82930030615744	0	0	0	2.48967837448264	0.774412243091201	0	0.474132628564083	PRJNA514452	P38.Fc.0	fecal	0	0	P38
SRR13358023	0	0	0	0	0	4.44667392515802	0	0.993906245127766	0	0	0	0	2.10621648028694	0	0	0	3.70842599686106	0	0	0	3.33058640552829	0	0	2.83459316372785	0	0	0	0	0	0	0	0	0	0	0	3.43064392902623	0	0	0	0.563267418814658	0	0	0.563267418814658	PRJNA514452	P38.Fc.1	fecal	1	1	P38
SRR13358022	0	0.503840267600314	0	0	0	4.42229400230293	3.15139144970124	0	0	0	0	0	3.99617873785645	0	0	0	1.35990455270848	1.62958206334127	0	0	0	0	0	1.33862500300865	0	0	0	0	0	0	0	0	0	0	0	2.94307173502387	0	0	0	0.632006196261205	0	0	0	PRJNA514452	P38.Fc.3	fecal	3	1	P38
