Absconditabacteriales_(SR1)	Actinomycetales	Aeromonadales	Aphagea	Bacillales	Bacteroidales	Betaproteobacteriales	Bifidobacteriales	Blastocatellales	Campylobacterales	Caulobacterales	Chloroplast	Clostridiales	Coriobacteriales	Corynebacteriales	Desulfovibrionales	Enterobacteriales	Erysipelotrichales	Flavobacteriales	Frankiales	Fusobacteriales	Gastranaerophilales	Holosporales	Lactobacillales	Methanobacteriales	Micrococcales	Mollicutes_RF39	Mycoplasmatales	Oceanospirillales	Pasteurellales	Pseudomonadales	Rhizobiales	Rhodospirillales	Rickettsiales	Salinisphaerales	Selenomonadales	Sphingobacteriales	Sphingomonadales	Synergistales	Verrucomicrobiales	Victivallales	Xanthomonadales	others	BioProject	sample_alias	env_material	Timepoint	prepost	PatientID
SRR13358020	0.593339867675152	0.943888156085077	0	0	0	4.21519209234299	3.06461999572414	2.0639801344781	0	0	0	0	3.86806187709594	1.03080011254349	0	0	1.3111158118449	2.30853667867334	0	0	0.593339867675152	0	0	2.03376331152412	0	0	0	0	0	0	0.768451327038247	0	1.97522743771333	0	0	3.00621288722831	0	0	0	4.08656302931078	0	0	0	PRJNA514452	P38.Fc.6	fecal	6	1	P38
SRR13358016	0	0	0	0	0	4.33841834322317	3.00209904031636	1.02791892798916	0	0	0	0	4.06896392544077	0.847571515094338	0	2.75400432731589	3.13199180550218	2.30433406805424	0	0	0	0	0	1.62399185604021	0	0	0	0	0	0	0	0	2.54420566670207	0	0	2.93929422639365	0	0	0	2.90802878011004	0.765816410495656	0	0.765816410495656	PRJNA514452	P39.Fc.0	fecal	0	0	P39
SRR13358015	0	0.894310986546601	0	0	0	4.3979946402212	3.30655644897205	1.13161327579319	0	0	0	0.645417767437968	4.0267749608815	0	0	0	2.35548404029813	2.80109591671925	0	0	1.28419955184028	0	0	2.15338220193396	0	0	0	0	0	0	0	0	0	0	0	1.43488251635022	0	0	0	0	0	0	0.894310986546601	PRJNA514452	P39.Fc.1	fecal	1	1	P39
SRR13358014	0	0.546558726303044	0	0	0	4.33021454058543	3.09285530591238	0	0	0	0	0	4.09401113457086	0	0	0	2.30122600338333	2.50315907341238	0	0	0	0	0	2.02187280087825	0	0	0	0	0	0	0	0	0	0	0	1.6891531750253	0	0	0	3.47954015607093	0	0	0.781055660796821	PRJNA514452	P39.Fc.3	fecal	3	1	P39
SRR13358013	0	0	0	0	0	4.24880149790883	3.12068144974875	0.790554717418495	0	0	0	0	4.23460917578962	0.857850738582995	0	0	2.23223771296771	2.74072641470472	0	0	0	0.710884074948921	0	2.9259819155685	0	0	0	0	0	0	0	0	0	0	0	2.19372251520748	0	0	0	2.89677803284962	0	0	0	PRJNA514452	P39.Fc.6	fecal	6	1	P39
SRR13358007	0	0	0	0	0	4.29629005288438	1.55324570899548	1.79893502324857	0	0	0	0	4.22116693426373	0.932159343403665	0	2.32115296609801	2.73629605074498	2.25715172262557	0	0	2.84257807427013	0	0	1.40092075735116	0	0	0	0	0	0	0	0	0	0	0	2.74700047533712	0	0	0	0	0	0	0	PRJNA514452	P40.Fc.0	fecal	0	0	P40
SRR13358006	0	1.04384112025244	0	0	0.678820669756819	4.14007808982084	2.39581796506157	1.26971913382356	0	0	0	0	4.14741438925209	0	0	2.02282092725265	2.3567890831434	2.34952221323415	0	0	1.57374673337759	0	0	1.8303448943203	0	0	0	0	0	0	0	0	3.22273358120282	0	0	3.85849891992736	0	0	0	3.02789341349251	0	0	0	PRJNA514452	P40.Fc.1	fecal	1	1	P40
SRR13358005	0	0	0	0	0	4.51894832750601	2.68565158341416	1.22319231363721	0	0	0	0	3.60656706263239	0	0	2.08726846439569	1.52581356154314	1.04550395055392	0	0	2.53442190052025	0	0	1.58035804727995	0	0	0	0	0	0	0	0	0	0	0	2.79291702005022	0	0	0	0	0	0	0	PRJNA514452	P40.Fc.3	fecal	3	1	P40
SRR13358004	0	0	0	0	0.885441338152892	4.30157700393393	3.16295902037413	1.83132044602619	0	0	0	0	4.17359188436855	1.32313346862489	0	2.36665163197224	1.7178717663833	2.59436653587085	0	0	1.98572716926043	1.08406464871703	0	1.67915450028837	0	0	0	0	0	0	0	0	0	0	0	3.13623316472786	0	0	0	0	1.08406464871703	0	1.63664474104043	PRJNA514452	P40.Fc.6	fecal	6	1	P40
SRR13358000	0	0	0	0	0	3.96029199913688	3.16160382649613	0.576985795007546	0	0	0	0	3.77968831538199	0.576985795007546	0	2.39933421151015	2.23124398229085	2.14830990145671	0	0	0	1.60051961931641	0	0	0	0	0	0	0	0	0	0	2.86170259126485	0	0	2.59776117424695	0	0	0	4.30919232179872	0	0	1.56917227741723	PRJNA514452	P41.Fc.0	fecal	0	0	P41
SRR13357999	0	0	0	0	0	4.22866209787266	2.94022246615367	0	0	0	0	0.406565916871813	3.89402174378469	0	0	2.38667487718578	1.42451401983352	1.75438993010998	0.521821256086098	0	0	0.688008275069544	0	1.5356516522522	0	0	0	0	0	0	0	0	2.64923101580027	0	0	3.34862948087738	0	0	0	4.0020257823999	0	0	1.19663030150821	PRJNA514452	P41.Fc.1	fecal	1	1	P41
SRR13357997	0	0	0	0	0	4.28394139120864	3.17560484390903	0	0	0	0	0	4.07889256773804	0	0	2.06218477984654	1.66562524143065	2.07062754566925	0	0	0	1.35256339017263	0	1.25501351989256	0	0	0	0	0	0	0	0	2.62214770389753	0	0	2.75381965202264	0	0	0	3.67285122948799	0	0	1.12900625509935	PRJNA514452	P41.Fc.3	fecal	3	1	P41
SRR13357996	0	0	0	0	0	4.25316456626931	3.57745523905977	0	0	0.468608515732438	0	1.38562814546974	3.19534808084332	0	0	2.47151002868451	3.09438763437997	2.39375874172443	0	0	3.41335819663634	0	0	1.90114014222142	0	0	0	0	0	0	0.592471331048713	0.468608515732438	2.47008391339833	0.834122124135736	0	3.06635958909552	0	0	0	3.97910336639621	0	0.468608515732438	0	PRJNA514452	P41.Fc.6	fecal	6	1	P41
SRR13357991	0	0.878004235058241	0	0	1.23998704166893	4.30723488179728	2.27347210106827	2.45382356045186	0	0	0	0	3.86684277175631	0	0	0	3.97396129708914	2.61497626032355	0	0	0.771826015195594	0	0	2.85830227224706	0	0	0	0	0	0	0	0	0	0	0	1.60536943616852	0	0	0	0.630986703067142	0	0	0	PRJNA514452	P42.Fc.6	fecal	6	1	P42
SRR13357986	0	1.28693374022644	0	0	1.09224672049969	3.70825555154131	2.0140939275352	2.56508118364019	0	0	0	0	4.08554537251273	0.730114165719538	0	1.40622818227157	3.96936488735252	4.01323924811655	0	0	0	0	0	3.09978747996433	0	0	0	0	0	1.09224672049969	0	0	0	0	0	1.47499405021742	0	0	0	0	0	0	0	PRJNA514452	P43.Fc.0	fecal	0	0	P43
SRR13357984	0	0.79819918418961	0	0	0.95061781807422	4.24528991322024	2.26623263923593	3.73042731154639	0	0	0	0	3.96884812472434	0.79819918418961	1.01055703636724	1.85929909672827	3.50909453662193	2.16523031768838	0	0	0.881061010109258	0	0	3.41637250361702	0	0	0	0	0	0	0	0	0	0	0	1.72027329259588	0	0	0	2.14516827125517	0	0	0.561308028019938	PRJNA514452	P44.Fc.0	fecal	0	0	P44
SRR13357983	0	0	0	0	0	4.27479328085283	2.84677145946966	3.23679940681792	0	0.384154312856804	0	0	4.13376430020582	0	0	2.44557211212918	2.12462066517005	2.53614838876371	0	0	0	0	0	1.53674022424143	0	0	0	0	0	0.384154312856804	0	0	0	0	0	3.4888656642669	0	0	0	0	0	0	0.825267544967374	PRJNA514452	P44.Fc.6	fecal	6	1	P44
SRR13357979	0	0	0	0	0	3.77782459503751	2.39541162619643	1.76437522143606	0	0	0	0	4.47361689826129	0.935350315598656	0	1.86546175589648	1.46132711157618	2.04208446631983	0	0	0	0	0	2.24283669441489	0	0	0	0	0	0.783755235243735	0	0	3.18091692095425	0	0	2.8772573837738	0	0	0	1.0475025556229	0	0	0.54887587361651	PRJNA514452	P45.Fc.0	fecal	0	0	P45
SRR13357978	0	0	0	0	0	1.82312377632146	0	1.3588626294257	0	0	0	0	4.55552139605131	0	0	0	2.04686075819689	3.04243274297551	0	0	0	0	0	2.68892885913996	0	0	0	0	0	0.648340897360708	0	0	0	0	0	3.00311264658036	0	0	0	0	0	0	0.648340897360708	PRJNA514452	P45.Fc.1	fecal	1	1	P45
SRR13357977	0	0.765334252080289	0	0	0.700812855523501	2.3157365573185	0.915836075968448	1.62342368875052	0	0.533105367641418	0	0.821498223752757	4.51926842442556	0.533105367641418	0	0	3.13462439161176	3.2597396422348	0	0	0	0	0	2.50663006719934	0	0.41639161934467	0	0	0	1.70640747870591	0	0	0	0	0	3.07952293293904	0	0	0	2.81561287421898	0	0	0	PRJNA514452	P45.Fc.3	fecal	3	1	P45
SRR13357975	0	0	0	0	0	4.26618741191379	0	0	0	0	0	0	4.18802686163022	0	0	0	2.61146455924011	2.99279446797953	0	0	3.40526399613357	0	0	1.77183684368965	0	0	0	0	0	0.77178787432916	0	0	0	0	0	2.93651499337609	0	0	0	0.538619450381001	0	0	0	PRJNA514452	P45.Fc.6	fecal	6	1	P45
SRR13357972	0	0.809269282559672	0	0	0.858756303028006	4.22256997496857	3.33955058414458	3.40180596224833	0	0	0	0	3.63464360644056	2.05615576375565	0	2.15879596667477	0	2.35077739837415	0	0	0.407545704719241	0	0	2.48010580278472	0	0	0	0	0.407545704719241	0.614034278074327	0.614034278074327	0	0	0	0	2.80703233724907	0	0	0	4.06385774129903	0	0	0	PRJNA514452	P46.Fc.0	fecal	0	0	P46
SRR13357971	0	0	0	0	0	4.38127731445143	2.60392112368895	2.00615805630329	0	0	0	0	4.10946810386828	1.71358454242634	0	2.33600147563029	0	2.30289725012358	0	0	0.776096921280343	0	0	2.62694904151401	0	0	0	0	0	0.60021153297565	0	0	0	0	0	2.56220644004865	0	0	0	1.6103778152685	0	0	0.997780904002283	PRJNA514452	P46.Fc.1	fecal	1	1	P46
SRR13357970	0	0	0	0	0	4.41490248566023	2.31347043619407	1.42840409165636	0	0	0	0	4.04959465978187	1.77464599053635	0	2.65672231497099	1.33552406593897	2.22069997121983	0	0	0	0	0	1.88495818947869	0	0	0	0	0	0	0	0	0	0	0	2.66810551024559	0	0	0	1.42840409165636	0	0	1.57982732962028	PRJNA514452	P46.Fc.3	fecal	3	1	P46
SRR13357969	0	0	0	0	0	4.44538044341854	2.43910304829528	2.07274761489944	0	0	0	0	4.00265258198851	0	0	0	1.19463720515972	2.12349181953072	0	0	1.11081598270995	0	0	1.97926549333848	0	0	0	0	0	0	0	0	1.59624372930998	0	0	1.9956417206149	0	0	0	0.746595964470518	0	0	0.746595964470518	PRJNA514452	P46.Fc.6	fecal	6	1	P46
SRR13357967	0	0	0	0	0	4.14965717972576	0.639097607071534	2.59789309435175	0	0	0	0	3.8660402654546	0	0	0	3.89783434597365	1.56911688314482	0	0	0.639097607071534	1.00984458022887	0	1.59764169660006	0	0	0	0	0	1.40366447305749	0	0	0	0	0	2.79662510522754	0	0	0	3.91505348852927	0	0	1.22895093353875	PRJNA514452	P47.Fc.0	fecal	0	0	P47
SRR13357966	0	0	0	0	0	4.38185856981872	0	1.41369397248779	0	0	0	0	4.03962938397248	0	0	0	2.78223338766902	2.78610121539712	0	0	0.875164777717533	1.23690161381495	0	1.26335435827035	0	0	0	0	0	0	0	0	2.89277031838654	0	0	3.21239577226925	0	0	0	0	0	0	0	PRJNA514452	P47.Fc.6	fecal	6	1	P47
SRR13357962	0	0.532252635835924	0	0	1.08736581876463	4.02043624317402	2.84382814234762	2.9332636618588	0	0.624084356445168	0	0	4.31481526159605	1.42593619029112	0	1.14089547626993	1.02629831104288	3.5778742854074	0	0	0.415647949045433	0	0	1.75081253859031	0	0	0	0	0	0.764334972942543	0	0	3.0689092702905	0	0	2.98273197831989	0	0	0	0.870179509489093	0	0	1.02629831104288	PRJNA514452	P48.Fc.0	fecal	0	0	P48
SRR13357961	0	1.60202720888997	0	0	2.3091707216115	3.89279161698886	1.5078232928831	2.28447248143771	0	0.726971409409783	0	0	3.88496553841869	0.556278217717501	0	0	0.944452870036069	1.28326935692225	0	0	1.302443289121	0	0	4.35174078975888	0	1.53059389112841	0	0	0	0	0	0	0	0	0	2.35471504507613	0	0	0	0	0	0	0	PRJNA514452	P48.Fc.1	fecal	1	1	P48
SRR13357960	0	1.17675288903882	0	0.499324722827274	1.97701607155364	2.84037921556224	1.74828724396624	2.56809528653938	0	1.17675288903882	0	0	4.09271915553215	0	0.873442299179545	0	1.62314510578659	1.30997662551427	0	0	1.76470025444969	0	0	4.19769018623119	0	1.49419778635833	0	0	0	3.59422477729831	0	0	0	0	0	3.72157377077502	0	0	0	0	0	0	0.72548112599164	PRJNA514452	P48.Fc.3	fecal	3	1	P48
SRR13357959	0	1.23616275551849	0	0	1.94628587192988	3.66967386563123	1.69614154264011	2.27464996699268	0	0.54359320707209	0	0	4.19925477593288	1.08752548821714	0.54359320707209	0	1.1681722140093	2.59565890671801	0	0	1.50788543422282	0	0	3.99643744545274	0	0	0	0	0	2.67808241370663	0	0	0	0	0	3.84835512605374	0	0	0	0.54359320707209	0	0	0	PRJNA514452	P48.Fc.6	fecal	6	1	P48
SRR13357958	0	1.74790256085026	0	0	0	2.07949577574385	1.1406572017648	2.77154219428357	0	0.812667427763588	0	0.812667427763588	1.87089686163257	0	1.1406572017648	0	4.47191710284061	0.66877842304698	0	0	1.39475606795795	0	0	3.91155917393121	0	1.00691652439753	0	0	0	0	0.920562985020683	0	0	0	0	1.28603111947213	0	0	0	0	0	0	0	PRJNA514452	P49.Fc.0	fecal	0	0	P49
SRR13357957	0	1.24139136687547	0	0	0	2.00223355810023	0	2.21354895943304	0	0	0	0	4.42409045079344	1.00560401956316	0	0	3.99881048039707	2.54149835635055	0	0	0	0	0	2.12806356983601	0	0	0	0	0	0	0	0	0	0	0	3.15997181847768	0	0	0	0	0	0	0	PRJNA514452	P49.Fc.1	fecal	1	1	P49
SRR13357956	0	0	0	0	0	4.45969751134529	0	0	0	0.647711887143096	0	0	3.80568733580734	0	0	0	2.48778776334976	1.57002102321332	0	0	0	0	0	2.3136144865512	0	0	0	0	0	1.0860369386104	0	0	0	0	0	2.46017726287924	0	0	0	3.42728678563449	0	0	0	PRJNA514452	P49.Fc.3	fecal	3	1	P49
SRR13357955	0	0	0	0	0	4.40413188900247	1.97036019878479	0	0	0	0	0	3.95632599608799	0	0	0	2.12386500645095	2.67780282952568	0	0	0	0	0	2.30836434911556	0	0	0	0	0	0	1.26952568694643	0	0	0	0	3.53064851827287	0	0	0	1.36174071725197	0	0	0	PRJNA514452	P49.Fc.6	fecal	6	1	P49
SRR13357950	0	0.862930975226	0	0	0.410499526217012	4.39607781406155	2.62760364397644	2.52446238285952	0	0	0	0	4.07486746103374	0	0	2.87592311195643	1.33150020818289	1.05025601386247	0.813363376525588	0	0	0	0	1.39094056852166	0	0	0	0	0	0	0	0	0	0	0	2.25803600826936	0	0	0	2.30449619236821	0	0	0.862930975226	PRJNA514452	P50.Fc.0	fecal	0	0	P50
SRR13357947	0	0	0	0	0.926389269429609	3.98681517360224	0.996909534490218	1.59871099158047	0	0	0	0.599486133037151	4.21427261094079	0	0	2.8807980599644	3.23209523999987	1.2397998681724	0	0	3.70904679440017	0	0	3.58033105554981	0	0.842155239283902	0	0	0	0.842155239283902	0	0	0	0	0	3.07448037333622	0	0	0	0	0	0	0	PRJNA514452	P51.Fc.0	fecal	0	0	P51
SRR13357946	0	0.969463970020463	0	0	0	4.43358835216379	0	1.24654936266052	0	0	0	0	3.10426312008143	0	0	2.90148302440079	3.54458321031907	0.816065839598209	0	0	3.70369020614633	0	0	2.12754697686894	0	0	0	0	0	0	0	0	0	0	0	2.89996906596833	0	0	0	1.24654936266052	0	0	0	PRJNA514452	P51.Fc.1	fecal	1	1	P51
SRR13357945	0	0	0	0	0.689757813336526	4.41616759773311	0	1.31123002731946	0	0	0	0	3.5166024478692	0	0	2.40679985078933	3.19339472335412	0.893004049898184	0	0	3.77972527469343	0	0	3.03025184806128	0	0	0	0	0	0	0.689757813336526	0	0	0	0	2.50700329750665	0	0	0	2.06043505822781	0	0	0.768550944791195	PRJNA514452	P51.Fc.3	fecal	3	1	P51
SRR13357944	0	0	0	0	0	4.11602423846622	0	2.68524578692149	0	0	0	0	3.34631847174987	0	0	2.96790821888318	3.10322213042555	3.08013200798878	0	0	3.64656653710289	0	0	2.87095176538636	0	0	0	0	0	0	0	0	0	0	0	3.22217318974639	0	0	0	4.10501541261619	0	0	0	PRJNA514452	P51.Fc.6	fecal	6	1	P51
SRR13357941	0	0.614285242582911	0	0	0.488005015571909	4.36958267751226	2.61824521314085	0	0	0	0	0	3.99790610407305	0	0	0	2.91711809800065	2.58789117135162	0	0	0	0	0	1.82215610152854	0	0	0	0	0	0	0	0	0	0	0	3.56460995084305	0	0	0	0	0	0	0	PRJNA514452	P52.Fc.0	fecal	0	0	P52
SRR13357940	0	0	0	0	0	4.13801170082008	3.29799017151688	0	0	0	0	0	4.08960690722799	0	0	0	2.1048600441146	3.1300716044552	0	0	3.02394333246532	0	0	3.66124767069096	0	0	0	0	0	0	0	0	0	0	0	3.55712174812861	0	0	0	0	0	0	0	PRJNA514452	P52.Fc.1	fecal	1	1	P52
SRR13357939	0	0	0	0	0	1.83025567418256	2.29662613460219	0	0	0	0	0	3.468920747746	0	0	0	2.87358728468852	1.1989508604391	0	0	0	0	0	4.43905209298002	0	0	0	0	0	0	0	0	0	0	0	3.8625117615319	0	0	0	0	0	0	0	PRJNA514452	P52.Fc.3	fecal	3	1	P52
SRR13357938	0	0.603082867364001	0	0	0	4.28554572393703	2.95656832854027	1.20539820171594	0	0.478030596759968	0	0	3.7168649832791	0	0	0	2.47992527348601	1.56952823438313	0	0	2.8020782245892	0	0	2.0099501268767	0	0	0	0	0	0.779287630742924	0.478030596759968	0	0	0	0	4.08725999949216	0	0	0	0	0	0	0	PRJNA514452	P52.Fc.6	fecal	6	1	P52
SRR13357936	0	2.26803632327615	0	0	3.98860365585771	2.33627038593276	2.3621956402658	3.92806119105022	0	0	0	0	2.38012345838015	0.977296517015334	3.57602042657202	0	1.71553516703852	0	0	0	1.42278653553434	0	0.767289993039006	4.11362587567526	0	0	0	0	0.534775124789659	3.44136377160868	0.977296517015334	0	0	0	0	1.38104434511086	0	0	0	0.917910232425494	0	0.767289993039006	0	PRJNA514452	P53.Fc.0	fecal	0	0	P53
SRR13357933	0	0	0	0	0	4.41131743240455	2.75939633441951	1.00455380650078	0	0	0	0	3.84393038798666	0	0	1.66770537401095	2.21721360967881	1.13822593017881	0	0	3.47292950965965	0	0	2.12690686128435	0	0	0	0	0	0	0	0	0	0	0	2.57535271317978	0	0	0	3.22813423992169	0	0	0	PRJNA514452	P54.Fc.0	fecal	0	0	P54
SRR13357931	0	0	0	0	0	4.28989647179022	2.55283837656371	0	0	0	0	0	3.24837834080762	0.997010833929426	0	2.63877841597719	3.10924311613157	1.55156230094752	0	0	3.87603184106449	0	0	1.3678871980318	0	0	0	0	0	0	0.818366465056687	0	0	0	0	3.31848450441691	0	0	0	3.75802314103526	0	0	0	PRJNA514452	P54.Fc.1	fecal	1	1	P54
SRR13357930	0	0	0	0	0	4.42888420495377	2.36916491720343	0	0	0	0	0	3.60835448250097	0.835385478444444	0	2.26648090261295	2.81446144035416	1.79790434218964	0	0	3.73449347005398	0	0	1.55715983529929	0	0	0	0	0	0	0	0	0	0	0	3.08966665426449	0	0	0	0.930197081789618	0	0	0	PRJNA514452	P54.Fc.3	fecal	3	1	P54
SRR13357929	0	0	0	0	0	4.32145664621409	2.61723452887576	0	0	0	0	0	3.61081863383017	0.878470094726829	0	2.32555669186796	1.72217315877801	2.24887260735892	0	0	4.02556538209368	0.503295753352772	0	2.11392876882724	0.503295753352772	0	0	0	0	0	0	0	0	0	0	3.31059222704142	0	0	0	1.71613046279615	0	0	0	PRJNA514452	P54.Fc.6	fecal	6	1	P54
SRR13357925	0	0	0	0	0	4.48654627007672	0	1.115151612538	0	0	0	0	3.90396828878321	1.26931198882198	0	0	0.970010389432953	0.924636054584364	0	0	0	0	0	1.17283472018242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577214677092698	0	0	0	PRJNA514452	P55.Fc.0	fecal	0	0	P55
