bugName	pval	p1M	p6M	s1M	s6M	Adjustedpval	Adjustedp1M	Adjustedp6M
Micrococcaceae	1.19257137498607e-09	7.1057807818939e-10	1.72907905732038e-06	1.05916420535429	0.93389908588522	7.9752245807363e-08	3.3920220991104e-08	0.000111525599197164
Streptococcaceae	1.23646892724594e-09	7.88842348630326e-10	1.41317903707536e-06	1.05822348699623	0.951711853050417	7.9752245807363e-08	3.3920220991104e-08	0.000111525599197164
Carnobacteriaceae	2.71644462479514e-09	5.00240422615086e-10	0.000720055078729965	1.04612642121865	0.570547949389792	1.16807118866191e-07	3.3920220991104e-08	0.0182922461194298
Actinomycetaceae	4.03948168470336e-07	1.05241345464873e-07	0.000850802145089758	0.766602809235937	0.545072778393132	1.30273284331683e-05	3.39403339124216e-06	0.0182922461194298
Fusobacteriaceae	1.52272406628295e-06	2.8975484802192e-07	0.0180333448570434	1.15956777785479	0.575163028610778	3.92862809101002e-05	7.47567507896554e-06	0.152261426423643
Enterobacteriaceae	3.14523471178774e-06	1.95073532920124e-06	0.000304811224333132	1.17144903757203	1.0454981140397	6.76225463034363e-05	3.59492653524229e-05	0.00983016198474349
Pectobacteriaceae	4.3450616086238e-06	1.53553830470577e-06	0.00136148221537575	0.677294833412716	0.522739695912017	8.00732782160672e-05	3.30140735511741e-05	0.0250901722547817
Erwiniaceae	0.000129612901789145	3.76657956918049e-05	0.0144176653539594	0.463575525331108	0.324538599398998	0.00209000804134996	0.000607360955530355	0.132848487904341
Yersiniaceae	0.000194176699270354	6.05780352313062e-05	0.0140999126753998	0.64409540651239	0.468829134428066	0.00246374990788491	0.000868285171648722	0.132848487904341
Lachnospiraceae	0.000197396498519353	0.0542046700908443	4.48704240373114e-05	-0.0846379180376236	-0.261399558585659	0.00246374990788491	0.15200874873302	0.00192942823360439
Morganellaceae	0.000210087201447551	8.07683008279997e-05	0.00867594695911499	0.478777365568263	0.379616134154736	0.00246374990788491	0.0010419110806812	0.105157357624498
Alcaligenaceae	0.000499885587151083	0.00011018978168715	0.164751901342051	0.374878104371868	0.15521383283129	0.00537377006187414	0.00129222562160385	0.485846655796077
Melioribacteraceae	0.00102010096933725	0.000363280534886598	0.773853046764223	-0.75102308044124	-0.0722239304833224	0.0101225403880388	0.00360486069233624	0.907518573023497
Pasteurellaceae	0.00116345770242821	0.000269375077803602	0.132696661749662	0.572470798287123	0.283425727376219	0.0107204316866599	0.00289578208638872	0.470968168952136
Clostridiaceae	0.00219224887125891	0.000940639745524135	0.0210876139053475	0.614784671558348	0.537436362390494	0.0188533402928266	0.00866732336947239	0.152261426423643
Ruminococcaceae	0.00415032753101496	0.00142180138489783	0.0450105117409825	-0.36522150382233	-0.290244427505307	0.0318018119099236	0.0122274919101213	0.232965223913975
Leptospiraceae	0.00419093645324575	0.00396476535660029	0.00896690646410452	-0.222570761690866	-0.262920173797547	0.0318018119099236	0.0269186700527072	0.105157357624498
Nostocaceae	0.00727031751172325	0.00193521890301456	0.4316104342843	0.134395854259431	0.0409342327323911	0.0521039421673499	0.0156027024055549	0.732589821569354
Thioalkalispiraceae	0.00904598390753986	0.00254197689996817	0.148053573139975	0.403625165915674	0.233001715927022	0.0585987993764023	0.0192891188291703	0.485846655796077
Pseudomonadaceae	0.00913316877458537	0.00624490949994521	0.0224261015662731	0.372538681738278	0.391044792742059	0.0585987993764023	0.0350257967605623	0.152261426423643
Akkermansiaceae	0.00953933943336782	0.126635807534059	0.0027284634343754	0.408239496175097	1.13636121051917	0.0585987993764023	0.276881680879553	0.0439964728793033
Bacillaceae	0.0112099763274885	0.0078345067381212	0.0215606327669667	0.308840015704308	0.352020694062359	0.0653096520297328	0.0411785827511328	0.152261426423643
Aeromonadaceae	0.0117078142360869	0.00448524806321286	0.0681024714689245	0.491532072412812	0.387957755669812	0.0653096520297328	0.0289298500077229	0.337893031518895
Limnochordaceae	0.0121506329357642	0.517663931062946	0.0106858535329931	-0.0482546129834547	0.269074645607782	0.0653096520297328	0.688439660898144	0.114872925479676
Fimbriimonadaceae	0.0131883578591925	0.0037878883113997	0.534699130698317	0.157256883406914	0.0410609139776923	0.0669885184980412	0.0269186700527072	0.771545080957547
Hafniaceae	0.0135015618678223	0.0112840778242014	0.0214535775914272	0.235577514170384	0.275085603402731	0.0669885184980412	0.0539128162711847	0.152261426423643
Corynebacteriaceae	0.0150162215931031	0.00484970150362004	0.105890948361612	0.238988008802293	0.175190216555625	0.0717441698337149	0.0297910235222374	0.413937343595393
Piscirickettsiaceae	0.0166945536619547	0.00508478800743515	0.154168492570343	0.308568007967695	0.191149926928504	0.0769141936568628	0.0298153478617788	0.485846655796077
