bugName	pval	p6M	p1Y	s6M	s1Y	Adjustedpval	Adjustedp6M	Adjustedp1Y
Clostridia	0.0123280504781405	0.10148258019516	0.00391771006445455	-0.126001988642636	-0.265754682848562	0.511723405167179	0.439928572029025	0.188050083093818
Erysipelotrichia	0.0242114526031632	0.0200318795851017	0.0186951344419403	-0.687548985739819	-0.72529810078826	0.511723405167179	0.439928572029025	0.358533642884932
Verrucomicrobiae	0.0579808265127031	0.0323726848565638	0.0629720034028031	1.26496057219112	1.09644363998523	0.511723405167179	0.439928572029025	0.431808023333507
Spirochaetia	0.0647642678688864	0.275581139782337	0.0224083526803083	-0.163368629738281	-0.394960757426485	0.511723405167179	0.565146830432783	0.358533642884932
Chlorobia	0.0789339016609741	0.0781275444801806	0.484630821577453	-0.210524076644615	0.0810538956491897	0.511723405167179	0.439928572029025	0.830795694132777
Synergistia	0.0978895645701804	0.0413850342533195	0.1442940167293	0.697657934752947	0.494013969418639	0.511723405167179	0.439928572029025	0.494460104111199
Hydrogenophilalia	0.101757927577186	0.0376429656803673	0.452028505708747	0.163846045358539	0.0559909157431209	0.511723405167179	0.439928572029025	0.803606232371106
Saprospiria	0.11289987752719	0.172098084739577	0.0491767176796985	0.149449283093188	0.231787545911286	0.511723405167179	0.458928225972206	0.431808023333507
Gammaproteobacteria	0.124044071041323	0.0743777793776364	0.0966247541203867	0.452699243108903	0.435776765787624	0.511723405167179	0.439928572029025	0.462794887764839
Bacteroidia	0.126986588469829	0.241172022943708	0.0496063058786435	0.266888154965332	0.499629839725628	0.511723405167179	0.551250338157048	0.431808023333507
Fusobacteriia	0.128014052333977	0.0813392930196369	0.0937360314265568	0.991159311695043	0.989362144556102	0.511723405167179	0.439928572029025	0.462794887764839
Mollicutes	0.151134693631998	0.637054373039486	0.11569872194121	0.133014721569522	-0.488232170475617	0.511723405167179	0.796255325183091	0.462794887764839
Actinobacteria	0.151198437646233	0.46669442136884	0.0582942692682853	-0.178082332944531	-0.526070626735242	0.511723405167179	0.678828249263767	0.431808023333507
Ktedonobacteria	0.153433978077723	0.0625216067002195	0.615917421269409	0.193560310278773	0.0500061598153004	0.511723405167179	0.439928572029025	0.853639523935421
Acidimicrobiia	0.169676134725369	0.116885401243456	0.753397333284773	0.261326968717967	-0.0514265535917189	0.511723405167179	0.439928572029025	0.882026146284613
Negativicutes	0.182423465907912	0.103148790664034	0.874695357038364	0.262953324804976	-0.0243115057625975	0.511723405167179	0.439928572029025	0.965946897863624
Thermotogae	0.189585749874549	0.148609946051785	0.60617779974294	0.290464917662194	-0.101299914918156	0.511723405167179	0.458928225972206	0.853639523935421
Epsilonproteobacteria	0.199245279209044	0.941662755647054	0.110874998472867	-0.0136566659774979	0.331848911508304	0.511723405167179	0.941662755647054	0.462794887764839
Caldilineae	0.202557181212008	0.0847459362674405	0.301278840096087	0.262865082669648	0.156618986748682	0.511723405167179	0.439928572029025	0.688637348791057
Betaproteobacteria	0.241130191346666	0.49681425005133	0.0997899922889239	0.159175536405642	0.426268623863807	0.578712459231999	0.701384823601878	0.462794887764839
Planctomycetia	0.278823576279298	0.119147321591194	0.579825664855678	0.137488381710872	0.0470736430402754	0.616301136569849	0.439928572029025	0.853639523935421
Deinococci	0.301463396213642	0.134068156217654	0.64501301349252	0.24442676802133	0.0744689006173426	0.616301136569849	0.458928225972206	0.853639523935421
Thermodesulfobacteria	0.330737660305417	0.724847618056783	0.153961615379288	0.0208350504752659	0.0928391093990242	0.616301136569849	0.796255325183091	0.494460104111199
Gloeobacteria	0.337701119894292	0.707360929498702	0.15451878253475	-0.0549169660388947	-0.225677318058045	0.616301136569849	0.796255325183091	0.494460104111199
Sphingobacteriia	0.346868337432848	0.184803083167116	0.294203041840531	0.254854559297935	0.206565815732317	0.616301136569849	0.466870946948503	0.688637348791057
Alphaproteobacteria	0.351053555973557	0.159902810876589	0.658013799700221	0.273766534355654	0.0851197100486687	0.616301136569849	0.458928225972206	0.853639523935421
Calditrichae	0.363230105686578	0.171035186999342	0.448588112492351	-0.195321278743886	-0.105256216757108	0.616301136569849	0.458928225972206	0.803606232371106
Phycisphaerae	0.368815545607386	0.457925234165626	0.425841070878205	0.059043371153429	-0.0663914857507283	0.616301136569849	0.678828249263767	0.803606232371106
Ignavibacteria	0.374683409350091	0.697688317695438	0.1749273752753	-0.0997993916939105	-0.377496120723205	0.616301136569849	0.796255325183091	0.524782125825901
Acidobacteriia	0.396752864729825	0.232292078144934	0.290406936806736	0.228215664281091	0.209520103788726	0.616301136569849	0.551250338157048	0.688637348791057
Nitrospira	0.413695643906891	0.354836134896913	0.629520508204378	0.14103502382889	-0.0756517805850024	0.616301136569849	0.6550820951943	0.853639523935421
Cytophagia	0.427789017541844	0.690583173612206	0.332804024232267	-0.0781423267644094	0.202226390970913	0.616301136569849	0.796255325183091	0.694547528832557
Acidithiobacillia	0.43487582183358	0.41552706455381	0.221488640522603	-0.0682178836970436	-0.109516716129779	0.616301136569849	0.678828249263767	0.590636374726941
Coriobacteriia	0.436546638403643	0.463138919624045	0.216859168856506	-0.187279831067143	-0.336182029465687	0.616301136569849	0.678828249263767	0.590636374726941
Anaerolineae	0.502986176958747	0.342878572701507	0.329084771326373	0.183900381495135	0.19527904266291	0.683769883656887	0.6550820951943	0.694547528832557
Deltaproteobacteria	0.512827412742665	0.282573415216391	0.923214508954105	0.320947444129883	0.0288258039201023	0.683769883656887	0.565146830432783	0.965946897863624
Bacilli	0.542225953777977	0.280824671860098	0.685290625110441	0.392989884430421	0.149784307522055	0.703428264360619	0.565146830432783	0.865630263297399
Candidatus Babeliae	0.637605035591066	0.739677519136512	0.355885940024743	0.0529609442479241	0.156921699516516	0.80539583443082	0.796255325183091	0.711771880049487
Chlamydiia	0.690847598357512	0.424082088710131	0.565493726436409	0.0593186781679994	0.0442414524232757	0.834275643259823	0.678828249263767	0.853639523935421
Spartobacteria	0.695229702716519	0.438416688819425	0.997943828982216	-0.0609518247183489	-0.000202327850791446	0.834275643259823	0.678828249263767	0.997943828982216
Rubrobacteria	0.714850636909991	0.742107536844312	0.594279161457349	0.0412756481099953	-0.0701943675131776	0.836898306626331	0.796255325183091	0.853639523935421
Flavobacteriia	0.755260657660662	0.465735639073098	0.725485407155474	0.311686994618871	0.155245082739991	0.863155037326471	0.678828249263767	0.870582488586568
Ardenticatenia	0.823566258494261	0.697884234095756	0.557500085650497	0.0339704950232222	0.0537826007659137	0.919329776923826	0.796255325183091	0.853639523935421
Oligoflexia	0.896609023185175	0.723455704294229	0.908806256256342	0.15529012565009	-0.0524197772252439	0.949781967963779	0.796255325183091	0.965946897863624
Chitinophagia	0.903943654202706	0.714616241410165	0.945823004158132	-0.0417721948614031	0.00809117521648119	0.949781967963779	0.796255325183091	0.965946897863624
Fibrobacteria	0.916469691330312	0.746489367359148	0.927367892705134	0.0840853482846389	-0.0247349958844274	0.949781967963779	0.796255325183091	0.965946897863624
Tissierellia	0.9299948436312	0.917543606418331	0.713281340298975	-0.018597152123319	-0.0692556921465192	0.949781967963779	0.941662755647054	0.870582488586568
Limnochordia	0.976211897279727	0.937628015069988	0.882058309401252	-0.0195906785093261	0.0388609939174531	0.976211897279727	0.941662755647054	0.965946897863624
