SAMPLE_ID	Acidimicrobiia	Acidithiobacillia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Caldisericia	Calditrichae	Candidatus Babeliae	Candidatus Brocadiae	Candidatus Saccharimonia	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chrysiogenetes	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	Dictyoglomia	Elusimicrobia	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gloeobacteria	Halobacteria	Hydrogenophilalia	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Limnochordia	Methanobacteria	Methanomicrobia	Methylacidiphilae	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Phycisphaerae	Planctomycetia	Rubrobacteria	Saprospiria	Spartobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermococci	Thermodesulfobacteria	Thermoleophilia	Thermomicrobia	Thermoplasmata	Thermoprotei	Thermotogae	Tissierellia	Verrucomicrobiae	Vicinamibacteria	Zetaproteobacteria
SRR39238476	1.1776756846586538	1.1425017401480997	1.690379055805407	4.064272948610688	2.6075367185885883	0.9637239706311223	0.6545332695371737	0.0	4.414406996747565	4.0418576611509165	2.9336615113385553	0.3367068989355297	0.3367068989355297	0.0	0.6545332695371737	0.0	0.0	0.3367068989355297	1.4276025781540387	0.0	0.5240676060673546	0.3367068989355297	0.0	0.0	4.124055138633405	0.0	2.6425060846555897	1.6231793516019017	0.9637239706311223	0.0	1.5288471753538124	2.380088190728744	0.0	0.0	0.3367068989355297	3.024742355539885	2.4375885978036056	0.9045755551628929	0.3367068989355297	2.7433710505458024	2.728421408633846	3.83874868227453	1.557952818825663	0.0	0.0	0.0	0.8360820015307986	0.0	0.6545332695371737	1.344043049003831	0.9637239706311223	0.0	0.0	1.5436437775279748	3.495781824887206	0.3367068989355297	0.0	1.4276025781540387	0.8360820015307986	0.6545332695371737	0.0	0.6545332695371737	1.4640369559023863	0.5240676060673546	0.3367068989355297	1.6231793516019017	1.387829358675389	1.6108942945911087	0.5240676060673546	0.0	0.5240676060673546	1.0622478833150675	0.0	0.0	0.0	0.8360820015307986	4.166902006227721	1.6351264349025911	1.0622478833150675	0.0
SRR39238477	0.7177963521908906	0.2658321720384383	1.078309373730996	2.757205063555326	2.4732682392786183	0.8394854641234639	0.0	0.0	2.8214697802904594	4.651487804783489	2.681751108401887	0.0	0.7828891918902965	0.0	0.0	0.0	0.0	0.6411974115181465	1.3765070529931718	0.0	0.0	1.0123025996366024	0.0	0.0	3.7065405301007943	0.0	2.0606255046420894	2.2033834563478436	0.0	1.7271080437288822	0.4295270253951201	2.340106986813573	0.0	0.0	0.4295270253951201	3.5532678812788707	2.6590401582325733	0.0	0.0	1.5516500869059786	3.8262192962023858	3.63100762444689	0.5481322934689418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0123025996366024	1.4728483793906773	3.3164053054285594	0.4295270253951201	0.0	0.6411974115181465	0.5481322934689418	1.82513779504692	0.0	0.2658321720384383	0.5481322934689418	0.4295270253951201	0.0	1.900477131882734	0.6411974115181465	0.8394854641234639	0.0	0.0	0.4295270253951201	0.0	0.7828891918902965	0.0	0.0	0.5481322934689418	4.3347072759548775	1.644038886184006	1.0123025996366024	0.0
SRR39238478	0.0	0.6701165484291308	0.0	3.4815430302159878	1.4027565386065743	0.5958141595815714	0.0	0.0	2.7308441008722744	4.737534737744216	3.159934273368409	0.39295054993266954	1.5511925655365006	0.0	0.0	0.0	0.0	0.39295054993266954	0.0	0.0	0.0	0.23948000837230243	0.0	0.0	4.348132476085124	0.0	2.3113189615352203	1.6474569145121827	0.23948000837230243	1.5773317026967804	0.7335445753819024	2.787024155363111	0.0	0.0	0.39295054993266954	1.7078175052294533	3.0260877937481814	0.0	0.23948000837230243	1.023843919823482	1.957884946179192	3.652780107808745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39295054993266954	0.0	2.425852670338119	2.7138905446647805	0.23948000837230243	0.0	0.39295054993266954	0.23948000837230243	0.0	0.0	0.23948000837230243	0.5958141595815714	0.0	0.0	0.5958141595815714	0.5061211798418643	1.513697171273682	0.39295054993266954	0.0	0.39295054993266954	0.0	1.4273278070934798	0.0	0.0	0.23948000837230243	3.204643448669817	2.6304102469385797	1.1305673608138118	0.0
SRR39238479	1.6053601695426922	0.9741672864376668	1.0053693724598116	3.2365645139938737	2.32974100870204	2.539481979881724	0.4921498790226847	1.0053693724598116	4.388643553225407	4.241035262263537	2.7676482270818217	1.0053693724598116	1.5657974251621314	0.0	1.3955678547965267	0.23092818480157368	0.8205309313784908	0.8205309313784908	0.7718181197912648	0.8205309313784908	0.7718181197912648	0.38089004223753153	0.23092818480157368	0.7718181197912648	3.9461634329968875	0.7169429390414387	2.457373102188835	1.9341302784589922	1.3955678547965267	2.556737850411609	1.134616508279164	3.0688278973849443	0.4921498790226847	1.0344792094792419	1.8733036917855252	2.516900883854732	2.7318623943360683	0.0	0.23092818480157368	1.944644296601699	4.205098304942427	4.0729492156041465	1.5402055387727625	0.0	0.38089004223753153	0.0	1.1564178186441219	0.5806408526629463	0.0	0.0	0.5806408526629463	2.187546663380074	0.38089004223753153	2.9334831839696855	2.935609607558896	1.4635209552292743	0.0	1.4738803506757663	0.9405487409945581	0.9741672864376668	0.23092818480157368	1.268271951893132	2.2669176274137515	0.23092818480157368	0.0	0.8205309313784908	2.2552209916696935	0.6541173455783527	0.7718181197912648	0.0	1.4738803506757663	0.38089004223753153	0.9405487409945581	1.0874276284320177	2.1482124018890265	0.9741672864376668	3.5590306493991486	2.8107209232248587	1.7351408662754617	0.0
SRR39238480	1.104942795894594	0.27933965229898894	1.2588466564664338	3.389265904573785	1.7691128416770407	2.0527637198010216	0.6637256648032012	0.27933965229898894	3.1792622622317452	4.646959096145638	2.9295794725965716	0.9601420012299574	1.2133481527607721	0.0	0.7413744638249119	0.0	1.4620914164957468	0.44795319523130755	0.27933965229898894	0.44795319523130755	0.27933965229898894	0.27933965229898894	0.0	0.864390006081738	4.316755265853391	0.0	2.4996807785661352	1.7045032245121723	0.569104230957773	2.3304249232991934	0.864390006081738	3.040807902899288	0.569104230957773	0.27933965229898894	1.2799249138736921	1.7691128416770407	2.769798299349317	0.0	0.0	1.6723828125281344	2.6614347950800576	3.3030250239047625	1.637695677534621	0.0	0.0	0.0	0.27933965229898894	0.27933965229898894	0.0	0.0	0.6637256648032012	1.92910512802428	0.0	2.9700446807777103	3.905264274143805	0.569104230957773	0.0	1.3722516190015193	0.6637256648032012	1.9150350901396165	0.569104230957773	0.569104230957773	1.900493912453486	0.27933965229898894	0.0	0.569104230957773	2.3020429116354686	1.5999957023676599	1.7486260159398834	0.0	1.3000273283527772	0.44795319523130755	1.104942795894594	0.569104230957773	1.3722516190015193	1.038549516372833	3.8118516524383455	2.4370761338639	1.795006829728127	0.0
SRR39238482	0.3210236783464617	0.0	0.3210236783464617	3.4577257049634436	1.7866269690875523	0.7305324870769554	0.0	0.0	3.773339989238719	4.6002434294136245	2.8506245698413935	0.0	0.631715615046913	0.0	0.0	0.0	0.0	0.5035800557800163	0.5035800557800163	0.0	0.0	0.0	0.0	0.0	4.530691863304123	0.0	2.5131980297020147	1.5821054887902388	0.0	1.7787894704323046	0.3210236783464617	2.0387331379602642	0.0	0.3210236783464617	0.0	1.3992060568629872	2.9643749543913467	0.0	0.0	1.3992060568629872	2.076190540662984	3.5188141246241993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.077086752327383	3.18053005132822	0.0	0.0	0.0	0.3210236783464617	0.0	0.0	0.0	0.0	0.0	0.0	0.3210236783464617	0.0	0.3210236783464617	0.0	0.0	0.3210236783464617	0.0	0.3210236783464617	0.0	0.0	0.9374971512251811	2.6941629686256596	3.083613287270287	0.0	0.0
SRR39238483	0.6690315569725789	0.34680482958286907	0.0	3.3596773117626477	1.961188513817929	2.2449953232017386	0.5371415627919494	0.0	3.6344416142572027	4.484022746336103	2.62477179130868	0.0	1.6648816718737056	0.0	0.0	0.0	0.0	0.7700595385490877	0.6690315569725789	0.0	0.0	0.0	0.0	0.0	4.668366705736876	0.0	2.4813147708194943	1.70854623818031	0.0	1.5468473904186366	0.34680482958286907	2.972440066913008	0.0	0.0	0.0	1.3842442152585557	2.4172262201711026	0.0	0.0	2.179965922641447	2.746925033041908	3.4546900947097408	0.5371415627919494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2579748868094303	0.0	0.0	1.0792101512598806	2.860835156043316	0.0	0.0	0.0	0.0	0.9208465029930776	0.0	0.34680482958286907	0.34680482958286907	0.0	0.0	0.7700595385490877	1.3842442152585557	0.8519645632374133	0.0	0.0	0.0	0.0	1.561662001935324	0.0	0.0	1.1597301927603147	3.0325607284341154	0.7700595385490877	0.34680482958286907	0.0
SRR39238484	0.0	0.0	0.0	2.962700449574705	1.3532630551211224	0.0	0.0	0.0	4.03289934495225	4.466062809763723	2.598736472393816	0.0	0.32930205247199973	0.0	0.0	0.0	0.0	0.0	0.32930205247199973	0.0	0.0	0.0	0.0	0.0	3.7319552791381705	0.0	2.1478217737360947	0.5144226166899549	0.0	0.6438065706429884	0.0	2.397004127183668	0.0	0.0	0.0	1.0032981463274118	2.9132814539390752	0.0	0.0	3.884626155310696	4.217883932495598	4.1044166068365415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5485358686673383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0837178156985408	0.0	0.0	0.0	0.0	1.655586234746034	0.0	0.0	0.0	3.4400430602590912	2.2666871431674482	0.0	0.0
SRR39238485	2.1548678141360345	0.637244579654114	2.303742473651256	4.200057460816	3.433411384246595	2.681185632988483	0.4263120302512756	1.355912592152341	3.0818959993315755	4.3923836660158635	3.664501099156512	1.5764917652052608	1.6306249988337262	0.0	0.4263120302512756	0.7786089207448367	0.0	0.637244579654114	2.5852557712320725	1.7487273734890914	0.7786089207448367	1.4918931368476436	0.0	0.8850841394339122	4.347214988624652	0.0	1.990289893075468	1.8618768331172986	0.637244579654114	1.4424861476605906	1.8517997656645722	2.8130159992336217	0.0	0.637244579654114	0.8850841394339122	1.5146371672471424	3.2487673978941456	0.4263120302512756	1.2046348279151202	2.898724936277735	2.5945717846925866	4.029838156680208	2.2292883631953133	0.0	0.0	0.8850841394339122	1.3227423072212658	1.4424861476605906	1.2868274983175068	0.4263120302512756	0.4263120302512756	0.8850841394339122	0.8850841394339122	2.1340840196460418	3.0925671733253406	0.9705271192757143	1.5764917652052608	1.9515565425725288	1.8517997656645722	1.8999979312257722	1.4424861476605906	2.3282459900170545	1.4155013863683792	1.2868274983175068	0.637244579654114	2.441456240241863	2.952856543747548	1.6133196177440343	1.6787524159009541	0.637244579654114	0.4263120302512756	1.386728197994526	1.1031681600412693	0.0	0.0	0.4263120302512756	1.990289893075468	2.5757355319372968	2.254207107300778	0.0
SRR39238486	1.9734783369681375	0.34726809065276176	1.8720453008089286	3.9600525768753774	3.3222412700129036	2.4340175294775728	0.0	1.287135035454578	3.24391098110856	4.175514565320119	3.951989492338328	1.2284228421157202	1.195794335776665	0.0	0.0	0.0	0.0	0.8526881754222821	2.483902849793286	1.3388469248697594	0.669693196012473	1.562480822625197	0.0	0.669693196012473	4.286263145331204	0.34726809065276176	1.9790955121235343	2.275026639022298	0.5377392195803625	1.2587703455263342	1.499921609414466	2.945848349022976	0.0	0.9215874659551315	0.7707585964739873	1.8575230645574456	2.9866481749868163	0.34726809065276176	1.287135035454578	3.0587499937032847	3.3202104489932247	4.37965474286692	1.899709437300385	0.0	0.0	0.34726809065276176	0.8526881754222821	0.5377392195803625	0.7707585964739873	0.8526881754222821	0.7707585964739873	0.34726809065276176	0.34726809065276176	1.9955238489673903	3.1058148539646573	0.5377392195803625	1.2284228421157202	1.677040405167297	2.07397315560731	1.4268094413148027	0.981038049508851	1.9319819162621206	1.4064321100827668	1.6988597723034808	1.033321689749722	3.110788616599485	3.0319218278280378	1.3388469248697594	1.7196351554007219	0.0	1.2587703455263342	1.3850513908524809	0.7707585964739873	0.0	0.0	0.5377392195803625	2.2997221227220024	2.5076762968931434	1.8107935374487372	0.34726809065276176
SRR39238487	1.2497253288904722	0.0	1.4616873419037972	3.792296911613895	2.679818538593936	1.6383687245641	0.0	0.6389193621273624	3.9638762257871334	3.474487779408297	2.7618837678585444	0.0	0.8869766569211973	0.0	0.0	0.0	0.0	0.32594715549554426	1.6706376458872614	0.6389193621273624	0.0	0.6389193621273624	0.0	0.0	4.434354351837872	0.0	1.9564002706643535	1.0856841521768643	0.0	0.7381789106526986	0.6389193621273624	2.148488279234002	0.0	0.32594715549554426	0.0	1.7006738622752862	2.821459292204774	0.7381789106526986	0.0	2.127280760619645	4.194451589503029	3.9854425577167296	0.8869766569211973	0.0	0.0	0.0	0.6389193621273624	0.510036263667643	0.0	0.9975972381148236	0.8189194816277199	0.0	0.32594715549554426	1.0438701847792942	3.9692257200877923	0.0	0.0	0.0	0.8189194816277199	1.4616873419037972	0.32594715549554426	1.4267775793667277	1.1238234696972427	0.32594715549554426	0.510036263667643	1.5656035597801965	0.8189194816277199	1.0438701847792942	0.0	0.0	0.6389193621273624	0.9975972381148236	0.510036263667643	0.0	0.0	0.9457995340214778	3.9430690649467786	1.6908908012680184	1.0438701847792942	0.0
SRR39238488	0.0	0.2892794796361616	0.2892794796361616	3.5344073724635012	1.4954277139016	1.2328033107347296	0.0	0.2892794796361616	3.2612919105725275	4.7037789506504595	3.189970447758193	0.0	1.1818203184029907	0.0	0.0	0.0	0.2892794796361616	0.9331277066386309	0.2892794796361616	0.0	0.0	0.0	0.0	0.0	4.015112335384457	0.0	1.6000042573527107	1.2784251295390698	0.0	1.2562130056799714	0.2892794796361616	2.083573460846903	0.0	0.0	0.2892794796361616	3.6889107819858244	1.629928652390372	0.0	0.2892794796361616	1.439413961854011	1.1538932811160925	2.3187061781700486	0.0	0.0	0.0	0.0	0.2892794796361616	0.0	0.0	0.0	0.0	0.0	0.0	0.6800134806972944	3.8999888171529946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4954277139016	0.2892794796361616	0.0	0.0	0.0	0.4613821711850892	0.6800134806972944	0.0	0.0	0.6800134806972944	4.01634144650009	0.0	0.0	0.0
SRR39238489	0.0	0.0	0.0	1.7679047055809123	0.583520002643402	0.2887583569693894	0.0	0.0	1.1528962882203657	4.649750313376567	2.6554888738897993	0.0	0.2887583569693894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.371736056235992	0.0	1.1230546067616751	0.2887583569693894	0.0	0.0	0.46068078472379553	1.5321136623403324	0.0	0.0	0.0	2.5066541474407322	2.13962821425316	0.0	0.0	1.318685882365188	1.7884073126811606	4.321160449293899	0.0	0.0	0.0	0.0	0.0	0.0	0.2887583569693894	0.0	0.0	0.0	0.0	0.2887583569693894	2.679301022769435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2887583569693894	0.0	0.0	0.46068078472379553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.583520002643402	2.9004423883069874	0.0	0.0	0.0
