bugName	pval	p1M	p6M	s1M	s6M	Adjustedpval	Adjustedp1M	Adjustedp6M
Fusobacteria	2.69264854835249e-06	5.13017513993147e-07	0.0702399033464158	1.0782733511263	0.418473115569515	2.69264854835249e-05	5.13017513993147e-06	0.175599758366039
Proteobacteria	3.47922858163763e-05	1.39325844743575e-05	0.0030810581871335	0.993213243328456	0.796262818051793	0.000173961429081881	6.96629223717877e-05	0.0154052909356675
Firmicutes	0.00145965025017314	0.0029309651497997	0.00217420393409707	-0.0931888555503062	-0.126289162092368	0.00486550083391046	0.00976988383266565	0.0154052909356675
Verrucomicrobia	0.0228566093864973	0.240370961731998	0.00654061138963896	0.332743840939486	1.08582059683587	0.0571415234662431	0.300463702164997	0.0218020379654632
Patescibacteria	0.109320892388634	0.0745232550447348	0.613218929665152	0.184636111842107	-0.0654507063634882	0.19953485944738	0.180801745772296	0.613218929665152
Euryarchaeota	0.119720915668428	0.189277106963234	0.289500076554629	-0.219371925586705	0.237103748631319	0.19953485944738	0.276771912324058	0.413571537935184
Actinobacteria	0.232301237427993	0.0904008728861479	0.532004503494398	-0.193818042964092	-0.0924902974144514	0.331858910611419	0.180801745772296	0.591116114993776
Cyanobacteria	0.311179581354433	0.796820770020132	0.183348885914883	-0.0214084074263637	0.148858422710244	0.388974476693042	0.796820770020132	0.366697771829765
others	0.394046928224245	0.279425200559322	0.255052798811767	-0.150666665725956	-0.2104351976664	0.405913793396216	0.310472445065913	0.413571537935184
Bacteroidetes	0.405913793396216	0.19374033862684	0.474735451622405	0.291169326155084	0.209446991684997	0.405913793396216	0.276771912324058	0.591116114993776
