bugName	pval	p3M	p1Y	p2Y	s3M	s1Y	s2Y	Adjustedpval	Adjustedp3M	Adjustedp1Y	Adjustedp2Y
Veillonella	3.56130014367295e-10	9.79962936564566e-11	2.72921305635747e-07	2.21909112354295e-06	1.18147214499477	0.955110830254942	1.06063170441998	7.05137428447244e-08	1.94032661439784e-08	5.40384185158778e-05	0.000439380042461503
Atopobium	3.37864025978796e-06	2.43304812136842e-07	0.189915484627825	0.117580610445084	0.836706848501763	0.200985191619993	0.296480831580803	0.000334485385719008	2.40871764015474e-05	0.480560397353865	0.430331497155027
Neisseria	3.47371392040996e-05	1.79769138619505e-05	0.0101565469902468	0.000156106968825779	0.805226840371243	0.501867896287204	0.959337907075304	0.00229265118747057	0.000845396411539146	0.111323013263894	0.0154545899137522
Gemella	9.14695824750789e-05	1.08895904409867e-05	0.0961768963276195	0.00480659121234876	0.838675344153097	0.318323888156804	0.686694054035774	0.0045277443325164	0.000718712969105121	0.340054026301226	0.0634470040030036
Streptococcus	0.000142652862318293	2.13483942307865e-05	0.00751174993911308	0.00350797914622013	0.821710988294572	0.540208921828004	0.73402680997259	0.00564905334780441	0.000845396411539146	0.105712279020277	0.0578816559126321
Escherichia/Shigella	0.000278056502423851	5.52311066540628e-05	0.0334327435025438	0.00226541083555466	0.920613731090768	0.500206793400691	0.904887241182244	0.00885880891178375	0.00156225130250063	0.224499476457226	0.0560689181799777
Peptostreptococcus	0.000313190214052961	2.65779971900568e-05	0.252732236577146	0.378312924385064	0.594753179997022	0.163300115542533	0.15451592700833	0.00885880891178375	0.000877073907271876	0.494683031665303	0.657069816037217
Haemophilus	0.000683408582192735	0.00113898009699998	0.00907630678456923	0.000423854260587541	0.720054480835448	0.639964163289546	1.11367758734785	0.0169143624092702	0.0173475430158459	0.105712279020277	0.0209807858990833
Oribacterium	0.000980424713361572	0.000125725245417401	0.236400526395212	0.0200816842328632	0.79967992576879	0.253348367818196	0.627374181229354	0.0215693436939546	0.00311169982408067	0.493272751268819	0.189341594195567
Anaerostipes	0.00200995091594369	0.00873526467998258	0.00118791291367161	0.00295043040108847	-0.413677787306867	-0.596666184224166	-0.671453739707925	0.0315904156834541	0.050870070783428	0.0588016892267447	0.0578816559126321
Faecalitalea	0.00207141797896138	0.00230974950382192	0.0018116261469941	0.00770745629207756	-0.350105382026274	-0.402794394659059	-0.414786808999544	0.0315904156834541	0.0243010631737411	0.0717403954209665	0.0897691968136092
