bugName	pval	p1	p3	p6	s1	s3	s6	Adjustedpval	Adjustedp1	Adjustedp3	Adjustedp6
Tenericutes	0.000136376484219825	0.00103675487240987	1.84977058652812e-05	0.00982996201990929	-0.345658068228108	-0.457898238448059	-0.259290830518566	0.00313665913705596	0.0119226810327135	0.000425447234901468	0.113044563228957
Actinobacteria	0.000601424550116025	8.36041858317277e-05	0.0027942548616768	0.0595745018329956	-0.58314774048649	-0.437608445991037	-0.261817484795896	0.00691638232633429	0.00192289627412974	0.0214226206061888	0.22836892369315
Spirochaetes	0.00529050355849514	0.380404891303199	0.000845476609770365	0.0272386765794041	-0.0298672305491813	-0.115919711114898	-0.0728042285564307	0.0405605272817961	0.788616224662351	0.0097229810123592	0.156622390331574
Thermodesulfobacteria	0.0206364964135231	0.0429161044080166	0.0110728349632632	0.00609206634907847	-0.0914899530789038	-0.115320594078195	-0.120342157783709	0.118659854377758	0.246767600346096	0.0636688010387635	0.113044563228957
Firmicutes	0.0807755045504797	0.0387587981733587	0.0274479824431202	0.0516249833393287	-0.101912535126894	-0.10885748153328	-0.0917357945016442	0.316320782509963	0.246767600346096	0.126260719238353	0.22836892369315
Fusobacteria	0.0825184650025991	0.421018643748063	0.705739144751441	0.0149705354533573	0.147959306575822	0.0693633384390552	0.433004112220251	0.316320782509963	0.788616224662351	0.957028922440911	0.114774105142406
Deinococcus-Thermus	0.152017690896567	0.0755271089666065	0.050671187762957	0.0803116513644897	-0.0755160611773195	-0.083141755922326	-0.0715289843652451	0.49948669866015	0.34742470124639	0.194239553091335	0.263881140197609
Ignavibacteriae	0.300112015097006	0.301386773528792	0.0623753991869982	0.221562869806369	-0.130194550246547	-0.235854629153055	-0.147736674949743	0.796256713778426	0.693189579116221	0.204947740185851	0.566216222838497
Bacteroidetes	0.338097356000656	0.678601869695873	0.48451995423996	0.183324255171722	-0.0588090585549093	0.0992715479092248	0.181140972696284	0.796256713778426	0.810627789674521	0.944752298384803	0.5270572336187
Chlamydiae	0.385265552897005	0.187583550441112	0.808281506934415	0.824834079987678	0.0363568974508794	-0.00667318344818985	-0.00587582497616148	0.796256713778426	0.539302707518196	0.978446034710082	0.862326538168936
Cyanobacteria	0.410808331033572	0.151160446713432	0.155634417808991	0.486251568428475	-0.117084493043074	-0.115807451708262	-0.0543564039014308	0.796256713778426	0.528522729877957	0.44744895120085	0.781640778822568
Proteobacteria	0.415438285449614	0.445739605243938	0.336731204959171	0.820394917742329	0.088449629894727	-0.111501200973821	0.0252701101329474	0.796256713778426	0.788616224662351	0.860535301562325	0.862326538168936
Chlorobi	0.558198562422474	0.1608547438759	0.424215578806961	0.372277252902477	-0.0444954156314885	-0.0252943895766648	-0.0272207337618988	0.969797755115905	0.528522729877957	0.944752298384803	0.778397892432451
Acidobacteria	0.645832439503007	0.638917835447979	0.510450415133536	0.577734488694941	-0.0146565553316155	-0.0205662089538745	0.0167828421710978	0.969797755115905	0.810627789674521	0.944752298384803	0.781640778822568
Coprothermobacterota	0.692635208642688	0.240612813086702	0.748979156692887	0.574395613147487	0.0615366436191209	0.0167395866647674	0.0282339382909948	0.969797755115905	0.614899411221572	0.957028922440911	0.781640778822568
Candidatus Saccharibacteria	0.763379456054128	0.951546403274445	0.946079947494475	0.369177571828329	-0.00593192697836679	0.00660213769547384	0.0844121163419313	0.969797755115905	0.971043967456945	0.987780127341528	0.778397892432451
Armatimonadetes	0.782915183701945	0.569307076997444	0.987780127341528	0.613240096458662	0.031331453882029	0.000842732277728221	-0.0267913648452378	0.969797755115905	0.810627789674521	0.987780127341528	0.783584567697179
Verrucomicrobia	0.835981602023122	0.907499484910951	0.727375951190779	0.551883398445071	-0.0237895422603666	0.0713912318176522	-0.116816127891059	0.969797755115905	0.971043967456945	0.957028922440911	0.781640778822568
Kiritimatiellaeota	0.842101567974851	0.704893730151757	0.674266860240203	0.689338284530184	0.0146953679080181	0.01630966553572	-0.0149628498928977	0.969797755115905	0.810627789674521	0.957028922440911	0.83446213390496
Fibrobacteres	0.860960701328494	0.481061388779763	0.575066616408141	0.448858603329082	-0.0271645543369121	-0.0216057298264361	-0.0279805748307629	0.969797755115905	0.790315138709611	0.944752298384803	0.781640778822568
Chloroflexi	0.885467515540609	0.540377410381766	0.558741387619831	0.479018677859582	-0.060776440122486	-0.058039902617665	-0.0672955504677171	0.969797755115905	0.810627789674521	0.944752298384803	0.781640778822568
Synergistetes	0.977373785588808	0.971043967456945	0.885663938709735	0.757824545818119	0.00382589437863521	-0.0151562690198851	0.0311688236789442	0.979786749709498	0.971043967456945	0.987780127341528	0.862326538168936
Planctomycetes	0.979786749709498	0.691122732466965	0.946629875042824	0.954979566627465	-0.0187165477385562	-0.0031523043395037	-0.00256267639808276	0.979786749709498	0.810627789674521	0.987780127341528	0.954979566627465
