bugName	pval	p1	p3	p6	s1	s3	s6	Adjustedpval	Adjustedp1	Adjustedp3	Adjustedp6
Oscillibacter	1.25891285596147e-06	0.00202093054920468	4.50089912369936e-06	8.99903840423332e-07	-0.308639806216905	-0.468904857799335	-0.482114005109526	0.00039403972391594	0.166308248926772	0.0014087814257179	0.000281669902052503
Veillonella	1.05907057512677e-05	2.23150079141164e-06	0.00011271548611471	0.00189544030196966	0.88129786057367	0.708901689235096	0.541038453178424	0.0016574454500734	0.000698459747711843	0.0176399735769521	0.0279234354291802
Selenomonas	0.000196518446491156	0.8079820212295	0.401705097800932	6.02109869336127e-05	0.0291859351389908	0.100829965759741	0.478093375370996	0.0173428027759621	0.93666063942531	0.776133923528961	0.00628201297007359
Geobacter	0.000221633262312615	0.00460819860743008	0.00653409948777206	1.923894869211e-05	-0.192672700758949	-0.18472947226393	-0.285013690673509	0.0173428027759621	0.166308248926772	0.0902773659550119	0.00301089547031521
Lactiplantibacillus	0.000385538605844671	0.0211078320319731	0.000469634578406634	0.000129171770337542	-0.214482697395304	-0.329647957272669	-0.34809212696745	0.0241347167258764	0.223409872261169	0.0293991246082553	0.0086119998365043
Paenibacillus	0.000688690845362716	0.107999017038897	0.00214876936239489	0.000137571882372273	-0.156548412274187	-0.302847450992464	-0.365117920851194	0.0359267057664217	0.430817619445374	0.0556111155896095	0.0086119998365043
Stackebrandtia	0.000937910290310318	0.00573736471552556	0.00230972684557483	0.000215683673986159	-0.164705375352136	-0.182263632245605	-0.214726531269816	0.0398594972346939	0.166308248926772	0.0556111155896095	0.011251498326278
Geobacillus	0.00103245203012681	0.00715790995817264	0.000581945251342554	0.000710346848603017	-0.177651493582781	-0.229244252864548	-0.216880500098668	0.0398594972346939	0.166308248926772	0.0303581439450365	0.0202125966920677
Faecalibacterium	0.00121532868359764	0.0419156138068915	0.000303297548918037	0.00143791702249312	-0.330606235111888	-0.597201040495222	-0.500516658074231	0.0398594972346939	0.285027023146092	0.0237330332028364	0.0277107790817083
Megasphaera	0.0014852328846009	0.534461155698567	0.686395732916118	0.000355036163915365	0.0878491564653032	0.0570727258943984	0.493469084544699	0.0398594972346939	0.804261258334863	0.921850257562018	0.0138907899131886
