bugName	pval	pPost	sPost	Adjustedpval	AdjustedpPost
Ruminococcaceae	5.71630824188762e-05	5.71630824188738e-05	-0.97108222956074	0.00940644551120126	0.00940644551119921
Coriobacteriaceae	7.51388570878753e-05	7.51388570877951e-05	-0.972776853439178	0.00940644551120126	0.00940644551119921
Synergistaceae	9.46475188081664e-05	9.46475188082124e-05	1.00880799537944	0.00940644551120126	0.00940644551119921
Clostridiaceae	0.000117949160015063	0.000117949160015037	-0.54816676648694	0.00940644551120126	0.00940644551119921
Actinomycetaceae	0.00029016939441262	0.000290169394412565	0.681686468204484	0.0185128073635252	0.0185128073635216
Oscillospiraceae	0.000711636894880741	0.000711636894880718	-0.794449295451672	0.0345016442137488	0.0345016442137504
Acidaminococcaceae	0.000804385787702144	0.000804385787702143	-0.864023891015774	0.0345016442137488	0.0345016442137504
Lachnospiraceae	0.000865244995956083	0.000865244995956123	-0.770828698687982	0.0345016442137488	0.0345016442137504
Dysgonomonadaceae	0.00212010242494132	0.00212010242494126	0.711312398661706	0.0751458526173645	0.0751458526173626
Selenomonadaceae	0.00257807056190651	0.00257807056190644	-0.816601679160692	0.0822404509248176	0.0822404509248156
Methanobacteriaceae	0.00536824175538086	0.00536824175538087	0.298563809999587	0.150089453608622	0.150089453608623
Sutterellaceae	0.00564599825486978	0.00564599825486983	-0.628026743876154	0.150089453608622	0.150089453608623
Desulfomicrobiaceae	0.00635664299627259	0.00635664299627256	0.174070715816657	0.155982239677766	0.155982239677765
Petrotogaceae	0.00784655108160437	0.00784655108160436	0.120719535956849	0.1787892710737	0.178789271073699
Pasteurellaceae	0.00846753136645595	0.00846753136645596	-0.855507225977764	0.180076167059963	0.180076167059963
Eggerthellaceae	0.00915665360838536	0.00915665360838538	-0.399071596995102	0.182560781317183	0.182560781317183
Aquificaceae	0.0112389651758389	0.0112389651758388	0.0794578741242518	0.200389561372591	0.20038956137259
Hungateiclostridiaceae	0.0114439870144554	0.0114439870144554	-0.566477631390402	0.200389561372591	0.20038956137259
Bifidobacteriaceae	0.011935428420311	0.011935428420311	-0.557362923201937	0.200389561372591	0.20038956137259
Vallitaleaceae	0.0147752478235683	0.0147752478235684	-0.571426887423033	0.222804076849093	0.222804076849092
Egibacteraceae	0.0150390634086255	0.0150390634086255	0.174045614386203	0.222804076849093	0.222804076849092
Flavobacteriaceae	0.0153657984033857	0.0153657984033856	0.527847171494365	0.222804076849093	0.222804076849092
Brevibacteriaceae	0.0191314127974277	0.0191314127974277	0.26905471693536	0.250800949467147	0.250800949467147
Bacteroidaceae	0.0196071827823605	0.0196071827823604	-0.475565615325955	0.250800949467147	0.250800949467147
Desulfurellaceae	0.0203180218476442	0.0203180218476442	0.190203722925676	0.250800949467147	0.250800949467147
Endomicrobiaceae	0.0204414566963819	0.0204414566963819	0.260801136494813	0.250800949467147	0.250800949467147
Lactobacillaceae	0.0221970581936919	0.0221970581936918	-0.413982166249112	0.262254131992137	0.262254131992137
Atopobiaceae	0.0269691417114561	0.0269691417114561	0.519164895091253	0.30725557878409	0.307255578784089
Frankiaceae	0.0342615550697385	0.0342615550697385	-0.445088017344264	0.376877105767123	0.376877105767124
Aeromonadaceae	0.035660215221313	0.035660215221313	-0.424984046785757	0.379186955186628	0.379186955186629
Thermoanaerobacteraceae	0.0370840841107609	0.0370840841107609	0.2500400148175	0.381607188107508	0.381607188107507
Tissierellaceae	0.0436144560948903	0.0436144560948904	0.194096740148567	0.434781609195938	0.434781609195939
Rikenellaceae	0.0452434130040531	0.0452434130040531	-0.507405702109669	0.437352992372513	0.437352992372513
Blattabacteriaceae	0.0480402194610403	0.0480402194610404	0.336703498543435	0.444445602837859	0.444445602837859
Syntrophomonadaceae	0.050796240929644	0.0507962409296439	0.24588320749154	0.444445602837859	0.444445602837859
Dermabacteraceae	0.0518556505447378	0.0518556505447379	-0.147134028792575	0.444445602837859	0.444445602837859
Cardiobacteriaceae	0.0526355610858956	0.0526355610858956	0.0594472367216921	0.444445602837859	0.444445602837859
Crocinitomicaceae	0.0529433633474565	0.0529433633474565	0.158702148371059	0.444445602837859	0.444445602837859
Comamonadaceae	0.0579279230278378	0.0579279230278378	-0.447569154873242	0.473820703740519	0.473820703740519
Acidothermaceae	0.0610316070067459	0.0610316070067459	0.216679681914879	0.478298115117906	0.478298115117906
Akkermansiaceae	0.0617119992287656	0.0617119992287655	-0.526079667946983	0.478298115117906	0.478298115117906
Bacteriovoracaceae	0.065979667419628	0.065979667419628	0.172973579177701	0.478298115117906	0.478298115117906
Shewanellaceae	0.0662956947073671	0.0662956947073671	-0.38619420219501	0.478298115117906	0.478298115117906
Prolixibacteraceae	0.0668403116300664	0.0668403116300665	0.205518368773356	0.478298115117906	0.478298115117906
Thioalkalispiraceae	0.068905843141652	0.0689058431416521	-0.0969189062569824	0.478298115117906	0.478298115117906
Coxiellaceae	0.0695700318859338	0.0695700318859338	0.338715468750586	0.478298115117906	0.478298115117906
Fervidobacteriaceae	0.0712408476844336	0.0712408476844336	0.130818666613324	0.478298115117906	0.478298115117906
Candidatus Brocadiaceae	0.0719696223374905	0.0719696223374905	0.125816067027408	0.478298115117906	0.478298115117906
Flammeovirgaceae	0.0765795453738524	0.0765795453738524	0.252013284340842	0.483180719892992	0.483180719892992
Microcoleaceae	0.0776041455164956	0.0776041455164956	0.203085113957722	0.483180719892992	0.483180719892992
Pectobacteriaceae	0.0786746859045888	0.0786746859045888	-0.243763263260366	0.483180719892992	0.483180719892992
Brucellaceae	0.0787630013618671	0.0787630013618671	0.119286590638521	0.483180719892992	0.483180719892992
Saprospiraceae	0.0849033483687955	0.0849033483687956	0.165172256638452	0.506270280776533	0.506270280776533
Oscillatoriaceae	0.0857009252725165	0.0857009252725165	0.159318417758967	0.506270280776533	0.506270280776533
Deinococcaceae	0.0880576623593863	0.0880576623593862	0.184716316779501	0.506286210757155	0.506286210757155
Peptostreptococcaceae	0.0896133903881127	0.0896133903881127	-0.309798626118098	0.506286210757155	0.506286210757155
Thermoanaerobacterales Family III. Incertae Sedis	0.0904649342105261	0.0904649342105261	0.129516534827104	0.506286210757155	0.506286210757155
Enterobacteriaceae	0.096712336150625	0.0967123361506251	-0.435878032622254	0.529289485465814	0.529289485465814
Amoebophilaceae	0.0978936665908559	0.0978936665908559	0.169705507787801	0.529289485465814	0.529289485465814
Calotrichaceae	0.101724956006938	0.101724956006938	0.224704510328627	0.540837682770223	0.540837682770223
Thermodesulfobacteriaceae	0.105069219861634	0.105069219861634	0.187309576092996	0.549460346489528	0.549460346489528
Halanaerobiaceae	0.112824076303692	0.112824076303692	0.13815582952252	0.575123278129579	0.575123278129579
Beijerinckiaceae	0.114706077788633	0.114706077788633	0.210201462039547	0.575123278129579	0.575123278129579
Tannerellaceae	0.115385234483677	0.115385234483677	-0.32931559424876	0.575123278129579	0.575123278129579
Saccharospirillaceae	0.117837375827827	0.117837375827827	-0.148031477022201	0.578309582908876	0.578309582908876
Sterolibacteriaceae	0.1252757097079	0.1252757097079	0.241123837551598	0.605499263588185	0.605499263588185
Muribaculaceae	0.128054779188114	0.128054779188114	0.489062628913216	0.609693650164305	0.609693650164305
Erwiniaceae	0.132867248718889	0.132867248718889	-0.213587983520596	0.622666832153553	0.622666832153553
Simkaniaceae	0.137383768886313	0.137383768886313	0.0607968246807599	0.622666832153553	0.622666832153553
Acaryochloridaceae	0.1378814688561	0.1378814688561	0.0702049856899086	0.622666832153553	0.622666832153553
Sphaerobacteraceae	0.138587288661136	0.138587288661136	0.175624374881057	0.622666832153553	0.622666832153553
Thiotrichaceae	0.142509380304411	0.142509380304411	0.116675043855856	0.623735479437076	0.623735479437076
Spiroplasmataceae	0.142735705325726	0.142735705325726	-0.17232118465236	0.623735479437076	0.623735479437076
Geodermatophilaceae	0.145179417838754	0.145179417838754	-0.0906789884365283	0.625841003926522	0.625841003926523
Dermacoccaceae	0.148512347314772	0.148512347314772	-0.0568880945527224	0.629582074331951	0.629582074331951
Acidobacteriaceae	0.150592062923463	0.150592062923463	0.277754257401504	0.629582074331951	0.629582074331951
Acidithiobacillaceae	0.153144368137588	0.153144368137588	0.163329980443427	0.629582074331951	0.629582074331951
Thermaceae	0.153941698425994	0.153941698425994	-0.183935115596855	0.629582074331951	0.629582074331951
Leptolyngbyaceae	0.156693443480462	0.156693443480462	0.100654267173864	0.632724157851487	0.632724157851487
Thiovulaceae	0.161467470800486	0.161467470800486	0.068932756640096	0.643851539816936	0.643851539816936
Kosmotogaceae	0.165635964262943	0.165635964262943	0.14186654930324	0.65231941481332	0.65231941481332
Hymenobacteraceae	0.169595381373692	0.169595381373692	0.262349286008119	0.659767398270825	0.659767398270825
Dietziaceae	0.174947003153611	0.174947003153611	-0.0731048067092565	0.672386674771106	0.672386674771106
Hahellaceae	0.177160163391735	0.177160163391735	0.121107404647944	0.672786810975756	0.672786810975757
Sinobacteraceae	0.187491034116141	0.187491034116141	0.145779592429137	0.689370691461472	0.689370691461472
Hyphomicrobiaceae	0.187874269356308	0.187874269356308	0.30144726464008	0.689370691461472	0.689370691461472
Ignavibacteriaceae	0.190022973969647	0.190022973969647	0.120694660309226	0.689370691461472	0.689370691461472
Caldisericaceae	0.193384770139695	0.193384770139695	0.0879915034246199	0.689370691461472	0.689370691461472
Candidatus Paracaedibacteraceae	0.195661306160113	0.195661306160113	0.0958755197595773	0.689370691461472	0.689370691461472
Methylophilaceae	0.199186233198849	0.199186233198849	0.278372545870699	0.689370691461472	0.689370691461472
Gottschalkiaceae	0.199537196248468	0.199537196248468	0.0836750410089487	0.689370691461472	0.689370691461472
Vibrionaceae	0.200770309171176	0.200770309171176	-0.198195296939645	0.689370691461472	0.689370691461472
Nitrososphaeraceae	0.200976408482498	0.200976408482498	-0.136409972319146	0.689370691461472	0.689370691461472
Sandaracinaceae	0.207113355998437	0.207113355998437	0.226871457995489	0.696673748021021	0.696673748021021
Orbaceae	0.2074733732351	0.2074733732351	-0.140668420773175	0.696673748021021	0.696673748021021
Rhodobiaceae	0.213459240826428	0.213459240826428	0.139158239022688	0.709307268996152	0.709307268996152
Aphanothecaceae	0.219182755653463	0.219182755653463	0.048561168438082	0.714351544149885	0.714351544149885
Bradymonadaceae	0.219769329942573	0.219769329942573	0.128315432727158	0.714351544149885	0.714351544149885
Gallionellaceae	0.221695306805137	0.221695306805137	0.180118511244015	0.714351544149885	0.714351544149885
Euzebyaceae	0.226841402456103	0.226841402456103	0.174024609005437	0.718810178521957	0.718810178521957
Spongiibacteraceae	0.227585667807892	0.227585667807892	-0.0421389786761736	0.718810178521957	0.718810178521957
Sulfuricellaceae	0.24081534751585	0.24081534751585	0.11656228253259	0.746312425180916	0.746312425180916
Thiobacillaceae	0.244320752700584	0.244320752700584	0.129686927816739	0.746312425180916	0.746312425180916
Baekduiaceae	0.246401598660744	0.246401598660744	0.202973293803539	0.746312425180916	0.746312425180916
Chroococcaceae	0.253404018179774	0.253404018179774	-0.102650465890378	0.746312425180916	0.746312425180916
