SAMPLE_ID	Acidimicrobiia	Acidobacteriia	Actinobacteria	Alphaproteobacteria	Anaerolineae	Aquificae	Ardenticatenia	Bacilli	Bacteroidia	Betaproteobacteria	Blastocatellia	Caldilineae	Candidatus Babeliae	Candidatus Brocadiae	Candidatus Saccharimonia	Chitinophagia	Chlamydiia	Chlorobia	Chloroflexia	Chthonomonadetes	Clostridia	Coprothermobacteria	Coriobacteriia	Cytophagia	Deferribacteres	Deinococci	Deltaproteobacteria	Endomicrobia	Epsilonproteobacteria	Erysipelotrichia	Fibrobacteria	Fimbriimonadia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Ignavibacteria	Kiritimatiellae	Ktedonobacteria	Limnochordia	Methanobacteria	Mollicutes	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	Oligoflexia	Opitutae	Planctomycetia	Rubrobacteria	Sphingobacteriia	Spirochaetia	Synergistia	Tepidiformia	Thermoleophilia	Thermomicrobia	Thermotogae	Tissierellia	Verrucomicrobiae	Vicinamibacteria
SAMPLE-37	0.0	0.0	2.020362096291425	0.30061261426838964	0.0	0.0	0.0	3.6916594129041975	1.530668339331782	0.6014337687155213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30061261426838964	0.0	0.0	4.441299570891182	0.0	2.12302276209006	0.47656465700526207	0.0	0.0	0.6014337687155213	0.0	0.0	2.8039868247095536	0.30061261426838964	0.0	0.0	0.0	0.9992484244357472	0.0	2.7787627156024497	0.0	0.0	0.0	0.0	0.0	1.0406335112823988	0.0	0.0	0.0	0.0	0.0	0.30061261426838964	0.0	0.0	0.6014337687155213	0.0	0.0	0.0	0.0	0.0	1.3002366277408675	0.6983020014263288	0.0
SAMPLE-38	0.0	0.0	3.2010895773363717	0.500142669872869	0.0	0.0	0.0	3.3883761622568467	1.2626061111977498	0.31840944967678914	0.0	0.0	0.0	0.0	0.6278751372703578	0.0	0.0	0.0	0.0	0.0	4.393582649440959	0.0	3.405513478379663	0.0	0.0	0.0	1.6565580586435347	0.0	0.0	2.72950567072192	0.0	0.0	0.0	0.984674303969859	3.1575904112351987	0.0	2.7441435501782827	0.0	0.0	0.0	0.0	0.31840944967678914	0.7264528029163051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31840944967678914	0.0	0.0	0.0	0.0	0.0	0.0	2.215717934893935	0.6278751372703578	0.0
SAMPLE-39	0.0	0.0	3.4402062387957137	1.406389868069076	0.38750682088648325	0.0	0.0	3.4168852421188567	3.3313661895308933	2.0489489085829566	0.0	0.0	0.0	0.0	1.5332014364435955	0.38750682088648325	0.0	0.0	0.0	0.0	4.161921887078143	0.38750682088648325	3.79401371034143	0.38750682088648325	0.0	0.0	0.8301156010513354	0.0	1.3542978923877669	2.7794190837939925	0.38750682088648325	0.8301156010513354	0.7260726016053257	2.7559203193247215	3.4664190396255834	0.0	1.673030467006492	0.0	0.0	0.0	0.0	0.38750682088648325	3.128299956677065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2950950831680543	0.0	0.0	0.38750682088648325	0.0	2.0812557008711545	1.1450694442178493	0.0
SAMPLE-4	0.3275975344255364	0.0	2.1267410025837257	1.2791804768922905	0.3275975344255364	0.0	0.0	3.0043412988796097	3.081752497044082	1.252671434570101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3275975344255364	0.0	0.0	4.129983348096654	0.0	3.0265235510803152	0.0	0.0	0.0	1.7226645055051595	0.0	0.3275975344255364	2.8801908031563825	0.0	0.0	0.3275975344255364	0.3275975344255364	3.8701514918534077	0.0	2.459652965562764	0.0	0.0	1.2791804768922905	2.481174469212381	0.3275975344255364	2.761625611631838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8896941685168117	0.0	0.0	0.3275975344255364	0.0	1.0885499032329065	3.8883630633830975	0.0
SAMPLE-40	0.0	0.0	3.5516103224363182	0.48713133962334876	0.0	0.0	0.0	2.697044478376896	2.441386205761981	1.12774285854394	0.0	0.0	0.0	0.0	0.48713133962334876	0.0	0.0	0.0	0.0	0.0	4.259379388152117	0.0	3.968929451017708	0.0	0.0	0.0	0.8579262771522376	0.0	0.0	3.089368269598467	0.0	0.0	0.48713133962334876	0.0	2.856893602170449	0.0	2.3896163316154637	0.0	0.0	0.0	0.0	0.48713133962334876	1.6678161683081432	0.0	0.0	0.0	0.0	0.48713133962334876	0.0	0.48713133962334876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1900416565601493	0.9675386658189289	0.0
SAMPLE-41	0.0	0.0	2.721755655100648	0.5666448922980898	0.0	0.0	0.0	2.2082637401166867	3.302765845554414	1.615964807251869	0.0	0.0	0.2231557585309181	0.0	0.0	0.0	0.0	0.3698427390108792	0.0	0.47929742276729503	4.404873088038753	0.0	3.575006946873735	0.47929742276729503	0.0	0.3698427390108792	1.6874397194762132	1.138685057132858	0.3698427390108792	3.1977724430431698	0.3698427390108792	0.0	0.3698427390108792	0.0	2.2328375604977686	0.0	2.178363560926868	0.0	0.0	0.3698427390108792	1.138685057132858	0.47929742276729503	2.3035494769479037	0.0	0.0	0.0	0.0	0.0	0.0	0.2231557585309181	0.0	0.47929742276729503	0.0	0.0	0.0	0.0	0.0	1.2502309051268197	0.47929742276729503	0.0
SAMPLE-42	0.0	0.0	2.6759687106846766	0.8829902206696068	0.0	0.0	0.0	3.3982351307911793	1.4401648469382908	0.8254179106553126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7590300069822599	4.156533445353405	0.0	3.9907175145134914	0.0	0.2896585639979741	0.0	0.46189220349387217	0.0	0.0	3.7682246752169015	0.2896585639979741	0.0	0.0	0.2896585639979741	1.0581007470830128	0.0	2.742660521788446	0.0	0.0	0.2896585639979741	2.014594977237796	0.0	1.4690759772804787	0.0	0.0	0.0	0.0	0.0	0.2896585639979741	0.0	0.46189220349387217	0.2896585639979741	0.0	0.0	0.0	0.0	0.0	1.0927117746316595	2.5801547655666908	0.0
SAMPLE-43	0.0	0.0	2.67352284924654	0.6707771268912028	0.0	0.0	0.0	2.351411426634847	3.4918034510023324	2.4545416612573816	0.0	0.0	0.0	0.0	0.538718521579463	0.6707771268912028	0.0	0.34802748570720865	0.0	0.538718521579463	4.340232138387569	0.0	3.799672996430014	0.34802748570720865	0.0	0.34802748570720865	0.0	0.0	0.0	2.0523107669333887	0.0	0.0	0.0	0.0	1.820296967020846	0.0	2.584688206162427	0.0	0.0	0.0	0.0	0.853873411013423	2.65384793743453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.538718521579463	2.9001814715280667	0.0
SAMPLE-44	0.0	0.0	2.923498947850008	1.16233099200015	0.39856084666090175	0.0	0.0	4.242599335089394	1.3283445570418317	2.2010569865797733	0.0	0.0	0.0	0.0	1.0009309244846811	0.0	0.0	0.0	0.0	0.0	4.121986288380318	0.24348159493616447	2.301515853925052	0.0	0.0	0.24348159493616447	0.24348159493616447	0.0	0.8459846799810228	2.893266690860818	0.0	0.24348159493616447	0.0	1.1842363377067149	3.0693120045442934	0.0	0.0	0.0	0.24348159493616447	0.0	0.0	0.5125996337806493	2.1821561298682886	0.0	0.0	0.0	0.0	0.0	0.24348159493616447	0.0	0.0	0.0	0.6028359002399752	0.0	0.0	0.0	0.0	0.24348159493616447	0.6028359002399752	0.0
SAMPLE-45	0.0	0.31241652241122503	4.352062017767131	0.49223790140792145	0.0	0.0	0.0	3.0891618870016733	3.0824049299978236	0.9228246771517535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.786654489097581	0.0	1.3436568280541177	0.0	0.0	0.0	0.0	0.0	0.0	2.9015490630039285	0.0	0.0	0.31241652241122503	0.0	2.0090279257656856	0.0	0.49223790140792145	0.0	0.0	0.0	0.0	0.31241652241122503	3.325667284553698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31241652241122503	0.0	0.0	0.0	0.0	0.6190297522391683	0.49223790140792145	0.0
SAMPLE-46	0.0	0.0	4.273456572943933	0.2735685065736393	0.0	0.0	0.0	3.329924832694488	1.3259538950834864	0.796900506639849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90431800350601	0.0	3.706061675074488	0.0	0.0	0.0	0.2735685065736393	0.0	0.2735685065736393	1.578099421612598	0.0	0.0	0.0	0.0	1.0274293650751138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6541574934493853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2735685065736393	0.0	0.0	0.0	0.0	0.0	1.0274293650751138	0.6541574934493853	0.0
SAMPLE-47	0.0	0.0	1.8187922994572718	0.21217692653779402	0.0	0.0	0.0	3.0357462332910194	3.157740338151335	1.2554876194697209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21217692653779402	0.0	1.7367676340011053	4.3956415231487895	0.0	3.5964133210368456	0.6794060491489409	0.35409303647791146	0.0	0.0	0.0	0.0	2.5345823056197343	0.0	0.0	2.1037763111022154	0.6794060491489409	3.1028518292710925	0.0	2.8165914860425634	0.0	0.21217692653779402	0.0	0.35409303647791146	0.5465228849506227	2.3185992222868252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6794060491489409	0.0	0.0	0.0	0.0	0.0	1.1531792142322692	0.4608797752099157	0.0
SAMPLE-48	0.0	0.0	2.2702466507356256	0.4252102430236269	0.0	0.0	0.0	3.627447409548804	2.6099808179378075	1.2851554071575833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4252102430236269	4.1988653547408035	0.2626899376391657	3.632860088400154	0.2626899376391657	0.0	0.0	0.4252102430236269	0.0	0.712231499296309	2.4181953724113723	0.0	0.4252102430236269	0.5432010912756444	0.9283477319228067	3.912608608232388	0.0	2.7072090601513836	0.0	0.0	0.2626899376391657	0.0	0.0	2.221075895791954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4252102430236269	1.2029817514447787	0.0
SAMPLE-49	0.0	0.0	3.223724884055111	1.0379591118467606	0.0	0.0	0.0	2.4687470251336228	2.054427627294774	1.7816136138221867	0.0	0.26152804137949137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1636671688642934	0.4236110695890649	3.9554303849932153	0.26152804137949137	0.0	0.0	1.757212222741634	0.0	0.26152804137949137	3.703593749833466	0.0	0.0	0.26152804137949137	0.0	2.419754812035527	0.0	2.894402852669365	0.0	0.0	0.0	0.7750048472937612	0.8813228596188989	2.8070198308104914	0.0	0.0	0.0	0.0	0.0	0.26152804137949137	0.0	0.0	0.4236110695890649	0.0	0.0	0.0	0.0	0.0	1.3355153948766747	3.181907826569725	0.0
SAMPLE-5	0.0	0.29975164745654964	3.5402656924334455	1.4888840553605023	0.0	0.0	0.0	2.720078315854401	3.343989244446552	1.1737019571747316	0.0	0.0	0.0	0.0	0.0	0.47541595289013877	0.29975164745654964	0.0	0.0	0.0	4.333839336993758	0.0	3.567632781632609	0.29975164745654964	0.0	0.0	0.0	0.0	0.29975164745654964	3.1955481559165366	0.0	0.0	0.47541595289013877	0.0	2.176433483450632	0.0	1.2280394855314032	0.0	0.0	1.1737019571747316	0.0	0.47541595289013877	2.8331338500784495	0.0	0.0	0.0	0.0	0.29975164745654964	0.0	0.0	0.29975164745654964	0.0	0.0	0.0	0.0	0.0	0.0	0.7760185747821013	2.182147744672054	0.0
SAMPLE-50	0.0	0.0	3.2162579626820547	1.2425978034028684	0.0	0.0	0.0	3.592307357237491	3.212143910316573	1.7311067932532527	0.0	0.0	0.0	0.0	0.2943659624528699	0.3899308096054306	0.0	0.0	0.0	0.2943659624528699	4.219742734490449	0.0	3.6054558475077316	0.2943659624528699	0.0	0.0	1.2544765787377714	0.0	0.17165995135385662	3.001941004630345	0.17165995135385662	0.0	0.2943659624528699	1.2882796316843201	3.6629901871505983	0.0	2.6559141727934734	0.0	0.0	0.17165995135385662	0.0	0.17165995135385662	2.0853204933970626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17165995135385662	0.0	0.0	0.0	0.0	0.0	0.863444451838555	0.8015751201858194	0.0
SAMPLE-51	0.0	0.0	2.224476120344149	1.176281026311625	0.5799334197617636	0.0	0.0	3.6139711175677673	3.91357733307481	2.744261118313516	0.0	0.0	0.0	0.0	0.380329855963381	0.380329855963381	0.0	0.0	0.0	0.0	4.111872357388939	0.23053265244817456	3.1158469528059145	0.5799334197617636	0.0	0.0	1.771787360308415	0.0	0.81971645465512	1.9038332972452117	0.0	0.0	0.81971645465512	2.757750817111417	3.517069018553751	0.0	0.23053265244817456	0.0	0.23053265244817456	0.0	0.0	0.4914994363833934	3.4449036750127795	0.0	0.0	0.0	0.5799334197617636	0.0	0.23053265244817456	0.0	0.0	0.23053265244817456	0.7161675701279155	0.0	0.0	0.0	0.0	0.380329855963381	0.7161675701279155	0.0
SAMPLE-52	0.3428230338746708	0.0	3.5166867560027693	0.0	0.0	0.0	0.0	2.827196154824801	2.700916566457447	1.1146206568180572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34503553386455	0.0	3.723252313449865	0.3428230338746708	0.0	0.0	1.3311132148498634	0.0	0.0	2.984539579951151	0.3428230338746708	0.0	0.3428230338746708	0.0	1.4749253622993845	0.0	2.907175583416722	0.0	0.0	0.0	0.0	0.0	2.5682286054885433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5319969507896245	0.0	0.0	0.0	0.0	0.0	0.8457270006462763	1.0725535763842187	0.0
SAMPLE-53	0.0	0.0	3.9989530603931884	1.2388845346461734	0.0	0.0	0.0	3.388834878895944	2.3251317345870977	0.7637236832389998	0.0	0.0	0.0	0.0	0.0	0.2924310956839215	0.0	0.0	0.0	0.0	4.195801893320334	0.0	3.5311457680433564	0.6851288367256232	0.0	0.0	0.46561779940322434	0.0	0.46561779940322434	2.521755819460881	0.0	0.0	0.0	0.2924310956839215	1.7388141842346807	0.0	0.2924310956839215	0.0	0.0	0.46561779940322434	0.0	0.0	2.5670058765336137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5890969411043502	0.0	0.0	0.0	0.0	0.0	1.8461940807765083	3.181296803680234	0.0
SAMPLE-54	0.0	0.0	3.42713348765848	2.0178058032746073	0.22159955393327105	0.0	0.0	2.275841846673157	3.727920011667825	2.0037042915215215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22159955393327105	0.0	0.0	4.221043087542749	0.0	3.4744182708807503	0.4767058491084665	0.0	0.22159955393327105	1.9615949855975463	0.0	0.3676207476745148	2.7347105960247733	0.0	0.0	0.0	0.0	1.8032986513166365	0.22159955393327105	0.22159955393327105	0.0	0.0	0.22159955393327105	0.0	0.3676207476745148	3.7299168949583477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6363427481389891	0.0	0.0	0.0	0.0	0.0	0.22159955393327105	0.4767058491084665	0.0
SAMPLE-55	0.0	0.4690414445518226	2.4457481292166325	1.218997938985567	0.0	0.0	0.0	2.5909983736726647	1.9922668313300123	1.7439146590239736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2917754536237105	0.0	3.9290875294319845	0.4690414445518226	0.0	0.0	1.6956354543473346	0.0	0.0	3.372540041689058	0.0	0.0	0.0	0.0	1.8009265077324526	0.0	3.395218944119182	0.0	0.0	0.0	2.025362984094244	0.6892560357919099	1.6956354543473346	0.0	0.0	0.0	0.0	0.4690414445518226	0.4690414445518226	0.0	0.0	0.4690414445518226	0.4690414445518226	0.0	0.0	0.0	0.4690414445518226	1.7284103670646407	1.3500876284744705	0.0
SAMPLE-56	0.0	0.0	2.689886678753243	1.6895742076459312	0.1998952064230368	0.0	0.0	3.3426395150963946	4.026642217636811	2.1879205169632443	0.0	0.0	0.0	0.0	0.43989019579629196	0.5935689365719357	0.5935689365719357	0.0	0.1998952064230368	0.6538938079384053	4.049498720748488	0.5234919581017135	3.3606002114612306	0.6538938079384053	0.0	0.0	2.8632544266225324	0.0	0.3362638809237973	2.438623123342752	0.1998952064230368	0.0	0.3362638809237973	2.191201807298227	3.1242911346807305	0.0	1.0614975114353298	0.1998952064230368	0.1998952064230368	0.0	1.8730202828474998	0.3362638809237973	3.633535262950594	0.0	0.0	0.0	0.0	0.1998952064230368	0.0	0.0	0.0	0.1998952064230368	0.9629917416316539	0.0	0.0	0.0	0.1998952064230368	2.2376597811574555	0.6538938079384053	0.0
SAMPLE-57	0.0	0.0	1.7298528875255672	0.8224832537788355	0.0	0.4596347254728874	0.0	2.6937102366634997	3.2338238379171917	1.2970174913770305	0.0	0.2879815481663299	0.0	0.0	0.0	0.2879815481663299	0.0	0.4596347254728874	0.0	0.0	4.383213335670881	0.2879815481663299	2.7567325936194873	0.4596347254728874	0.2879815481663299	0.0	1.3171619021509613	0.0	0.6779000635404113	3.167475347087814	0.4596347254728874	0.2879815481663299	0.0	0.0	2.233720393101676	0.2879815481663299	1.9375836377955378	0.0	0.0	0.0	0.0	0.4596347254728874	2.9287357179376325	0.0	0.0	0.2879815481663299	0.0	0.0	0.2879815481663299	0.0	0.0	1.576241500145207	0.4596347254728874	0.0	0.0	0.0	0.0	1.530559790360649	3.6432863465172294	0.0
SAMPLE-58	0.0	0.0	2.513181911276895	0.7671815845609778	0.257292354635364	0.0	0.0	3.982300365914079	3.9777050954584285	1.5229088357490699	0.0	0.0	0.0	0.0	0.4177675681702965	0.257292354635364	0.0	0.0	0.257292354635364	0.0	3.8440466257912647	0.0	2.603310673839699	0.257292354635364	0.0	0.257292354635364	2.3196400191684923	0.0	0.6267061596932604	1.9419973561941721	0.0	0.0	0.4177675681702965	1.1685755036885341	3.2423239082953494	0.0	0.9952973579951278	0.0	0.0	0.0	0.0	0.0	3.092947461727736	0.0	0.0	0.0	0.0	0.0	0.257292354635364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257292354635364	0.7025989969103366	3.595706317013871	0.0
SAMPLE-59	0.0	0.3581812735546626	2.8133248052063915	0.7871185949784352	0.0	0.0	0.0	3.215123513251445	1.6732659874655498	1.7587373794380428	0.3581812735546626	0.0	0.0	0.0	1.1402861506263322	0.0	0.0	0.0	0.0	0.0	4.347718093672713	0.0	3.61059193282533	0.551765620321635	0.0	0.0	0.0	0.0	0.0	3.660046942444734	0.0	0.0	0.0	0.0	1.6232638759617541	0.0	2.8201137056617798	0.0	0.0	0.0	0.0	0.0	1.7683289808824085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3581812735546626	0.0	0.0	0.0	0.0	0.0	0.7871185949784352	0.551765620321635	0.0
SAMPLE-6	0.0	0.0	3.377220123123234	1.027905597785226	0.0	0.0	0.0	3.288364097754831	3.7924383561133572	1.0941449889264543	0.0	0.0	0.0	0.0	0.0	1.062286940349583	0.2738142051714773	0.2738142051714773	0.2738142051714773	0.0	4.252742170372243	0.0	3.437782822701935	1.288892207979404	0.0	0.2738142051714773	2.6689558017073542	0.0	1.062286940349583	2.7801598470523956	0.2738142051714773	0.2738142051714773	1.2477707207076711	0.44044086210559497	2.677056455656385	0.2738142051714773	1.027905597785226	0.0	0.0	1.1516056298499915	0.0	0.5605688083104506	3.0434765718607384	0.0	0.0	0.0	0.0	0.0	0.2738142051714773	0.2738142051714773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0270296214231243	1.8986574938749008	0.2738142051714773
SAMPLE-60	0.2680804986839091	0.0	2.1571458543264432	0.43260863403195615	0.0	0.0	0.0	2.1165713286108203	3.0898085096806116	2.420186361260723	0.0	0.0	0.0	0.0	0.0	0.2680804986839091	0.0	0.2680804986839091	0.0	0.2680804986839091	4.357631850128852	0.0	3.5110832651014525	0.43260863403195615	0.0	0.0	1.8513670174553891	0.0	0.0	3.1198084987795793	0.0	0.0	0.2680804986839091	0.0	1.957400853595892	0.0	2.5496215560478666	0.0	0.0	0.0	0.0	0.43260863403195615	3.6495780352051836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2680804986839091	0.0	0.0	0.0	0.0	0.0	1.0167253564297434	0.0
SAMPLE-61	0.0	0.0	2.3244016844024746	1.1201677994119603	0.0	0.0	0.0	3.1317941991662375	3.070155038492274	1.428283304788021	0.0	0.0	0.0	0.0	0.6613020560585053	0.0	0.0	0.0	0.0	0.0	4.28953545161515	0.0	3.798242955625623	0.0	0.0	0.0	2.1188586148081274	0.0	0.0	3.545436591659327	0.3862924810278864	0.0	0.3862924810278864	0.9121802088463388	1.7151791634605542	0.0	2.148601573656439	0.0	0.0	0.5874511093571848	2.3139504576101526	0.3862924810278864	3.160907724691737	0.0	0.0	0.0	0.0	0.0	0.3862924810278864	0.23475038328199718	0.0	0.3862924810278864	0.0	0.0	0.0	0.0	0.23475038328199718	1.755263821659124	0.5874511093571848	0.0
SAMPLE-7	0.0	0.0	2.5344432873702414	2.005998501252758	0.0	0.0	0.0	3.3993104593755987	3.7073169898365075	2.6058642657072135	0.0	0.0	0.0	0.0	0.0	0.4642220175296406	0.0	0.0	0.0	0.0	4.165651226566847	0.0	3.3004525519454946	0.29139166347423856	0.0	0.0	2.717733727646637	0.0	0.0	2.296571228495127	0.0	0.0	0.5875210737354334	0.5875210737354334	3.3636097500391156	0.0	2.694033676339477	0.0	0.0	0.0	0.0	0.4642220175296406	2.9274703677781337	0.0	0.0	0.0	0.0	0.0	0.0	0.29139166347423856	0.0	0.0	0.29139166347423856	0.0	0.0	0.0	0.0	0.9824939664271656	3.6654437685392187	0.0
SAMPLE-8	0.0	0.0	3.8634064420060374	2.145444965400262	0.0	0.0	0.0	2.3184936912520313	3.8817034124016514	2.413777321980225	0.0	0.0	0.0	0.0	0.0	0.4664968568343828	0.0	0.0	0.4664968568343828	0.0	4.077772411628681	0.0	3.648985677953081	0.2930861630820015	0.0	0.0	0.2930861630820015	0.0	0.8313897416909519	2.4668916349801675	0.0	0.0	0.6861891776717974	1.1891040670677273	2.0053091663050786	0.0	2.4668916349801675	0.0	0.0	0.2930861630820015	0.0	0.0	2.546301936495635	0.0	0.0	0.0	0.2930861630820015	0.2930861630820015	0.0	0.0	0.0	0.2930861630820015	0.0	0.0	0.0	0.0	0.0	1.4758526427560958	3.0289105955620186	0.0
SAMPLE-9	0.0	0.0	3.1790741260821247	1.164563069424313	0.0	0.0	0.0	3.1543028626909773	3.5171594388302965	1.988095780221488	0.0	0.31105367734023487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7148986936833651	4.099796334515649	0.0	3.827826507737791	0.31105367734023487	0.0	0.31105367734023487	2.620745554880182	0.0	0.49043540338338754	3.260608864481337	0.0	0.0	0.6170100715300784	0.0	3.0206696066428993	0.31105367734023487	2.4413517504180717	0.0	0.0	0.49043540338338754	1.0178793169886644	0.6170100715300784	2.415942748619778	0.0	0.0	0.0	0.0	0.31105367734023487	0.31105367734023487	0.0	0.9204824678193423	0.0	0.49043540338338754	0.0	0.0	0.0	0.0	1.5633353222150128	3.659303267850138	0.0
