SAMPLE_ID	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Caldiserica	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Geothermarchaeota	Candidatus Lokiarchaeota	Candidatus Omnitrophica	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Crenarchaeota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia
SRR39238445	2.7311014675323158	3.751012974324903	0.8827813419568729	1.8343756702090996	4.51006426804795	0.2895415920160313	1.256721988424601	0.0	0.0	0.0	0.0	0.0	0.0	2.2248194261760514	1.1245446047397674	0.46173484202587345	2.4510075538529508	0.0	0.0	0.0	1.8578392902367524	0.2895415920160313	1.1823237231308843	0.0	1.1245446047397674	1.6931742039999023	0.0	4.431998400473267	2.358827316840464	2.996265569376294	0.46173484202587345	0.2895415920160313	1.2333106400958427	1.5455588704791803	4.424737618473971	1.600529566537583	2.74464945414346	2.702667614124604	0.0	0.2895415920160313	0.8827813419568729	3.4234120328521276
SRR39238446	2.1745998915904035	3.3680137920570536	0.6297585062492722	1.2958899390347172	4.208765903404088	0.2590813939933674	0.0	1.7518808836336492	0.2590813939933674	0.5375128229988224	2.248524704987288	1.1218171042440446	0.9988874544648865	2.475362312035288	0.826786699554132	0.8766131238564	3.095516712041871	0.0	0.5375128229988224	2.1296911042198707	2.2849406431337336	1.4939690081747086	1.2175171887388787	0.2590813939933674	2.258407782180401	1.8159270371921492	0.0	4.536124797375022	3.424594652292592	1.7879797620702607	1.3303406841772683	0.2590813939933674	1.9125926130749271	1.6377349218501367	4.576689780906886	2.1698332881321862	1.147790531416866	3.094377746893434	0.42023834505519736	1.5267815942304286	0.9618271723727566	2.5875985787420124
SRR39238447	2.407279288908175	3.921008490547518	0.28524047256332496	1.3670989942943779	4.65177299185836	0.0	0.8750698027030243	0.0	0.0	0.6734236628808635	0.0	0.0	0.0	1.512846357520638	0.5781550842919818	0.0	2.457891715439868	0.0	0.0	0.0	0.9257626556718548	0.4559383601489585	0.4559383601489585	0.0	0.28524047256332496	1.4740175415383785	0.28524047256332496	4.418675665714351	2.0853513268378006	1.2483329419707474	0.0	0.0	0.7515071625573695	0.9257626556718548	4.0577329962715005	0.28524047256332496	3.7899982786211353	0.9257626556718548	0.0	0.0	0.8176681453432242	1.9319758525258954
SRR39238448	2.0698577508829765	2.958630495022299	0.27937558937961277	0.8644554057806018	4.720366395931143	0.0	0.8072872718068833	0.0	0.0	0.0	0.0	0.0	0.0	1.7045774790077373	0.0	0.0	2.415109507948967	0.0	0.0	0.0	0.7414364742844602	0.0	0.27937558937961277	0.0	0.27937558937961277	1.6554595364504268	0.0	4.564381148633422	2.6386986743608496	1.5009576664478939	0.0	0.0	0.0	0.8072872718068833	3.523181661082537	0.27937558937961277	3.5270430099220516	0.9149661026530513	0.0	0.4480019427866895	0.5691595519266862	2.0597266162186063
SRR39238449	1.8094632903772705	3.371397444794577	0.0	0.0	4.779039536268973	0.0	0.0	0.2803366413583102	0.0	0.4493050478091102	0.0	0.0	0.0	0.91674371825988	0.0	0.0	1.6660208312240543	0.0	0.0	0.0	0.8089957621742238	0.0	0.4493050478091102	0.0	0.6653701896492437	0.5706380655054542	0.0	4.325996711012055	2.330678531921014	1.106877264108275	0.0	0.0	0.91674371825988	0.5706380655054542	3.6764199747763704	0.2803366413583102	3.9582765074131947	0.6653701896492437	0.2803366413583102	1.0749355845960775	0.2803366413583102	1.3742616909404592
SRR39238450	2.1631761146279853	3.259299729459113	0.6155916721763508	0.7551038704116699	4.654076406231725	0.0	0.0	1.0477197749745206	0.4087988727247527	0.6155916721763508	1.3741579212252846	0.8605288544743521	0.6909259378515528	2.4386640237869917	0.0	0.8605288544743521	2.7205611761525916	0.0	0.5243889811357513	1.3741579212252846	1.8854736714707478	1.1046484053113528	1.2409138775171114	0.0	1.5392126206288865	1.627646026067772	0.0	4.618549640610038	2.798957967402417	1.7459751228395644	1.3288453875121937	0.25082198588878607	1.9275570369677362	1.3741579212252846	3.6718337992593075	1.7520256306850563	0.982186703210647	3.2323195856878884	1.2409138775171114	1.3882690938847717	0.7551038704116699	2.959441455640891
SRR39238451	3.5578854683566905	3.9466974122495144	1.5029547803036571	0.0	4.324696356949863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8241242306776586	1.1586071063487422	0.0	2.933375116878691	0.0	0.0	0.0	2.0180446942110217	0.8036786589704864	0.8036786589704864	0.0	0.3693664055628031	0.5660392676343655	1.9891756882560354	4.198319202623226	1.6925755709524455	2.916063244253195	0.5660392676343655	0.0	2.43645636333677	1.8735799474682906	4.6589582780991705	1.6682701911442228	1.96461394018103	2.3771670511475347	0.0	0.5660392676343655	1.8657186040568385	1.9108840400977618
SRR39238452	2.476744495820961	3.5159850109078064	0.6626894141382902	0.0	4.585031377485124	0.5681379296702338	0.2787121916221148	0.0	0.0	0.2787121916221148	0.0	0.0	0.0	2.3065524482500814	1.1037231810703707	0.0	2.515389283861353	0.0	0.0	0.0	3.7987013035177775	0.0	1.4030365526875905	0.0	0.8632474127669157	0.8061062108660862	0.0	4.5707262837998375	3.495248762931448	2.0912284439015263	1.4470737296133633	0.44710183200790654	2.1771609932631386	1.846869144403151	3.8730296568137126	0.9137370905001831	0.9137370905001831	1.894229753572101	0.2787121916221148	0.2787121916221148	1.1037231810703707	2.8440791112934884
SRR39238453	0.0	2.544471076310532	0.0	0.0	4.333138325231991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8465130258606891	0.0	0.0	0.0	0.0	0.0	0.3018559642402687	0.0	0.0	0.0	0.0	4.877937484727486	0.9557098137360385	0.0	0.0	0.0	0.0	0.0	2.676508027447304	0.0	0.3018559642402687	0.7002908010862504	0.0	0.0	0.0	1.2568313515249219
SRR39238454	1.0647249219816328	3.145883784789755	0.0	0.0	4.70225032812825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.293204439163837	0.0	0.0	2.101599354674689	0.0	0.293204439163837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.619830126553304	1.7553298474666228	0.293204439163837	0.0	0.0	0.0	0.0	3.6260795013152842	0.0	0.293204439163837	0.5902681351024812	0.0	0.293204439163837	0.46665552727683024	1.263804665866371
SRR39238455	0.0	3.3514896021935145	0.0	0.0	4.696648610316067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4809472821939647	0.0	0.0	0.0	0.0	0.0	0.30390267159868173	0.0	0.0	0.0	0.0	4.327303923511658	3.7475858383976854	0.0	0.0	0.0	0.0	0.0	3.21897504572742	0.6063619109294837	0.0	4.240091549221146	0.0	0.0	1.5496319494215933	0.0
SRR39238456	0.5152368227942538	3.817004284801708	0.0	0.0	4.681217007667924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8252950370580407	0.0	0.0	0.32992567276909107	0.0	0.0	0.0	1.667488897825189	0.0	0.5152368227942538	0.0	0.0	0.0	0.0	4.13142118644194	4.4547244191520345	0.6447131283786829	0.0	0.0	0.32992567276909107	0.0	3.0957507634226205	0.0	0.5152368227942538	0.32992567276909107	0.0	0.0	0.0	0.0
SRR39238457	2.1651828340862047	3.4946182978916545	0.0	1.7395243159215201	4.710145588583088	0.0	0.0	0.33678126314558143	0.0	0.0	0.0	0.0	0.0	1.2406116453622178	1.1778043759813586	0.5241642160789396	3.0016886033017425	0.0	0.0	0.0	0.5241642160789396	0.0	1.2689079493436601	0.0	0.0	0.9638468335099031	0.8361997450955515	4.354898224752668	4.027052136730424	1.7205786265194025	0.7548395908023102	1.2406116453622178	2.117431702326795	2.3716614793000956	3.8729114599259034	1.799996176885666	2.9296310061611828	1.0158983995512982	0.0	1.7205786265194025	1.0158983995512982	1.5437776820725884
SRR39238471	1.8709200346450392	3.4311705918267164	0.47432745876114923	0.0	4.1863305962771165	1.0753351256530155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9962241139520848	0.0	0.0	1.7118869852335608	0.0	0.0	0.0	2.1944863185448424	1.0753351256530155	1.501084302355216	0.0	0.2989363354094069	0.7746561881942029	0.8415027044337582	4.472300997609863	4.4402690769885815	2.004444058290961	0.5989157037979993	0.7746561881942029	1.3384168946579984	1.4730643631092162	4.3391325317920355	0.6956152860101982	0.2989363354094069	1.5641182414337138	1.0375784908747236	0.47432745876114923	1.0375784908747236	2.3096902320996646
