bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Verrucomicrobia	0.0611267648763361	0.0611267648763361	0.415317563280247	0.441995060712491	0.441995060712491
Fusobacteria	0.0796361680400939	0.0796361680400938	0.394577546629012	0.441995060712491	0.441995060712491
Deferribacteres	0.0828740738835921	0.0828740738835921	0.11637093561658	0.441995060712491	0.441995060712491
Proteobacteria	0.116123239307793	0.116123239307793	0.219672993839604	0.464492957231172	0.464492957231172
Synergistetes	0.23780328313328	0.23780328313328	0.0897879997207279	0.622885782500102	0.622885782500102
Chloroflexi	0.331151065780573	0.331151065780573	-0.0844104579281312	0.622885782500102	0.622885782500102
Firmicutes	0.346006248585328	0.346006248585328	0.0393432439101745	0.622885782500102	0.622885782500102
Thermotogae	0.34801548178157	0.34801548178157	-0.0529519978769843	0.622885782500102	0.622885782500102
Cyanobacteria	0.385401441824188	0.385401441824188	0.126160023493133	0.622885782500102	0.622885782500102
Spirochaetes	0.389303614062564	0.389303614062564	-0.189025419804108	0.622885782500102	0.622885782500102
Candidatus Saccharibacteria	0.556034101242895	0.556034101242895	-0.0339807368124979	0.80877687453512	0.80877687453512
Actinobacteria	0.650360511697569	0.650360511697569	0.0613431398160121	0.867147348930092	0.867147348930092
Chlamydiae	0.760758699000352	0.760758699000352	0.0343302614688164	0.901837092196597	0.901837092196597
Bacteroidetes	0.789107455672022	0.789107455672022	0.0348714567114042	0.901837092196597	0.901837092196597
Tenericutes	0.969416894800545	0.969416894800545	0.00550962131272042	0.999849478569199	0.999849478569199
Deinococcus-Thermus	0.999849478569199	0.999849478569199	1.71817798562228e-05	0.999849478569199	0.999849478569199
