bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Actinomyces	5.57670680800815e-05	5.5767068080084e-05	0.478684682919978	0.0126033573860984	0.012603357386099
Anaerocolumna	0.00033924515791961	0.000339245157919675	-0.390276918384851	0.0365994734902314	0.0365994734902269
Streptococcus	0.000485833718896878	0.000485833718896817	0.749125185443347	0.0365994734902314	0.0365994734902269
Rothia	0.000675928637268508	0.000675928637268531	0.528887804646061	0.0381899680056707	0.038189968005672
Rickettsia	0.00200850174128908	0.00200850174128908	0.493707074518651	0.0907842787062665	0.0907842787062662
Alteromonas	0.00250674095142167	0.00250674095142168	0.297651983520482	0.0944205758368829	0.0944205758368834
Veillonella	0.00535725600655679	0.00535725600655681	0.479327206540332	0.172962836783119	0.17296283678312
Enterococcus	0.0103420430075063	0.0103420430075063	0.835679576469459	0.284535337574523	0.284535337574523
Schaalia	0.0113310532662421	0.0113310532662421	0.392148199644453	0.284535337574523	0.284535337574523
Gemella	0.0147296822218056	0.0147296822218056	0.338899332491226	0.325847056428411	0.325847056428411
Pseudoalteromonas	0.0158598124810289	0.0158598124810289	0.180945271249195	0.325847056428411	0.325847056428411
Anaerostipes	0.0237490531865876	0.0237490531865876	-0.326307646717353	0.447273835014066	0.447273835014067
Actinobaculum	0.0329800327279148	0.0329800327279149	0.171834942426426	0.510307566043428	0.510307566043429
Escherichia	0.0357817345981635	0.0357817345981634	0.529636428719948	0.510307566043428	0.510307566043429
Flavonifractor	0.0364422264597328	0.0364422264597328	0.196653239055882	0.510307566043428	0.510307566043429
Longibaculum	0.0387527254330396	0.0387527254330397	-0.232775493675397	0.510307566043428	0.510307566043429
Caloramator	0.0418016678651052	0.0418016678651052	-0.111925689381432	0.510307566043428	0.510307566043429
Oxalobacter	0.0438234941767874	0.0438234941767874	0.224782135309373	0.510307566043428	0.510307566043429
Edwardsiella	0.0446807757341554	0.0446807757341554	0.0630234247731749	0.510307566043428	0.510307566043429
