bugName	pval	p6M	s6M	Adjustedpval	Adjustedp6M
Streptococcus sp. LPB0220	5.15314663906974e-06	5.15314663908267e-06	1.13741333475947	0.00195304257620743	0.00195304257621233
Streptococcus mutans	2.13491462690563e-05	2.1349146269091e-05	0.828659836549469	0.00404566321798616	0.00404566321799274
Streptococcus gordonii	5.3564021027741e-05	5.35640210278072e-05	0.563102867081271	0.00676692132317129	0.00676692132317964
Actinomyces sp. oral taxon 171	0.000132369635955421	0.000132369635955459	0.412307480707818	0.0125420230067761	0.0125420230067797
Anaerocolumna cellulosilytica	0.000204725897310798	0.00020472589731079	-0.448769768178038	0.0149451742030332	0.0149451742030371
Streptococcus halotolerans	0.00025919016663345	0.000259190166633426	0.390068070097197	0.0149451742030332	0.0149451742030371
Bifidobacterium dentium	0.000276032241216972	0.000276032241217043	0.478774138538845	0.0149451742030332	0.0149451742030371
Streptococcus sanguinis	0.000343983748819499	0.000343983748819498	0.564696419021299	0.0162962301003237	0.0162962301003237
Rothia mucilaginosa	0.00047991573904127	0.000479915739041293	0.522259255096429	0.0186013266049866	0.0186013266049876
Streptococcus parasanguinis	0.000490800174274053	0.000490800174274078	0.80503222469254	0.0186013266049866	0.0186013266049876
Veillonella parvula	0.000702665434926808	0.000702665434926809	0.453894467395156	0.0220716620325542	0.0220716620325528
Rickettsia africae	0.00072181601389687	0.000721816013896927	0.544977812109863	0.0220716620325542	0.0220716620325528
Streptococcus mitis	0.000757075478689195	0.000757075478689146	0.255163242870378	0.0220716620325542	0.0220716620325528
Streptococcus suis	0.000991622657062319	0.000991622657062256	0.662128816941866	0.0268446419304728	0.0268446419304711
Alteromonas macleodii	0.00123268027520829	0.00123268027520828	0.32943610273831	0.0311457216202627	0.0311457216202626
Actinomyces pacaensis	0.00243700890838094	0.00243700890838086	0.281228256799896	0.0577266485172736	0.0577266485172717
Streptococcus oralis	0.00264266052708817	0.00264266052708822	0.353476875648067	0.0589157846921421	0.0589157846921433
Actinomyces naeslundii	0.00303426533164952	0.0030342653316496	0.207962928041021	0.0638881422608427	0.0638881422608444
Streptococcus salivarius	0.00453026768996601	0.004530267689966	0.767496197037159	0.0903669186577429	0.0903669186577428
Actinomyces oris	0.00619368219155403	0.00619368219155405	0.261835263043061	0.113194477746561	0.113194477746561
Flavonifractor plautii	0.00627198953213137	0.00627198953213136	0.256355568467303	0.113194477746561	0.113194477746561
Gemella haemolysans	0.00658623825838334	0.00658623825838331	0.282979005039911	0.113462922723967	0.113462922723967
Veillonella rodentium	0.00690834856384703	0.00690834856384702	0.287199058918323	0.113837569812958	0.113837569812957
Streptococcus pneumoniae	0.00942534063119815	0.00942534063119817	0.253967774999039	0.145042570709635	0.145042570709634
Schaalia odontolytica	0.00956745189377539	0.00956745189377533	0.431558260237204	0.145042570709635	0.145042570709634
Streptococcus sp. KS 6	0.011234681396614	0.0112346813966139	0.296430050669078	0.163767086512181	0.16376708651218
Streptococcus sp. group B	0.0164454537315855	0.0164454537315855	0.254901066365881	0.224186570553792	0.224186570553792
Rothia dentocariosa	0.0165625962414411	0.0165625962414411	0.237880085962118	0.224186570553792	0.224186570553792
Streptococcus intermedius	0.0172348726924378	0.0172348726924379	0.249747216844221	0.225241956911515	0.225241956911516
Oxalobacter formigenes	0.0182521153793489	0.018252115379349	0.258613446990747	0.230585057625774	0.230585057625775
Streptococcus sp. HSISS3	0.0201149831064493	0.0201149831064493	0.37937759521372	0.245921890236913	0.245921890236913
Streptococcus koreensis	0.0218911739858143	0.0218911739858144	0.230588166433889	0.258960817622241	0.258960817622241
Veillonella atypica	0.0225480395291133	0.0225480395291134	0.364641942740843	0.258960817622241	0.258960817622241
Blautia argi	0.0244159543911238	0.0244159543911238	0.185530124529653	0.272166079830468	0.272166079830469
Turicibacter sanguinis	0.0259880013983614	0.0259880013983615	-0.539311554001299	0.281412929427971	0.281412929427971
Edwardsiella ictaluri	0.0284329201771421	0.028432920177142	0.0714017002522713	0.289290214530854	0.289290214530854
Gemella sanguinis	0.0284891544880652	0.0284891544880652	0.304431140189703	0.289290214530854	0.289290214530854
Actinobaculum sp. 313	0.0290053513249933	0.0290053513249932	0.180825767082172	0.289290214530854	0.289290214530854
Fusobacterium nucleatum	0.030574924932998	0.0305749249329979	0.275796024472265	0.29631554061105	0.29631554061105
Escherichia coli	0.0321118413907349	0.0321118413907349	0.545410858227363	0.29631554061105	0.29631554061105
Pseudoalteromonas translucida	0.0328589112260121	0.0328589112260121	0.0956717432755612	0.29631554061105	0.29631554061105
Ruminococcus bicirculans	0.0329074449464501	0.0329074449464501	0.471580362423785	0.29631554061105	0.29631554061105
Streptococcus cristatus	0.0336189135785624	0.0336189135785624	0.29981838354012	0.29631554061105	0.29631554061105
Spiroplasma sp. TIUS-1	0.0351497865141517	0.0351497865141517	0.154586616334245	0.302767479292352	0.302767479292352
Streptococcus vestibularis	0.0359704815462727	0.0359704815462726	0.497582975692448	0.302951389023052	0.302951389023052
Salmonella enterica	0.0386426515113647	0.0386426515113647	0.498316626646674	0.314875605246424	0.314875605246424
Akkermansia muciniphila	0.0390478982759418	0.0390478982759418	0.467953175258043	0.314875605246424	0.314875605246424
Blautia producta	0.0412442703527327	0.0412442703527327	0.318519794333322	0.321996990433862	0.321996990433863
Adlercreutzia sp. 8CFCBH1	0.043465774152984	0.043465774152984	0.208991635060763	0.321996990433862	0.321996990433863
Kyrpidia tusciae	0.0445410889239736	0.0445410889239736	-0.234785753638981	0.321996990433862	0.321996990433863
Clostridium isatidis	0.0462715816209853	0.0462715816209854	-0.114463152751414	0.321996990433862	0.321996990433863
[Clostridium] scindens	0.046296791244708	0.046296791244708	0.296613623891121	0.321996990433862	0.321996990433863
Bifidobacterium thermophilum	0.0469927186936159	0.0469927186936159	-0.0641031105755774	0.321996990433862	0.321996990433863
Anaerostipes hadrus	0.0484809251824836	0.0484809251824836	-0.304934704931049	0.321996990433862	0.321996990433863
Geovibrio thiophilus	0.0489244982926044	0.0489244982926044	0.134931414043771	0.321996990433862	0.321996990433863
Corynebacterium simulans	0.0493839824223025	0.0493839824223025	0.117193434251721	0.321996990433862	0.321996990433863
Caloramator sp. E03	0.0495548888173299	0.0495548888173299	-0.11355801684231	0.321996990433862	0.321996990433863
Bifidobacterium animalis	0.0507252338016347	0.0507252338016347	-0.414314211189235	0.321996990433862	0.321996990433863
Streptococcus iniae	0.0510436471895501	0.0510436471895501	0.121760889300091	0.321996990433862	0.321996990433863
Aminomonas paucivorans	0.05218835547062	0.0521883554706199	0.180877226496747	0.321996990433862	0.321996990433863
Streptococcus constellatus	0.0524453413771777	0.0524453413771778	0.0955802344941626	0.321996990433862	0.321996990433863
Lancefieldella parvula	0.0526749694113442	0.0526749694113443	0.165472657518916	0.321996990433862	0.321996990433863
Clostridium butyricum	0.053955694684673	0.053955694684673	-0.313843262646855	0.324590607706207	0.324590607706207
Hungatella hathewayi	0.0560970916938559	0.0560970916938559	0.249231706882611	0.331172885342491	0.33117288534249
Shigella flexneri	0.0569258805242164	0.0569258805242164	0.238909053133678	0.331172885342491	0.33117288534249
Pauljensenia hongkongensis	0.0576712676322015	0.0576712676322015	0.13903352447452	0.331172885342491	0.33117288534249
Clostridium sp. DL-VIII	0.0589133135975769	0.0589133135975769	-0.135928926793803	0.33325590826092	0.33325590826092
Blautia hansenii	0.0636411459468984	0.0636411459468984	0.202588767477543	0.354705798733448	0.354705798733449
Streptococcus merionis	0.0648867458569997	0.0648867458569996	0.109487575281425	0.35640690840294	0.35640690840294
Candidatus Sulcia muelleri	0.0675398953598286	0.0675398953598287	0.294644871459021	0.356814906761417	0.356814906761417
Alloprevotella sp. E39	0.0678642039136325	0.0678642039136325	0.112773957924347	0.356814906761417	0.356814906761417
Collinsella aerofaciens	0.0680067345636001	0.0680067345636001	0.305346323142362	0.356814906761417	0.356814906761417
Actinomyces sp. oral taxon 169	0.068726881777265	0.068726881777265	0.107690850890583	0.356814906761417	0.356814906761417
Legionella pneumophila	0.0730084198377965	0.0730084198377965	-0.0567233149751308	0.361855583979104	0.361855583979104
Gordonibacter urolithinfaciens	0.0730988937709358	0.0730988937709358	0.237057616186951	0.361855583979104	0.361855583979104
Oscillibacter valericigenes	0.073638623661106	0.073638623661106	0.260418976234022	0.361855583979104	0.361855583979104
Enterococcus cecorum	0.0738155007412176	0.0738155007412175	0.0606916946349671	0.361855583979104	0.361855583979104
Streptococcus porcinus	0.0744715977582325	0.0744715977582325	0.174647706031209	0.361855583979104	0.361855583979104
Lactobacillus delbrueckii	0.0759236334339283	0.0759236334339283	-0.196767187503449	0.362779235060638	0.362779235060638
Streptococcus sp. oral taxon 061	0.07657609183338	0.07657609183338	0.239145729970227	0.362779235060638	0.362779235060638
Butyricimonas faecalis	0.0791513766503427	0.0791513766503426	0.198096396098223	0.370350268524443	0.370350268524443
Altererythrobacter sp. ZODW24	0.0811795209868456	0.0811795209868455	0.0727160723606531	0.370925668263941	0.370925668263941
Enterococcus faecalis	0.0812317426541085	0.0812317426541084	0.517200975498556	0.370925668263941	0.370925668263941
Alistipes onderdonkii	0.0844713102143876	0.0844713102143876	0.415972193763702	0.380229881200136	0.380229881200136
Klebsiella pneumoniae	0.08527583087602	0.08527583087602	0.35972129542154	0.380229881200136	0.380229881200136
Roseburia hominis	0.0909932726319964	0.0909932726319964	0.208074945674516	0.397727031502209	0.39772703150221
Clostridium sp. SY8519	0.0912988172577631	0.0912988172577631	0.125088353057023	0.397727031502209	0.39772703150221
Ligilactobacillus salivarius	0.0958412066857293	0.0958412066857293	0.244923988688281	0.410081293950934	0.410081293950934
Enterocloster clostridioformis	0.0972983072168071	0.0972983072168071	0.232774146382642	0.410081293950934	0.410081293950934
Streptococcus infantarius	0.0983502739016265	0.0983502739016265	0.116233935279468	0.410081293950934	0.410081293950934
Dickeya zeae	0.0984627908958706	0.0984627908958707	0.153906008918891	0.410081293950934	0.410081293950934
Lactobacillus rhamnosus	0.100113268712132	0.100113268712132	-0.196922104451037	0.412421689967128	0.412421689967128
Streptococcus dysgalactiae	0.101201100704335	0.101201100704335	0.126748092708853	0.412421689967128	0.412421689967128
Longibaculum sp. KGMB06250	0.105632339231412	0.105632339231412	-0.170858497681109	0.424724203076248	0.424724203076248
Veillonella dispar	0.107950601262711	0.107950601262711	0.131779840270385	0.424724203076248	0.424724203076248
Pseudopedobacter saltans	0.108621028996852	0.108621028996852	0.0793789916769293	0.424724203076248	0.424724203076248
Sanguibacter keddieii	0.108702500523472	0.108702500523472	-0.0421697881667206	0.424724203076248	0.424724203076248
Aminipila sp. CBA3637	0.109856442031701	0.109856442031701	0.157487252196525	0.424852974796067	0.424852974796067
Butyrivibrio fibrisolvens	0.113233607992171	0.113233607992171	0.320477374080603	0.431607393447188	0.431607393447188
Enterobacter kobei	0.11388057874596	0.11388057874596	0.267601870237262	0.431607393447188	0.431607393447188
Streptococcus equinus	0.12692993130827	0.12692993130827	0.264884307113007	0.4752044273447	0.4752044273447
Phocaeicola salanitronis	0.127891428995144	0.127891428995144	0.0979301373128881	0.4752044273447	0.4752044273447
Ruminococcus champanellensis	0.134516936872448	0.134516936872448	0.357604901064372	0.494970088103473	0.494970088103473
