Acidaminococcaceae	Actinomycetaceae	Aeromonadaceae	Akkermansiaceae	Anaeroplasmataceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae_1	Clostridiales_vadinBB60_group	Coriobacteriaceae	Coriobacteriales_Incertae_Sedis	Corynebacteriaceae	Defluviitaleaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Family_XI	Family_XIII	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Marinifilaceae	Micrococcaceae	Muribaculaceae	Pasteurellaceae	Peptococcaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	Saccharimonadaceae	Staphylococcaceae	Streptococcaceae	Succinivibrionaceae	Tannerellaceae	Veillonellaceae	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624538	0	0.879302317961442	0	0	0.73097592649187	0	3.46091239608224	2.9058877476986	1.55701603565564	1.77932510053142	0	0	2.30896112664937	2.60184099869659	0.73097592649187	2.42331071446604	1.52978949950142	0	0	1.6515105574776	1.07758585764616	0.989663304889325	0	2.96025147643299	0	0	0	0	3.42470613226116	3.2171632897646	0	1.48545447160736	0	0	0	0	2.6124222354636	0	2.85384144005835	0	2.80151424043695	3.58259096384374	0	0	1.6068282774945	0	2.81990643277772	2.83685906736877	1.71094278804665	02bdcf10-1cde-11e6-9a08-68b599768938	WGS	500	9114000	PRJEB14082	SAMEA4008095	5685375	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694903	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:15Z	public	Illumina MiSeq	16634273	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008095	ERS1179205	ERS1179205	ERP015690	P8_Pre	Pre	P8	0
ERR1624540	1.89104096411354	1.007383380437	0	0	0	2.67516429952433	2.08000925601974	0.896448858301267	2.92674079746421	1.007383380437	0	1.20149614667619	1.77428384524626	1.53461682346553	0	3.10967894062714	0	0	0	1.63766993129556	2.94123075076605	0.647314323235175	0	3.57810885253028	0	0	1.47218313448152	0	3.75359147979816	1.23172587290591	0	0	0	0	0.95544861763016	0	2.15232268308829	0	2.50162804634512	0	1.33517274690286	3.16447446765187	0	0	3.18119466923871	0	1.67077735231284	2.01297429938137	1.83657431476784	02d77190-1cde-11e6-9a08-68b599768938	WGS	500	9127000	PRJEB14082	SAMEA4008097	5706795	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,ncbi,s3,gs	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694905	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:16Z	public	Illumina MiSeq	16634275	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008097	ERS1179207	ERS1179207	ERP015690	P16_Pre	Pre	P16	0
ERR1624541	2.45203701747094	1.00300944782227	0	0	0	0	2.79362231463039	1.40114934681047	3.17183777180528	1.40114934681047	0	0	0	2.21816609167427	0	3.13367384928583	0	0	0	0.780938489897193	2.06021818956337	1.58303851089329	0	2.97923016385691	0.479352475542031	0	1.53472352039392	0	3.76436722169189	0	0	0.479352475542031	0	0	0.479352475542031	0	2.57153527199303	0	0	0	1.90639091078698	3.5627694287242	0	0	1.70224595214008	0	2.14319750460024	3.25667869447604	0	02df60d0-1cde-11e6-9a08-68b599768938	WGS	500	10117500	PRJEB14082	SAMEA4008098	6356860	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694906	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:17Z	public	Illumina MiSeq	16634276	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008098	ERS1179208	ERS1179208	ERP015690	P17_Pre	Pre	P17	0
ERR1624543	2.70313311095153	0	0	0	0	1.14786815368841	3.28022274397867	2.48558067128862	2.19564086716849	1.65105203568517	0	0	2.56868723509414	2.64677122502765	0	2.73742218390538	0	0	0	2.01020498537525	1.75048431132034	1.95467376471175	0.748813671123594	2.92011768588794	0	0.519044847347594	1.52187669993667	0	3.59618774714514	2.55682057883475	0	1.64353837104061	0	0	0.975346050534489	0	2.66805716154431	0	2.70838698572947	0	2.87805506599972	3.6734871176542	0	0	2.31237042586257	0	2.73864159569707	0.898292302825758	1.836229605966	02f0ed00-1cde-11e6-9a08-68b599768938	WGS	500	13089500	PRJEB14082	SAMEA4008100	8174060	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,contigs,sra	s3,ena,gs,ncbi	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694908	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634278	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008100	ERS1179210	ERS1179210	ERP015690	P19_Pre	Pre	P19	0
ERR1624544	1.16447644186178	0.871810655565733	0	1.36541784338681	0	0.385966489373633	3.11460659766874	1.72647125502613	2.57951873705394	1.53973311968711	0	0.587040791889215	2.61185565557661	2.52738218298155	0.660869352702541	2.18613593818271	0.723951997455117	0	0	2.12301981984891	1.79141479254544	2.15680839775542	0	2.97198919885786	0	0.723951997455117	1.61380438910724	0	3.51153325254509	1.60617114885981	0	1.55731949378527	0.827890203030726	0	1.16447644186178	0.779023104409966	2.30269077225199	0	2.38562550773581	0	3.11460659766874	3.44457683339089	0	0	3.61755128345996	0	2.32237310359307	2.7106773128205	2.40928189920994	02f84000-1cde-11e6-9a08-68b599768938	WGS	500	14121000	PRJEB14082	SAMEA4008101	8667852	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694909	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:18Z	public	Illumina MiSeq	16634279	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008101	ERS1179211	ERS1179211	ERP015690	P22_Pre	Pre	P22	0
ERR1624546	0.554594912316509	0.790408053680123	0	1.46900571400505	0	0	3.34696425805467	0	2.90170286585034	1.11618943940943	0	0	2.46716938214003	1.73592909915342	0.648148253595841	0.554594912316509	0	0	0	1.78772280146579	2.59839495380399	2.76681821415309	0	3.08135337536947	0.983155970343191	0	2.02241550454098	0.435193611528895	3.83191075314149	0.435193611528895	0	1.02042487143461	0	0	0	0	1.61817377678341	0	0	0	2.82711268049275	3.49755984317143	0	0	2.22140348152964	0	2.2662246099643	2.10327616920755	2.06953596849263	0307d060-1cde-11e6-9a08-68b599768938	WGS	500	12057000	PRJEB14082	SAMEA4008103	7570386	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694911	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634281	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008103	ERS1179213	ERS1179213	ERP015690	P25_Pre	Pre	P25	0
ERR1624548	1.94520091290239	0	0	0	0	0	3.30331213966654	1.96518028625016	2.07273377224501	1.21910554910564	0	0	2.32124021200811	3.37294096620745	0	1.96518028625016	1.69688097632044	0	0	1.96518028625016	2.01580966251273	3.05337857161935	0	3.26953800234173	0	0	1.2454922485834	0	3.33024751434778	3.03548315320501	0	1.64907018820703	0	0	0	0	2.61471747355152	0	1.86700395251553	0	2.63292892951967	3.61551810522045	0	0	2.47681005139109	0	2.11621256648757	0	1.82190141525012	03182410-1cde-11e6-9a08-68b599768938	WGS	500	10003000	PRJEB14082	SAMEA4008105	6204049	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694913	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634283	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008105	ERS1179215	ERS1179215	ERP015690	P28_Pre	Pre	P28	0
ERR1624551	2.30042761385688	1.0424690520483	0	0	0	0	3.33983898051396	2.21770244115115	3.46004096156518	1.28401198914587	0	0.963983767187921	1.98956849993357	1.35941307870322	0	2.96286247650749	1.77335218346315	0	0	1.40845120923207	1.94699700845066	0	0	2.75084781145066	0	0.744907762804446	1.43831446032404	0	3.74119444621103	0	0	1.50506123631794	0	0	0	0	2.14475786820988	0	2.49647206511173	0	2.27596499126362	3.51827137848334	0	0	2.14191183571706	0	2.11844612779282	0	1.10891804283078	03312a50-1cde-11e6-9a08-68b599768938	WGS	500	11121000	PRJEB14082	SAMEA4008108	7014862	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694916	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634286	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008108	ERS1179218	ERS1179218	ERP015690	P35_Pre	Pre	P35	0
ERR1624557	2.01784979630702	0.814802835641865	0	0	0	0	3.02555109230336	1.97340685804616	2.13787845005072	2.06853895328369	0	0	2.43732476559476	2.95125350933454	0	2.61870226872499	1.4707499065066	2.71269776544158	0	1.26732225880003	1.45699887241743	1.00919167715946	0	2.99990746490574	0	0	1.57813021561923	0	3.45201819581734	0	0	0	0.575669290652598	0	0	0	2.92637950040633	0	3.39806707376	0	1.89937265902091	3.56997329124079	0	0	2.27212210250363	0	1.88396785708172	3.30747489422835	1.58857417631562	035d1c50-1cde-11e6-9a08-68b599768938	WGS	500	10924000	PRJEB14082	SAMEA4008114	6808954	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694922	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634292	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008114	ERS1179224	ERS1179224	ERP015690	P8_Post	Post	P8	1
ERR1624558	2.06908755977452	1.70726495935796	0	0	0	0	2.29172017816113	0	2.06908755977452	1.00762372303633	0	1.66148883746612	2.10530556340895	0	0	3.08070540233947	0.705753225861275	0	0	2.40982988387202	2.22059878716857	2.9249063910712	1.36982590657632	2.78369479900743	0	1.51335060400748	2.20153347374586	0	3.62113847478815	0	0	0	1.47057151366589	0	0	0	1.40606725293207	0	2.79590940375947	0	1.96261198179409	3.27162049386924	0.482781271226553	0	3.79064708366958	0	1.771746076022	1.18399478817402	1.23841826103127	03644840-1cde-11e6-9a08-68b599768938	WGS	500	9655000	PRJEB14082	SAMEA4008115	5944431	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694923	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634293	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008115	ERS1179225	ERS1179225	ERP015690	P10_Post	Post	P10	1
ERR1624561	2.27451723584883	1.01247507635636	0	1.11213910966247	0	0	2.92353137819443	2.15541471824818	2.52568077981482	0	0	1.01247507635636	2.41023309718098	1.9409019080122	0.562850532783173	2.54746260433723	1.51661837472191	0	0	1.15452894251938	1.84523412253523	2.60977316345951	1.11213910966247	2.68019421474229	0	0	1.59652016394446	0	3.21386000477736	2.97895905006314	0	1.15452894251938	0.69740676089585	0	0	0	0	0	0	0	2.35788910324494	3.16742688679057	0	0	3.97269510706223	0	1.15452894251938	0.69740676089585	1.61087670782411	037ab670-1cde-11e6-9a08-68b599768938	WGS	500	7271500	PRJEB14082	SAMEA4008118	4307173	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694926	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634296	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008118	ERS1179228	ERS1179228	ERP015690	P18_Post	Post	P18	1
ERR1624563	1.33838655502227	1.1460599705976	0	0	0	0	2.69109678210564	0.556249562182037	1.79301947935181	0	0	0.690137739183962	2.10407282602581	1.0042553305908	0	1.83625188302971	0	0	0	0.874997736314998	1.4898875505309	3.46831836754879	1.5249736940165	2.14636535723865	0	0	1.22003920283316	0	2.73584494989072	0	0	0	0	0	0	0	1.1460599705976	0	1.72420395146072	0	2.21344490406194	2.56836331114019	0	0	4.06964288972517	0	0.690137739183962	1.31168413571792	2.22368259027714	038ba660-1cde-11e6-9a08-68b599768938	WGS	500	7645500	PRJEB14082	SAMEA4008120	4472805	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694928	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634298	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008120	ERS1179230	ERS1179230	ERP015690	P22_Post	Post	P22	1
ERR1624566	2.15633832539143	1.03633457663612	0	0	0	1.95353578489427	3.13958142687453	2.04305419372512	2.84884792402799	1.50870913322604	0	0	2.2461024341242	2.57155631614921	0	2.43008542280036	1.15117075811523	0	0.879769619870169	1.17569223953398	2.02656613023311	1.72960228572588	1.65731244456867	3.32539005373238	0.708726370694946	0.422497620121175	1.31691884821123	0	3.47757008209362	0	0	0	0	0	0.829884611360539	0.632546004326897	3.21020594299624	0	0	0	2.00237780314746	3.71831351771726	0	0	2.91316870268579	0	2.42742279109433	2.4813536238953	1.38086463046681	03a45e80-1cde-11e6-9a08-68b599768938	WGS	500	12165000	PRJEB14082	SAMEA4008123	7543147	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694931	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634301	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008123	ERS1179233	ERS1179233	ERP015690	P26_Post	Post	P26	1
ERR1624568	1.76057129295005	0	0	0.940559992516135	0	0	3.36521625919694	1.24867344912409	1.98328389336205	1.00033366537755	0	0	2.29357349512275	0	1.27910482056687	2.44352057333049	0.78868081027986	0	0	1.33423245190417	2.40348977997745	3.31303138913522	0	3.11331041386352	0	0	1.62508590628895	1.1805540767564	3.42333542137102	0	0	1.71993167966632	0	2.33939434009527	0	0	0.553108921464892	0	2.59633815061395	0	2.41653413091864	3.7061977222583	0	0	2.77955416316824	0	2.85519656856442	0.686675300958152	2.56705968299735	03b43d00-1cde-11e6-9a08-68b599768938	WGS	500	7848000	PRJEB14082	SAMEA4008125	4946984	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694933	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634303	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008125	ERS1179235	ERS1179235	ERP015690	P33_Post	Post	P33	1
ERR1624569	1.80051021748678	0.602951677004322	1.04247328114663	0.779141899328808	0	0	3.04415650617237	0.846116960037574	0.90413010911621	1.80734993639559	0	0	2.32546533807875	2.21069619589785	0	1.86449510899957	0	0	0	1.25639507000414	1.58094086958416	3.69253503041042	0	2.42442990296542	0	0.602951677004322	0.90413010911621	0	3.27833849483387	0.477913954571184	0.846116960037574	1.65437464565066	0.779141899328808	0	2.2889841197889	0	2.60215842888803	0	2.17436681053675	0	2.53774350017209	3.31673846834932	0	0	3.64424592161555	0	2.21602511875123	2.53393940623879	1.6139434152429	03bc2c40-1cde-11e6-9a08-68b599768938	WGS	500	10001000	PRJEB14082	SAMEA4008126	6125086	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,ena,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694934	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634304	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008126	ERS1179236	ERS1179236	ERP015690	P34_Post	Post	P34	1
ERR1624571	2.77219024881753	1.73108597748098	0	0.663000030022559	0	0	2.97037691682954	0	3.17004244036759	1.69049921858551	0	1.43804872453304	0	0	0	2.89362686783389	0	0	0	1.3056455069365	1.89128507255417	3.35222152045144	3.30707733736891	1.93581312885586	0	1.72128931479149	0.914085577869541	2.63073660226547	3.67650899101112	1.02558613282062	0	0.914085577869541	0	0	1.3056455069365	0	1.22039890430595	0	0	0	2.40956489819174	3.08071920179347	0	0	3.24705398615366	0	1.94181734493802	1.52404665668623	1.41859893592698	03cad240-1cde-11e6-9a08-68b599768938	WGS	500	8523000	PRJEB14082	SAMEA4008128	5390808	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra,contigs	s3,ena,gs,ncbi	ncbi.public,gs.US,ena,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694936	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634306	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008128	ERS1179238	ERS1179238	ERP015690	P37_Post	Post	P37	1
ERR1624572	2.16625344414519	1.43215909428413	0	2.29828379218952	0	0	3.12408280022355	0	3.04178690600874	1.71529213780389	0	1.02005211552932	2.23427870545362	1.73466423652826	0	2.82760601687779	1.2146552845579	0	0	2.44044262806292	2.15560361320404	2.46580009425886	1.34856224273346	2.34948100495046	0	0.840127358157457	1.72508619196375	1.32488206724842	3.60712886365455	0	0	0	1.06657226184111	3.33768533171118	0	0	1.34856224273346	0	0.658221648614437	0	2.67526773459294	3.4214563369136	0	0	3.34144987148968	0	2.62585562154203	0	2.38480096369677	03d1fe30-1cde-11e6-9a08-68b599768938	WGS	500	8668000	PRJEB14082	SAMEA4008129	5422154	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ena,ncbi.public	ERC000011	9/12/16	11/16/18	ERX1694937	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634307	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008129	ERS1179239	ERS1179239	ERP015690	P38_Post	Post	P38	1
ERR1624573	2.97911111811799	1.99226254235827	0	0	0	1.1056321093073	2.88787726374139	0.623819889252611	2.3549819788173	1.38929298468659	0	0.928372850555453	2.35086416135454	1.81365060443335	1.14057362934566	3.07132774809963	0.722142519727812	0	0	0.722142519727812	2.624203025057	1.82071982904809	0.722142519727812	2.56399041335803	0.802262964537974	1.42560226856136	1.84789932114297	0	3.17270860786695	0	0	0	1.78416355712047	0	0	0	0	0.722142519727812	2.1219745535323	0	1.5330564376435	3.20427070597099	0.496516531351175	1.14057362934566	3.94669953930833	0	1.96797656087386	2.33399098318036	1.02598404026235	03d92a20-1cde-11e6-9a08-68b599768938	WGS	500	8919000	PRJEB14082	SAMEA4008130	5268056	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694938	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634308	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008130	ERS1179240	ERS1179240	ERP015690	P40_Post	Post	P40	1
