Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Campylobacteria	Clostridia	Coriobacteriia	Deltaproteobacteria	Erysipelotrichia	Fusobacteriia	Gammaproteobacteria	Melainabacteria	Mollicutes	Negativicutes	Oxyphotobacteria	Saccharimonadia	Verrucomicrobiae	others	Alias	Assay.Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center.Name	Consent	DATASTORE.filetype	DATASTORE.provider	DATASTORE.region	ENA_CHECKLIST	ENA.FIRST.PUBLIC..run.	ENA.LAST.UPDATE..run.	Experiment	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library.Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	sample_description	Sample.Name	sample_name	SRA_accession	SRA.Study	title	time	ID	prepost
ERR1624546	2.90451032959075	0	2.22587709079106	3.48950969123014	0	4.01928087119316	2.60121713378044	1.78772280146579	3.08135337536947	0.435193611528895	2.77569253982307	0	1.88075826732327	2.11204064083224	0	0	1.46900571400505	1.4002756980883	0307d060-1cde-11e6-9a08-68b599768938	WGS	500	12057000	PRJEB14082	SAMEA4008103	7570386	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694911	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:19Z	public	Illumina MiSeq	16634281	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008103	ERS1179213	ERS1179213	ERP015690	P25_Pre	Pre	P25	0
ERR1624548	2.07273377224501	0.487830511328622	3.1411105339532	3.44344670691219	0	3.96880556525408	2.38696760458559	1.96518028625016	3.26953800234173	0	3.05931454693883	0	0.968463627155708	1.94520091290239	0	0	0	0.917092443407444	03182410-1cde-11e6-9a08-68b599768938	WGS	500	10003000	PRJEB14082	SAMEA4008105	6204049	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694913	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:20Z	public	Illumina MiSeq	16634283	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008105	ERS1179215	ERS1179215	ERP015690	P28_Pre	Pre	P28	0
ERR1624551	3.46154817023789	0	2.18015297478723	3.478975382521	0	3.95901295784727	3.02689812662685	1.40845120923207	2.75084781145066	0	1.28401198914587	0	0	2.30042761385688	0.667106279052107	0	0	0	03312a50-1cde-11e6-9a08-68b599768938	WGS	500	11121000	PRJEB14082	SAMEA4008108	7014862	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694916	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:21Z	public	Illumina MiSeq	16634286	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008108	ERS1179218	ERS1179218	ERP015690	P35_Pre	Pre	P35	0
ERR1624557	2.82001440801583	0.922783641391789	2.27212210250363	3.58061285825456	0	3.93423608786934	2.67378590140797	1.26732225880003	2.99990746490574	0	2.10143451749361	0.575669290652598	0	3.32901057875151	0	0	0	1.39717749375011	035d1c50-1cde-11e6-9a08-68b599768938	WGS	500	10924000	PRJEB14082	SAMEA4008114	6808954	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694922	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634292	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008114	ERS1179224	ERS1179224	ERP015690	P8_Post	Post	P8	1
ERR1624558	2.29172017816113	0.608422351317871	3.79754815408182	2.98617738447146	0	3.80392415323471	3.13782397498293	2.40982988387202	2.78369479900743	0	2.92961860278463	0	0	2.11898733994538	0	0.482781271226553	0	0.608422351317871	03644840-1cde-11e6-9a08-68b599768938	WGS	500	9655000	PRJEB14082	SAMEA4008115	5944431	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	s3,ena,gs,ncbi	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694923	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:24Z	public	Illumina MiSeq	16634293	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008115	ERS1179225	ERS1179225	ERP015690	P10_Post	Post	P10	1
ERR1624561	2.54253211897732	0.952505224434285	4.01550988873471	3.09135156908771	0	3.54553316174012	2.65669662468417	1.15452894251938	2.68019421474229	0	2.60977316345951	0	0	2.28361252583067	0	0	1.11213910966247	1.01247507635636	037ab670-1cde-11e6-9a08-68b599768938	WGS	500	7271500	PRJEB14082	SAMEA4008118	4307173	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1,ena	ERC000011	9/12/16	11/16/18	ERX1694926	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:26Z	public	Illumina MiSeq	16634296	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008118	ERS1179228	ERS1179228	ERP015690	P18_Post	Post	P18	1
ERR1624563	1.87556761183674	0	4.07098719275986	2.85246778741733	0	3.09467731011787	1.99336367343744	0.874997736314998	2.14636535723865	0	3.46831836754879	0	0	1.61587852535444	0	0	0	0	038ba660-1cde-11e6-9a08-68b599768938	WGS	500	7645500	PRJEB14082	SAMEA4008120	4472805	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public,ena	ERC000011	9/12/16	11/16/18	ERX1694928	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:27Z	public	Illumina MiSeq	16634298	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008120	ERS1179230	ERS1179230	ERP015690	P22_Post	Post	P22	1
ERR1624566	2.85487838475202	0	2.93694332764934	3.26824700749162	0	4.01878901606238	2.67809174083074	1.17569223953398	3.32539005373238	0	1.95749418239475	0	0	2.64862179062406	0	0	0	1.15117075811523	03a45e80-1cde-11e6-9a08-68b599768938	WGS	500	12165000	PRJEB14082	SAMEA4008123	7543147	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,sra,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694931	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:28Z	public	Illumina MiSeq	16634301	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008123	ERS1179233	ERS1179233	ERP015690	P26_Post	Post	P26	1
ERR1624568	1.98328389336205	0	2.77955416316824	3.59916113691082	0	3.9064208173546	2.72837577343755	1.33423245190417	3.11331041386352	1.1805540767564	3.3176277785395	0	2.31030309703659	1.78873510655408	0	0	0.940559992516135	1.91418005676022	03b43d00-1cde-11e6-9a08-68b599768938	WGS	500	7848000	PRJEB14082	SAMEA4008125	4946984	THE WELLCOME TRUST SANGER INSTITUTE	public	contigs,cram,sra	ena,gs,ncbi,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694933	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634303	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008125	ERS1179235	ERS1179235	ERP015690	P33_Post	Post	P33	1
ERR1624569	1.20523430398333	0	3.64533128904792	3.25838627753275	0	3.68025257746716	2.04257040303379	1.25639507000414	2.42442990296542	0	3.71543418970136	0	0	2.6064906088676	0	0	0.779141899328808	0	03bc2c40-1cde-11e6-9a08-68b599768938	WGS	500	10001000	PRJEB14082	SAMEA4008126	6125086	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	gs,ncbi,ena,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694934	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:29Z	public	Illumina MiSeq	16634304	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008126	ERS1179236	ERS1179236	ERP015690	P34_Post	Post	P34	1
ERR1624571	3.18528444034045	0	3.58893957395389	3.10840044609218	0	3.77722840283279	2.93430225540711	1.3056455069365	1.93581312885586	2.63073660226547	3.36501036771016	0	0	2.79535432621651	0.914085577869541	0	0.663000030022559	0.763684107245279	03cad240-1cde-11e6-9a08-68b599768938	WGS	500	8523000	PRJEB14082	SAMEA4008128	5390808	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra,contigs	s3,ena,gs,ncbi	ncbi.public,gs.US,ena,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694936	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:30Z	public	Illumina MiSeq	16634306	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008128	ERS1179238	ERS1179238	ERP015690	P37_Post	Post	P37	1
ERR1624572	3.05602968726026	1.06657226184111	3.34865209513391	3.66542495682206	0	3.84399623680083	2.91899825597953	2.44044262806292	2.34948100495046	1.32488206724842	2.53554169088488	0	0.658221648614437	2.16625344414519	0	0	2.29828379218952	0.527389558534329	03d1fe30-1cde-11e6-9a08-68b599768938	WGS	500	8668000	PRJEB14082	SAMEA4008129	5422154	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,cram,contigs	s3,ena,gs,ncbi	gs.US,s3.us-east-1,ena,ncbi.public	ERC000011	9/12/16	11/16/18	ERX1694937	SC	2016-09-12T16:42:13Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634307	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008129	ERS1179239	ERS1179239	ERP015690	P38_Post	Post	P38	1
ERR1624573	2.58379436060772	0	3.94868861327361	3.01552050834184	0	3.54118647239263	3.20802351687625	0.722142519727812	2.56399041335803	0	1.95272515521089	0	0	3.06737216662978	0	0.496516531351175	0	0.802262964537974	03d92a20-1cde-11e6-9a08-68b599768938	WGS	500	8919000	PRJEB14082	SAMEA4008130	5268056	THE WELLCOME TRUST SANGER INSTITUTE	public	sra,contigs,cram	ena,s3,gs,ncbi	ena,ncbi.public,gs.US,s3.us-east-1	ERC000011	9/12/16	11/16/18	ERX1694938	SC	2016-09-12T16:42:14Z	2016-05-25T12:31:31Z	public	Illumina MiSeq	16634308	PAIRED	RANDOM	GENOMIC	human gut metagenome	ILLUMINA	2016-09-30T00:00:00Z	Human faecal sample	SAMEA4008130	ERS1179240	ERS1179240	ERP015690	P40_Post	Post	P40	1
