SAMPLE_ID	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Candidatus Cloacimonetes	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Coprothermobacterota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermotogae	Verrucomicrobia
SAMPLE-52	0.0	3.9358376312925807	0.0	0.0	2.706497102015569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34417765845252546	4.385801645687657	0.0	0.0	2.9096508852941008	0.0	0.0	0.0	1.7969509922864955	0.5337487177872968	0.0	0.0	0.0	0.0	1.0748227791847638
SAMPLE-53	0.0	4.128823969990129	0.0	0.0	2.3393587761788845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.279937138439773	0.2936850027147804	0.0	0.2936850027147804	0.0	0.0	0.0	1.9044432965434321	0.5909953872525844	0.0	0.0	0.0	0.0	3.1838502780391527
SAMPLE-54	0.0	3.7548702235238682	0.0	0.0	3.7307964189958587	0.0	0.0	0.0	0.22259977018500207	0.22259977018500207	0.0	0.36904927467552645	0.0	0.22259977018500207	0.0	0.0	0.0	4.359740038526564	0.0	0.22259977018500207	0.22259977018500207	0.0	0.0	0.0	2.5577701095722842	0.6382652170791077	0.0	0.36904927467552645	0.0	0.0	0.4783722351190093
SAMPLE-55	0.4697147884639934	3.944387083943118	0.0	0.0	2.0017893301237724	0.0	0.0	0.0	0.0	0.0	0.0	0.9443388837496609	0.0	0.0	0.0	2.0263725646686175	0.0	4.352736776172189	0.0	0.0	3.396237717443562	0.0	0.0	0.4697147884639934	2.265363989357645	0.4697147884639934	0.4697147884639934	1.948007963711953	0.0	0.4697147884639934	1.3872342498924854
SAMPLE-56	0.0	3.4469478278173677	0.0	0.6552599690451081	4.028874201628876	0.0	0.7980908528018571	0.5948771377544928	0.0	0.8724856649683121	0.5247218888446405	0.4410086017500365	0.0	0.0	0.0	1.8747517409219727	0.20054340546997254	4.262029274541573	2.192945450980044	0.0	1.0631003915516097	0.20054340546997254	0.0	0.0	3.3595791043809555	0.20054340546997254	0.9645559035664208	0.3372105984222913	0.0	0.20054340546997254	0.7082630107595789
SAMPLE-57	0.0	2.797397216945402	0.46116890858790366	0.28912100491445436	3.237836005755418	0.0	0.46116890858790366	0.0	0.46116890858790366	0.679755649383027	0.28912100491445436	0.0	0.28912100491445436	0.0	0.0	0.0	0.46116890858790366	4.434212949239274	0.0	0.28912100491445436	1.939903949485166	0.0	0.28912100491445436	0.28912100491445436	2.370398049790505	1.5785267265761977	0.46116890858790366	0.5840717626996902	0.0	0.0	3.645633155136866
SAMPLE-58	0.0	2.8629138761465898	0.0	0.0	3.9799044844679474	0.0	1.256496524644473	0.0	0.0	0.6281611963528995	0.0	0.25814453066299864	0.0	0.25814453066299864	0.0	0.0	0.0	4.25572651636682	1.1703506467904083	0.0	0.9970092915503801	0.0	0.0	0.25814453066299864	3.308373423447211	0.0	0.0	0.0	0.0	0.25814453066299864	3.597609865775784
SAMPLE-59	0.5528484959807107	3.676271430268587	0.0	0.0	1.6977362708130603	0.0	1.1802162922778585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45708388193403	0.0	0.0	2.8216161481347726	0.0	0.0	0.0	2.021788753801243	0.3590270421210899	0.0	2.021788753801243	0.0	0.0	0.5528484959807107
SAMPLE-6	0.26694915500610766	3.694765109378172	0.0	0.26694915500610766	3.7825825522891803	0.0	0.6430782830737505	0.26694915500610766	0.26694915500610766	0.26694915500610766	0.0	1.4626782557115932	0.0	0.26694915500610766	0.0	0.0	0.26694915500610766	4.347205440128826	0.43105872721483474	0.26694915500610766	1.0145026212346735	0.0	0.0	0.26694915500610766	2.9754988855469757	0.0	0.0	0.8916721867723076	0.0	0.0	1.8840339139587023
SAMPLE-60	0.0	3.532593292560033	0.0	0.26913256938477215	3.0932921751943487	0.0	0.0	0.0	0.26913256938477215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4607528925475135	0.0	0.0	2.5518960908572335	0.0	0.0	0.0	2.6301759048351046	0.0	0.26913256938477215	0.4340486017142447	0.0	0.0	1.0187873508697256
SAMPLE-61	0.0	3.8145328688013875	0.0	0.0	3.0725016924821906	0.0	0.6627247050042513	0.0	0.0	0.23551072830143405	0.0	0.38736484579994707	0.0	0.0	0.0	2.315760345333273	0.38736484579994707	4.415499240430519	0.9137766856948277	0.0	2.150407379851083	0.0	0.0	0.38736484579994707	2.357511576587936	0.38736484579994707	0.0	0.4996581493310584	0.0	0.23551072830143405	0.5888003065393396
SAMPLE-7	0.0	3.3706579233125993	0.0	0.0	3.7093170936465834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26395934326323	0.5886426229706765	0.0	2.6955425068223073	0.0	0.0	0.0	3.526089740860777	0.0	0.29213129859396086	0.465215340046102	0.0	0.0	3.666955325971605
SAMPLE-8	0.0	4.072463719940445	0.0	0.0	3.8844263928358154	0.0	0.0	0.0	0.0	0.4679294761057188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.112335755269553	1.1911377540482517	0.0	2.4690582482221846	0.0	0.0	0.0	2.71451844281259	0.2941544643243177	0.0	0.0	0.0	0.0	3.031474002030614
SAMPLE-9	0.0	3.9169481798020733	0.0	0.71578654227023	3.519913752071586	0.0	0.0	0.0	0.0	0.4911798677528694	0.0	0.4911798677528694	0.0	0.3116163898188567	0.0	1.0188735486561826	0.0	4.2118112632561155	0.0	0.3116163898188567	2.442447415094856	0.0	0.0	0.3116163898188567	3.204462011152213	0.0	0.4911798677528694	0.6178443587346405	0.0	0.0	3.6605022654762656
