SAMPLE_ID	Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Bacteroidetes	Balneolaeota	Caldiserica	Calditrichaeota	Candidatus Bipolaricaulota	Candidatus Cloacimonetes	Candidatus Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Coprothermobacterota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia
SRR11292146	0.35331488539192285	2.0221707787044196	0.0	0.0	4.691009559932842	0.0	0.0	0.0	0.0	0.0	0.8620938666656413	0.0	0.5455234035828087	1.1322194103359329	0.0	0.0	0.0	0.35331488539192285	0.0	0.0	0.0	0.5455234035828087	3.932462752860918	1.0900063706439727	0.0	1.5731078802133187	0.0	0.0	0.0	3.57618266269011	0.0	0.7798486960370726	0.6783018812434768	0.0	0.0	0.35331488539192285	3.108735283581366
SRR11292147	0.0	3.3258407383442936	0.0	0.0	3.502472362991588	0.0	0.0	0.0	0.0	0.0	1.1375916799100212	0.0	0.5496776659000432	1.516122273559063	0.0	1.0485197113817106	0.0	0.0	0.0	0.0	0.0	0.8670992478234254	4.7264780974150495	0.7846888046171021	0.3565518038651107	3.3699824477663425	0.0	0.6828895245487506	0.0	3.054028772820353	0.3565518038651107	0.5496776659000432	0.7846888046171021	0.0	0.0	0.6828895245487506	2.8834629379490337
SRR11292148	0.286491193494105	1.6338415734631575	0.0	0.0	4.475841057966953	0.0	0.0	0.0	0.0	0.0	0.6754684116425883	0.0	0.45762597739387245	0.5800651012049289	0.0	1.5510072018959817	0.0	0.0	0.0	0.0	0.0	0.286491193494105	4.444125689699873	3.162168853405398	0.0	2.284434570918177	0.0	0.0	0.286491193494105	3.322807868405585	0.0	0.0	0.7536422774406045	0.0	0.286491193494105	0.0	3.1260797995777163
SRR11292149	0.21939035437614526	3.6852935962869307	0.0	0.0	4.346557059874196	0.8792443739679896	0.0	0.0	0.0	0.21939035437614526	0.7964404880396754	0.47301616392737383	1.8451736146331792	1.3163429310372134	0.0	1.0357851609462951	0.0	1.2072829719554712	0.0	0.0	2.5545483095966883	1.0613070134660332	4.520602121057605	0.63208199610106	0.0	1.7395345935399171	0.0	0.0	0.6940392184446842	3.225725527294098	0.7482510067685495	1.5543040222277258	1.2729083745590777	0.0	0.0	0.47301616392737383	2.5808059921108883
SRR11292150	1.2341222498307312	3.548258251582611	0.0	0.0	3.9291963199748627	0.0	0.0	0.0	0.0	0.37021072354134155	0.5671126355352234	0.5671126355352234	0.37021072354134155	1.0177662490732922	0.0	1.0177662490732922	0.0	1.0177662490732922	0.0	0.0	4.021310518495743	1.0177662490732922	4.575839535095196	2.4092898932046283	0.0	2.3786338389334865	0.0	0.0	0.0	3.2645275707470924	0.0	0.37021072354134155	1.0177662490732922	0.0	0.0	1.297435082890516	2.450528699605664
SRR11292151	0.3199245502870734	2.528248498289077	0.0	0.0	4.337594943801307	0.0	0.0	0.0	0.0	0.0	0.7288188985647177	0.0	0.7288188985647177	0.630102242728083	0.0	0.3199245502870734	0.0	0.0	0.0	0.0	0.0	0.5021356325093898	4.606140004054441	0.3199245502870734	0.0	1.985992532555103	0.0	0.0	0.3199245502870734	2.4698396249637384	0.8770025079215833	0.3199245502870734	0.5021356325093898	0.0	0.3199245502870734	0.0	0.3199245502870734
SRR11292152	1.7752819376149516	2.701399091622874	0.0	0.0	4.404438913153849	0.0	0.0	0.0	0.0	1.9833238293664655	0.6686473490914769	1.5310348697220888	0.34653591515589155	0.8515443206835788	0.0	1.9721615645526536	1.825624124368737	1.5151359612233615	0.34653591515589155	0.0	2.5847536613703364	0.9204161702641391	4.524646364582093	0.769653574195985	0.0	1.9887991882648892	0.0	0.0	0.6686473490914769	3.3436073247831493	0.34653591515589155	0.0	1.9050442366114357	0.0	0.34653591515589155	0.0	2.57073476227782
SRR11292153	0.7569205351876007	3.0188285900865046	0.0	0.0	4.525512857894175	0.0	0.0	0.0	0.0	0.0	0.8624288250076443	0.0	0.7569205351876007	0.6172618742366917	0.0	0.7569205351876007	0.0	0.41014378685637504	0.0	0.0	0.0	0.0	4.415137855952847	1.5314301917780018	0.0	1.9337268148631228	0.0	0.0	0.0	2.9085880422473425	0.0	0.0	0.7569205351876007	0.0	0.0	0.0	3.129040986526434
SRR11292154	2.052721696930341	3.003531589996786	0.37074982463910455	0.7028473205756145	4.388027860820882	2.4214633216338024	0.0	0.0	1.2350068909431835	0.7028473205756145	1.3268312387401535	1.071375193161192	0.37074982463910455	2.145733298449424	0.37074982463910455	2.6747673822999065	0.7028473205756145	2.4280689666725657	0.0	1.0186155421686494	2.585753599907582	1.1184141182170029	4.432408328418935	1.7804923414599045	1.4251642342184285	2.0204339514655922	0.805712775999332	0.7028473205756145	1.9342035428689297	3.8895038574048235	2.2428595340449147	1.7606316452827442	1.8987264036489067	1.4670732137433484	0.37074982463910455	1.0186155421686494	2.445208050570525
SRR11292155	0.0	2.754634568463832	0.0	0.0	4.202357920802082	0.22329981320527093	0.0	0.0	0.0	0.0	1.017510174679244	0.4795370075205987	0.6396083148671614	0.5669061322621811	0.0	1.3524107726191361	0.0	0.6396083148671614	0.0	0.0	0.0	1.0944067979804273	4.644262255058681	0.6396083148671614	0.22329981320527093	2.414662862287884	0.0	0.0	0.22329981320527093	2.9955789822422725	0.5669061322621811	0.5669061322621811	2.8059304613733898	0.0	0.0	0.6396083148671614	2.5480897837830034
